Orthogroup	schistosoma_intercalatum	schistosoma_haematobium
OG0006904	SINT1_53190.1	SHAE2_56510.1
OG0006905	SINT1_94600.1	SHAE2_101700.1
OG0006906	SINT1_56040.1	SHAE2_59750.1
OG0006907	SINT1_54910.1	SHAE2_58230.1
OG0006908	SINT1_45260.1	SHAE2_48230.1
OG0006910	SINT1_57490.1	SHAE2_61620.1
OG0006911	SINT1_52870.1	SHAE2_56170.1
OG0006912	SINT1_14010.1, SINT1_14010.2	SHAE2_15740.1
OG0006913	SINT1_19080.1	SHAE2_21140.1
OG0006914	SINT1_51590.1	SHAE2_54930.1
OG0006915	SINT1_32170.1	SHAE2_34450.1
OG0006916	SINT1_91310.1	SHAE2_98240.1
OG0006917	SINT1_3320.1	SHAE2_3910.1
OG0006918	SINT1_32250.1	SHAE2_34520.1
OG0006919	SINT1_37520.1	SHAE2_40460.1
OG0006920	SINT1_26800.1	SHAE2_28980.1
OG0006921	SINT1_61060.1	SHAE2_65450.1
OG0006922	SINT1_12870.1	SHAE2_14560.1
OG0006923	SINT1_92810.1	SHAE2_99750.1
OG0006924	SINT1_78270.1	SHAE2_83860.1
OG0006925	SINT1_50280.1	SHAE2_53660.1
OG0006926	SINT1_51910.1	SHAE2_55280.1
OG0006927	SINT1_52910.1	SHAE2_56210.1
OG0006928	SINT1_16050.1	SHAE2_17960.1
OG0006929	SINT1_81180.1	SHAE2_86920.1
OG0006930	SINT1_4700.1	SHAE2_5280.1
OG0006931	SINT1_10410.1	SHAE2_12120.1
OG0006933	SINT1_52590.1	SHAE2_55870.1, SHAE2_55870.2
OG0006934	SINT1_42320.1	SHAE2_45210.1
OG0006935	SINT1_70340.1	SHAE2_75530.1
OG0006936	SINT1_36870.1	SHAE2_39830.1
OG0006937	SINT1_54710.1	SHAE2_58040.1
OG0006938	SINT1_88620.1	SHAE2_95580.1, SHAE2_95570.1
OG0006939	SINT1_42100.1	SHAE2_44970.1
OG0006940	SINT1_14610.1	SHAE2_16340.1, SHAE2_16340.2
OG0006941	SINT1_19060.1	SHAE2_21130.1
OG0006942	SINT1_17490.1	SHAE2_19550.1
OG0006943	SINT1_82060.1, SINT1_82060.2	SHAE2_88760.1
OG0006944	SINT1_71240.1	SHAE2_76470.1
OG0006945	SINT1_25710.1	SHAE2_27910.1
OG0006946	SINT1_12360.1	SHAE2_14070.1
OG0006947	SINT1_81650.1, SINT1_81650.2, SINT1_81650.3	SHAE2_87420.1
OG0006948	SINT1_34590.1	SHAE2_37330.1, SHAE2_37330.2
OG0006949	SINT1_72050.1	SHAE2_77410.1
OG0006950	SINT1_74400.1	SHAE2_79970.1
OG0006951	SINT1_20930.1	SHAE2_22480.1
OG0006952	SINT1_27750.1	SHAE2_29920.1
OG0006953	SINT1_58830.1	SHAE2_63100.1
OG0006954	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2	SHAE2_55760.1
OG0006955	SINT1_31210.1	SHAE2_33460.1
OG0006956	SINT1_59870.1	SHAE2_64200.2, SHAE2_64200.1
OG0006957	SINT1_70550.1	SHAE2_75740.1
OG0006958	SINT1_68290.1	SHAE2_73480.1
OG0006959	SINT1_85340.1	SHAE2_92040.1
OG0006960	SINT1_34940.1	SHAE2_37690.1
OG0006961	SINT1_88380.1	SHAE2_95340.1
OG0006962	SINT1_53900.1	SHAE2_57230.1, SHAE2_57230.2
OG0006963	SINT1_48840.1	SHAE2_52170.1
OG0006964	SINT1_61890.1	SHAE2_66310.1
OG0006965	SINT1_35490.1	SHAE2_38300.1
OG0006966	SINT1_61270.1	SHAE2_65660.1
OG0006967	SINT1_87220.1	SHAE2_94080.1
OG0006968	SINT1_37910.1	SHAE2_40810.1
OG0006969	SINT1_70490.1	SHAE2_75680.1
OG0006970	SINT1_70500.1	SHAE2_75690.1
OG0006971	SINT1_79110.1	SHAE2_84900.1
OG0006972	SINT1_60780.1	SHAE2_65200.1
OG0006973	SINT1_3880.1	SHAE2_4520.1, SHAE2_4520.2
OG0006974	SINT1_79820.1	SHAE2_85390.1
OG0006975	SINT1_22640.1	SHAE2_24590.3, SHAE2_24590.1
OG0006976	SINT1_68120.1	SHAE2_73260.1, SHAE2_73260.2, SHAE2_73260.3
OG0006977	SINT1_32640.1	SHAE2_34900.1
OG0006978	SINT1_23340.1	SHAE2_25540.1
OG0006979	SINT1_65910.1	SHAE2_70720.1
OG0006980	SINT1_77900.1	SHAE2_83500.1
OG0006981	SINT1_61140.1, SINT1_61140.2	SHAE2_65530.1
OG0006982	SINT1_56090.1	SHAE2_59800.1
OG0006983	SINT1_15800.1	SHAE2_17710.1
OG0006984	SINT1_51450.1	SHAE2_54800.1
OG0006985	SINT1_40910.1	SHAE2_43800.1
OG0006986	SINT1_3340.1	SHAE2_3930.1
OG0006987	SINT1_76340.1	SHAE2_81950.1
OG0006988	SINT1_76350.1	SHAE2_81960.1
OG0006989	SINT1_72750.1	SHAE2_78170.1
OG0006990	SINT1_1920.1	SHAE2_2320.1
OG0006991	SINT1_79680.1	SHAE2_85300.1
OG0006991	SINT1_79680.1	SHAE2_85310.1
OG0006992	SINT1_22500.1	SHAE2_24470.2, SHAE2_24470.1, SHAE2_24470.3, SHAE2_24470.4, SHAE2_24470.5
OG0006993	SINT1_17260.1	SHAE2_19320.1
OG0006994	SINT1_5040.2, SINT1_5040.1	SHAE2_5600.1
OG0006995	SINT1_61930.1	SHAE2_66350.1
OG0006996	SINT1_270.1	SHAE2_240.1
OG0006997	SINT1_84780.1	SHAE2_91500.1
OG0006998	SINT1_74940.1	SHAE2_80550.1
OG0006999	SINT1_46030.1	SHAE2_48900.1
OG0007000	SINT1_81670.1	SHAE2_87430.1
OG0007001	SINT1_48620.1	SHAE2_51950.1
OG0007002	SINT1_93120.2	SHAE2_100200.1
OG0007003	SINT1_6860.1	SHAE2_7360.1
OG0007004	SINT1_91190.1, SINT1_91190.2	SHAE2_102670.1, SHAE2_102670.2
OG0007005	SINT1_46020.1	SHAE2_48910.1
OG0007006	SINT1_91340.1	SHAE2_98290.1
OG0007007	SINT1_43870.1	SHAE2_46680.1
OG0007008	SINT1_63870.1, SINT1_63870.2	SHAE2_68560.1
OG0007009	SINT1_89600.1	SHAE2_96610.1
OG0007010	SINT1_21820.1	SHAE2_23800.1
OG0007011	SINT1_50120.1	SHAE2_53420.1
OG0007012	SINT1_47850.1	SHAE2_51160.1, SHAE2_51160.2
OG0007013	SINT1_63540.1	SHAE2_68110.1
OG0007014	SINT1_12040.1, SINT1_12040.2	SHAE2_13760.1
OG0007015	SINT1_78520.1	SHAE2_84090.1
OG0007016	SINT1_17800.1	SHAE2_19850.1
OG0007017	SINT1_50410.1	SHAE2_53760.1
OG0007018	SINT1_92600.1	SHAE2_99530.1
OG0007019	SINT1_77420.1	SHAE2_83030.1
OG0007020	SINT1_56330.1	SHAE2_60050.1
OG0007021	SINT1_48430.1	SHAE2_51750.1
OG0007022	SINT1_60970.1	SHAE2_65360.1
OG0007023	SINT1_45120.1	SHAE2_47990.1
OG0007024	SINT1_81770.1	SHAE2_87530.1
OG0007025	SINT1_89540.1	SHAE2_96540.1
OG0007026	SINT1_59410.1	SHAE2_63700.1
OG0007027	SINT1_1160.1	SHAE2_1520.1
OG0007028	SINT1_73940.1	SHAE2_79500.1
OG0007029	SINT1_19200.1	SHAE2_21240.1
OG0007030	SINT1_70200.1	SHAE2_75400.1
OG0007031	SINT1_38030.1	SHAE2_40890.1
OG0007032	SINT1_78020.1	SHAE2_83620.1
OG0007033	SINT1_78030.1	SHAE2_83630.1
OG0007034	SINT1_78040.1	SHAE2_83640.1
OG0007035	SINT1_69320.1	SHAE2_74490.1
OG0007036	SINT1_81070.1	SHAE2_86820.1
OG0007037	SINT1_59590.1, SINT1_59590.2	SHAE2_63910.1
OG0007038	SINT1_37930.1	SHAE2_40820.1
OG0007039	SINT1_52150.1	SHAE2_55480.1
OG0007040	SINT1_71660.1	SHAE2_76990.1
OG0007041	SINT1_29800.1	SHAE2_32010.1
OG0007042	SINT1_27670.1	SHAE2_29850.1
OG0007043	SINT1_84800.1	SHAE2_91520.1, SHAE2_91520.2
OG0007044	SINT1_12170.1, SINT1_12170.2	SHAE2_13890.1, SHAE2_13890.2
OG0007046	SINT1_81900.1	SHAE2_87890.1
OG0007047	SINT1_57520.1	SHAE2_61660.1
OG0007048	SINT1_61660.1	SHAE2_66070.1
OG0007049	SINT1_38760.1	SHAE2_41700.1
OG0007050	SINT1_10730.1	SHAE2_12410.1
OG0007051	SINT1_14830.1	SHAE2_16580.1
OG0007052	SINT1_6500.1	SHAE2_7070.1
OG0007053	SINT1_36070.1	SHAE2_38970.1
OG0007054	SINT1_85880.1	SHAE2_92610.1
OG0007055	SINT1_70100.1	SHAE2_75300.1
OG0007056	SINT1_23460.1	SHAE2_25660.1
OG0007057	SINT1_65400.1	SHAE2_70170.1, SHAE2_70170.2
OG0007058	SINT1_1970.1	SHAE2_2370.1, SHAE2_2370.2
OG0007059	SINT1_45670.1	SHAE2_49420.1
OG0007060	SINT1_33990.1	SHAE2_36750.1, SHAE2_36750.2, SHAE2_36750.3
OG0007061	SINT1_92080.1, SINT1_92080.2	SHAE2_99050.1
OG0007062	SINT1_23400.1	SHAE2_25600.1, SHAE2_25600.2
OG0007063	SINT1_280.1	SHAE2_250.1
OG0007064	SINT1_84820.1, SINT1_84820.2	SHAE2_91540.1
OG0007065	SINT1_4870.1	SHAE2_5440.1
OG0007067	SINT1_82080.1	SHAE2_88780.1
OG0007068	SINT1_77170.1	SHAE2_82790.1
OG0007069	SINT1_35810.1	SHAE2_38640.1
OG0007070	SINT1_52530.1	SHAE2_55820.1
OG0007072	SINT1_35500.1	SHAE2_38310.1
OG0007073	SINT1_69700.1	SHAE2_74830.1
OG0007074	SINT1_74640.1	SHAE2_80250.1
OG0007075	SINT1_18940.1	SHAE2_21000.1
OG0007076	SINT1_32090.1	SHAE2_34360.1
OG0007077	SINT1_64800.1	SHAE2_69530.1
OG0007078	SINT1_51050.1	SHAE2_54390.1
OG0007079	SINT1_22920.1	SHAE2_25020.1
OG0007080	SINT1_18330.1	SHAE2_20360.1
OG0007081	SINT1_52310.1	SHAE2_55610.1
OG0007082	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3	SHAE2_92770.1
OG0007083	SINT1_77330.1	SHAE2_82940.1
OG0007084	SINT1_49440.1	SHAE2_52730.1
OG0007084	SINT1_49440.2	SHAE2_52730.2
OG0007085	SINT1_38920.1	SHAE2_41820.1
OG0007086	SINT1_83790.1	SHAE2_90470.1
OG0007087	SINT1_65850.1	SHAE2_70660.1
OG0007088	SINT1_93470.1	SHAE2_100560.1
OG0007089	SINT1_61640.1, SINT1_61640.2	SHAE2_66050.1
OG0007090	SINT1_17150.1	SHAE2_19210.1
OG0007092	SINT1_16180.1	SHAE2_18140.1
OG0007094	SINT1_46290.1	SHAE2_49530.1
OG0007096	SINT1_87870.1	SHAE2_94760.1
OG0007098	SINT1_75350.1	SHAE2_80990.2, SHAE2_80990.1
OG0007099	SINT1_83030.1	SHAE2_89770.1
OG0007100	SINT1_62300.1	SHAE2_66750.1
OG0007101	SINT1_35050.1	SHAE2_37800.1
OG0007102	SINT1_29650.1	SHAE2_31840.1
OG0007103	SINT1_62290.1, SINT1_62290.2	SHAE2_66740.1
OG0007104	SINT1_66240.1	SHAE2_71020.1
OG0007105	SINT1_63850.1	SHAE2_68530.1
OG0007105	SINT1_63850.1	SHAE2_68530.2
OG0007106	SINT1_70610.1, SINT1_70610.2	SHAE2_75780.1
OG0007107	SINT1_68240.2, SINT1_68240.1	SHAE2_73430.1
OG0007112	SINT1_1660.1, SINT1_83380.1	SHAE2_90080.1
OG0007113	SINT1_94120.1	SHAE2_101230.1
OG0007114	SINT1_86330.1	SHAE2_93170.1
OG0007115	SINT1_56410.1	SHAE2_60160.1
OG0007116	SINT1_59860.1, SINT1_59860.2	SHAE2_64190.1
OG0007117	SINT1_22250.1	SHAE2_24200.1
OG0007118	SINT1_92540.1	SHAE2_99460.1, SHAE2_99460.2
OG0007120	SINT1_81590.1, SINT1_81590.2	SHAE2_87360.1, SHAE2_87360.2
OG0007121	SINT1_85680.1	SHAE2_92420.1
OG0007122	SINT1_53660.1	SHAE2_57020.1
OG0007123	SINT1_70530.1	SHAE2_75720.1
OG0007124	SINT1_71540.1	SHAE2_76760.1
OG0007125	SINT1_77940.2, SINT1_77940.1	SHAE2_83530.1
OG0007126	SINT1_69570.1	SHAE2_74750.1
OG0007127	SINT1_44710.1	SHAE2_47550.1, SHAE2_47550.3, SHAE2_47550.2
OG0007128	SINT1_32780.1	SHAE2_35030.1
OG0007131	SINT1_24980.1, SINT1_24980.2	SHAE2_27150.1, SHAE2_27150.2
OG0007132	SINT1_35980.1	SHAE2_38840.2
OG0007133	SINT1_11370.3	SHAE2_13080.2
OG0007133	SINT1_11370.1, SINT1_11370.2	SHAE2_13080.1
OG0007134	SINT1_20850.1	SHAE2_22560.1
OG0007135	SINT1_21040.1	SHAE2_22370.1
OG0007137	SINT1_52250.1, SINT1_52250.3, SINT1_52250.2, SINT1_52250.4	SHAE2_55560.3, SHAE2_55560.2, SHAE2_55560.5, SHAE2_55560.1, SHAE2_55560.4
OG0007138	SINT1_85300.1	SHAE2_92000.1, SHAE2_92000.2
OG0007140	SINT1_80850.1	SHAE2_46740.1, SHAE2_46740.2
OG0007140	SINT1_19230.1, SINT1_54880.1	SHAE2_95290.1
OG0007149	SINT1_56000.1	SHAE2_59720.1
OG0007150	SINT1_12470.1	SHAE2_14170.1
OG0007151	SINT1_71020.1	SHAE2_76210.1
OG0007152	SINT1_92470.1	SHAE2_99390.1
OG0007153	SINT1_19130.1	SHAE2_21190.1
OG0007154	SINT1_37630.2, SINT1_37630.3	SHAE2_40560.2
OG0007154	SINT1_37630.1	SHAE2_40560.1
OG0007155	SINT1_57190.1	SHAE2_61240.1
OG0007156	SINT1_34490.1	SHAE2_37240.1
OG0007157	SINT1_72820.1	SHAE2_78250.1
OG0007158	SINT1_88770.1	SHAE2_95740.1
OG0007159	SINT1_86890.1	SHAE2_93770.1
OG0007160	SINT1_33070.1	SHAE2_35940.1
OG0007161	SINT1_79240.1	SHAE2_84780.1
OG0007162	SINT1_18440.1	SHAE2_20470.1
OG0007163	SINT1_23380.1	SHAE2_25580.1
OG0007164	SINT1_73890.1	SHAE2_79450.1
OG0007165	SINT1_37720.1	SHAE2_40660.1
OG0007166	SINT1_90840.1	SHAE2_97690.1
OG0007167	SINT1_39020.1	SHAE2_41940.1
OG0007168	SINT1_58970.1	SHAE2_63220.1
OG0007170	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3	SHAE2_103400.1
OG0007171	SINT1_54330.1	SHAE2_57660.1
OG0007172	SINT1_28740.1	SHAE2_30930.1
OG0007173	SINT1_8910.1	SHAE2_10650.1
OG0007174	SINT1_52240.1	SHAE2_55550.1
OG0007175	SINT1_36810.1, SINT1_36810.2	SHAE2_39770.1
OG0007176	SINT1_83420.1	SHAE2_90120.1
OG0007177	SINT1_42890.1	SHAE2_45740.1
OG0007178	SINT1_60500.1	SHAE2_64870.1
OG0007179	SINT1_23990.1	SHAE2_26360.1
OG0007180	SINT1_1110.1	SHAE2_1470.1
OG0007181	SINT1_88440.1	SHAE2_95400.1
OG0007182	SINT1_14950.1	SHAE2_16710.1
OG0007184	SINT1_87900.1	SHAE2_94790.1
OG0007185	SINT1_92140.1	SHAE2_99100.1
OG0007186	SINT1_73880.1	SHAE2_79440.1
OG0007187	SINT1_79020.1	SHAE2_84980.1
OG0007188	SINT1_67800.1	SHAE2_72900.1
OG0007189	SINT1_63720.1	SHAE2_68320.1
OG0007191	SINT1_81110.1	SHAE2_86850.1
OG0007192	SINT1_66910.1	SHAE2_71710.1
OG0007194	SINT1_6890.1	SHAE2_7400.1
OG0007195	SINT1_85510.1	SHAE2_92230.1
OG0007196	SINT1_14840.1	SHAE2_16600.1
OG0007197	SINT1_88360.1	SHAE2_95320.1
OG0007198	SINT1_30160.1	SHAE2_32350.1
OG0007199	SINT1_24010.1	SHAE2_26380.1
OG0007200	SINT1_8700.1	SHAE2_10430.1
OG0007201	SINT1_87960.1	SHAE2_94890.1
OG0007202	SINT1_72280.1	SHAE2_77630.1
OG0007203	SINT1_3100.1	SHAE2_3760.1
OG0007205	SINT1_90520.1	SHAE2_97470.1
OG0007206	SINT1_69970.1	SHAE2_75140.1
OG0007207	SINT1_48930.1	SHAE2_52240.1
OG0007208	SINT1_77390.1	SHAE2_83010.1
OG0007210	SINT1_87720.1	SHAE2_94590.1
OG0007211	SINT1_22890.1	SHAE2_24990.1, SHAE2_24990.2
OG0007212	SINT1_66530.1	SHAE2_71370.1
OG0007213	SINT1_66540.1	SHAE2_71380.1
OG0007214	SINT1_77950.1	SHAE2_83550.1
OG0007215	SINT1_12310.1	SHAE2_14020.1
OG0007216	SINT1_19090.1	SHAE2_21150.1
OG0007217	SINT1_43310.1	SHAE2_46180.1
OG0007218	SINT1_47070.1	SHAE2_50360.1, SHAE2_50360.2
OG0007219	SINT1_10150.1, SINT1_10150.2	SHAE2_11850.1
OG0007220	SINT1_35610.1	SHAE2_38430.1
OG0007221	SINT1_35460.1	SHAE2_38270.1
OG0007222	SINT1_8570.1	SHAE2_10310.1
OG0007223	SINT1_60320.1	SHAE2_64690.1
OG0007225	SINT1_66030.1	SHAE2_70830.1, SHAE2_70830.2
OG0007226	SINT1_44040.1	SHAE2_46830.1
OG0007227	SINT1_90110.1	SHAE2_97060.1
OG0007228	SINT1_78710.1	SHAE2_84310.1
OG0007229	SINT1_74120.1	SHAE2_79690.1
OG0007230	SINT1_10320.1, SINT1_10320.2	SHAE2_12030.1
OG0007231	SINT1_23710.1	SHAE2_25980.1
OG0007232	SINT1_12050.1	SHAE2_13770.1
OG0007233	SINT1_94110.1	SHAE2_101220.1
OG0007234	SINT1_59940.1	SHAE2_64270.1
OG0007235	SINT1_20560.1	SHAE2_22840.1, SHAE2_22840.2
OG0007236	SINT1_3440.2, SINT1_3440.3, SINT1_3440.1	SHAE2_4030.1
OG0007237	SINT1_75100.1	SHAE2_80710.1
OG0007238	SINT1_27230.1	SHAE2_29410.1
OG0007239	SINT1_76720.1	SHAE2_82330.1
OG0007240	SINT1_69040.1	SHAE2_74210.1
OG0007241	SINT1_41990.1	SHAE2_44850.1
OG0007242	SINT1_43220.1	SHAE2_46100.1
OG0007243	SINT1_38720.1, SINT1_38720.2	SHAE2_41630.1
OG0007244	SINT1_71900.1	SHAE2_77290.1
OG0007245	SINT1_52860.1	SHAE2_56160.1
OG0007246	SINT1_48470.1	SHAE2_51790.1
OG0007247	SINT1_51850.1	SHAE2_55200.1
OG0007248	SINT1_25650.1	SHAE2_27850.1
OG0007249	SINT1_79670.1	SHAE2_85290.1, SHAE2_85290.2
OG0007250	SINT1_24850.1	SHAE2_27020.1
OG0007251	SINT1_36830.1	SHAE2_39790.1, SHAE2_39810.1
OG0007252	SINT1_12550.1	SHAE2_14260.1
OG0007253	SINT1_53120.1	SHAE2_56430.1
OG0007254	SINT1_76210.1	SHAE2_81810.1
OG0007257	SINT1_54400.1	SHAE2_57730.1
OG0007258	SINT1_91420.1	SHAE2_98360.1, SHAE2_98360.2
OG0007259	SINT1_11960.1	SHAE2_13700.1
OG0007260	SINT1_76530.1	SHAE2_82140.1
OG0007261	SINT1_41200.1	SHAE2_44070.1
OG0007263	SINT1_8750.1	SHAE2_10480.1
OG0007264	SINT1_12440.1	SHAE2_14140.1
OG0007266	SINT1_61490.1	SHAE2_65900.1
OG0007267	SINT1_89240.1	SHAE2_96230.1
OG0007268	SINT1_43740.1	SHAE2_46550.1
OG0007269	SINT1_20620.1	SHAE2_22780.1
OG0007270	SINT1_80580.1	SHAE2_86250.1
OG0007270	SINT1_80580.1	SHAE2_86250.2
OG0007271	SINT1_8400.1	SHAE2_10170.1
OG0007272	SINT1_4490.1	SHAE2_5080.1
OG0007273	SINT1_4800.1	SHAE2_5370.1
OG0007274	SINT1_54230.1	SHAE2_57540.1
OG0007275	SINT1_30230.1, SINT1_30230.2	SHAE2_32410.1
OG0007276	SINT1_30520.1	SHAE2_32680.1
OG0007277	SINT1_47520.1	SHAE2_50770.1
OG0007278	SINT1_42830.1	SHAE2_45690.1
OG0007279	SINT1_84050.1, SINT1_84050.2	SHAE2_90690.1
OG0007280	SINT1_77220.1, SINT1_77220.2	SHAE2_82840.1
OG0007281	SINT1_75700.1	SHAE2_81320.1, SHAE2_81310.1
OG0007282	SINT1_64780.1	SHAE2_69510.1
OG0007283	SINT1_48890.1	SHAE2_52210.1
OG0007284	SINT1_15000.1	SHAE2_16770.1
OG0007285	SINT1_40940.1	SHAE2_43830.1
OG0007286	SINT1_55660.1	SHAE2_59370.1
OG0007287	SINT1_60040.1	SHAE2_64390.1
OG0007288	SINT1_77910.1	SHAE2_83510.1
OG0007289	SINT1_65480.1	SHAE2_70250.1
OG0007290	SINT1_35780.1	SHAE2_38620.1
OG0007291	SINT1_51580.1	SHAE2_54920.1
OG0007292	SINT1_95710.1	SHAE2_52000.1
OG0007293	SINT1_46180.1	SHAE2_48690.1
OG0007294	SINT1_69750.1	SHAE2_74890.1
OG0007295	SINT1_790.1	SHAE2_1160.1
OG0007296	SINT1_62060.1	SHAE2_66520.1
OG0007297	SINT1_85810.1	SHAE2_92550.1
OG0007298	SINT1_41410.1	SHAE2_44310.1
OG0007299	SINT1_77750.1	SHAE2_83340.1
OG0007300	SINT1_25350.1	SHAE2_28000.1
OG0007301	SINT1_38740.1	SHAE2_41660.1
OG0007302	SINT1_82470.1	SHAE2_89250.1
OG0007303	SINT1_82030.1	SHAE2_88740.1
OG0007304	SINT1_44250.1	SHAE2_47020.1
OG0007305	SINT1_54850.1, SINT1_54850.2	SHAE2_58170.1
OG0007306	SINT1_70260.1	SHAE2_75450.1
OG0007307	SINT1_49790.1	SHAE2_53100.1
OG0007309	SINT1_59220.1	SHAE2_63500.1
OG0007310	SINT1_51410.1, SINT1_51410.2	SHAE2_54760.1
OG0007311	SINT1_1530.1	SHAE2_1910.1
OG0007312	SINT1_9120.1	SHAE2_10870.1
OG0007313	SINT1_77340.1	SHAE2_82950.1
OG0007314	SINT1_46670.1	SHAE2_49990.1
OG0007315	SINT1_84110.1	SHAE2_90750.1
OG0007316	SINT1_34240.1	SHAE2_36980.1
OG0007317	SINT1_33680.1	SHAE2_36430.1
OG0007318	SINT1_3290.1	SHAE2_3880.1
OG0007319	SINT1_47280.1	SHAE2_50570.1
OG0007320	SINT1_39960.1	SHAE2_42880.1
OG0007321	SINT1_7700.1	SHAE2_8190.1
OG0007322	SINT1_64010.1	SHAE2_68710.1
OG0007323	SINT1_72150.1	SHAE2_77500.1
OG0007324	SINT1_84840.1	SHAE2_91560.1, SHAE2_91560.3, SHAE2_91560.2
OG0007325	SINT1_14890.1	SHAE2_16650.1
OG0007326	SINT1_71890.1	SHAE2_77280.1
OG0007327	SINT1_10260.1	SHAE2_11940.1
OG0007328	SINT1_28610.1	SHAE2_30780.1
OG0007329	SINT1_19170.1	SHAE2_21220.1
OG0007330	SINT1_58800.1	SHAE2_63070.1
OG0007331	SINT1_56260.1	SHAE2_59980.1
OG0007332	SINT1_35350.1	SHAE2_38160.1
OG0007333	SINT1_29410.1, SINT1_29410.2, SINT1_29410.3, SINT1_29410.4, SINT1_29410.5	SHAE2_31590.1, SHAE2_31590.2, SHAE2_31590.3
OG0007334	SINT1_90140.1	SHAE2_97080.1
OG0007335	SINT1_9820.1	SHAE2_11610.1
OG0007337	SINT1_63170.1	SHAE2_67720.1
OG0007338	SINT1_66590.1	SHAE2_71420.1
OG0007339	SINT1_51340.1	SHAE2_54680.1
OG0007340	SINT1_19860.1	SHAE2_23550.1
OG0007341	SINT1_7620.1	SHAE2_8120.1
OG0007343	SINT1_50780.1	SHAE2_54130.1
OG0007344	SINT1_14340.1	SHAE2_16090.1
OG0007345	SINT1_75960.1	SHAE2_81560.1
OG0007346	SINT1_91180.1	SHAE2_102680.1
OG0007347	SINT1_18080.1	SHAE2_20140.1
OG0007348	SINT1_300.1	SHAE2_270.1
OG0007349	SINT1_1230.1, SINT1_1230.2	SHAE2_1570.1
OG0007350	SINT1_48500.1	SHAE2_51830.1
OG0007351	SINT1_14290.1	SHAE2_16040.1
OG0007352	SINT1_56750.1	SHAE2_60500.1
OG0007353	SINT1_26050.1	SHAE2_28250.1
OG0007355	SINT1_6930.1	SHAE2_7450.1
OG0007356	SINT1_17380.1	SHAE2_19440.1
OG0007357	SINT1_2670.1	SHAE2_3030.1
OG0007358	SINT1_7920.1	SHAE2_8400.1
OG0007359	SINT1_84750.1	SHAE2_91470.1
OG0007360	SINT1_50630.1, SINT1_50630.2	SHAE2_54010.1
OG0007361	SINT1_47240.1	SHAE2_50550.1
OG0007362	SINT1_47350.1	SHAE2_50630.1
OG0007363	SINT1_77830.1	SHAE2_83420.1
OG0007364	SINT1_37160.1	SHAE2_40100.1
OG0007365	SINT1_58110.1	SHAE2_62410.1
OG0007366	SINT1_62700.1	SHAE2_67170.1
OG0007367	SINT1_60940.1	SHAE2_65330.1
OG0007369	SINT1_92170.1	SHAE2_99130.1
OG0007370	SINT1_71840.1	SHAE2_77220.1
OG0007371	SINT1_91590.1	SHAE2_98520.1
OG0007372	SINT1_3670.1	SHAE2_4290.1
OG0007373	SINT1_82600.1, SINT1_82600.2	SHAE2_89340.1
OG0007374	SINT1_88850.1	SHAE2_95840.1
OG0007375	SINT1_79540.1	SHAE2_85100.1
OG0007376	SINT1_81680.1, SINT1_81680.2	SHAE2_87450.1
OG0007378	SINT1_90100.1, SINT1_90100.2	SHAE2_97050.1
OG0007379	SINT1_89070.1, SINT1_89070.2	SHAE2_96030.1
OG0007380	SINT1_50140.1	SHAE2_53440.2
OG0007381	SINT1_50500.1	SHAE2_53860.1, SHAE2_53870.1
OG0007382	SINT1_71210.1	SHAE2_76450.1
OG0007383	SINT1_75050.1	SHAE2_80660.1
OG0007385	SINT1_31810.1	SHAE2_34010.1
OG0007386	SINT1_28260.1, SINT1_28260.3, SINT1_28260.4, SINT1_28260.2	SHAE2_30420.1
OG0007387	SINT1_41490.1	SHAE2_44370.1
OG0007388	SINT1_95590.1, SINT1_95600.1	SHAE2_45090.1, SHAE2_45090.2
OG0007389	SINT1_14130.1, SINT1_14130.2	SHAE2_15870.1
OG0007390	SINT1_13740.1, SINT1_13740.3	SHAE2_15400.1
OG0007391	SINT1_16660.1	SHAE2_18620.1
OG0007392	SINT1_15650.1, SINT1_15650.2	SHAE2_17590.1
OG0007393	SINT1_3680.1	SHAE2_4300.1
OG0007394	SINT1_4020.1	SHAE2_4630.2, SHAE2_4630.1
OG0007395	SINT1_11650.2	SHAE2_13370.2
OG0007395	SINT1_11650.1	SHAE2_13370.1
OG0007396	SINT1_6650.1	SHAE2_7190.1
OG0007397	SINT1_71290.1	SHAE2_76520.1, SHAE2_76520.2, SHAE2_76520.3
OG0007398	SINT1_91390.1	SHAE2_98340.1
OG0007413	SINT1_55780.1	SHAE2_59490.3, SHAE2_59490.1, SHAE2_59490.2
OG0007414	SINT1_13730.1	SHAE2_15390.1
OG0007415	SINT1_44390.1	SHAE2_47160.1
OG0007416	SINT1_55030.1	SHAE2_58340.1
OG0007417	SINT1_10660.1	SHAE2_12340.1
OG0007418	SINT1_76040.1	SHAE2_81640.1
OG0007419	SINT1_5570.1	SHAE2_6100.1
OG0007420	SINT1_19270.1	SHAE2_21300.1
OG0007421	SINT1_91960.1	SHAE2_98920.1
OG0007422	SINT1_17960.1	SHAE2_20010.1
OG0007423	SINT1_17950.1	SHAE2_20000.1
OG0007424	SINT1_42400.1	SHAE2_45290.1
OG0007425	SINT1_46450.1	SHAE2_49750.1
