Orthogroup	schistosoma_intercalatum	schistosoma_mansoni
OG0006950	SINT1_74400.1	Smp_043220.1
OG0006951	SINT1_20930.1	Smp_149560.1
OG0006952	SINT1_27750.1	Smp_325820.1
OG0006953	SINT1_58830.1	Smp_004470.1
OG0006954	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2	Smp_130220.1
OG0006955	SINT1_31210.1	Smp_060090.1
OG0006956	SINT1_59870.1	Smp_341150.1
OG0006957	SINT1_70550.1	Smp_049890.1
OG0006958	SINT1_68290.1	Smp_001180.1
OG0006959	SINT1_85340.1	Smp_001950.1
OG0006960	SINT1_34940.1	Smp_032120.1, Smp_139580.1
OG0006961	SINT1_88380.1	Smp_024870.1
OG0006962	SINT1_53900.1	Smp_245910.1
OG0006963	SINT1_48840.1	Smp_157390.1
OG0006964	SINT1_61890.1	Smp_013540.1
OG0006965	SINT1_35490.1	Smp_028100.1
OG0006966	SINT1_61270.1	Smp_162680.1
OG0006967	SINT1_87220.1	Smp_099440.1
OG0006968	SINT1_37910.1	Smp_154650.1
OG0006969	SINT1_70490.1	Smp_049930.1
OG0006970	SINT1_70500.1	Smp_049920.1
OG0006971	SINT1_79110.1	Smp_247280.1
OG0006972	SINT1_60780.1	Smp_132410.1
OG0006973	SINT1_3880.1	Smp_118750.1, Smp_301330.1
OG0006974	SINT1_79820.1	Smp_056500.1
OG0006975	SINT1_22640.1	Smp_164660.1
OG0006976	SINT1_68120.1	Smp_151590.1
OG0006977	SINT1_32640.1	Smp_140250.1
OG0006978	SINT1_23340.1	Smp_347660.1
OG0006979	SINT1_65910.1	Smp_340620.1
OG0006980	SINT1_77900.1	Smp_027210.1
OG0006981	SINT1_61140.1, SINT1_61140.2	Smp_162610.1, Smp_162610.2
OG0006982	SINT1_56090.1	Smp_174450.1
OG0006983	SINT1_15800.1	Smp_133310.1
OG0006984	SINT1_51450.1	Smp_166930.1
OG0006985	SINT1_40910.1	Smp_172070.1
OG0006986	SINT1_3340.1	Smp_028330.1
OG0006987	SINT1_76340.1	Smp_087250.1
OG0006988	SINT1_76350.1	Smp_169640.1
OG0006989	SINT1_72750.1	Smp_342280.1
OG0006990	SINT1_1920.1	Smp_038300.1
OG0006991	SINT1_79680.1	Smp_345020.1
OG0006992	SINT1_22500.1	Smp_176070.1
OG0006993	SINT1_17260.1	Smp_074590.1
OG0006994	SINT1_5040.2, SINT1_5040.1	Smp_030440.1
OG0006995	SINT1_61930.1	Smp_013600.1
OG0006996	SINT1_270.1	Smp_171780.1
OG0006997	SINT1_84780.1	Smp_074210.1
OG0006998	SINT1_74940.1	Smp_153950.1
OG0006999	SINT1_46030.1	Smp_191310.1
OG0007000	SINT1_81670.1	Smp_045710.1
OG0007001	SINT1_48620.1	Smp_171180.1
OG0007002	SINT1_93120.2, SINT1_93120.1	Smp_343710.1
OG0007003	SINT1_6860.1	Smp_032920.1
OG0007004	SINT1_91190.1, SINT1_91190.2	Smp_246150.1
OG0007005	SINT1_46020.1	Smp_046250.1
OG0007006	SINT1_91340.1	Smp_300580.1
OG0007007	SINT1_43870.1	Smp_213120.1
OG0007008	SINT1_63870.1, SINT1_63870.2	Smp_333630.1
OG0007009	SINT1_89600.1	Smp_011030.1
OG0007010	SINT1_21820.1	Smp_244110.1
OG0007011	SINT1_50120.1	Smp_013815.1, Smp_013810.1
OG0007012	SINT1_47850.1	Smp_208010.1
OG0007013	SINT1_63540.1	Smp_063250.1
OG0007014	SINT1_12040.1, SINT1_12040.2	Smp_187090.1
OG0007015	SINT1_78520.1	Smp_055770.1
OG0007016	SINT1_17800.1	Smp_151930.1
OG0007017	SINT1_50410.1	Smp_122930.1
OG0007018	SINT1_92600.1	Smp_248080.1
OG0007019	SINT1_77420.1	Smp_151440.1
OG0007020	SINT1_56330.1	Smp_139800.1
OG0007021	SINT1_48430.1	Smp_161210.1
OG0007022	SINT1_60970.1	Smp_126210.1, Smp_126210.2
OG0007023	SINT1_45120.1	Smp_341240.1
OG0007024	SINT1_81770.1	Smp_045620.1
OG0007025	SINT1_89540.1	Smp_046410.1
OG0007026	SINT1_59410.1	Smp_346880.1
OG0007027	SINT1_1160.1	Smp_056370.1
OG0007028	SINT1_73940.1	Smp_343820.1
OG0007029	SINT1_19200.1	Smp_333300.1
OG0007030	SINT1_70200.1	Smp_050270.1
OG0007031	SINT1_38030.1	Smp_154690.1
OG0007033	SINT1_78030.1	Smp_242360.1, Smp_242360.2
OG0007034	SINT1_78040.1	Smp_212960.1
OG0007035	SINT1_69320.1	Smp_086960.1
OG0007036	SINT1_81070.1	Smp_166890.1
OG0007037	SINT1_59590.1, SINT1_59590.2	Smp_066340.1
OG0007038	SINT1_37930.1	Smp_332520.1
OG0007039	SINT1_52150.1	Smp_130050.1
OG0007040	SINT1_71660.1	Smp_149770.1
OG0007041	SINT1_29800.1	Smp_034450.1
OG0007042	SINT1_27670.1	Smp_198750.1
OG0007043	SINT1_84800.1	Smp_074230.1
OG0007044	SINT1_12170.1, SINT1_12170.2	Smp_244510.1
OG0007046	SINT1_81900.1	Smp_069900.1
OG0007047	SINT1_57520.1	Smp_159940.1
OG0007048	SINT1_61660.1	Smp_208080.1
OG0007049	SINT1_38760.1	Smp_079600.1
OG0007050	SINT1_10730.1	Smp_094810.1
OG0007051	SINT1_14830.1	Smp_058620.1
OG0007052	SINT1_6500.1	Smp_146150.1, Smp_146150.2
OG0007053	SINT1_36070.1	Smp_019190.1
OG0007054	SINT1_85880.1	Smp_091640.1, Smp_091640.2
OG0007055	SINT1_70100.1	Smp_050360.1
OG0007056	SINT1_23460.1	Smp_164180.1
OG0007057	SINT1_65400.1	Smp_079810.1
OG0007058	SINT1_1970.1	Smp_214100.1
OG0007059	SINT1_45670.1	Smp_346040.1, Smp_346040.2
OG0007060	SINT1_33990.1	Smp_172360.1
OG0007061	SINT1_92080.1, SINT1_92080.2	Smp_349960.1
OG0007062	SINT1_23400.1	Smp_070540.1
OG0007063	SINT1_280.1	Smp_171770.1
OG0007064	SINT1_84820.1, SINT1_84820.2	Smp_074260.1
OG0007065	SINT1_4870.1	Smp_340400.1
OG0007067	SINT1_82080.1	Smp_069720.1
OG0007068	SINT1_77170.1	Smp_130850.1
OG0007069	SINT1_35810.1	Smp_097500.1
OG0007070	SINT1_52530.1	Smp_048760.1
OG0007071	SINT1_53950.1, SINT1_53950.2	Smp_337570.1
OG0007072	SINT1_35500.1	Smp_137390.1
OG0007073	SINT1_69700.1	Smp_085300.1
OG0007074	SINT1_74640.1	Smp_213500.1
OG0007075	SINT1_18940.1	Smp_345260.1
OG0007076	SINT1_32090.1	Smp_140550.1
OG0007077	SINT1_64800.1	Smp_156370.1
OG0007078	SINT1_51050.1	Smp_078640.1
OG0007079	SINT1_22920.1	Smp_176640.1
OG0007080	SINT1_18330.1	Smp_030500.1
OG0007081	SINT1_52310.1	Smp_014650.1
OG0007082	SINT1_86050.1, SINT1_86050.2, SINT1_86050.3	Smp_334710.1
OG0007083	SINT1_77330.1	Smp_080150.1, Smp_165320.1
OG0007084	SINT1_49440.1	Smp_147290.1
OG0007085	SINT1_38920.1	Smp_340900.1
OG0007086	SINT1_83790.1	Smp_169340.1
OG0007087	SINT1_65850.1	Smp_029900.1
OG0007088	SINT1_93470.1	Smp_345660.1
OG0007089	SINT1_61640.1, SINT1_61640.2	Smp_267300.1
OG0007090	SINT1_17150.1	Smp_162440.1
OG0007091	SINT1_70560.1, SINT1_70560.2	Smp_049880.1
OG0007092	SINT1_16180.1	Smp_054560.1
OG0007094	SINT1_46290.1	Smp_327720.1
OG0007095	SINT1_22470.1	Smp_346230.1
OG0007096	SINT1_87870.1	Smp_156180.1
OG0007098	SINT1_75350.1	Smp_095670.1
OG0007099	SINT1_83030.1	Smp_155210.1
OG0007100	SINT1_62300.1	Smp_105970.1
OG0007101	SINT1_35050.1	Smp_032240.1
OG0007102	SINT1_29650.1	Smp_140880.1
OG0007103	SINT1_62290.1, SINT1_62290.2	Smp_213050.1
OG0007104	SINT1_66240.1	Smp_030290.1
OG0007105	SINT1_63850.1	Smp_091230.1
OG0007106	SINT1_70610.1, SINT1_70610.2	Smp_148800.1, Smp_148800.2
OG0007107	SINT1_68240.2, SINT1_68240.1	Smp_007890.1
OG0007112	SINT1_1660.1, SINT1_83380.1	Smp_040020.1
OG0007113	SINT1_94120.1	Smp_301260.1, Smp_301260.2
OG0007114	SINT1_86330.1	Smp_158160.1
OG0007115	SINT1_56410.2, SINT1_56410.1	Smp_032760.1
OG0007116	SINT1_59860.1, SINT1_59860.2	Smp_074000.1
OG0007117	SINT1_22250.1	Smp_243800.1
OG0007118	SINT1_92540.1	Smp_033110.1
OG0007120	SINT1_81590.1, SINT1_81590.2	Smp_043570.2, Smp_043570.1
OG0007121	SINT1_85680.1	Smp_123260.1
OG0007122	SINT1_53660.1	Smp_123360.1
OG0007123	SINT1_70530.1	Smp_214370.1
OG0007124	SINT1_71540.1	Smp_045500.1
OG0007125	SINT1_77940.2, SINT1_77940.1	Smp_027250.1
OG0007126	SINT1_69570.1	Smp_344910.1
OG0007127	SINT1_44710.1	Smp_320440.1
OG0007128	SINT1_32780.1	Smp_337800.1
OG0007130	SINT1_24220.1, SINT1_24210.1, SINT1_24190.1	Smp_331680.1, Smp_331690.1
OG0007131	SINT1_24980.1, SINT1_24980.2	Smp_124280.1
OG0007132	SINT1_35980.1	Smp_319270.2
OG0007133	SINT1_11370.3, SINT1_11370.1, SINT1_11370.2	Smp_038560.1
OG0007134	SINT1_20850.1	Smp_149520.1
OG0007135	SINT1_21040.1	Smp_163670.1
OG0007136	SINT1_49330.1, SINT1_77710.1	Smp_348250.1
OG0007137	SINT1_52250.1, SINT1_52250.3, SINT1_52250.2, SINT1_52250.4	Smp_241610.1
OG0007138	SINT1_85280.1	Smp_331280.1
OG0007138	SINT1_85300.1	Smp_195190.1
OG0007149	SINT1_56000.1	Smp_179660.1
OG0007150	SINT1_12470.1	Smp_157730.1
OG0007151	SINT1_71020.1	Smp_213450.1
OG0007152	SINT1_92470.1	Smp_340660.1
OG0007153	SINT1_19130.1	Smp_088240.1
OG0007155	SINT1_57190.1	Smp_309990.1
OG0007156	SINT1_34490.1	Smp_341670.1
OG0007157	SINT1_72820.1	Smp_340200.1
OG0007158	SINT1_88770.1	Smp_092170.1
OG0007159	SINT1_86890.1	Smp_030870.1
OG0007160	SINT1_33070.1	Smp_094020.1
OG0007161	SINT1_79240.1	Smp_213560.1
OG0007162	SINT1_18440.1	Smp_075430.1
OG0007163	SINT1_23380.1	Smp_213640.1
OG0007164	SINT1_73890.1	Smp_145230.1
OG0007165	SINT1_37720.1	Smp_337425.1
OG0007166	SINT1_90840.1	Smp_077820.1
OG0007167	SINT1_39020.1	Smp_151360.1, Smp_151360.2
OG0007168	SINT1_58970.1	Smp_341390.1
OG0007169	SINT1_72420.1	Smp_137050.1
OG0007170	SINT1_33420.1, SINT1_33420.2, SINT1_33420.3	Smp_196480.1
OG0007171	SINT1_54330.1	Smp_147640.1
OG0007172	SINT1_28740.1	Smp_141080.1
OG0007173	SINT1_8910.1	Smp_128340.1
OG0007174	SINT1_52240.1	Smp_207080.1
OG0007175	SINT1_36810.1, SINT1_36810.2	Smp_319090.1
OG0007176	SINT1_83420.1	Smp_266870.2
OG0007177	SINT1_42890.1	Smp_344440.1
OG0007178	SINT1_60500.1	Smp_132230.1
OG0007179	SINT1_23990.1	Smp_171080.1
OG0007180	SINT1_1110.1	Smp_152380.1
OG0007181	SINT1_88440.1	Smp_348400.1
OG0007182	SINT1_14950.1	Smp_146840.1
OG0007184	SINT1_87900.1	Smp_063190.1
OG0007185	SINT1_92140.1	Smp_203270.1
OG0007186	SINT1_73880.1	Smp_042560.1
OG0007187	SINT1_79020.1	Smp_090150.1
OG0007188	SINT1_67800.1	Smp_176980.1
OG0007189	SINT1_63720.1	Smp_134960.1
OG0007191	SINT1_81110.1	Smp_153290.1
OG0007192	SINT1_66910.1	Smp_000370.1
OG0007194	SINT1_6890.1	Smp_032950.1
OG0007195	SINT1_85510.1	Smp_001830.1
OG0007196	SINT1_14840.1	Smp_153700.1
OG0007197	SINT1_88360.1	Smp_024850.1
OG0007198	SINT1_30160.1	Smp_093210.1
OG0007199	SINT1_24010.1	Smp_022640.1
OG0007200	SINT1_8700.1	Smp_128610.1
OG0007201	SINT1_87960.1	Smp_210630.1
OG0007202	SINT1_72280.1	Smp_050730.1
OG0007203	SINT1_3100.1	Smp_028490.1
OG0007205	SINT1_90520.1	Smp_334810.1
OG0007206	SINT1_69970.1	Smp_141570.1
OG0007207	SINT1_48930.1	Smp_065210.1
OG0007208	SINT1_77390.1	Smp_165360.1
OG0007210	SINT1_87720.1	Smp_050940.1
OG0007211	SINT1_22890.1	Smp_099240.1
OG0007212	SINT1_66530.1	Smp_000690.1
OG0007213	SINT1_66540.1	Smp_000680.1
OG0007214	SINT1_77950.1	Smp_136930.1
OG0007215	SINT1_12310.1	Smp_157840.1
OG0007216	SINT1_19090.1	Smp_341610.1
OG0007217	SINT1_43310.1	Smp_149580.1
OG0007218	SINT1_47070.1	Smp_213010.2, Smp_213010.1
OG0007219	SINT1_10150.1, SINT1_10150.2	Smp_165830.1
OG0007220	SINT1_35610.1	Smp_027990.1
OG0007221	SINT1_35460.1	Smp_028130.1
OG0007222	SINT1_8570.2, SINT1_8570.1	Smp_107200.2, Smp_107200.1
OG0007223	SINT1_60320.1	Smp_137810.1
OG0007224	SINT1_72040.1	Smp_150120.1
OG0007225	SINT1_66030.1	Smp_311980.1
OG0007226	SINT1_44040.1	Smp_155340.1
OG0007227	SINT1_90110.1	Smp_214040.1
OG0007228	SINT1_78710.1	Smp_267010.1
OG0007229	SINT1_74120.1	Smp_042910.1
OG0007230	SINT1_10320.1, SINT1_10320.2	Smp_068240.1
OG0007231	SINT1_23710.1	Smp_318490.1, Smp_201070.1
OG0007232	SINT1_12050.1	Smp_017870.1
OG0007233	SINT1_94110.1	Smp_342130.1
OG0007234	SINT1_59940.1	Smp_073920.1
OG0007235	SINT1_20560.1	Smp_073470.1
OG0007236	SINT1_3440.2, SINT1_3440.3, SINT1_3440.1	Smp_322240.1
OG0007237	SINT1_75100.1	Smp_160670.1
OG0007238	SINT1_27230.1	Smp_324180.1
OG0007239	SINT1_76720.1	Smp_042140.1
OG0007240	SINT1_69040.1	Smp_341750.1
OG0007241	SINT1_41990.1	Smp_170610.1
OG0007242	SINT1_43220.1	Smp_051410.1
OG0007243	SINT1_38720.1, SINT1_38720.2	Smp_165070.1
OG0007244	SINT1_71900.1	Smp_150040.1
OG0007245	SINT1_52860.1	Smp_049160.1
OG0007246	SINT1_48470.1	Smp_310650.1
OG0007247	SINT1_51850.1	Smp_045300.1
OG0007248	SINT1_25650.1	Smp_123810.1
OG0007249	SINT1_79670.1	Smp_067930.1
OG0007250	SINT1_24850.1	Smp_213670.1
OG0007251	SINT1_36830.1	Smp_319070.1
OG0007252	SINT1_12550.1	Smp_157690.1
OG0007253	SINT1_53120.1	Smp_128810.1
OG0007254	SINT1_76210.1	Smp_166170.1
OG0007256	SINT1_63340.1	Smp_076650.1
OG0007257	SINT1_54400.1	Smp_102400.1
OG0007258	SINT1_91420.1	Smp_175630.1
OG0007259	SINT1_11960.1	Smp_132030.1
OG0007260	SINT1_76530.1	Smp_343770.1
OG0007261	SINT1_41200.1	Smp_072380.1
OG0007262	SINT1_82010.1	Smp_247680.1
OG0007263	SINT1_8750.1	Smp_012110.1
OG0007264	SINT1_12440.1	Smp_157760.1
OG0007265	SINT1_26210.1	Smp_079310.1
OG0007266	SINT1_61490.1	Smp_326000.1, Smp_326010.1
OG0007267	SINT1_89240.1	Smp_036780.1
OG0007268	SINT1_43740.1	Smp_342110.1
OG0007269	SINT1_20620.1	Smp_155040.1
OG0007270	SINT1_80580.1	Smp_332100.1
OG0007271	SINT1_8400.1	Smp_043390.1
OG0007272	SINT1_4490.1	Smp_007670.1
OG0007273	SINT1_4800.1	Smp_022740.1
OG0007274	SINT1_54230.1	Smp_047550.1
OG0007275	SINT1_30230.1, SINT1_30230.2	Smp_165930.1
OG0007276	SINT1_30520.1	Smp_345250.1
OG0007277	SINT1_47520.1	Smp_124720.1
OG0007278	SINT1_42830.1	Smp_055920.1
OG0007279	SINT1_84050.1, SINT1_84050.2	Smp_314990.1
OG0007280	SINT1_77220.1, SINT1_77220.2	Smp_342550.1
OG0007281	SINT1_75700.1	Smp_213530.1
OG0007282	SINT1_64780.1	Smp_241400.1
OG0007283	SINT1_48890.1	Smp_332290.1, Smp_310770.1
OG0007284	SINT1_15000.1	Smp_203720.1
OG0007285	SINT1_40940.1	Smp_091380.1
OG0007286	SINT1_55660.1	Smp_180890.1
OG0007287	SINT1_60040.1	Smp_137990.1
OG0007288	SINT1_77910.1	Smp_027220.1
OG0007289	SINT1_65480.1	Smp_079710.1
OG0007290	SINT1_35780.1	Smp_175710.1
OG0007291	SINT1_51580.1	Smp_082740.1
OG0007292	SINT1_95710.1	Smp_341500.1
OG0007293	SINT1_46180.1	Smp_131660.1
OG0007294	SINT1_69750.1	Smp_304980.1
OG0007295	SINT1_790.1	Smp_015730.1
OG0007296	SINT1_62060.1	Smp_070770.1
OG0007297	SINT1_85810.1	Smp_346080.1
OG0007298	SINT1_41410.1	Smp_301420.1
OG0007299	SINT1_77750.1	Smp_104960.1
OG0007300	SINT1_25350.1	Smp_321950.1
OG0007301	SINT1_38740.1	Smp_335590.1
OG0007302	SINT1_82470.1	Smp_064350.1
OG0007303	SINT1_82030.1	Smp_069770.1
OG0007304	SINT1_44250.1	Smp_303120.1
OG0007306	SINT1_70260.1	Smp_248150.1, Smp_248150.2
OG0007307	SINT1_49790.1	Smp_342050.1
OG0007309	SINT1_59220.1	Smp_159630.1
OG0007310	SINT1_51410.1, SINT1_51410.2	Smp_340990.1
OG0007311	SINT1_1530.1	Smp_191360.1
OG0007312	SINT1_9120.1	Smp_204120.1
OG0007313	SINT1_77340.1	Smp_165330.1
OG0007314	SINT1_46670.1	Smp_021140.1
OG0007315	SINT1_84110.1	Smp_081790.1
OG0007316	SINT1_34240.1	Smp_033610.1
OG0007317	SINT1_33680.1	Smp_025670.1
OG0007318	SINT1_3290.1	Smp_340560.1
OG0007319	SINT1_47280.1	Smp_004590.1
OG0007320	SINT1_39960.1	Smp_332590.1
OG0007321	SINT1_7700.1	Smp_019730.1
OG0007322	SINT1_64010.1	Smp_040790.1
OG0007323	SINT1_72150.1	Smp_104860.1
OG0007324	SINT1_84840.1	Smp_074280.1
OG0007325	SINT1_14890.1	Smp_146870.1
OG0007326	SINT1_71890.1	Smp_150030.1
OG0007327	SINT1_10260.1	Smp_093750.1
OG0007328	SINT1_28610.1	Smp_035080.1
OG0007329	SINT1_19170.1	Smp_170160.1
OG0007330	SINT1_58800.1	Smp_173790.1, Smp_325740.1
OG0007331	SINT1_56260.1	Smp_333970.1
OG0007332	SINT1_35350.1	Smp_093440.1
OG0007333	SINT1_29410.1, SINT1_29410.2, SINT1_29410.3, SINT1_29410.4, SINT1_29410.5	Smp_200380.1
OG0007334	SINT1_90140.1	Smp_340250.1
OG0007335	SINT1_9820.1	Smp_345565.1
OG0007337	SINT1_63170.1	Smp_150180.1
OG0007338	SINT1_66590.1	Smp_350360.1
OG0007339	SINT1_51340.1	Smp_344770.1
OG0007340	SINT1_19860.1	Smp_039600.1
OG0007341	SINT1_7620.1	Smp_019640.1
OG0007343	SINT1_50780.1	Smp_023170.1
OG0007344	SINT1_14340.1	Smp_132080.1
OG0007345	SINT1_75960.1	Smp_329620.1
OG0007346	SINT1_91180.1	Smp_190140.1
OG0007347	SINT1_18080.1	Smp_130490.1
OG0007348	SINT1_300.1	Smp_090800.1
OG0007349	SINT1_1230.1, SINT1_1230.2	Smp_176260.1
OG0007350	SINT1_48500.1	Smp_090010.1
OG0007351	SINT1_14290.1	Smp_018020.1
OG0007352	SINT1_56750.1	Smp_082030.1
OG0007353	SINT1_26050.1	Smp_079230.1
OG0007355	SINT1_6930.1	Smp_033010.1
OG0007356	SINT1_17380.1	Smp_074500.1
OG0007357	SINT1_2670.1	Smp_093780.1, Smp_322080.1
OG0007358	SINT1_7920.1	Smp_037700.1
OG0007359	SINT1_84750.1	Smp_162180.1
OG0007360	SINT1_50630.1, SINT1_50630.2	Smp_311010.2, Smp_311010.1
OG0007361	SINT1_47240.1	Smp_213550.1
OG0007362	SINT1_47350.1	Smp_004630.1, Smp_004630.2
OG0007363	SINT1_77830.1	Smp_347270.1
OG0007364	SINT1_37160.1	Smp_144540.1
OG0007365	SINT1_58110.1	Smp_267170.1
OG0007366	SINT1_62700.1	Smp_335300.1
OG0007367	SINT1_60940.1	Smp_308310.1
OG0007369	SINT1_92170.1	Smp_165750.1
OG0007370	SINT1_71840.1	Smp_344280.1
OG0007371	SINT1_91590.1	Smp_127670.1
OG0007372	SINT1_3670.1	Smp_186780.1, Smp_186780.2
OG0007373	SINT1_82600.1, SINT1_82600.2	Smp_347150.1
OG0007374	SINT1_88850.1	Smp_342100.1
OG0007375	SINT1_79540.1	Smp_330010.1, Smp_332090.1, Smp_332090.2
OG0007376	SINT1_81680.1, SINT1_81680.2	Smp_146760.1
OG0007377	SINT1_85930.1, SINT1_85930.2	Smp_172180.1
OG0007378	SINT1_90100.1, SINT1_90100.2	Smp_016870.1, Smp_016870.2
OG0007379	SINT1_89070.1, SINT1_89070.2	Smp_156740.1
OG0007380	SINT1_50140.1	Smp_344920.1
OG0007381	SINT1_50500.1	Smp_335980.1
OG0007382	SINT1_71210.1	Smp_170770.1, Smp_170770.2
OG0007383	SINT1_75050.1	Smp_340160.1
OG0007384	SINT1_25390.1	Smp_124000.1
OG0007385	SINT1_31810.1	Smp_188580.1
OG0007386	SINT1_28260.1, SINT1_28260.3, SINT1_28260.4, SINT1_28260.2	Smp_141270.1
OG0007387	SINT1_41490.1	Smp_176950.1
OG0007388	SINT1_95590.1, SINT1_95600.1	Smp_194390.1
OG0007389	SINT1_14130.1, SINT1_14130.2	Smp_345420.1, Smp_345420.2
OG0007390	SINT1_13740.1, SINT1_13740.3, SINT1_13740.2	Smp_153540.1
OG0007391	SINT1_16660.1	Smp_344640.1
OG0007392	SINT1_15650.1, SINT1_15650.2	Smp_135390.1
OG0007393	SINT1_3680.1	Smp_022450.1
OG0007394	SINT1_4020.1	Smp_031180.1, Smp_031180.2
OG0007395	SINT1_11650.2, SINT1_11650.1	Smp_323090.1, Smp_323100.1
OG0007396	SINT1_6650.1	Smp_245040.2, Smp_245040.1, Smp_245040.3
OG0007397	SINT1_71290.1	Smp_200520.1
OG0007398	SINT1_91390.1	Smp_214200.1
OG0007413	SINT1_55780.1	Smp_021960.1
OG0007414	SINT1_13730.1	Smp_153550.1
OG0007415	SINT1_44390.1	Smp_175550.1
OG0007416	SINT1_55030.1	Smp_328540.1
OG0007417	SINT1_10660.1	Smp_322990.1
OG0007418	SINT1_76040.1	Smp_062560.1
OG0007419	SINT1_5570.1	Smp_158750.1
OG0007420	SINT1_19270.1	Smp_244000.1
OG0007421	SINT1_91960.1	Smp_127860.1
OG0007422	SINT1_17960.1	Smp_015440.1
OG0007423	SINT1_17950.1	Smp_130610.1
OG0007424	SINT1_42400.1	Smp_144120.1
OG0007425	SINT1_46450.1	Smp_344000.1
OG0007426	SINT1_87780.1	Smp_309355.1
OG0007427	SINT1_88430.1	Smp_337830.3
OG0007428	SINT1_19650.1	Smp_163140.1
OG0007429	SINT1_22140.1	Smp_162980.1
OG0007430	SINT1_47330.1	Smp_124600.1
OG0007432	SINT1_48280.1	Smp_333790.1
OG0007433	SINT1_63730.1	Smp_326670.1
OG0007434	SINT1_63710.1	Smp_023710.1
OG0007435	SINT1_64650.1	Smp_134870.1
OG0007436	SINT1_41440.1	Smp_072450.1
OG0007437	SINT1_54200.1	Smp_347420.1
OG0007438	SINT1_9750.1	Smp_059240.1
OG0007439	SINT1_17760.1	Smp_323910.1
OG0007440	SINT1_79950.1	Smp_314250.1
OG0007441	SINT1_60470.1	Smp_018290.1
OG0007442	SINT1_30720.1	Smp_129070.1
OG0007443	SINT1_10790.1	Smp_094470.1
OG0007446	SINT1_12900.1	Smp_135940.1
OG0007448	SINT1_36250.1	Smp_000075.1
OG0007449	SINT1_23390.1, SINT1_23390.2	Smp_213650.1
OG0007450	SINT1_66300.1	Smp_030350.1
OG0007451	SINT1_880.1	Smp_015820.1
OG0007452	SINT1_34090.1	Smp_150430.1
OG0007453	SINT1_76310.1	Smp_341450.1
OG0007454	SINT1_32600.1	Smp_045060.1
OG0007456	SINT1_8150.1	Smp_080560.1
OG0007457	SINT1_29710.1	Smp_034530.1
OG0007458	SINT1_35590.1	Smp_137360.1
OG0007459	SINT1_11980.1	Smp_132010.1
OG0007460	SINT1_53210.1	Smp_012280.1
OG0007461	SINT1_76480.1	Smp_042400.1
OG0007462	SINT1_28030.1	Smp_245940.1
OG0007463	SINT1_73010.1	Smp_008850.1
OG0007464	SINT1_42210.1	Smp_194410.1
OG0007465	SINT1_92670.1	Smp_152980.1
OG0007466	SINT1_30640.1	Smp_161040.1
OG0007467	SINT1_55760.1	Smp_134040.1
OG0007469	SINT1_71510.1	Smp_211050.1
OG0007470	SINT1_76390.1	Smp_341460.1
OG0007471	SINT1_50370.1	Smp_001640.1
OG0007472	SINT1_38820.1	Smp_213860.1
OG0007473	SINT1_28300.1	Smp_141250.1
OG0007474	SINT1_22840.1	Smp_099210.1
OG0007475	SINT1_33910.1	Smp_172440.1
OG0007476	SINT1_70330.1	Smp_148980.1
OG0007477	SINT1_49710.1	Smp_104370.1
OG0007478	SINT1_35290.1	Smp_005140.1
OG0007479	SINT1_16330.1, SINT1_16330.2	Smp_306240.1
OG0007480	SINT1_87600.1	Smp_248000.1
OG0007481	SINT1_61760.1	Smp_129410.1
OG0007482	SINT1_46210.1	Smp_340270.1
OG0007483	SINT1_44420.1	Smp_166300.1
OG0007484	SINT1_68550.1	Smp_000950.1
OG0007485	SINT1_57330.1	Smp_161650.1
OG0007487	SINT1_72200.1	Smp_119920.1
OG0007488	SINT1_48460.1	Smp_245610.1
OG0007489	SINT1_56780.1	Smp_328730.1
OG0007490	SINT1_85690.1	Smp_123270.1
OG0007491	SINT1_51670.1	Smp_154900.1
OG0007493	SINT1_28670.1	Smp_035010.1
OG0007494	SINT1_19760.1	Smp_157940.1
OG0007495	SINT1_74700.1	Smp_344330.1
OG0007496	SINT1_64110.1	Smp_018990.1
OG0007497	SINT1_55830.1	Smp_342850.1
OG0007499	SINT1_51780.1	Smp_136620.1
OG0007500	SINT1_34670.1	Smp_301790.1
OG0007501	SINT1_46560.1	Smp_133580.1
OG0007502	SINT1_21690.1	Smp_075560.1
OG0007503	SINT1_49190.1	Smp_159380.1
OG0007504	SINT1_230.1	Smp_171730.1
OG0007505	SINT1_46880.1	Smp_340350.1
OG0007506	SINT1_94080.1	Smp_267230.1
OG0007507	SINT1_58570.1	Smp_333510.1
OG0007508	SINT1_78090.1	Smp_027370.1
OG0007509	SINT1_700.1	Smp_321840.1
OG0007510	SINT1_62830.1	Smp_243700.1
OG0007511	SINT1_45640.1	Smp_171550.1
OG0007512	SINT1_45960.1	Smp_210310.1
OG0007513	SINT1_30270.1	Smp_081190.1
OG0007514	SINT1_77880.1	Smp_343070.1
OG0007515	SINT1_84760.1	Smp_074190.1
OG0007516	SINT1_45550.1	Smp_078720.1
OG0007517	SINT1_27200.1	Smp_080320.1
OG0007518	SINT1_44290.1	Smp_105220.1
OG0007520	SINT1_28270.1	Smp_035480.1
OG0007521	SINT1_27220.1	Smp_345610.1
OG0007522	SINT1_43340.1	Smp_104660.1
OG0007523	SINT1_12700.1	Smp_136050.1
OG0007524	SINT1_73820.1	Smp_343800.1
