Orthogroup	schistosoma_guineensis	schistosoma_mansoni
OG0006184	SGUI1_40390.1	Smp_213970.1
OG0006185	SGUI1_47810.1	Smp_343910.2
OG0006186	SGUI1_93210.1	Smp_198360.1
OG0006187	SGUI1_42960.1, SGUI1_42960.2, SGUI1_42960.3	Smp_152090.1
OG0006188	SGUI1_43010.1	Smp_056080.1
OG0006189	SGUI1_95870.1	Smp_125200.1
OG0006190	SGUI1_95980.1, SGUI1_95980.2, SGUI1_95980.3	Smp_345960.1
OG0006191	SGUI1_96720.1	Smp_166020.1
OG0006193	SGUI1_91030.1, SGUI1_90940.1	Smp_123550.1
OG0006195	SGUI1_72260.1	Smp_312720.1
OG0006197	SGUI1_66770.1, SGUI1_66770.2	Smp_138320.1
OG0006198	SGUI1_32180.1	Smp_319650.1
OG0006199	SGUI1_26350.1	Smp_085840.1
OG0006200	SGUI1_25170.1	Smp_003300.1
OG0006201	SGUI1_23250.1	Smp_130950.1
OG0006202	SGUI1_22460.1	Smp_176650.1
OG0006203	SGUI1_43600.1	Smp_347510.1
OG0006204	SGUI1_36620.1	Smp_146470.1
OG0006205	SGUI1_17670.1	Smp_306610.1, Smp_350490.1
OG0006206	SGUI1_14000.1	Smp_132120.1
OG0006207	SGUI1_20330.1	Smp_073400.1
OG0006208	SGUI1_2340.3, SGUI1_2340.4, SGUI1_2340.2, SGUI1_2340.1, SGUI1_2340.5	Smp_057860.1
OG0006209	SGUI1_2570.1	Smp_344550.1
OG0006210	SGUI1_7250.1, SGUI1_7250.3, SGUI1_7250.2, SGUI1_7250.4	Smp_304880.1
OG0006212	SGUI1_57640.1	Smp_328910.1
OG0006213	SGUI1_67910.1, SGUI1_67900.1	Smp_077890.1, Smp_077890.2, Smp_112450.1
OG0006214	SGUI1_68540.1	Smp_346960.1
OG0006215	SGUI1_83990.1	Smp_330520.1
OG0006215	SGUI1_85390.1	Smp_332140.1
OG0006225	SGUI1_67110.1	Smp_030250.1
OG0006226	SGUI1_9440.1	Smp_068220.1
OG0006227	SGUI1_10580.1	Smp_147420.1
OG0006228	SGUI1_26120.1	Smp_186930.1
OG0006229	SGUI1_15460.1	Smp_054310.1
OG0006230	SGUI1_93670.1	Smp_315720.1
OG0006231	SGUI1_40610.1	Smp_247210.1
OG0006233	SGUI1_44320.1	Smp_097210.1
OG0006234	SGUI1_13540.1	Smp_267080.1
OG0006235	SGUI1_25430.1	Smp_213730.1
OG0006236	SGUI1_69210.1	Smp_196810.1
OG0006237	SGUI1_40180.1	Smp_049680.1
OG0006238	SGUI1_31430.1	Smp_072970.1
OG0006239	SGUI1_77600.1	Smp_247570.1
OG0006240	SGUI1_83640.1	Smp_045600.1
OG0006241	SGUI1_56160.1	Smp_022090.1
OG0006242	SGUI1_14730.1	Smp_343950.1
OG0006243	SGUI1_44070.1	Smp_061650.1
OG0006244	SGUI1_69600.1	Smp_000830.1
OG0006245	SGUI1_55530.1	Smp_155620.1
OG0006246	SGUI1_82250.1	Smp_067890.1
OG0006247	SGUI1_89540.1	Smp_051080.1
OG0006248	SGUI1_91340.1	Smp_046290.1
OG0006249	SGUI1_45940.1	Smp_146940.1
OG0006250	SGUI1_32810.1	Smp_008500.1
OG0006251	SGUI1_15940.1	Smp_244310.1
OG0006252	SGUI1_34370.1	Smp_301800.1
OG0006253	SGUI1_89810.1	Smp_300090.1
OG0006254	SGUI1_2280.1	Smp_104450.1
OG0006255	SGUI1_35770.1, SGUI1_35770.2	Smp_332460.1
OG0006256	SGUI1_39840.1	Smp_148540.1
OG0006257	SGUI1_94220.1	Smp_033400.2, Smp_033400.1
OG0006258	SGUI1_67430.1	Smp_342580.1
OG0006259	SGUI1_89710.1	Smp_300150.1
OG0006260	SGUI1_23600.1	Smp_089700.1
OG0006261	SGUI1_77000.1	Smp_114565.1
OG0006262	SGUI1_68860.1	Smp_117390.1, Smp_331940.1
OG0006263	SGUI1_84400.1	Smp_334560.1
OG0006264	SGUI1_78140.1, SGUI1_78140.2	Smp_313640.1, Smp_313640.2
OG0006265	SGUI1_22510.1	Smp_099320.1
OG0006266	SGUI1_50790.1	Smp_169030.1
OG0006267	SGUI1_40680.1	Smp_247190.1
OG0006269	SGUI1_48310.1	Smp_161290.1
OG0006270	SGUI1_15960.1	Smp_168610.1
OG0006271	SGUI1_19040.1	Smp_204020.1
OG0006272	SGUI1_8900.1	Smp_341060.1
OG0006273	SGUI1_44460.1	Smp_342950.1
OG0006274	SGUI1_45350.1	Smp_136690.1
OG0006275	SGUI1_81040.1	Smp_053990.1
OG0006276	SGUI1_85960.1	Smp_170210.1
OG0006277	SGUI1_44090.1	Smp_241950.1
OG0006278	SGUI1_85050.1	Smp_040110.1
OG0006279	SGUI1_40060.2, SGUI1_40060.1	Smp_049520.1
OG0006280	SGUI1_11000.1	Smp_017880.1
OG0006281	SGUI1_32140.1	Smp_140370.1
OG0006282	SGUI1_78210.1	Smp_334340.1
OG0006283	SGUI1_41500.1	Smp_308360.1
OG0006284	SGUI1_72590.1	Smp_312770.1
OG0006285	SGUI1_54460.1	Smp_047460.1
OG0006286	SGUI1_63000.1	Smp_213040.1
OG0006287	SGUI1_74150.1	Smp_009020.1
OG0006288	SGUI1_74310.1	Smp_342270.1
OG0006289	SGUI1_78090.1	Smp_334330.1
OG0006290	SGUI1_65150.1, SGUI1_65150.2	Smp_342650.1
OG0006291	SGUI1_62120.1	Smp_096000.1
OG0006292	SGUI1_68660.1, SGUI1_69830.1	Smp_100070.1
OG0006293	SGUI1_96340.1	Smp_031720.1
OG0006294	SGUI1_24250.1	Smp_159560.1
OG0006295	SGUI1_95360.1	Smp_022990.1
OG0006296	SGUI1_40850.1	Smp_332610.1
OG0006297	SGUI1_26500.1	Smp_323790.1
OG0006298	SGUI1_380.1	Smp_048650.1
OG0006299	SGUI1_2310.1	Smp_346660.1
OG0006300	SGUI1_8620.1	Smp_021730.1
OG0006301	SGUI1_6870.1	Smp_322610.1
OG0006302	SGUI1_54780.1	Smp_047740.1
OG0006303	SGUI1_1450.1	Smp_133860.1
OG0006304	SGUI1_49250.1	Smp_315860.1, Smp_315860.2
OG0006306	SGUI1_17280.1	Smp_151920.1
OG0006307	SGUI1_35230.1	Smp_342080.1, Smp_342080.2
OG0006308	SGUI1_73440.1, SGUI1_73440.2	Smp_315840.1
OG0006309	SGUI1_79210.1, SGUI1_79210.2	Smp_336750.1
OG0006311	SGUI1_89100.1	Smp_099420.1
OG0006312	SGUI1_77980.1	Smp_087330.1
OG0006313	SGUI1_76470.1	Smp_059100.1
OG0006314	SGUI1_70960.1, SGUI1_70960.3	Smp_141610.1
OG0006315	SGUI1_93060.1	Smp_130340.1
OG0006316	SGUI1_68640.1	Smp_100090.1
OG0006317	SGUI1_50120.1	Smp_094560.1
OG0006318	SGUI1_50380.1	Smp_158240.1
OG0006319	SGUI1_90740.1	Smp_342090.1
OG0006320	SGUI1_30840.1	Smp_329760.1, Smp_015490.1
OG0006321	SGUI1_980.1	Smp_244790.1
OG0006322	SGUI1_56000.1	Smp_180570.1
OG0006323	SGUI1_33780.1	Smp_172340.1
OG0006324	SGUI1_20320.1	Smp_073410.1
OG0006325	SGUI1_5400.1	Smp_245170.1
OG0006326	SGUI1_96200.1	Smp_318500.1
OG0006327	SGUI1_24600.1	Smp_003900.1
OG0006328	SGUI1_58650.1	Smp_349780.1
OG0006329	SGUI1_67390.1	Smp_159860.1
OG0006330	SGUI1_91240.1, SGUI1_91240.2	Smp_052750.1
OG0006331	SGUI1_59950.1	Smp_080610.1
OG0006332	SGUI1_45310.1	Smp_346840.1
OG0006333	SGUI1_60580.1	Smp_074020.1
OG0006334	SGUI1_83260.1, SGUI1_83260.2	Smp_085490.1
OG0006335	SGUI1_95300.1	Smp_134540.1
OG0006336	SGUI1_21460.1	Smp_333420.1
OG0006337	SGUI1_15220.1	Smp_024390.1
OG0006338	SGUI1_19600.1, SGUI1_19600.2	Smp_077400.1
OG0006339	SGUI1_35410.1	Smp_118040.1
OG0006340	SGUI1_43700.1, SGUI1_43700.2	Smp_198930.1
OG0006341	SGUI1_51880.1	Smp_311440.1
OG0006342	SGUI1_84740.1	Smp_334600.1
OG0006343	SGUI1_61440.1	Smp_018590.1
OG0006344	SGUI1_25680.1	Smp_079430.1
OG0006345	SGUI1_71260.1, SGUI1_71270.1	Smp_344150.1
OG0006346	SGUI1_90900.1	Smp_344810.1
OG0006347	SGUI1_27390.1	Smp_083410.1
OG0006348	SGUI1_45260.1	Smp_031570.1
OG0006349	SGUI1_7930.1	Smp_011960.1
OG0006351	SGUI1_77480.1, SGUI1_77480.2	Smp_344750.1
OG0006352	SGUI1_14310.1	Smp_340530.1
OG0006353	SGUI1_70020.1	Smp_036990.1
OG0006354	SGUI1_71940.1	Smp_092380.1
OG0006355	SGUI1_51520.1	Smp_156480.1
OG0006356	SGUI1_79830.1	Smp_050430.1
OG0006357	SGUI1_84290.1	Smp_064360.1
OG0006358	SGUI1_15670.1	Smp_212730.1
OG0006359	SGUI1_51110.1	Smp_127190.1
OG0006360	SGUI1_93300.1	Smp_335530.1
OG0006361	SGUI1_54760.1	Smp_102410.1
OG0006362	SGUI1_20840.1	Smp_143860.1, Smp_143860.2
OG0006363	SGUI1_13950.1, SGUI1_13950.2	Smp_305760.1
OG0006364	SGUI1_83180.1	Smp_058150.1
OG0006365	SGUI1_21610.1	Smp_162970.1
OG0006366	SGUI1_52820.1	Smp_048880.1
OG0006367	SGUI1_70120.1	Smp_180020.1
OG0006368	SGUI1_64050.1	Smp_085790.1
OG0006369	SGUI1_85460.1	Smp_169290.1
OG0006370	SGUI1_71590.1	Smp_148900.1
OG0006371	SGUI1_82260.1, SGUI1_82260.2	Smp_067900.1
OG0006372	SGUI1_41130.1, SGUI1_41130.2	Smp_072360.1
OG0006373	SGUI1_79060.1	Smp_055100.1
OG0006374	SGUI1_50940.1	Smp_023150.1
OG0006375	SGUI1_19540.1	Smp_243830.1
OG0006376	SGUI1_87540.1	Smp_340070.1
OG0006377	SGUI1_61910.1	Smp_162650.1
OG0006378	SGUI1_54010.1	Smp_123370.1
OG0006379	SGUI1_86610.1	Smp_162220.1, Smp_162220.2
OG0006380	SGUI1_89270.1	Smp_169760.1
OG0006381	SGUI1_75620.1	Smp_145400.1
OG0006382	SGUI1_85710.1	Smp_143910.1
OG0006383	SGUI1_81930.1	Smp_347520.2, Smp_347520.1
OG0006384	SGUI1_60000.1, SGUI1_60000.2	Smp_165630.1
OG0006385	SGUI1_17350.1	Smp_212910.1
OG0006386	SGUI1_56840.1	Smp_343330.1
OG0006387	SGUI1_78800.1	Smp_342530.1
OG0006388	SGUI1_60070.1, SGUI1_60070.2	Smp_341870.1
OG0006389	SGUI1_85060.1	Smp_040100.1
OG0006390	SGUI1_66160.1	Smp_084520.1
OG0006392	SGUI1_96540.1	Smp_139340.1
OG0006393	SGUI1_69660.1	Smp_122490.1
OG0006394	SGUI1_48060.1	Smp_039390.1
OG0006395	SGUI1_13650.1	Smp_147460.1, Smp_147460.2
OG0006397	SGUI1_79320.1	Smp_104970.1
OG0006398	SGUI1_5640.1	Smp_141890.1
OG0006399	SGUI1_11920.1	Smp_135920.1
OG0006400	SGUI1_75740.1	Smp_043030.1
OG0006401	SGUI1_47090.1	Smp_340230.1
OG0006402	SGUI1_25550.1	Smp_073600.1
OG0006403	SGUI1_500.1	Smp_048550.1
OG0006404	SGUI1_33460.1, SGUI1_33460.2	Smp_025740.1
OG0006405	SGUI1_50330.1	Smp_066740.1
OG0006406	SGUI1_52740.1	Smp_148260.1
OG0006407	SGUI1_19070.1	Smp_163170.1
OG0006408	SGUI1_76530.1	Smp_059170.1
OG0006409	SGUI1_51990.1	Smp_333900.1
OG0006410	SGUI1_920.1	Smp_130800.1
OG0006411	SGUI1_1940.1	Smp_142900.1
OG0006412	SGUI1_17250.1	Smp_244090.1
OG0006413	SGUI1_91320.1	Smp_344210.1
OG0006414	SGUI1_86480.1	Smp_174670.1
OG0006415	SGUI1_24160.1	Smp_163240.1
OG0006416	SGUI1_60920.1, SGUI1_60920.2	Smp_029100.1
OG0006417	SGUI1_50210.1	Smp_316710.1
OG0006418	SGUI1_8180.1	Smp_011570.1
OG0006419	SGUI1_27790.1	Smp_210800.1
OG0006420	SGUI1_64170.1	Smp_131600.1
OG0006421	SGUI1_5230.1	Smp_067580.1
OG0006422	SGUI1_90620.1	Smp_346110.1
OG0006423	SGUI1_83190.1	Smp_340930.1
OG0006424	SGUI1_50310.1	Smp_013790.1
OG0006425	SGUI1_79120.1	Smp_055190.1
OG0006426	SGUI1_20340.1	Smp_073390.1
OG0006427	SGUI1_32820.1	Smp_126730.1
OG0006428	SGUI1_360.1	Smp_148200.1
OG0006429	SGUI1_10110.1	Smp_080420.1
OG0006430	SGUI1_3210.1	Smp_028500.1
OG0006431	SGUI1_91510.1	Smp_011010.1
OG0006432	SGUI1_79520.1	Smp_136920.1
OG0006433	SGUI1_42860.1	Smp_347880.1
OG0006434	SGUI1_93560.1	Smp_127650.1
OG0006435	SGUI1_81880.1	Smp_314280.2, Smp_314280.1
OG0006436	SGUI1_69530.1	Smp_000900.1
OG0006437	SGUI1_91890.1	Smp_016750.1
OG0006438	SGUI1_77090.1	Smp_094930.1
OG0006439	SGUI1_12550.1, SGUI1_12650.1	Smp_153660.1
OG0006440	SGUI1_50860.1	Smp_212970.1
OG0006441	SGUI1_96140.1	Smp_267210.1
OG0006442	SGUI1_34770.1	Smp_139620.1
OG0006443	SGUI1_21010.1, SGUI1_21010.2	Smp_143740.1
OG0006444	SGUI1_89470.1	Smp_344200.1
OG0006445	SGUI1_70410.1	Smp_169440.1
OG0006446	SGUI1_52220.1	Smp_146650.1
OG0006447	SGUI1_88080.2, SGUI1_88080.4, SGUI1_88080.1, SGUI1_88080.3	Smp_333710.1
OG0006448	SGUI1_4690.1	Smp_316430.1, Smp_337330.1
OG0006449	SGUI1_31540.1	Smp_125760.1
OG0006451	SGUI1_71530.1	Smp_148930.1
OG0006452	SGUI1_56760.1	Smp_007000.1
OG0006453	SGUI1_69590.1	Smp_000850.1
OG0006454	SGUI1_8910.1	Smp_079050.1
OG0006455	SGUI1_50720.1	Smp_001500.1
OG0006456	SGUI1_1670.1	Smp_062950.1
OG0006457	SGUI1_54720.1	Smp_179080.1
OG0006458	SGUI1_66910.1	Smp_030020.1
OG0006459	SGUI1_56220.1, SGUI1_56220.2	Smp_134060.1
OG0006460	SGUI1_65780.1	Smp_002550.1
OG0006461	SGUI1_86730.1	Smp_162280.1
OG0006463	SGUI1_62620.1	Smp_129510.1
OG0006464	SGUI1_21700.1	Smp_026400.1, Smp_349830.1
OG0006465	SGUI1_77830.1	Smp_138690.1, Smp_138690.2, Smp_138690.3, Smp_138690.4
OG0006466	SGUI1_88430.1, SGUI1_88430.2	Smp_341360.1
OG0006467	SGUI1_9750.1	Smp_094760.1
OG0006468	SGUI1_42650.1	Smp_040500.1
OG0006469	SGUI1_14560.1	Smp_045960.1
OG0006470	SGUI1_58890.1	Smp_307810.1
OG0006471	SGUI1_84230.1	Smp_064430.1
OG0006472	SGUI1_84200.1	Smp_156900.1
OG0006473	SGUI1_62460.1	Smp_129380.1
OG0006474	SGUI1_66470.1	Smp_341420.1
OG0006475	SGUI1_12790.1	Smp_153610.1
OG0006476	SGUI1_3150.2, SGUI1_3150.1, SGUI1_3150.3	Smp_196020.1
OG0006477	SGUI1_27350.1	Smp_097620.1
OG0006478	SGUI1_7110.1	Smp_304860.1
OG0006479	SGUI1_43210.1	Smp_051660.1
OG0006480	SGUI1_21890.1	Smp_136520.1
OG0006481	SGUI1_67530.1	Smp_000650.1
OG0006482	SGUI1_21080.1	Smp_142820.1
OG0006483	SGUI1_60810.1	Smp_137980.1
OG0006484	SGUI1_70640.1	Smp_344900.1
OG0006486	SGUI1_21900.1	Smp_136530.1
OG0006487	SGUI1_73810.1, SGUI1_73810.2	Smp_343110.1
OG0006488	SGUI1_15880.1	Smp_142740.1
OG0006489	SGUI1_10280.1	Smp_143090.1
OG0006490	SGUI1_7240.1	Smp_093830.1
OG0006491	SGUI1_85550.1	Smp_086750.1
OG0006492	SGUI1_31290.1	Smp_073080.1
OG0006493	SGUI1_22720.1	Smp_158440.1, Smp_158440.3, Smp_158440.2
OG0006494	SGUI1_63170.1	Smp_181290.1
OG0006495	SGUI1_84010.1	Smp_243300.1
OG0006496	SGUI1_45120.1	Smp_197150.1
OG0006497	SGUI1_12210.1	Smp_210500.1
OG0006498	SGUI1_1830.1	Smp_028940.1
OG0006499	SGUI1_5300.1	Smp_067510.1
OG0006500	SGUI1_44760.1	Smp_194980.1
OG0006501	SGUI1_90250.1	Smp_347910.1, Smp_347910.2
OG0006502	SGUI1_70010.1	Smp_343520.1
OG0006503	SGUI1_80900.1	Smp_053830.1
OG0006504	SGUI1_82090.1	Smp_314240.1
OG0006505	SGUI1_83580.1, SGUI1_83580.2	Smp_146730.1
OG0006506	SGUI1_67010.1	Smp_337750.2
OG0006508	SGUI1_66500.1	Smp_084890.1
OG0006509	SGUI1_94300.1, SGUI1_94300.2	Smp_033330.1
OG0006513	SGUI1_37480.2, SGUI1_37480.1	Smp_158490.1
OG0006514	SGUI1_83070.1	Smp_153390.1
OG0006515	SGUI1_42640.1	Smp_144240.1
OG0006516	SGUI1_30500.1	Smp_313530.1, Smp_313540.1, Smp_313540.2
OG0006517	SGUI1_95630.1, SGUI1_95630.2	Smp_005900.1
OG0006518	SGUI1_96310.1	Smp_139380.1
OG0006519	SGUI1_93860.1, SGUI1_93860.2	Smp_340210.1
OG0006520	SGUI1_94930.1	Smp_318310.1
OG0006521	SGUI1_88340.1, SGUI1_88340.2	Smp_165710.1
OG0006522	SGUI1_46970.1	Smp_202610.1
OG0006523	SGUI1_77440.2, SGUI1_77440.1	Smp_155760.1
OG0006524	SGUI1_72890.1	Smp_149820.1
OG0006525	SGUI1_64220.1	Smp_087580.1
OG0006526	SGUI1_33070.1	Smp_318890.1, Smp_318920.1, Smp_318900.1
OG0006527	SGUI1_41330.1	Smp_300310.1
OG0006528	SGUI1_44660.1, SGUI1_44670.1	Smp_303260.1, Smp_303280.1
OG0006529	SGUI1_18060.1, SGUI1_18060.2	Smp_162810.1
OG0006532	SGUI1_82040.1	Smp_330220.1
OG0006533	SGUI1_87400.1, SGUI1_87400.2	Smp_123200.1
OG0006533	SGUI1_87390.1, SGUI1_87390.2, SGUI1_87390.3	Smp_123100.1
OG0006534	SGUI1_26080.1	Smp_176020.1
OG0006535	SGUI1_64190.1	Smp_087550.1
OG0006543	SGUI1_83630.1	Smp_045610.1
OG0006544	SGUI1_96010.1	Smp_267240.1, Smp_267240.2
OG0006545	SGUI1_72110.1	Smp_334050.1
OG0006546	SGUI1_90650.1	Smp_172490.1
OG0006547	SGUI1_47970.1	Smp_125500.1
OG0006548	SGUI1_93360.1	Smp_097370.1
OG0006549	SGUI1_69220.1	Smp_172700.1
OG0006550	SGUI1_56170.1	Smp_134090.1
OG0006551	SGUI1_75160.1	Smp_334220.1
OG0006552	SGUI1_14720.1	Smp_045780.1
OG0006553	SGUI1_77750.1	Smp_247590.1
OG0006554	SGUI1_43810.1	Smp_143300.1
OG0006555	SGUI1_92770.1	Smp_164150.1
OG0006556	SGUI1_54150.1	Smp_337610.1
OG0006557	SGUI1_61370.1	Smp_325920.1
OG0006558	SGUI1_71400.1	Smp_149010.1
OG0006559	SGUI1_4880.1	Smp_322410.1
OG0006560	SGUI1_26470.1	Smp_175270.1
OG0006561	SGUI1_67470.1	Smp_000710.1
OG0006562	SGUI1_12830.1	Smp_058380.1
OG0006563	SGUI1_87660.1	Smp_091750.1
OG0006564	SGUI1_38880.1	Smp_088420.2
OG0006565	SGUI1_16250.1	Smp_203810.1
OG0006566	SGUI1_28950.1, SGUI1_28950.2	Smp_019880.1
OG0006567	SGUI1_29990.1	Smp_081250.1
OG0006568	SGUI1_19970.1	Smp_149540.1
OG0006569	SGUI1_28920.1	Smp_019980.1
OG0006570	SGUI1_55810.1, SGUI1_55830.1	Smp_245980.1
OG0006571	SGUI1_62290.1	Smp_044160.1
OG0006572	SGUI1_46340.1	Smp_346290.1
OG0006573	SGUI1_1970.1	Smp_038240.1
OG0006574	SGUI1_66930.1	Smp_347780.1
OG0006575	SGUI1_58140.1	Smp_159930.1
OG0006576	SGUI1_58250.1	Smp_345110.1
OG0006577	SGUI1_35630.1	Smp_213990.1
OG0006578	SGUI1_47830.1	Smp_242200.1
OG0006579	SGUI1_42540.1	Smp_040390.1
OG0006580	SGUI1_77070.1	Smp_174190.1
OG0006581	SGUI1_26460.1	Smp_333200.1
OG0006582	SGUI1_30420.1	Smp_012920.1
OG0006583	SGUI1_87160.1	Smp_123120.1
OG0006584	SGUI1_2540.1, SGUI1_2540.2	Smp_344560.1
OG0006585	SGUI1_17660.2, SGUI1_17660.1	Smp_130430.1
OG0006586	SGUI1_37330.1	Smp_083720.1
OG0006588	SGUI1_13310.1	Smp_337400.2
OG0006589	SGUI1_19310.1, SGUI1_19310.2	Smp_333350.1
OG0006590	SGUI1_19330.1	Smp_244100.1
OG0006591	SGUI1_72630.1	Smp_143190.1
OG0006592	SGUI1_84970.1	Smp_061570.1
OG0006593	SGUI1_71070.1, SGUI1_71070.2, SGUI1_71070.3	Smp_093450.1
OG0006594	SGUI1_51980.2, SGUI1_51980.1	Smp_174420.1
OG0006595	SGUI1_53680.1	Smp_060820.1
OG0006596	SGUI1_79250.1, SGUI1_79250.2	Smp_056620.1
OG0006597	SGUI1_78080.1	Smp_145140.1
OG0006598	SGUI1_94260.1	Smp_242910.1
OG0006599	SGUI1_22940.1, SGUI1_22940.2	Smp_164210.1
OG0006600	SGUI1_79550.1	Smp_194940.1
OG0006601	SGUI1_51930.1	Smp_333910.1
OG0006602	SGUI1_24890.1	Smp_342010.1
OG0006603	SGUI1_93010.1	Smp_246130.1
OG0006604	SGUI1_56070.1	Smp_242240.1
OG0006606	SGUI1_73330.1	Smp_052290.1
OG0006607	SGUI1_26050.1	Smp_336340.1
OG0006608	SGUI1_19910.1	Smp_344230.1
OG0006609	SGUI1_86410.1	Smp_174720.1
OG0006610	SGUI1_82520.1	Smp_070640.1
OG0006611	SGUI1_93350.1	Smp_097380.1
OG0006613	SGUI1_56450.1, SGUI1_56450.2	Smp_133950.1
OG0006614	SGUI1_65960.1	Smp_308830.1
OG0006615	SGUI1_33960.1	Smp_210170.1
OG0006616	SGUI1_71480.1	Smp_050110.1
OG0006617	SGUI1_70050.1, SGUI1_70050.2	Smp_036950.1
OG0006618	SGUI1_36970.3, SGUI1_36970.1, SGUI1_36970.2	Smp_144470.1
OG0006619	SGUI1_23850.1	Smp_331700.1
OG0006620	SGUI1_2140.1	Smp_038420.1
OG0006621	SGUI1_92620.1	Smp_164020.1
OG0006622	SGUI1_15980.1	Smp_244320.1
OG0006623	SGUI1_66620.1	Smp_029700.1
OG0006624	SGUI1_34460.1	Smp_347990.1, Smp_347990.3
OG0006625	SGUI1_62160.1	Smp_174850.1
OG0006626	SGUI1_32300.1	Smp_008360.1
OG0006627	SGUI1_56770.1	Smp_139840.1
OG0006628	SGUI1_92690.1	Smp_164070.1
OG0006629	SGUI1_76110.1	Smp_150870.1
OG0006630	SGUI1_81640.1	Smp_006390.1
OG0006631	SGUI1_51480.1	Smp_063680.1
OG0006632	SGUI1_39020.1	Smp_006780.1
OG0006633	SGUI1_70130.1	Smp_341760.1
OG0006634	SGUI1_40920.1	Smp_091360.1
OG0006635	SGUI1_6760.1	Smp_037120.1
OG0006636	SGUI1_24530.1	Smp_003970.1
OG0006637	SGUI1_43250.1, SGUI1_43250.2	Smp_051400.1
OG0006638	SGUI1_96940.1	Smp_322560.1
OG0006639	SGUI1_80580.2, SGUI1_80580.1	Smp_038100.1
OG0006641	SGUI1_76440.1	Smp_058850.1
OG0006642	SGUI1_64930.1	Smp_144380.1
OG0006643	SGUI1_58620.1	Smp_307780.1
OG0006644	SGUI1_24290.1	Smp_159600.1
OG0006645	SGUI1_61450.1	Smp_018610.1
OG0006646	SGUI1_51750.1	Smp_245750.1
OG0006647	SGUI1_66600.1	Smp_029670.1
OG0006648	SGUI1_66540.1	Smp_138210.1
OG0006650	SGUI1_47400.1	Smp_004690.2, Smp_004690.1
OG0006651	SGUI1_11690.1	Smp_025570.1
OG0006652	SGUI1_23580.1	Smp_171060.1
OG0006653	SGUI1_64800.1	Smp_337590.1
OG0006654	SGUI1_66570.1	Smp_138230.1
OG0006655	SGUI1_34090.1	Smp_083120.1
OG0006656	SGUI1_34080.1	Smp_083130.1
OG0006657	SGUI1_25040.1	Smp_003440.1
OG0006658	SGUI1_77790.1	Smp_334310.1, Smp_334310.2
OG0006659	SGUI1_34890.1	Smp_009630.1
OG0006660	SGUI1_85600.1	Smp_143670.1
OG0006661	SGUI1_72910.1	Smp_334120.1
OG0006662	SGUI1_15660.1	Smp_244350.1
OG0006663	SGUI1_41950.1	Smp_088920.1
OG0006664	SGUI1_51100.2, SGUI1_51100.1	Smp_328180.1
OG0006665	SGUI1_36440.2, SGUI1_36440.1	Smp_337140.1
OG0006666	SGUI1_1300.1, SGUI1_1300.2	Smp_098340.1
OG0006667	SGUI1_6560.1	Smp_033020.1
OG0006668	SGUI1_24270.1	Smp_159590.1
OG0006669	SGUI1_13940.1	Smp_018030.1
OG0006670	SGUI1_71390.1	Smp_050220.1
OG0006671	SGUI1_79410.1	Smp_136850.1
OG0006672	SGUI1_17540.1	Smp_342500.1
OG0006673	SGUI1_20460.1	Smp_032420.1
OG0006674	SGUI1_80490.1	Smp_052500.1
OG0006675	SGUI1_22120.1	Smp_078910.1
OG0006676	SGUI1_74640.1	Smp_066890.1
OG0006677	SGUI1_22490.1	Smp_099300.1
OG0006678	SGUI1_46880.1	Smp_021330.1
OG0006679	SGUI1_32080.1	Smp_140400.1
OG0006680	SGUI1_11070.1	Smp_131980.1
OG0006681	SGUI1_61310.1	Smp_018440.1
OG0006682	SGUI1_84640.1	Smp_039080.1
OG0006683	SGUI1_19430.1, SGUI1_19420.1, SGUI1_19440.1	Smp_017020.1
OG0006684	SGUI1_17880.1	Smp_323980.1
OG0006685	SGUI1_33550.1	Smp_025860.1
OG0006686	SGUI1_53530.1	Smp_082820.1
OG0006687	SGUI1_89160.1	Smp_334730.1
OG0006688	SGUI1_59380.1	Smp_173810.1
OG0006689	SGUI1_62000.1, SGUI1_62000.2	Smp_075120.1
OG0006690	SGUI1_61320.1	Smp_018460.1
OG0006691	SGUI1_77110.1	Smp_175200.1
OG0006693	SGUI1_22950.1	Smp_168930.1
OG0006694	SGUI1_78490.1	Smp_041980.1
OG0006695	SGUI1_64080.1	Smp_085780.1
OG0006696	SGUI1_87310.1	Smp_341900.1, Smp_341900.2
OG0006697	SGUI1_30480.1	Smp_106970.1
OG0006698	SGUI1_41810.1	Smp_341040.1
OG0006699	SGUI1_71500.1	Smp_346980.1
OG0006700	SGUI1_39620.1	Smp_048230.1
OG0006701	SGUI1_49510.1	Smp_147260.1
OG0006702	SGUI1_91390.1	Smp_046360.1
OG0006703	SGUI1_7170.1	Smp_132940.1
OG0006704	SGUI1_35120.1	Smp_124860.1
OG0006705	SGUI1_57170.1	Smp_170430.1
OG0006706	SGUI1_40890.1	Smp_091390.1
OG0006707	SGUI1_30270.1	Smp_160950.1
OG0006708	SGUI1_14260.1	Smp_136590.1
OG0006709	SGUI1_20910.1	Smp_143810.1
OG0006710	SGUI1_83310.1	Smp_345470.1
OG0006711	SGUI1_65230.1	Smp_136780.1
OG0006712	SGUI1_84780.1	Smp_129240.1
OG0006713	SGUI1_32780.1	Smp_318980.1
OG0006714	SGUI1_22340.1	Smp_099150.1
OG0006715	SGUI1_43840.1	Smp_038820.1
OG0006716	SGUI1_45600.1	Smp_333750.1
