Orthogroup	schistosoma_guineensis	fasciola_hepatica
OG0005207	SGUI1_83130.1	FhHiC23_g4176.t1, FhHiC23_g4176.t2
OG0005208	SGUI1_55030.1	FhHiC23_g2866.t1
OG0005209	SGUI1_69720.1	FhHiC23_g3243.t1
OG0005210	SGUI1_17160.1	FhHiC23_g10737.t1, FhHiC23_g10737.t2
OG0005211	SGUI1_54870.1	FhHiC23_g2872.t1
OG0005212	SGUI1_7940.1	FhHiC23_g11460.t2, FhHiC23_g11460.t1
OG0005213	SGUI1_97180.1, SGUI1_97180.2	FhHiC23_g4240.t1
OG0005215	SGUI1_75360.1	FhHiC23_g2287.t1, FhHiC23_g2287.t2
OG0005216	SGUI1_2100.1	FhHiC23_g12114.t1
OG0005217	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4	FhHiC23_g2946.t1
OG0005218	SGUI1_89040.1	FhHiC23_g16244.t1, FhHiC23_g16244.t2
OG0005219	SGUI1_8110.1	FhHiC23_g13168.t1
OG0005221	SGUI1_38920.1	FhHiC23_g4861.t1
OG0005222	SGUI1_340.1	FhHiC23_g12836.t1
OG0005223	SGUI1_72760.2, SGUI1_72760.1	FhHiC23_g2558.t1
OG0005224	SGUI1_68320.1	FhHiC23_g6879.t1
OG0005225	SGUI1_29030.1	FhHiC23_g4668.t1
OG0005226	SGUI1_24750.1	FhHiC23_g10501.t1
OG0005227	SGUI1_6980.1	FhHiC23_g11813.t1, FhHiC23_g11813.t2
OG0005228	SGUI1_68290.1	FhHiC23_g6884.t1
OG0005229	SGUI1_880.1	FhHiC23_g13579.t1
OG0005230	SGUI1_47800.2, SGUI1_47800.1	FhHiC23_g736.t1
OG0005231	SGUI1_43940.1	FhHiC23_g14185.t1, FhHiC23_g14185.t2
OG0005232	SGUI1_17860.1	FhHiC23_g11636.t1, FhHiC23_g11636.t2
OG0005233	SGUI1_19570.1	FhHiC23_g15151.t1
OG0005234	SGUI1_14910.1	FhHiC23_g15152.t1
OG0005235	SGUI1_21280.1, SGUI1_21280.2, SGUI1_21290.1	FhHiC23_g15591.t1
OG0005236	SGUI1_88770.2, SGUI1_88770.3, SGUI1_88770.1	FhHiC23_g16678.t1
OG0005237	SGUI1_85040.1	FhHiC23_g3829.t1
OG0005238	SGUI1_33950.1	FhHiC23_g5990.t1
OG0005239	SGUI1_54260.1, SGUI1_54260.2, SGUI1_54260.3	FhHiC23_g65.t1, FhHiC23_g65.t2
OG0005240	SGUI1_64100.3, SGUI1_64100.1, SGUI1_64100.2	FhHiC23_g7016.t1
OG0005241	SGUI1_66210.1	FhHiC23_g7243.t1
OG0005243	SGUI1_69320.1	FhHiC23_g8206.t1
OG0005244	SGUI1_16460.1	FhHiC23_g9702.t2, FhHiC23_g9702.t1, FhHiC23_g9699.t1, FhHiC23_g9699.t2
OG0005283	SGUI1_88220.1, SGUI1_88210.1	FhHiC23_g15981.t1, FhHiC23_g15981.t2, FhHiC23_g15981.t3
OG0005284	SGUI1_75210.1	FhHiC23_g1526.t1, FhHiC23_g1526.t2
OG0005285	SGUI1_31160.1	FhHiC23_g4690.t1, FhHiC23_g4691.t1
OG0005286	SGUI1_29340.1, SGUI1_29340.2	FhHiC23_g6222.t1
OG0005287	SGUI1_10610.1, SGUI1_10610.2	FhHiC23_g11711.t1
OG0005288	SGUI1_50150.2, SGUI1_50150.1	FhHiC23_g1574.t2, FhHiC23_g1574.t1
OG0005289	SGUI1_47960.1	FhHiC23_g877.t1, FhHiC23_g877.t2
OG0005290	SGUI1_41970.1	FhHiC23_g13923.t1
OG0005291	SGUI1_41540.1	FhHiC23_g14609.t1
OG0005292	SGUI1_44590.1	FhHiC23_g13901.t1
OG0005293	SGUI1_60490.1	FhHiC23_g7634.t1
OG0005294	SGUI1_56720.1	FhHiC23_g2144.t1, FhHiC23_g2244.t1, FhHiC23_g2244.t2
OG0005295	SGUI1_57270.1	FhHiC23_g2243.t1
OG0005296	SGUI1_44620.1, SGUI1_44620.2	FhHiC23_g14422.t1, FhHiC23_g14422.t2
OG0005297	SGUI1_83220.1	FhHiC23_g3976.t1
OG0005298	SGUI1_42340.1	FhHiC23_g13868.t1
OG0005299	SGUI1_80160.1	FhHiC23_g2330.t1, FhHiC23_g2330.t2
OG0005300	SGUI1_89610.1	FhHiC23_g16523.t2
OG0005301	SGUI1_71490.1	FhHiC23_g1342.t1, FhHiC23_g3206.t1
OG0005302	SGUI1_19110.1	FhHiC23_g11496.t1
OG0005303	SGUI1_55740.1, SGUI1_55710.1	FhHiC23_g4587.t1
OG0005304	SGUI1_88960.1	FhHiC23_g16669.t1
OG0005305	SGUI1_36740.1	FhHiC23_g6442.t1
OG0005307	SGUI1_39060.1, SGUI1_39060.2	FhHiC23_g5535.t1
OG0005309	SGUI1_24420.1	FhHiC23_g9080.t1, FhHiC23_g9080.t2
OG0005310	SGUI1_1100.1	FhHiC23_g13548.t1
OG0005312	SGUI1_30700.1	FhHiC23_g5548.t1
OG0005313	SGUI1_23040.1	FhHiC23_g10049.t1, FhHiC23_g10049.t2, FhHiC23_g15847.t1
OG0005314	SGUI1_20250.1	FhHiC23_g15604.t1
OG0005315	SGUI1_58020.1	FhHiC23_g7782.t1
OG0005316	SGUI1_83150.1	FhHiC23_g3596.t3, FhHiC23_g3596.t2, FhHiC23_g3596.t1
OG0005317	SGUI1_60080.1	FhHiC23_g8117.t1
OG0005318	SGUI1_28930.1, SGUI1_28940.1, SGUI1_28940.2	FhHiC23_g4895.t1
OG0005319	SGUI1_62960.2, SGUI1_62960.1	FhHiC23_g7374.t1, FhHiC23_g7374.t2
OG0005321	SGUI1_72240.1	FhHiC23_g3231.t1, FhHiC23_g3230.t1, FhHiC23_g3229.t1, FhHiC23_g3229.t2
OG0005323	SGUI1_28040.1	FhHiC23_g4906.t1
OG0005324	SGUI1_39390.1	FhHiC23_g5719.t1
OG0005325	SGUI1_31140.1, SGUI1_31140.2	FhHiC23_g5707.t1
OG0005326	SGUI1_7140.1	FhHiC23_g12681.t2, FhHiC23_g12681.t1
OG0005327	SGUI1_18260.1, SGUI1_18260.2, SGUI1_18260.3	FhHiC23_g15132.t1
OG0005328	SGUI1_62570.1	FhHiC23_g8048.t1, FhHiC23_g8048.t2, FhHiC23_g9483.t1
OG0005329	SGUI1_15970.1	FhHiC23_g11777.t1
OG0005330	SGUI1_81810.1, SGUI1_81810.2	FhHiC23_g4146.t1, FhHiC23_g4146.t2
OG0005331	SGUI1_89310.1	FhHiC23_g16308.t2, FhHiC23_g16308.t3, FhHiC23_g16308.t1
OG0005332	SGUI1_90310.1	FhHiC23_g16306.t2, FhHiC23_g16306.t1
OG0005333	SGUI1_22100.1	FhHiC23_g15786.t1
OG0005334	SGUI1_14530.1	FhHiC23_g11453.t1
OG0005335	SGUI1_78010.1, SGUI1_78010.2	FhHiC23_g2571.t1
OG0005336	SGUI1_11750.1	FhHiC23_g11138.t1, FhHiC23_g11138.t2
OG0005337	SGUI1_24030.1	FhHiC23_g10167.t1, FhHiC23_g10167.t2
OG0005338	SGUI1_49090.1, SGUI1_49090.2	FhHiC23_g521.t1
OG0005339	SGUI1_56730.1	FhHiC23_g395.t1
OG0005340	SGUI1_91200.1	FhHiC23_g14653.t1, FhHiC23_g8658.t1
OG0005341	SGUI1_14850.1, SGUI1_14850.2	FhHiC23_g15188.t2, FhHiC23_g15188.t1
OG0005342	SGUI1_95520.1	FhHiC23_g9882.t3, FhHiC23_g9881.t1, FhHiC23_g9883.t1
OG0005343	SGUI1_78870.1	FhHiC23_g3044.t1, FhHiC23_g3044.t2, FhHiC23_g3044.t3
OG0005345	SGUI1_38520.1	FhHiC23_g6128.t1
OG0005346	SGUI1_9550.1	FhHiC23_g12743.t1, FhHiC23_g12743.t3, FhHiC23_g12743.t2
OG0005347	SGUI1_66040.1	FhHiC23_g8113.t1, FhHiC23_g8114.t1
OG0005348	SGUI1_11910.1	FhHiC23_g10986.t1
OG0005349	SGUI1_560.1	FhHiC23_g12459.t1
OG0005350	SGUI1_6080.1	FhHiC23_g11779.t1
OG0005351	SGUI1_52530.1	FhHiC23_g1772.t1
OG0005352	SGUI1_2560.1	FhHiC23_g5437.t1, FhHiC23_g5438.t1
OG0005353	SGUI1_93070.1	FhHiC23_g9832.t1
OG0005354	SGUI1_35020.1	FhHiC23_g6420.t1
OG0005355	SGUI1_39460.1	FhHiC23_g5550.t1
OG0005356	SGUI1_68960.1, SGUI1_68960.2	FhHiC23_g7676.t1, FhHiC23_g7676.t2
OG0005358	SGUI1_45750.1, SGUI1_45750.2	FhHiC23_g1215.t1, FhHiC23_g1215.t2
OG0005359	SGUI1_18850.1, SGUI1_18840.1	FhHiC23_g15055.t1, FhHiC23_g15055.t2
OG0005360	SGUI1_19280.1	FhHiC23_g15135.t1
OG0005361	SGUI1_15080.1	FhHiC23_g11747.t1
OG0005362	SGUI1_67580.1	FhHiC23_g6922.t1
OG0005363	SGUI1_1090.1, SGUI1_1090.2	FhHiC23_g12521.t2, FhHiC23_g12521.t1
OG0005364	SGUI1_49200.1	FhHiC23_g1613.t1
OG0005365	SGUI1_17470.1	FhHiC23_g10323.t2, FhHiC23_g11145.t3, FhHiC23_g10323.t1, FhHiC23_g11145.t1, FhHiC23_g11145.t2
OG0005366	SGUI1_15130.1	FhHiC23_g15528.t1
OG0005367	SGUI1_23190.1, SGUI1_23510.1	FhHiC23_g9652.t1, FhHiC23_g9652.t2
OG0005368	SGUI1_22250.1	FhHiC23_g15711.t1
OG0005369	SGUI1_34970.1	FhHiC23_g6130.t1
OG0005370	SGUI1_34950.1	FhHiC23_g6131.t1
OG0005371	SGUI1_34930.1	FhHiC23_g6132.t1
OG0005372	SGUI1_25280.1, SGUI1_25280.2	FhHiC23_g10457.t1
OG0005373	SGUI1_92780.1	FhHiC23_g16484.t2, FhHiC23_g16484.t1, FhHiC23_g16484.t3
OG0005375	SGUI1_51660.2, SGUI1_51660.3, SGUI1_51660.1	FhHiC23_g362.t1
OG0005376	SGUI1_61750.1	FhHiC23_g8232.t1, FhHiC23_g8233.t1, FhHiC23_g8231.t1, FhHiC23_g8234.t1, FhHiC23_g8234.t2
OG0005377	SGUI1_29890.1, SGUI1_29880.3	FhHiC23_g4624.t1
OG0005378	SGUI1_44020.1	FhHiC23_g14279.t1
OG0005379	SGUI1_56240.1	FhHiC23_g1786.t1, FhHiC23_g1786.t2
OG0005380	SGUI1_2160.1	FhHiC23_g12736.t1, FhHiC23_g12736.t2
OG0005381	SGUI1_6970.1	FhHiC23_g11816.t2, FhHiC23_g11816.t1
OG0005382	SGUI1_95160.1	FhHiC23_g9622.t1
OG0005383	SGUI1_39700.1	FhHiC23_g5804.t1
OG0005384	SGUI1_83440.1	FhHiC23_g3579.t1
OG0005385	SGUI1_10260.1	FhHiC23_g10799.t3, FhHiC23_g10799.t1, FhHiC23_g10799.t2
OG0005386	SGUI1_32730.1	FhHiC23_g5006.t1
OG0005387	SGUI1_27760.1	FhHiC23_g10264.t1
OG0005388	SGUI1_25330.1	FhHiC23_g9590.t1
OG0005389	SGUI1_45820.1	FhHiC23_g638.t1, FhHiC23_g639.t1
OG0005390	SGUI1_96220.1	FhHiC23_g9879.t1
OG0005391	SGUI1_58810.1	FhHiC23_g7250.t1
OG0005392	SGUI1_51490.1	FhHiC23_g745.t1, FhHiC23_g745.t2
OG0005393	SGUI1_51470.2, SGUI1_51470.1	FhHiC23_g749.t2, FhHiC23_g749.t1
OG0005394	SGUI1_2400.1	FhHiC23_g12634.t1, FhHiC23_g12632.t1
OG0005395	SGUI1_72050.1	FhHiC23_g2729.t1
OG0005396	SGUI1_12640.1, SGUI1_12670.1	FhHiC23_g11748.t1
OG0005397	SGUI1_44350.1, SGUI1_44350.2	FhHiC23_g4931.t1
OG0005398	SGUI1_26020.1	FhHiC23_g10290.t2, FhHiC23_g10290.t1
OG0005399	SGUI1_11150.1	FhHiC23_g11649.t2, FhHiC23_g11649.t1
OG0005400	SGUI1_10410.1	FhHiC23_g10852.t1, FhHiC23_g10852.t2
OG0005401	SGUI1_55520.3, SGUI1_55520.1, SGUI1_55520.2, SGUI1_55520.4	FhHiC23_g1490.t1
OG0005402	SGUI1_57300.1	FhHiC23_g1493.t1
OG0005403	SGUI1_39770.1	FhHiC23_g5179.t1
OG0005404	SGUI1_17190.1	FhHiC23_g10730.t1, FhHiC23_g10729.t1
OG0005405	SGUI1_90560.1, SGUI1_90560.2	FhHiC23_g16840.t1
OG0005406	SGUI1_68010.1	FhHiC23_g4538.t1, FhHiC23_g6707.t1
OG0005407	SGUI1_52070.1, SGUI1_52070.2	FhHiC23_g1725.t1, FhHiC23_g1725.t2
OG0005408	SGUI1_90920.1	FhHiC23_g15910.t1
OG0005409	SGUI1_31310.1	FhHiC23_g5050.t1
OG0005410	SGUI1_8080.1	FhHiC23_g12710.t1
OG0005411	SGUI1_92370.1	FhHiC23_g16091.t2, FhHiC23_g16091.t1
OG0005412	SGUI1_62560.1	FhHiC23_g7021.t1, FhHiC23_g7021.t3
OG0005413	SGUI1_78900.1	FhHiC23_g3421.t1, FhHiC23_g3421.t2, FhHiC23_g3422.t3
OG0005414	SGUI1_70790.1	FhHiC23_g2528.t1, FhHiC23_g2528.t2
OG0005415	SGUI1_29760.1, SGUI1_29760.2	FhHiC23_g5876.t1
OG0005416	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3	FhHiC23_g5878.t1
OG0005417	SGUI1_3920.1	FhHiC23_g12335.t1
OG0005418	SGUI1_47320.1, SGUI1_47320.2	FhHiC23_g2149.t1
OG0005419	SGUI1_68150.1, SGUI1_68150.2	FhHiC23_g8065.t3, FhHiC23_g8065.t1, FhHiC23_g8065.t2
OG0005420	SGUI1_37030.1	FhHiC23_g6268.t1
OG0005421	SGUI1_80100.1	FhHiC23_g3171.t1, FhHiC23_g3173.t1
OG0005423	SGUI1_28250.1	FhHiC23_g5316.t1
OG0005424	SGUI1_81690.1	FhHiC23_g3761.t1
OG0005425	SGUI1_81630.1	FhHiC23_g3757.t1
OG0005426	SGUI1_94600.1, SGUI1_94600.2	FhHiC23_g9007.t1
OG0005427	SGUI1_95390.1	FhHiC23_g1926.t1, FhHiC23_g9311.t1
OG0005428	SGUI1_87570.2, SGUI1_87570.1	FhHiC23_g16018.t1, FhHiC23_g16018.t2
OG0005429	SGUI1_60290.1	FhHiC23_g8519.t1
OG0005430	SGUI1_44810.1	FhHiC23_g14225.t1, FhHiC23_g14225.t2
OG0005431	SGUI1_78520.1	FhHiC23_g2469.t1
OG0005432	SGUI1_81470.1	FhHiC23_g3789.t1
OG0005433	SGUI1_78440.1	FhHiC23_g601.t1
OG0005434	SGUI1_26550.1	FhHiC23_g6626.t1, FhHiC23_g6626.t2
OG0005435	SGUI1_96060.1	FhHiC23_g9876.t1
OG0005436	SGUI1_58600.1, SGUI1_58600.2	FhHiC23_g8125.t1
OG0005437	SGUI1_63530.1	FhHiC23_g8124.t3
OG0005438	SGUI1_10290.1	FhHiC23_g12057.t1
OG0005439	SGUI1_44990.1	FhHiC23_g14840.t1
OG0005440	SGUI1_72570.1	FhHiC23_g8892.t1
OG0005441	SGUI1_90950.1, SGUI1_90950.2	FhHiC23_g16238.t1
OG0005442	SGUI1_29150.1	FhHiC23_g5893.t1
OG0005443	SGUI1_61770.1	FhHiC23_g8486.t1
OG0005444	SGUI1_18380.1	FhHiC23_g11365.t1
OG0005446	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3	FhHiC23_g14825.t1
OG0005447	SGUI1_65250.2, SGUI1_65250.1	FhHiC23_g7652.t1
OG0005448	SGUI1_35030.1	FhHiC23_g6418.t1, FhHiC23_g6418.t2
OG0005450	SGUI1_60520.1	FhHiC23_g7647.t1
OG0005451	SGUI1_82890.1	FhHiC23_g3624.t1
OG0005452	SGUI1_90330.1	FhHiC23_g16293.t1, FhHiC23_g16293.t2
OG0005453	SGUI1_61930.1	FhHiC23_g6977.t1
OG0005454	SGUI1_52040.2, SGUI1_52040.1	FhHiC23_g1625.t1
OG0005455	SGUI1_50340.1	FhHiC23_g2360.t1
OG0005456	SGUI1_77230.1	FhHiC23_g3225.t1
OG0005457	SGUI1_46780.1	FhHiC23_g1857.t1
OG0005458	SGUI1_6280.1, SGUI1_6190.1	FhHiC23_g11355.t1
OG0005461	SGUI1_26390.1	FhHiC23_g6615.t1
OG0005462	SGUI1_86350.1, SGUI1_86350.2	FhHiC23_g7626.t1, FhHiC23_g7626.t2
OG0005463	SGUI1_20260.1, SGUI1_20260.2	FhHiC23_g15628.t1
OG0005464	SGUI1_51280.1	FhHiC23_g147.t1
OG0005465	SGUI1_90910.1	FhHiC23_g16668.t1
OG0005466	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3	FhHiC23_g825.t1
OG0005467	SGUI1_64160.1	FhHiC23_g7189.t1
OG0005468	SGUI1_20470.1	FhHiC23_g15250.t1
OG0005469	SGUI1_68140.1	FhHiC23_g8227.t1, FhHiC23_g8227.t2
OG0005470	SGUI1_84270.1	FhHiC23_g3963.t2, FhHiC23_g3963.t1
OG0005471	SGUI1_18210.1	FhHiC23_g15275.t1
OG0005472	SGUI1_73570.1	FhHiC23_g1502.t1
OG0005474	SGUI1_40370.1	FhHiC23_g4891.t1, FhHiC23_g4889.t1
OG0005475	SGUI1_84310.1	FhHiC23_g3523.t1
OG0005476	SGUI1_39780.1, SGUI1_39780.2	FhHiC23_g5180.t1
OG0005477	SGUI1_40460.1	FhHiC23_g6411.t1, FhHiC23_g6411.t2
OG0005478	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3	FhHiC23_g8327.t1
OG0005479	SGUI1_76140.1	FhHiC23_g1035.t1
OG0005480	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1	FhHiC23_g1440.t1, FhHiC23_g8362.t1, FhHiC23_g3390.t1
OG0005481	SGUI1_17260.1	FhHiC23_g11517.t1, FhHiC23_g11516.t1
OG0005482	SGUI1_41720.1	FhHiC23_g14843.t1
OG0005483	SGUI1_40040.1	FhHiC23_g5113.t1, FhHiC23_g5113.t2
OG0005484	SGUI1_21720.2, SGUI1_21720.1	FhHiC23_g15093.t2, FhHiC23_g15093.t1
OG0005485	SGUI1_51160.1	FhHiC23_g60.t1
OG0005486	SGUI1_70100.1	FhHiC23_g2488.t1
OG0005487	SGUI1_22890.1	FhHiC23_g9082.t1
OG0005488	SGUI1_92190.1	FhHiC23_g15962.t1
OG0005489	SGUI1_4640.1	FhHiC23_g13505.t1
OG0005490	SGUI1_33580.1	FhHiC23_g5959.t1
OG0005491	SGUI1_91970.1	FhHiC23_g15840.t3, FhHiC23_g15840.t1, FhHiC23_g15840.t2
OG0005492	SGUI1_92680.1	FhHiC23_g16068.t1
OG0005493	SGUI1_52760.1	FhHiC23_g1480.t1
OG0005494	SGUI1_5010.1, SGUI1_5010.2	FhHiC23_g13574.t1
OG0005495	SGUI1_79800.1	FhHiC23_g372.t1
OG0005496	SGUI1_94030.1	FhHiC23_g9339.t1
OG0005497	SGUI1_23720.1	FhHiC23_g10236.t1
OG0005498	SGUI1_77590.1	FhHiC23_g2300.t1
OG0005499	SGUI1_88590.1	FhHiC23_g16702.t1
OG0005500	SGUI1_20800.1	FhHiC23_g15504.t3, FhHiC23_g15504.t1, FhHiC23_g15504.t2
OG0005501	SGUI1_90440.1	FhHiC23_g16334.t1, FhHiC23_g16334.t2
OG0005502	SGUI1_96620.1	FhHiC23_g6888.t1
OG0005503	SGUI1_39090.2, SGUI1_39090.1	FhHiC23_g6246.t1
OG0005504	SGUI1_83420.1	FhHiC23_g3729.t1
OG0005505	SGUI1_78700.1	FhHiC23_g2937.t1, FhHiC23_g2933.t1, FhHiC23_g2933.t2
OG0005506	SGUI1_89720.1	FhHiC23_g16414.t1
OG0005507	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5	FhHiC23_g16275.t1
OG0005508	SGUI1_1520.1	FhHiC23_g13417.t1
OG0005509	SGUI1_94310.1	FhHiC23_g10113.t1
OG0005510	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1	FhHiC23_g16200.t1, FhHiC23_g16200.t2
OG0005511	SGUI1_78390.1	FhHiC23_g3361.t1, FhHiC23_g3361.t2
OG0005512	SGUI1_6440.1	FhHiC23_g12158.t1
OG0005513	SGUI1_90070.1	FhHiC23_g4412.t1
OG0005514	SGUI1_24550.1	FhHiC23_g9737.t1
OG0005515	SGUI1_57280.1	FhHiC23_g1495.t1
OG0005516	SGUI1_17170.1	FhHiC23_g10734.t1
OG0005517	SGUI1_63450.1	FhHiC23_g4500.t1
OG0005518	SGUI1_25750.1	FhHiC23_g10227.t2, FhHiC23_g10227.t1
OG0005519	SGUI1_35150.1	FhHiC23_g5434.t1
OG0005520	SGUI1_61730.1, SGUI1_61730.2	FhHiC23_g8476.t1
OG0005521	SGUI1_79300.1	FhHiC23_g2960.t1
OG0005523	SGUI1_84120.1	FhHiC23_g4060.t1
OG0005524	SGUI1_1770.1	FhHiC23_g13312.t1
OG0005525	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4	FhHiC23_g7824.t1
OG0005526	SGUI1_38170.1, SGUI1_38170.2	FhHiC23_g14024.t1
OG0005527	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3	FhHiC23_g10368.t1, FhHiC23_g10368.t2
OG0005529	SGUI1_45040.1, SGUI1_9950.1, SGUI1_85270.1, SGUI1_91620.1, SGUI1_63630.1	FhHiC23_g739.t1, FhHiC23_g11035.t1, FhHiC23_g13147.t1
OG0005530	SGUI1_11420.1	FhHiC23_g11525.t1
OG0005532	SGUI1_14240.1	FhHiC23_g11682.t3, FhHiC23_g11682.t1, FhHiC23_g11682.t2
OG0005533	SGUI1_1760.1	FhHiC23_g13313.t1
OG0005535	SGUI1_46570.1	FhHiC23_g455.t1
OG0005536	SGUI1_36220.2, SGUI1_36220.1	FhHiC23_g5140.t1
OG0005537	SGUI1_41070.1	FhHiC23_g5468.t1, FhHiC23_g5468.t2
OG0005538	SGUI1_48850.1	FhHiC23_g555.t1
OG0005539	SGUI1_30100.1	FhHiC23_g6506.t1
OG0005540	SGUI1_60140.1	FhHiC23_g7007.t1
OG0005566	SGUI1_76310.1	FhHiC23_g1452.t1
OG0005567	SGUI1_12760.1	FhHiC23_g11631.t1
OG0005568	SGUI1_77300.1	FhHiC23_g2566.t1
OG0005569	SGUI1_96020.1	FhHiC23_g9102.t1
OG0005570	SGUI1_32340.1	FhHiC23_g4663.t1
OG0005571	SGUI1_46740.1	FhHiC23_g1861.t2, FhHiC23_g1861.t1
OG0005572	SGUI1_67590.1	FhHiC23_g7817.t1
OG0005573	SGUI1_8980.1	FhHiC23_g13447.t1, FhHiC23_g13447.t2
OG0005574	SGUI1_86760.1	FhHiC23_g16104.t1
OG0005575	SGUI1_68180.1	FhHiC23_g7746.t1, FhHiC23_g7746.t2
OG0005576	SGUI1_68160.1	FhHiC23_g7748.t1
OG0005577	SGUI1_86360.1	FhHiC23_g16554.t1
OG0005578	SGUI1_49370.1	FhHiC23_g2178.t1, FhHiC23_g2178.t2
OG0005580	SGUI1_51310.1, SGUI1_51310.2	FhHiC23_g89.t1
OG0005581	SGUI1_29660.1	FhHiC23_g5319.t1, FhHiC23_g5319.t2
OG0005582	SGUI1_32930.1	FhHiC23_g6250.t1, FhHiC23_g6249.t1
OG0005583	SGUI1_86650.1	FhHiC23_g16828.t1, FhHiC23_g16828.t2
OG0005584	SGUI1_94520.1	FhHiC23_g9042.t1
OG0005585	SGUI1_95590.1	FhHiC23_g10099.t1
OG0005586	SGUI1_95580.1	FhHiC23_g10101.t1, FhHiC23_g10101.t2
OG0005587	SGUI1_78460.1	FhHiC23_g2335.t1
OG0005589	SGUI1_59660.1	FhHiC23_g6987.t1
OG0005590	SGUI1_17300.1	FhHiC23_g11597.t1
OG0005591	SGUI1_65740.1	FhHiC23_g8162.t1
OG0005592	SGUI1_52940.1, SGUI1_52940.2	FhHiC23_g524.t1
OG0005593	SGUI1_71930.1	FhHiC23_g2321.t1
OG0005594	SGUI1_69940.1, SGUI1_69940.2	FhHiC23_g2426.t1
OG0005595	SGUI1_62710.1	FhHiC23_g8210.t1
OG0005596	SGUI1_66850.1	FhHiC23_g8576.t1
OG0005597	SGUI1_84140.1	FhHiC23_g3594.t1, FhHiC23_g3594.t2
OG0005598	SGUI1_76990.2, SGUI1_76990.1	FhHiC23_g2278.t1
OG0005599	SGUI1_54920.1	FhHiC23_g1908.t1
OG0005600	SGUI1_19080.1, SGUI1_19080.2	FhHiC23_g11319.t1
OG0005601	SGUI1_22520.1, SGUI1_22520.2	FhHiC23_g9633.t1
OG0005602	SGUI1_22400.1	FhHiC23_g10360.t1
OG0005603	SGUI1_64880.1	FhHiC23_g7443.t1, FhHiC23_g7443.t2
OG0005604	SGUI1_29740.1	FhHiC23_g6299.t1
OG0005605	SGUI1_36080.1	FhHiC23_g6343.t1
OG0005606	SGUI1_80220.1	FhHiC23_g2568.t1, FhHiC23_g2567.t1, FhHiC23_g6236.t1, FhHiC23_g2777.t1
OG0005607	SGUI1_89950.1	FhHiC23_g4399.t1, FhHiC23_g4401.t1
OG0005608	SGUI1_66780.1	FhHiC23_g6885.t1
OG0005609	SGUI1_61680.1, SGUI1_61680.2	FhHiC23_g7895.t1
OG0005610	SGUI1_2220.1	FhHiC23_g13320.t1
OG0005611	SGUI1_91720.1	FhHiC23_g16571.t1, FhHiC23_g16571.t2
OG0005612	SGUI1_94050.1	FhHiC23_g9178.t1
OG0005613	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1	FhHiC23_g1400.t1
OG0005614	SGUI1_28170.1	FhHiC23_g5872.t1, FhHiC23_g5872.t3, FhHiC23_g5872.t2, FhHiC23_g5873.t1
OG0005615	SGUI1_28860.1	FhHiC23_g4876.t1, FhHiC23_g4880.t1
OG0005616	SGUI1_28850.1	FhHiC23_g4882.t1
OG0005617	SGUI1_38770.1	FhHiC23_g5652.t1, FhHiC23_g5652.t2
OG0005618	SGUI1_49980.1	FhHiC23_g554.t2, FhHiC23_g554.t1
OG0005619	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2	FhHiC23_g2363.t1, FhHiC23_g2363.t3
OG0005620	SGUI1_89590.1	FhHiC23_g16020.t1
OG0005621	SGUI1_87810.1	FhHiC23_g4390.t1
OG0005622	SGUI1_470.1	FhHiC23_g13679.t1
OG0005623	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2	FhHiC23_g2471.t1
OG0005624	SGUI1_10530.1	FhHiC23_g11111.t1, FhHiC23_g11112.t1
OG0005625	SGUI1_10540.1, SGUI1_10540.2	FhHiC23_g11113.t1
OG0005626	SGUI1_43790.1	FhHiC23_g13886.t1, FhHiC23_g13887.t1
OG0005627	SGUI1_22740.1	FhHiC23_g8967.t1
OG0005628	SGUI1_39140.1	FhHiC23_g5309.t1
OG0005629	SGUI1_31700.1	FhHiC23_g5077.t1
OG0005630	SGUI1_85360.1	FhHiC23_g4007.t1
OG0005631	SGUI1_55300.1	FhHiC23_g1970.t1, FhHiC23_g7462.t1
OG0005632	SGUI1_95560.1	FhHiC23_g9886.t3, FhHiC23_g9886.t1, FhHiC23_g9886.t2
OG0005633	SGUI1_9850.1	FhHiC23_g13717.t1
OG0005634	SGUI1_22430.1	FhHiC23_g9709.t1
OG0005635	SGUI1_3000.1	FhHiC23_g12649.t1
OG0005636	SGUI1_38530.1	FhHiC23_g6127.t1
OG0005637	SGUI1_80610.1	FhHiC23_g984.t1, FhHiC23_g984.t2
OG0005638	SGUI1_77620.1	FhHiC23_g3052.t1
