Orthogroup	schistosoma_guineensis	opisthorchis_viverrini
OG0005360	SGUI1_19280.1	T265_15263
OG0005361	SGUI1_15080.1	T265_05573
OG0005362	SGUI1_67580.1	T265_15197
OG0005363	SGUI1_1090.1, SGUI1_1090.2	T265_14241
OG0005364	SGUI1_49200.1	T265_02141
OG0005365	SGUI1_17470.1	T265_03189
OG0005366	SGUI1_15130.1	T265_15118
OG0005367	SGUI1_23190.1, SGUI1_23510.1	T265_01079
OG0005368	SGUI1_22250.1	T265_02254
OG0005369	SGUI1_34970.1	T265_04513
OG0005371	SGUI1_34930.1	T265_04511
OG0005372	SGUI1_25280.1, SGUI1_25280.2	T265_05027
OG0005373	SGUI1_92780.1	T265_06855, T265_07464
OG0005376	SGUI1_61750.1	T265_01452
OG0005377	SGUI1_29890.1, SGUI1_29880.3	T265_05210
OG0005378	SGUI1_44020.1	T265_01504
OG0005379	SGUI1_56240.1	T265_00306, T265_12511
OG0005380	SGUI1_2160.1	T265_08674
OG0005381	SGUI1_6970.1	T265_03055, T265_03056
OG0005382	SGUI1_95160.1	T265_07943
OG0005383	SGUI1_39700.1	T265_10764
OG0005384	SGUI1_83440.1	T265_15266
OG0005385	SGUI1_10260.1	T265_05325, T265_06130
OG0005386	SGUI1_32730.1	T265_12619
OG0005387	SGUI1_27760.1	T265_08575
OG0005388	SGUI1_25330.1	T265_03712
OG0005389	SGUI1_45820.1	T265_03975
OG0005390	SGUI1_96220.1	T265_15462
OG0005391	SGUI1_58810.1	T265_05845
OG0005392	SGUI1_51490.1	T265_01365
OG0005393	SGUI1_51470.2, SGUI1_51470.1	T265_01362
OG0005395	SGUI1_72050.1	T265_12943
OG0005396	SGUI1_12640.1, SGUI1_12670.1	T265_10275
OG0005397	SGUI1_44350.1, SGUI1_44350.2	T265_08517
OG0005398	SGUI1_26020.1	T265_12702, T265_16153
OG0005399	SGUI1_11150.1	T265_05139
OG0005400	SGUI1_10410.1	T265_14743
OG0005402	SGUI1_57300.1	T265_02356
OG0005404	SGUI1_17190.1	T265_09420
OG0005405	SGUI1_90560.1, SGUI1_90560.2	T265_08404
OG0005406	SGUI1_68010.1	T265_12567
OG0005407	SGUI1_52070.1, SGUI1_52070.2	T265_04295
OG0005408	SGUI1_90920.1	T265_02634
OG0005409	SGUI1_31310.1	T265_02973
OG0005410	SGUI1_8080.1	T265_04348
OG0005411	SGUI1_92370.1	T265_13356
OG0005412	SGUI1_62560.1	T265_08661
OG0005413	SGUI1_78900.1	T265_11492
OG0005414	SGUI1_70790.1	T265_15840
OG0005415	SGUI1_29760.1, SGUI1_29760.2	T265_10057
OG0005416	SGUI1_24460.1, SGUI1_24460.2, SGUI1_24460.3	T265_15035
OG0005417	SGUI1_3920.1	T265_10864
OG0005418	SGUI1_47320.1, SGUI1_47320.2	T265_10182
OG0005419	SGUI1_68150.1, SGUI1_68150.2	T265_03907
OG0005420	SGUI1_37030.1	T265_07983
OG0005421	SGUI1_80100.1	T265_04877
OG0005423	SGUI1_28250.1	T265_04323
OG0005424	SGUI1_81690.1	T265_04982, T265_04980
OG0005425	SGUI1_81630.1	T265_13652, T265_13651, T265_13653
OG0005427	SGUI1_95390.1	T265_07946
OG0005428	SGUI1_87570.2, SGUI1_87570.1	T265_15255
OG0005430	SGUI1_44810.1	T265_14216
OG0005431	SGUI1_78520.1	T265_07854
OG0005432	SGUI1_81470.1	T265_08271
OG0005433	SGUI1_78440.1	T265_05782
OG0005434	SGUI1_26550.1	T265_13327, T265_15957
OG0005435	SGUI1_96060.1	T265_09698
OG0005436	SGUI1_58600.1, SGUI1_58600.2	T265_00622
OG0005438	SGUI1_10290.1	T265_06134
OG0005439	SGUI1_44990.1	T265_05891
OG0005440	SGUI1_72570.1	T265_01331
OG0005441	SGUI1_90950.1, SGUI1_90950.2	T265_01872
OG0005442	SGUI1_29150.1	T265_12628
OG0005443	SGUI1_61770.1	T265_05614
OG0005444	SGUI1_18380.1	T265_02921
OG0005446	SGUI1_45140.1, SGUI1_45140.2, SGUI1_45140.3	T265_15324
OG0005447	SGUI1_65250.2, SGUI1_65250.1	T265_00188
OG0005448	SGUI1_35030.1	T265_06100
OG0005450	SGUI1_60520.1	T265_10981
OG0005451	SGUI1_82890.1	T265_09425
OG0005453	SGUI1_61930.1	T265_11126
OG0005454	SGUI1_52040.2, SGUI1_52040.1	T265_02688
OG0005455	SGUI1_50340.1	T265_11461
OG0005457	SGUI1_46780.1	T265_00065
OG0005460	SGUI1_70900.1	T265_12950
OG0005461	SGUI1_26390.1	T265_10012
OG0005462	SGUI1_86350.1, SGUI1_86350.2	T265_12786
OG0005463	SGUI1_20260.1, SGUI1_20260.2	T265_05511
OG0005464	SGUI1_51280.1	T265_00131, T265_12275
OG0005465	SGUI1_90910.1	T265_03813
OG0005466	SGUI1_70600.1, SGUI1_70600.2, SGUI1_70600.3	T265_11553
OG0005467	SGUI1_64160.1	T265_09793
OG0005468	SGUI1_20470.1	T265_06677
OG0005469	SGUI1_68140.1	T265_07684
OG0005472	SGUI1_73570.1	T265_04851
OG0005474	SGUI1_40370.1	T265_16250
OG0005476	SGUI1_39780.1, SGUI1_39780.2	T265_03001
OG0005477	SGUI1_40460.1	T265_11475
OG0005478	SGUI1_58490.1, SGUI1_58490.2, SGUI1_58490.3	T265_00646
OG0005479	SGUI1_76140.1	T265_02835
OG0005480	SGUI1_73770.1, SGUI1_73770.2, SGUI1_73780.1	T265_01791
OG0005481	SGUI1_17260.1	T265_14797
OG0005482	SGUI1_41720.1	T265_07135
OG0005483	SGUI1_40040.1	T265_11993
OG0005484	SGUI1_21720.2, SGUI1_21720.1	T265_11055
OG0005485	SGUI1_51160.1	T265_12648
OG0005486	SGUI1_70100.1	T265_01953
OG0005487	SGUI1_22890.1	T265_05597, T265_13821
OG0005488	SGUI1_92190.1	T265_00563
OG0005489	SGUI1_4640.1	T265_10945
OG0005490	SGUI1_33580.1	T265_07627
OG0005491	SGUI1_91970.1	T265_11285
OG0005492	SGUI1_92680.1	T265_06514
OG0005493	SGUI1_52760.1	T265_02886
OG0005494	SGUI1_5010.1, SGUI1_5010.2	T265_13149
OG0005496	SGUI1_94030.1	T265_13611
OG0005497	SGUI1_23720.1	T265_03756
OG0005499	SGUI1_88590.1	T265_03783
OG0005500	SGUI1_20800.1	T265_00880, T265_15018
OG0005502	SGUI1_96620.1	T265_09319
OG0005503	SGUI1_39090.2, SGUI1_39090.1	T265_05012
OG0005504	SGUI1_83420.1	T265_15476
OG0005505	SGUI1_78700.1	T265_15216
OG0005506	SGUI1_89720.1	T265_01863
OG0005507	SGUI1_87920.1, SGUI1_87920.2, SGUI1_87920.3, SGUI1_87920.5	T265_03828
OG0005508	SGUI1_1520.1	T265_05267
OG0005509	SGUI1_94310.1	T265_15724
OG0005510	SGUI1_91830.2, SGUI1_91830.3, SGUI1_91830.1	T265_04306
OG0005511	SGUI1_78390.1	T265_01328
OG0005512	SGUI1_6440.1	T265_09144
OG0005513	SGUI1_90070.1	T265_03550
OG0005514	SGUI1_24550.1	T265_10018
OG0005515	SGUI1_57280.1	T265_11300
OG0005516	SGUI1_17170.1	T265_03191, T265_03192
OG0005517	SGUI1_63450.1	T265_08930
OG0005518	SGUI1_25750.1	T265_05390
OG0005519	SGUI1_35150.1	T265_14962, T265_16085
OG0005520	SGUI1_61730.1, SGUI1_61730.2	T265_06161
OG0005521	SGUI1_79300.1	T265_03986
OG0005522	SGUI1_33830.1, SGUI1_33830.2	T265_15147
OG0005523	SGUI1_84120.1	T265_13005, T265_16171
OG0005524	SGUI1_1770.1	T265_10230
OG0005525	SGUI1_58860.1, SGUI1_58860.2, SGUI1_58860.3, SGUI1_58860.4	T265_08202
OG0005526	SGUI1_38170.1, SGUI1_38170.2	T265_08059
OG0005527	SGUI1_23350.1, SGUI1_23350.2, SGUI1_23350.3	T265_04257
OG0005530	SGUI1_11420.1	T265_08534
OG0005532	SGUI1_14240.1	T265_14747
OG0005535	SGUI1_46570.1	T265_07286
OG0005538	SGUI1_48850.1	T265_00113
OG0005539	SGUI1_30100.1	T265_13052
OG0005540	SGUI1_60140.1	T265_08055
OG0005544	SGUI1_22960.1, SGUI1_22960.2	T265_02659
OG0005546	SGUI1_9480.1	T265_12984
OG0005547	SGUI1_38160.1	T265_14463
OG0005566	SGUI1_76310.1	T265_05784
OG0005567	SGUI1_12760.1	T265_05147
OG0005570	SGUI1_32340.1	T265_13520
OG0005571	SGUI1_46740.1	T265_00062
OG0005572	SGUI1_67590.1	T265_15288
OG0005573	SGUI1_8980.1	T265_11449
OG0005574	SGUI1_86760.1	T265_14050
OG0005575	SGUI1_68180.1	T265_03162
OG0005576	SGUI1_68160.1	T265_08870
OG0005577	SGUI1_86360.1	T265_02626
OG0005578	SGUI1_49370.1	T265_05284, T265_01975, T265_05283
OG0005580	SGUI1_51310.1, SGUI1_51310.2	T265_12456
OG0005581	SGUI1_29660.1	T265_14696
OG0005583	SGUI1_86650.1	T265_08895
OG0005584	SGUI1_94520.1	T265_02735
OG0005585	SGUI1_95590.1	T265_13551
OG0005586	SGUI1_95580.1	T265_04631
OG0005587	SGUI1_78460.1	T265_08836
OG0005589	SGUI1_59660.1	T265_10140
OG0005590	SGUI1_17300.1	T265_02090
OG0005591	SGUI1_65740.1	T265_11829
OG0005593	SGUI1_71930.1	T265_02336
OG0005594	SGUI1_69940.1, SGUI1_69940.2	T265_00035
OG0005595	SGUI1_62710.1	T265_03128
OG0005596	SGUI1_66850.1	T265_10450
OG0005597	SGUI1_84140.1	T265_13001
OG0005598	SGUI1_76990.2, SGUI1_76990.1	T265_00090
OG0005599	SGUI1_54920.1	T265_12744
OG0005600	SGUI1_19080.1, SGUI1_19080.2	T265_01613, T265_02081, T265_01614
OG0005601	SGUI1_22520.1, SGUI1_22520.2	T265_01074, T265_07975
OG0005602	SGUI1_22400.1	T265_05680
OG0005603	SGUI1_64880.1	T265_10595
OG0005604	SGUI1_29740.1	T265_14820
OG0005605	SGUI1_36080.1	T265_00735
OG0005606	SGUI1_80220.1	T265_01778, T265_01779
OG0005607	SGUI1_89950.1	T265_08644
OG0005608	SGUI1_66780.1	T265_14383
OG0005609	SGUI1_61680.1, SGUI1_61680.2	T265_15052
OG0005610	SGUI1_2220.1	T265_14713
OG0005611	SGUI1_91720.1	T265_13473, T265_04313
OG0005612	SGUI1_94050.1	T265_02912, T265_11062
OG0005613	SGUI1_54320.1, SGUI1_54320.2, SGUI1_54310.1	T265_08092
OG0005614	SGUI1_28170.1	T265_10058
OG0005615	SGUI1_28860.1	T265_01886
OG0005616	SGUI1_28850.1	T265_01885, T265_12128
OG0005617	SGUI1_38770.1	T265_13433
OG0005618	SGUI1_49980.1	T265_08821
OG0005619	SGUI1_50360.3, SGUI1_50360.4, SGUI1_50360.1, SGUI1_50360.2	T265_06768
OG0005620	SGUI1_89590.1	T265_05375
OG0005621	SGUI1_87810.1	T265_06150
OG0005622	SGUI1_470.1	T265_05245
OG0005623	SGUI1_75570.1, SGUI1_75570.3, SGUI1_75570.2	T265_09835, T265_12397
OG0005625	SGUI1_10540.1, SGUI1_10540.2	T265_04392, T265_04393
OG0005626	SGUI1_43790.1	T265_05055
OG0005627	SGUI1_22740.1	T265_10410
OG0005628	SGUI1_39140.1	T265_09104
OG0005629	SGUI1_31700.1	T265_11995, T265_15653
OG0005630	SGUI1_85360.1	T265_15104
OG0005631	SGUI1_55300.1	T265_10242
OG0005632	SGUI1_95560.1	T265_10093
OG0005633	SGUI1_9850.1	T265_04541
OG0005634	SGUI1_22430.1	T265_13921
OG0005635	SGUI1_3000.1	T265_00211
OG0005636	SGUI1_38530.1	T265_06536
OG0005637	SGUI1_80610.1	T265_11903
OG0005638	SGUI1_77620.1	T265_02937
OG0005639	SGUI1_73490.1	T265_05902
OG0005641	SGUI1_73750.1	T265_00803
OG0005642	SGUI1_96510.1	T265_05646
OG0005643	SGUI1_29430.1	T265_06739
OG0005644	SGUI1_76920.1	T265_02170
OG0005645	SGUI1_59250.1	T265_00481
OG0005647	SGUI1_56080.1	T265_12426
OG0005648	SGUI1_40110.1, SGUI1_40110.2	T265_02569
OG0005649	SGUI1_50580.1	T265_01356
OG0005650	SGUI1_65140.1	T265_03915
OG0005652	SGUI1_48050.1	T265_09909
OG0005654	SGUI1_72990.1, SGUI1_72990.2	T265_04874, T265_13622
OG0005655	SGUI1_27030.1, SGUI1_27030.2	T265_04225
OG0005656	SGUI1_88330.1	T265_04764
OG0005657	SGUI1_11300.1	T265_12479, T265_00202
OG0005659	SGUI1_16560.1	T265_10330
OG0005660	SGUI1_72220.1	T265_02166
OG0005661	SGUI1_6540.1	T265_16296, T265_09006, T265_14725, T265_06881, T265_06880
OG0005662	SGUI1_43290.5, SGUI1_43290.2, SGUI1_43290.1, SGUI1_43290.4, SGUI1_43290.3	T265_01481
OG0005664	SGUI1_24990.1	T265_16080
OG0005665	SGUI1_48210.1	T265_02439
OG0005666	SGUI1_90480.1	T265_04890
OG0005669	SGUI1_56230.1, SGUI1_56230.2, SGUI1_56230.3	T265_00307
OG0005670	SGUI1_84850.1	T265_15339
OG0005671	SGUI1_11270.1, SGUI1_11270.2	T265_00199
OG0005672	SGUI1_47300.1	T265_00025
OG0005673	SGUI1_47380.1	T265_00026
OG0005674	SGUI1_25880.1	T265_14069
OG0005675	SGUI1_40670.1	T265_14702
OG0005677	SGUI1_5590.1	T265_12490
OG0005678	SGUI1_60150.1	T265_08052
OG0005679	SGUI1_88930.1	T265_05347
OG0005680	SGUI1_69370.1	T265_02058
OG0005681	SGUI1_69380.1	T265_02059
OG0005683	SGUI1_35700.1	T265_00556, T265_00555, T265_00558
OG0005684	SGUI1_49350.1, SGUI1_49350.2, SGUI1_49350.3	T265_13286
OG0005685	SGUI1_13550.1, SGUI1_13470.1	T265_04563
OG0005686	SGUI1_90540.1	T265_02644
OG0005687	SGUI1_66290.1	T265_07614
OG0005688	SGUI1_600.1	T265_06908
OG0005689	SGUI1_71120.1	T265_12982
OG0005690	SGUI1_52800.1, SGUI1_52800.2	T265_13741
OG0005691	SGUI1_94290.1	T265_14083
OG0005692	SGUI1_47210.1	T265_03304
OG0005693	SGUI1_1250.1	T265_09417
OG0005694	SGUI1_49260.1, SGUI1_49260.2	T265_05938
OG0005695	SGUI1_49400.1	T265_13862, T265_05792
OG0005697	SGUI1_18030.1	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	SGUI1_19880.1	T265_05508
OG0005700	SGUI1_71900.1	T265_08200
OG0005701	SGUI1_57940.1	T265_10795, T265_12238
OG0005702	SGUI1_65550.1	T265_06068, T265_13996
OG0005703	SGUI1_34310.1	T265_08410
OG0005704	SGUI1_40800.1	T265_04448
OG0005705	SGUI1_54140.1	T265_13838
OG0005706	SGUI1_56320.1	T265_04867
OG0005707	SGUI1_65620.1	T265_09880
OG0005709	SGUI1_27370.1	T265_10125
OG0005710	SGUI1_34590.1	T265_14076, T265_14078, T265_00920
OG0005712	SGUI1_89860.1	T265_04155
OG0005713	SGUI1_66560.3, SGUI1_66560.1, SGUI1_66560.2	T265_13995
OG0005714	SGUI1_91210.1	T265_07566
OG0005715	SGUI1_74840.1	T265_02163
OG0005716	SGUI1_51000.1, SGUI1_51000.2	T265_00293
OG0005717	SGUI1_75690.1	T265_01752
OG0005718	SGUI1_49700.2, SGUI1_49700.1	T265_10025
OG0005719	SGUI1_35600.1, SGUI1_35600.2	T265_04450
OG0005720	SGUI1_84220.1	T265_14184
OG0005722	SGUI1_93480.1	T265_10194
OG0005723	SGUI1_42950.2, SGUI1_42950.3	T265_04137
OG0005724	SGUI1_8600.1	T265_01588
OG0005725	SGUI1_83860.1, SGUI1_83860.2, SGUI1_83860.3	T265_02382
OG0005726	SGUI1_53180.1	T265_12453
OG0005727	SGUI1_69070.1	T265_05161
OG0005728	SGUI1_88270.1	T265_04760
OG0005729	SGUI1_65260.1	T265_08666
OG0005730	SGUI1_94580.1	T265_13080
OG0005731	SGUI1_81590.1, SGUI1_81590.2	T265_02245
OG0005732	SGUI1_27140.1	T265_10389, T265_16193
OG0005733	SGUI1_23900.1	T265_05681
OG0005734	SGUI1_43490.1	T265_15232
OG0005735	SGUI1_92550.1	T265_11765
OG0005736	SGUI1_70290.1, SGUI1_70290.2	T265_12755
OG0005737	SGUI1_64090.1	T265_00624, T265_02522
OG0005738	SGUI1_4600.1	T265_11159, T265_16149
OG0005739	SGUI1_29530.2, SGUI1_29530.1	T265_01925
OG0005740	SGUI1_80000.1	T265_13120
OG0005741	SGUI1_86800.1	T265_04882
OG0005742	SGUI1_33240.1	T265_13047
OG0005743	SGUI1_15950.1	T265_03071
OG0005744	SGUI1_15740.1	T265_10649
OG0005745	SGUI1_63620.1	T265_03355
OG0005746	SGUI1_28960.1	T265_02952
OG0005747	SGUI1_44890.1	T265_04470, T265_08799
OG0005748	SGUI1_86560.1	T265_13853
OG0005749	SGUI1_60340.1	T265_00632
OG0005750	SGUI1_96250.1	T265_15268
OG0005751	SGUI1_34030.1	T265_07039
OG0005753	SGUI1_80640.1	T265_05928, T265_00174, T265_02962
OG0005754	SGUI1_88160.1	T265_01370
OG0005755	SGUI1_24800.1	T265_13833
OG0005756	SGUI1_27400.1	T265_09096
OG0005758	SGUI1_72150.1, SGUI1_72130.1	T265_15767
OG0005760	SGUI1_48160.1	T265_13006
OG0005762	SGUI1_62180.1	T265_06999, T265_15869
OG0005763	SGUI1_92050.1	T265_14562
OG0005764	SGUI1_65420.1, SGUI1_65420.2	T265_01401
OG0005765	SGUI1_25560.1, SGUI1_25560.2	T265_02549
OG0005766	SGUI1_85320.1	T265_07109
OG0005767	SGUI1_81110.1	T265_05293
OG0005768	SGUI1_31860.1	T265_15039
OG0005769	SGUI1_13520.1	T265_04564
OG0005770	SGUI1_41110.1	T265_08813
OG0005771	SGUI1_53100.1	T265_02692
OG0005772	SGUI1_81420.1	T265_11297
OG0005773	SGUI1_69950.1	T265_07555
OG0005774	SGUI1_66450.1	T265_00539
OG0005775	SGUI1_42300.1, SGUI1_42300.2, SGUI1_42300.3, SGUI1_42300.4	T265_10318
OG0005776	SGUI1_87360.1, SGUI1_87360.2	T265_05775
OG0005777	SGUI1_42580.1	T265_05076
OG0005778	SGUI1_68470.1, SGUI1_68470.2	T265_11844
OG0005779	SGUI1_68990.1, SGUI1_68990.2	T265_02003
OG0005780	SGUI1_93640.1, SGUI1_93640.2	T265_14551
OG0005782	SGUI1_44270.1	T265_14704
OG0005783	SGUI1_89020.1, SGUI1_89020.2	T265_00399
OG0005784	SGUI1_91680.1	T265_07736
OG0005786	SGUI1_13600.1	T265_04169
OG0005787	SGUI1_790.1, SGUI1_790.2	T265_00243
OG0005788	SGUI1_11390.1	T265_03214, T265_13190
OG0005790	SGUI1_70700.1	T265_09946
OG0005791	SGUI1_44530.1, SGUI1_44530.2	T265_05057
OG0005792	SGUI1_3640.1	T265_05239
OG0005793	SGUI1_6400.1	T265_09807
OG0005795	SGUI1_96150.1	T265_08753
OG0005796	SGUI1_4780.1	T265_09148
OG0005797	SGUI1_95570.1	T265_04637
OG0005798	SGUI1_71580.1	T265_03990
OG0005799	SGUI1_20090.1	T265_03670
OG0005800	SGUI1_83880.1	T265_07697
OG0005801	SGUI1_15090.1	T265_02096, T265_02093
OG0005802	SGUI1_76460.1	T265_02201
OG0005803	SGUI1_58500.1, SGUI1_58510.1	T265_00647
OG0005804	SGUI1_92960.1	T265_05300
OG0005805	SGUI1_70340.1	T265_11376
OG0005806	SGUI1_82800.1	T265_01699
OG0005807	SGUI1_80620.1	T265_10239
OG0005808	SGUI1_39320.1	T265_02555
OG0005809	SGUI1_28610.1, SGUI1_28610.2	T265_10830
OG0005810	SGUI1_87890.1	T265_03823
OG0005811	SGUI1_12280.1	T265_03204
OG0005812	SGUI1_39850.1	T265_08980
OG0005813	SGUI1_72330.1	T265_13063
OG0005814	SGUI1_14350.1	T265_09505
OG0005815	SGUI1_65690.1	T265_00587
OG0005816	SGUI1_12570.1, SGUI1_12510.1	T265_06483
OG0005817	SGUI1_30660.1	T265_06231
OG0005818	SGUI1_90370.1	T265_13477
OG0005819	SGUI1_52860.1	T265_07650
OG0005820	SGUI1_63140.1	T265_14348
OG0005821	SGUI1_96030.1	T265_15489
OG0005822	SGUI1_27430.1	T265_10836, T265_15798
OG0005823	SGUI1_40230.1, SGUI1_40240.1	T265_03645
OG0005824	SGUI1_26650.1	T265_13768
OG0005825	SGUI1_27890.1	T265_09263
OG0005827	SGUI1_46000.1, SGUI1_46000.2	T265_00477
OG0005829	SGUI1_59480.3, SGUI1_59480.2, SGUI1_59480.1	T265_07019
OG0005832	SGUI1_36360.1	T265_03487
OG0005834	SGUI1_84470.1	T265_09549, T265_09550
OG0005835	SGUI1_63670.1, SGUI1_63670.2	T265_02951, T265_02950, T265_12725
OG0005836	SGUI1_83730.1, SGUI1_83730.2	T265_01708
OG0005837	SGUI1_92450.1	T265_01193
OG0005839	SGUI1_25660.2, SGUI1_25660.3, SGUI1_25660.1, SGUI1_25660.4	T265_06242
OG0005840	SGUI1_86470.1	T265_11601
OG0005841	SGUI1_13710.1	T265_08033
OG0005842	SGUI1_50810.1	T265_03836, T265_15281
OG0005843	SGUI1_19670.1	T265_10763
OG0005844	SGUI1_11080.1	T265_14602
OG0005846	SGUI1_34140.1	T265_07312
OG0005847	SGUI1_96550.1, SGUI1_96550.2	T265_13750
OG0005848	SGUI1_53200.2, SGUI1_53200.1	T265_06770
OG0005849	SGUI1_97190.1	T265_11650
OG0005851	SGUI1_56990.1	T265_13104
OG0005852	SGUI1_30060.1	T265_08633
OG0005853	SGUI1_76820.1	T265_02224
OG0005854	SGUI1_79110.1	T265_13860
OG0005855	SGUI1_37450.1	T265_08314
OG0005856	SGUI1_86420.1	T265_03805
OG0005857	SGUI1_67320.1	T265_00601
OG0005858	SGUI1_5130.1	T265_01866, T265_15149
OG0005859	SGUI1_16850.1	T265_08046
OG0005862	SGUI1_42590.1, SGUI1_42590.2	T265_05077
OG0005863	SGUI1_48300.1	T265_12761
OG0005864	SGUI1_21680.1, SGUI1_21680.2	T265_12652
OG0005865	SGUI1_19250.1, SGUI1_19250.2, SGUI1_19250.3	T265_13793
OG0005866	SGUI1_72370.1	T265_01265
OG0005867	SGUI1_28230.1, SGUI1_28230.2	T265_14730
OG0005869	SGUI1_93310.1	T265_02080
OG0005870	SGUI1_23970.1	T265_01028
OG0005871	SGUI1_78970.1	T265_02838
OG0005892	SGUI1_37350.1	T265_02810
OG0005893	SGUI1_39070.1	T265_14649
OG0005895	SGUI1_94150.1	T265_02067, T265_12917
OG0005896	SGUI1_40750.1	T265_11094
OG0005897	SGUI1_93980.1	T265_07974
OG0005898	SGUI1_43730.1, SGUI1_43730.2	T265_12230
OG0005899	SGUI1_94010.1	T265_04845
OG0005900	SGUI1_31170.1	T265_00709
OG0005901	SGUI1_60100.1	T265_00638
OG0005902	SGUI1_7200.1	T265_00941, T265_02464
OG0005903	SGUI1_5090.1	T265_00963
OG0005904	SGUI1_23310.1	T265_11372
OG0005905	SGUI1_68170.1	T265_03164
OG0005907	SGUI1_41420.1	T265_15495
OG0005908	SGUI1_39630.1	T265_02581
OG0005909	SGUI1_14070.1	T265_06412, T265_11442
OG0005910	SGUI1_76730.1	T265_09944
OG0005911	SGUI1_95430.2, SGUI1_95430.1	T265_04810
OG0005912	SGUI1_95250.1	T265_04624
OG0005913	SGUI1_89550.1	T265_10498
OG0005914	SGUI1_76360.1	T265_06765
OG0005915	SGUI1_7780.1	T265_08170
OG0005916	SGUI1_18410.1	T265_06691
OG0005917	SGUI1_65750.1	T265_15562
OG0005918	SGUI1_33150.1	T265_08551
OG0005919	SGUI1_22040.1	T265_11164, T265_11165
OG0005920	SGUI1_2810.1	T265_00251
OG0005921	SGUI1_69700.1	T265_00660
OG0005922	SGUI1_21150.1	T265_03683
OG0005923	SGUI1_29000.1	T265_09100
OG0005924	SGUI1_16070.1, SGUI1_16060.1	T265_11578, T265_15466
OG0005925	SGUI1_70670.1	T265_01965
OG0005926	SGUI1_62300.1	T265_06075
OG0005927	SGUI1_26250.1	T265_07474
OG0005928	SGUI1_68720.1, SGUI1_68720.2	T265_03910
OG0005929	SGUI1_61860.1	T265_14813
OG0005930	SGUI1_80230.1	T265_01780
OG0005931	SGUI1_73160.1	T265_00432
OG0005932	SGUI1_2230.1	T265_15964, T265_08949
OG0005934	SGUI1_20400.1	T265_13965
OG0005935	SGUI1_31890.1	T265_11727
OG0005936	SGUI1_61720.1	T265_13176
OG0005937	SGUI1_89760.1	T265_07301
OG0005938	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2	T265_12945
OG0005943	SGUI1_14510.1	T265_00991
OG0005944	SGUI1_60430.1	T265_11797
OG0005945	SGUI1_2750.1	T265_03036
OG0005946	SGUI1_19590.1	T265_10157
OG0005947	SGUI1_13680.1, SGUI1_13760.1	T265_09064
OG0005948	SGUI1_34990.1	T265_03363, T265_07624
OG0005950	SGUI1_50090.1	T265_12502
OG0005951	SGUI1_6070.1	T265_09940
OG0005952	SGUI1_83010.1	T265_10288
OG0005953	SGUI1_68970.1	T265_10746
OG0005954	SGUI1_20150.1	T265_10033
OG0005955	SGUI1_91700.1	T265_07740
OG0005956	SGUI1_30280.1	T265_04335
OG0005957	SGUI1_23740.1	T265_08557
OG0005958	SGUI1_74480.1	T265_06746
OG0005959	SGUI1_39080.1	T265_05366
OG0005960	SGUI1_85640.1	T265_05528
OG0005961	SGUI1_68880.1	T265_14951
OG0005962	SGUI1_93030.1	T265_06637
OG0005963	SGUI1_62830.1	T265_10304, T265_14365, T265_15108
OG0005964	SGUI1_31960.1	T265_10711
OG0005966	SGUI1_87860.1	T265_10363
OG0005967	SGUI1_73210.1	T265_09028
OG0005968	SGUI1_12870.1	T265_03223
OG0005969	SGUI1_43300.1, SGUI1_43300.2	T265_01484
OG0005970	SGUI1_21500.1	T265_00871
OG0005971	SGUI1_25500.1	T265_05686
OG0005973	SGUI1_44310.1	T265_06386
OG0005974	SGUI1_21810.1	T265_06188
OG0005975	SGUI1_71470.1	T265_14775
OG0005976	SGUI1_30530.1	T265_14316
OG0005977	SGUI1_52150.1	T265_12538
OG0005978	SGUI1_86720.1, SGUI1_86720.2	T265_13761
OG0005979	SGUI1_27860.1	T265_05419
OG0005980	SGUI1_56650.1	T265_05285
OG0005981	SGUI1_93530.1	T265_15772
OG0005982	SGUI1_65080.1	T265_00605, T265_00606
OG0005983	SGUI1_48560.1, SGUI1_48560.2	T265_07434
OG0005984	SGUI1_65950.1	T265_00666
OG0005985	SGUI1_27750.1	T265_08574
OG0005986	SGUI1_20110.1	T265_03423
OG0005988	SGUI1_96230.1	T265_15461
OG0005989	SGUI1_81840.1	T265_14833
OG0005990	SGUI1_56620.1	T265_00349
OG0005991	SGUI1_54440.1	T265_14289
OG0005992	SGUI1_47200.1	T265_03305
OG0005993	SGUI1_78320.1, SGUI1_78320.2	T265_05906
OG0005994	SGUI1_53970.1	T265_01234
OG0005995	SGUI1_70860.1	T265_00455
OG0005996	SGUI1_18880.1	T265_00840
OG0005998	SGUI1_47930.1	T265_03564
OG0005999	SGUI1_80570.1, SGUI1_80570.2	T265_12854
OG0006000	SGUI1_11350.1, SGUI1_11350.2	T265_08532
OG0006001	SGUI1_88250.2, SGUI1_88250.1	T265_07451
OG0006002	SGUI1_52060.1	T265_13469
OG0006003	SGUI1_34330.1	T265_12071, T265_04787
OG0006004	SGUI1_49770.1	T265_13739
OG0006005	SGUI1_73370.1	T265_15287
OG0006006	SGUI1_46380.1	T265_02947
OG0006007	SGUI1_19930.1	T265_13795
OG0006008	SGUI1_71980.1	T265_00318
