Orthogroup	schistosoma_guineensis	schmidtea_mediterranea
OG0005840	SGUI1_86470.1	h1SMcT0022113.1
OG0005841	SGUI1_13710.1	h1SMcT0017272.4, h1SMcT0017272.2, h1SMcT0017272.1, h1SMcT0017272.3
OG0005842	SGUI1_50810.1	h1SMcT0004928.1, h1SMcT0004928.2, h1SMcT0015646.1
OG0005843	SGUI1_19670.1	h1SMcT0022531.1, h1SMcT0022531.2
OG0005844	SGUI1_11080.1	h1SMcT0005287.2, h1SMcT0005287.1, h1SMcT0005287.3
OG0005846	SGUI1_34140.1	h1SMcT0010384.1
OG0005847	SGUI1_96550.1, SGUI1_96550.2	h1SMcT0018630.1
OG0005851	SGUI1_56990.1	h1SMcT0000856.1
OG0005852	SGUI1_30060.1	h1SMcT0014909.1, h1SMcT0014909.2
OG0005854	SGUI1_79110.1	h1SMcT0003160.1, h1SMcT0003160.2
OG0005859	SGUI1_16850.1	h1SMcT0021056.1
OG0005862	SGUI1_42590.1, SGUI1_42590.2	h1SMcT0009504.1
OG0005863	SGUI1_48300.1	h1SMcT0011326.1, h1SMcT0011326.2
OG0005866	SGUI1_72370.1	h1SMcT0012286.1
OG0005869	SGUI1_93310.1	h1SMcT0010477.1, h1SMcT0010477.5, h1SMcT0010477.2, h1SMcT0010477.6
OG0005877	SGUI1_27560.1	h1SMcT0007833.1
OG0005895	SGUI1_94150.1	h1SMcT0015712.1
OG0005896	SGUI1_40750.1	h1SMcT0004124.1
OG0005897	SGUI1_93980.1	h1SMcT0010289.1
OG0005898	SGUI1_43730.1, SGUI1_43730.2	h1SMcT0010493.1
OG0005899	SGUI1_94010.1	h1SMcT0015708.1
OG0005901	SGUI1_60100.1	h1SMcT0002620.1, h1SMcT0002620.2, h1SMcT0004190.1, h1SMcT0004190.2, h1SMcT0007490.1, h1SMcT0007493.1
OG0005902	SGUI1_7200.1	h1SMcT0000287.1, h1SMcT0008308.1, h1SMcT0012074.1
OG0005904	SGUI1_23310.1	h1SMcT0015908.1, h1SMcT0015908.2
OG0005905	SGUI1_68170.1	h1SMcT0021906.1, h1SMcT0013631.1, h1SMcT0014639.1
OG0005906	SGUI1_74090.1	h1SMcT0009934.1
OG0005907	SGUI1_41420.1	h1SMcT0006387.1
OG0005909	SGUI1_14070.1	h1SMcT0000767.1
OG0005911	SGUI1_95430.2, SGUI1_95430.1	h1SMcT0001983.1
OG0005912	SGUI1_95250.1	h1SMcT0019597.3, h1SMcT0019597.2, h1SMcT0019597.4
OG0005913	SGUI1_89550.1	h1SMcT0015201.1
OG0005915	SGUI1_7780.1	h1SMcT0017953.1, h1SMcT0017953.2
OG0005916	SGUI1_18410.1	h1SMcT0000073.1
OG0005917	SGUI1_65750.1	h1SMcT0014192.1, h1SMcT0014192.2
OG0005918	SGUI1_33150.1	h1SMcT0001215.1, h1SMcT0018438.1
OG0005919	SGUI1_22040.1	h1SMcT0005320.1, h1SMcT0023052.1, h1SMcT0016676.1, h1SMcT0015385.1
OG0005920	SGUI1_2810.1	h1SMcT0022083.1, h1SMcT0022083.2, h1SMcT0022083.3, h1SMcT0022083.4
OG0005921	SGUI1_69700.1	h1SMcT0019505.1, h1SMcT0000665.1, h1SMcT0000681.1, h1SMcT0000683.1
OG0005922	SGUI1_21150.1	h1SMcT0014288.1
OG0005923	SGUI1_29000.1	h1SMcT0015564.1
OG0005924	SGUI1_16070.1, SGUI1_16060.1	h1SMcT0010190.1
OG0005925	SGUI1_70670.1	h1SMcT0001309.1
OG0005926	SGUI1_62300.1	h1SMcT0016025.1, h1SMcT0016025.2
OG0005928	SGUI1_68720.1, SGUI1_68720.2	h1SMcT0007789.1, h1SMcT0007789.2
OG0005929	SGUI1_61860.1	h1SMcT0019443.1
OG0005930	SGUI1_80230.1	h1SMcT0008648.1, h1SMcT0008648.2, h1SMcT0008648.3, h1SMcT0008648.4, h1SMcT0008648.5
OG0005931	SGUI1_73160.1	h1SMcT0018674.1, h1SMcT0018674.2
OG0005932	SGUI1_2230.1	h1SMcT0007924.1, h1SMcT0022998.1
OG0005934	SGUI1_20400.1	h1SMcT0017579.1, h1SMcT0017584.1
OG0005935	SGUI1_31890.1	h1SMcT0000888.1
OG0005937	SGUI1_89760.1	h1SMcT0007865.1
OG0005938	SGUI1_73040.3, SGUI1_73040.4, SGUI1_73040.1, SGUI1_73040.2	h1SMcT0003887.1
OG0005939	SGUI1_59880.1	h1SMcT0016602.1
OG0005940	SGUI1_27160.1	h1SMcT0005869.1, h1SMcT0005869.2
OG0005942	SGUI1_83480.1, SGUI1_83480.2, SGUI1_83480.3	h1SMcT0020952.1
OG0005944	SGUI1_60430.1	h1SMcT0007787.1, h1SMcT0007787.2, h1SMcT0007787.3
OG0005945	SGUI1_2750.1	h1SMcT0001871.1, h1SMcT0008203.1
OG0005946	SGUI1_19590.1	h1SMcT0006508.1
OG0005947	SGUI1_13680.1, SGUI1_13760.1	h1SMcT0007165.1
OG0005948	SGUI1_34990.1	h1SMcT0009488.1
OG0005950	SGUI1_50090.1	h1SMcT0002589.1, h1SMcT0002589.2, h1SMcT0002589.3
OG0005952	SGUI1_83010.1	h1SMcT0003211.1, h1SMcT0003211.2
OG0005953	SGUI1_68970.1	h1SMcT0018677.1
OG0005955	SGUI1_91700.1	h1SMcT0011025.1, h1SMcT0012035.1
OG0005956	SGUI1_30280.1	h1SMcT0012891.1, h1SMcT0004785.1, h1SMcT0022632.1, h1SMcT0014171.1
OG0005957	SGUI1_23740.1	h1SMcT0017506.1, h1SMcT0020789.1
OG0005958	SGUI1_74480.1	h1SMcT0000203.2, h1SMcT0019948.1
OG0005959	SGUI1_39080.1	h1SMcT0021569.1
OG0005960	SGUI1_85640.1	h1SMcT0003770.1
OG0005961	SGUI1_68880.1	h1SMcT0008001.1, h1SMcT0008001.3, h1SMcT0008001.2
OG0005962	SGUI1_93030.1	h1SMcT0015238.1, h1SMcT0016689.1
OG0005966	SGUI1_87860.1	h1SMcT0006401.1, h1SMcT0018336.1, h1SMcT0018336.2
OG0005970	SGUI1_21500.1	h1SMcT0003179.1, h1SMcT0003179.2, h1SMcT0003179.3
OG0005973	SGUI1_44310.1	h1SMcT0002395.1, h1SMcT0002395.2
OG0005974	SGUI1_21810.1	h1SMcT0016503.1, h1SMcT0016503.2, h1SMcT0016503.3
OG0005975	SGUI1_71470.1	h1SMcT0001768.1
OG0005976	SGUI1_30530.1	h1SMcT0004685.1
OG0005978	SGUI1_86720.1, SGUI1_86720.2	h1SMcT0011015.1
OG0005979	SGUI1_27860.1	h1SMcT0005875.1
OG0005980	SGUI1_56650.1	h1SMcT0006051.1, h1SMcT0014719.1
OG0005981	SGUI1_93530.1	h1SMcT0009310.1, h1SMcT0009310.3, h1SMcT0009310.2
OG0005982	SGUI1_65080.1	h1SMcT0013415.1
OG0005983	SGUI1_48560.1, SGUI1_48560.2	h1SMcT0021475.1, h1SMcT0022726.1
OG0005984	SGUI1_65950.1	h1SMcT0000237.1, h1SMcT0005855.1
OG0005985	SGUI1_27750.1	h1SMcT0021040.1, h1SMcT0021053.1
OG0005987	SGUI1_20100.1	h1SMcT0007555.1
OG0005988	SGUI1_96230.1	h1SMcT0007460.1, h1SMcT0023003.1
OG0005989	SGUI1_81840.1	h1SMcT0019030.1
OG0005990	SGUI1_56620.1	h1SMcT0008326.1
OG0005991	SGUI1_54440.1	h1SMcT0019618.1, h1SMcT0019618.2, h1SMcT0019618.3
OG0005992	SGUI1_47200.1	h1SMcT0000017.1
OG0005994	SGUI1_53970.1	h1SMcT0015854.1, h1SMcT0000238.1, h1SMcT0010381.1, h1SMcT0014033.1, h1SMcT0005533.1
OG0005995	SGUI1_70860.1	h1SMcT0005075.1, h1SMcT0005075.2, h1SMcT0005075.3
OG0005996	SGUI1_18880.1	h1SMcT0003230.1, h1SMcT0003230.2
OG0005997	SGUI1_1010.1	h1SMcT0003791.1, h1SMcT0003791.3, h1SMcT0003791.4, h1SMcT0003791.5, h1SMcT0003791.6, h1SMcT0003791.2
OG0005998	SGUI1_47930.1	h1SMcT0001034.1
OG0006000	SGUI1_11350.1, SGUI1_11350.2	h1SMcT0003105.1, h1SMcT0003106.1, h1SMcT0003106.2
OG0006001	SGUI1_88250.2, SGUI1_88250.1	h1SMcT0014422.1
OG0006003	SGUI1_34330.1	h1SMcT0021587.4, h1SMcT0021587.6, h1SMcT0021587.5
OG0006004	SGUI1_49770.1	h1SMcT0012445.1
OG0006006	SGUI1_46380.1	h1SMcT0002597.1, h1SMcT0001409.1, h1SMcT0001409.2, h1SMcT0017142.1, h1SMcT0017142.2
OG0006007	SGUI1_19930.1	h1SMcT0012781.1
OG0006008	SGUI1_71980.1	h1SMcT0013369.1, h1SMcT0013369.2
OG0006010	SGUI1_81140.1	h1SMcT0006350.1, h1SMcT0013021.1
OG0006011	SGUI1_65460.1	h1SMcT0022111.1
OG0006012	SGUI1_66700.1	h1SMcT0018228.1
OG0006013	SGUI1_21550.2, SGUI1_21550.1	h1SMcT0004468.1
OG0006014	SGUI1_74810.1	h1SMcT0011959.1, h1SMcT0013361.1
OG0006015	SGUI1_75450.1	h1SMcT0005459.1
OG0006016	SGUI1_79810.1	h1SMcT0006302.1
OG0006018	SGUI1_89580.1	h1SMcT0007783.1
OG0006019	SGUI1_85590.1	h1SMcT0006646.1
OG0006022	SGUI1_62430.1, SGUI1_62430.2	h1SMcT0002665.1, h1SMcT0015971.1
OG0006023	SGUI1_18120.1	h1SMcT0009304.1, h1SMcT0009304.2
OG0006024	SGUI1_46990.1	h1SMcT0012046.1, h1SMcT0012046.2
OG0006025	SGUI1_14600.1	h1SMcT0014222.1, h1SMcT0014222.2
OG0006026	SGUI1_1150.1	h1SMcT0014693.1
OG0006027	SGUI1_24400.1, SGUI1_24400.2, SGUI1_24400.3	h1SMcT0011220.1, h1SMcT0011220.2
OG0006029	SGUI1_56430.1	h1SMcT0017802.1, h1SMcT0017802.2
OG0006030	SGUI1_34240.1	h1SMcT0002188.1, h1SMcT0002190.1
OG0006032	SGUI1_9450.1	h1SMcT0016985.1, h1SMcT0019984.1, h1SMcT0020012.1
OG0006033	SGUI1_41160.1	h1SMcT0009561.1
OG0006035	SGUI1_56360.3, SGUI1_56360.1, SGUI1_56360.2	h1SMcT0021732.1
OG0006037	SGUI1_84690.1	h1SMcT0010552.1, h1SMcT0010552.2
OG0006038	SGUI1_43450.1	h1SMcT0002926.2, h1SMcT0002926.3, h1SMcT0002926.1, h1SMcT0002926.4
OG0006040	SGUI1_57670.1, SGUI1_57910.1	h1SMcT0009771.1
OG0006044	SGUI1_69230.1	h1SMcT0004786.1, h1SMcT0004558.1, h1SMcT0004558.2
OG0006046	SGUI1_12180.1	h1SMcT0015753.1, h1SMcT0015753.2
OG0006047	SGUI1_33250.1	h1SMcT0004082.1
OG0006049	SGUI1_40520.1	h1SMcT0020670.1, h1SMcT0020670.2, h1SMcT0020671.1, h1SMcT0020671.2, h1SMcT0020677.1
OG0006050	SGUI1_61850.1	h1SMcT0007701.1
OG0006051	SGUI1_6770.2, SGUI1_6770.1, SGUI1_6770.3	h1SMcT0004623.1
OG0006052	SGUI1_73060.1	h1SMcT0005345.1, h1SMcT0006920.1
OG0006054	SGUI1_64250.1	h1SMcT0001601.1
OG0006055	SGUI1_4470.1	h1SMcT0006729.1
OG0006057	SGUI1_30390.1	h1SMcT0003398.1, h1SMcT0003398.2
OG0006058	SGUI1_17430.1	h1SMcT0007352.1, h1SMcT0013825.1
OG0006059	SGUI1_72950.1	h1SMcT0008150.1, h1SMcT0008150.2
OG0006060	SGUI1_3290.1	h1SMcT0005866.1
OG0006061	SGUI1_85480.1, SGUI1_85480.2, SGUI1_85480.3	h1SMcT0022627.1, h1SMcT0022627.2
OG0006063	SGUI1_45170.1	h1SMcT0000832.1, h1SMcT0000832.2, h1SMcT0000832.3, h1SMcT0001594.1, h1SMcT0022005.1
OG0006064	SGUI1_70220.1	h1SMcT0012595.1
OG0006065	SGUI1_11540.1	h1SMcT0014820.1
OG0006066	SGUI1_8360.1	h1SMcT0011563.1, h1SMcT0011563.2
OG0006067	SGUI1_43310.1	h1SMcT0007864.1
OG0006068	SGUI1_40990.1	h1SMcT0018769.1
OG0006070	SGUI1_66820.1	h1SMcT0010140.4, h1SMcT0010140.1, h1SMcT0010140.2, h1SMcT0010140.3
OG0006071	SGUI1_77160.1	h1SMcT0018476.1, h1SMcT0018476.2
OG0006072	SGUI1_83610.1	h1SMcT0018109.1, h1SMcT0018109.2
OG0006073	SGUI1_52850.1	h1SMcT0004153.1, h1SMcT0004153.2
OG0006074	SGUI1_91440.1	h1SMcT0003028.1, h1SMcT0003028.4, h1SMcT0003028.2, h1SMcT0003028.3
OG0006075	SGUI1_25490.1	h1SMcT0015389.1
OG0006076	SGUI1_51010.1	h1SMcT0011051.1, h1SMcT0011051.2
OG0006080	SGUI1_32460.1, SGUI1_97160.1	h1SMcT0010653.1
OG0006081	SGUI1_1780.1	h1SMcT0017984.1, h1SMcT0017984.2
OG0006082	SGUI1_41690.1	h1SMcT0005424.1, h1SMcT0005424.2
OG0006085	SGUI1_73560.1	h1SMcT0015632.1
OG0006091	SGUI1_80890.1	h1SMcT0010468.1, h1SMcT0010468.2, h1SMcT0010468.3
OG0006092	SGUI1_13180.1	h1SMcT0006253.3, h1SMcT0006253.4, h1SMcT0006253.1, h1SMcT0006253.2
OG0006093	SGUI1_55150.1	h1SMcT0022211.1
OG0006095	SGUI1_81320.1	h1SMcT0010472.1, h1SMcT0005380.1, h1SMcT0005381.1
OG0006096	SGUI1_18440.1	h1SMcT0014139.1
OG0006097	SGUI1_77150.1	h1SMcT0015715.1, h1SMcT0015720.1
OG0006098	SGUI1_24950.1	h1SMcT0002090.1, h1SMcT0004959.1
OG0006100	SGUI1_16740.1	h1SMcT0009745.1, h1SMcT0009745.2
OG0006101	SGUI1_37300.1	h1SMcT0003800.1
OG0006102	SGUI1_78530.1	h1SMcT0022053.1
OG0006103	SGUI1_37900.1	h1SMcT0001722.1, h1SMcT0001722.2
OG0006104	SGUI1_67080.1	h1SMcT0000919.1
OG0006105	SGUI1_81430.1	h1SMcT0004398.1
OG0006107	SGUI1_74560.1	h1SMcT0011072.1, h1SMcT0011072.2, h1SMcT0011072.3
OG0006109	SGUI1_70510.1	h1SMcT0010897.1
OG0006110	SGUI1_90680.1	h1SMcT0001434.1, h1SMcT0015400.1, h1SMcT0018872.1, h1SMcT0018872.2
OG0006111	SGUI1_2070.1	h1SMcT0011183.1
OG0006112	SGUI1_88240.1, SGUI1_88240.2	h1SMcT0006999.1, h1SMcT0008854.1
OG0006113	SGUI1_3730.1	h1SMcT0007793.1, h1SMcT0007792.1, h1SMcT0007792.2
OG0006115	SGUI1_26840.1	h1SMcT0010176.1, h1SMcT0011242.1
OG0006116	SGUI1_47270.1, SGUI1_47270.2	h1SMcT0012053.1
OG0006117	SGUI1_56560.1	h1SMcT0019790.1, h1SMcT0019790.2
OG0006118	SGUI1_56820.1	h1SMcT0002750.1, h1SMcT0019438.1
OG0006119	SGUI1_55020.1	h1SMcT0017105.1
OG0006120	SGUI1_42410.1	h1SMcT0021058.1
OG0006121	SGUI1_21920.1	h1SMcT0012572.1
OG0006122	SGUI1_29310.1	h1SMcT0021278.1, h1SMcT0021278.2
OG0006123	SGUI1_60690.1, SGUI1_60690.2	h1SMcT0007116.1, h1SMcT0007116.2
OG0006125	SGUI1_74680.1	h1SMcT0010122.1
OG0006126	SGUI1_62480.1	h1SMcT0009765.4, h1SMcT0009765.2, h1SMcT0009765.3, h1SMcT0009765.1
OG0006127	SGUI1_43120.1, SGUI1_43120.2	h1SMcT0022450.1
OG0006128	SGUI1_36910.1	h1SMcT0007640.1, h1SMcT0007640.2
OG0006130	SGUI1_27730.1	h1SMcT0019712.1
OG0006131	SGUI1_63410.1	h1SMcT0012552.1
OG0006133	SGUI1_69310.1	h1SMcT0004208.1
OG0006134	SGUI1_20270.1	h1SMcT0003232.1
OG0006135	SGUI1_1980.1	h1SMcT0008034.1, h1SMcT0008034.2
OG0006136	SGUI1_77220.1	h1SMcT0021949.1
OG0006137	SGUI1_19750.1	h1SMcT0015574.1
OG0006139	SGUI1_12410.1, SGUI1_13800.1	h1SMcT0001336.1, h1SMcT0021804.1
OG0006140	SGUI1_73680.1	h1SMcT0007646.1
OG0006141	SGUI1_30460.1	h1SMcT0020421.1, h1SMcT0011946.1, h1SMcT0011946.2
OG0006142	SGUI1_80010.1	h1SMcT0015644.1
OG0006144	SGUI1_61380.1	h1SMcT0012874.1
OG0006145	SGUI1_38710.1	h1SMcT0001658.1, h1SMcT0001658.2
OG0006147	SGUI1_88660.1, SGUI1_88660.2	h1SMcT0023099.1, h1SMcT0023103.1
OG0006150	SGUI1_31560.1, SGUI1_31560.2	h1SMcT0012534.1
OG0006151	SGUI1_41610.1	h1SMcT0003919.1
OG0006157	SGUI1_44970.1	h1SMcT0004114.1
OG0006159	SGUI1_23010.1	h1SMcT0006271.1, h1SMcT0006271.3, h1SMcT0006271.2
OG0006160	SGUI1_16170.1	h1SMcT0013823.1
OG0006161	SGUI1_85400.1	h1SMcT0013963.1
OG0006164	SGUI1_430.1	h1SMcT0012826.1, h1SMcT0017399.1, h1SMcT0017399.2, h1SMcT0017399.3
OG0006165	SGUI1_70720.1	h1SMcT0000474.1
OG0006166	SGUI1_47390.1	h1SMcT0008012.1
OG0006167	SGUI1_81520.1	h1SMcT0006483.1
OG0006168	SGUI1_90780.1	h1SMcT0001500.1
OG0006170	SGUI1_12560.1, SGUI1_12520.1	h1SMcT0020077.1, h1SMcT0020077.2
OG0006172	SGUI1_44050.1	h1SMcT0001011.2, h1SMcT0001011.1, h1SMcT0001011.3
OG0006173	SGUI1_19470.1, SGUI1_19470.2	h1SMcT0019148.1, h1SMcT0019148.2
OG0006176	SGUI1_91020.1	h1SMcT0007552.1
OG0006177	SGUI1_87680.1	h1SMcT0020913.1, h1SMcT0007779.1, h1SMcT0007779.2, h1SMcT0007779.3
OG0006178	SGUI1_87220.1, SGUI1_87220.2	h1SMcT0020874.1, h1SMcT0022366.1
OG0006179	SGUI1_46100.1	h1SMcT0006397.1, h1SMcT0006397.2
OG0006180	SGUI1_51590.1, SGUI1_51590.2	h1SMcT0009898.1
OG0006182	SGUI1_32260.1, SGUI1_32260.2	h1SMcT0008406.1
OG0006183	SGUI1_32450.1, SGUI1_32450.2	h1SMcT0000637.1
OG0006184	SGUI1_40390.1	h1SMcT0011883.1, h1SMcT0011885.1
OG0006185	SGUI1_47810.1	h1SMcT0001035.1
OG0006186	SGUI1_93210.1	h1SMcT0010352.5
OG0006187	SGUI1_42960.1, SGUI1_42960.2, SGUI1_42960.3	h1SMcT0006765.1
OG0006188	SGUI1_43010.1	h1SMcT0000519.1, h1SMcT0003171.1
OG0006196	SGUI1_76670.1	h1SMcT0013951.1
OG0006200	SGUI1_25170.1	h1SMcT0004410.2
OG0006203	SGUI1_43600.1	h1SMcT0018669.3, h1SMcT0018669.4, h1SMcT0018669.1, h1SMcT0018669.5, h1SMcT0018669.2
OG0006205	SGUI1_17670.1	h1SMcT0001715.3, h1SMcT0001715.4
OG0006207	SGUI1_20330.1	h1SMcT0018828.1
OG0006209	SGUI1_2570.1	h1SMcT0020509.1
OG0006225	SGUI1_67110.1	h1SMcT0002214.1
OG0006226	SGUI1_9440.1	h1SMcT0021295.1, h1SMcT0021295.2
OG0006228	SGUI1_26120.1	h1SMcT0002676.1, h1SMcT0015960.1, h1SMcT0021175.1, h1SMcT0021724.1, h1SMcT0009917.1
OG0006229	SGUI1_15460.1	h1SMcT0018295.1, h1SMcT0018294.1
OG0006231	SGUI1_40610.1	h1SMcT0001357.1
OG0006233	SGUI1_44320.1	h1SMcT0016800.1, h1SMcT0016800.2
OG0006235	SGUI1_25430.1	h1SMcT0021813.1
OG0006237	SGUI1_40180.1	h1SMcT0017214.2, h1SMcT0017213.1, h1SMcT0017214.1
OG0006238	SGUI1_31430.1	h1SMcT0006872.1
OG0006239	SGUI1_77600.1	h1SMcT0003217.1, h1SMcT0003217.2
OG0006241	SGUI1_56160.1	h1SMcT0011339.1, h1SMcT0008366.1, h1SMcT0008369.1
OG0006242	SGUI1_14730.1	h1SMcT0003348.1
OG0006243	SGUI1_44070.1	h1SMcT0017614.1
OG0006244	SGUI1_69600.1	h1SMcT0003736.1, h1SMcT0015394.1
OG0006245	SGUI1_55530.1	h1SMcT0010109.1
OG0006246	SGUI1_82250.1	h1SMcT0002623.1
OG0006247	SGUI1_89540.1	h1SMcT0014874.1, h1SMcT0014874.2
OG0006248	SGUI1_91340.1	h1SMcT0002968.1, h1SMcT0020703.1
OG0006249	SGUI1_45940.1	h1SMcT0002996.1, h1SMcT0003371.1
OG0006250	SGUI1_32810.1	h1SMcT0013477.1
OG0006253	SGUI1_89810.1	h1SMcT0016616.1, h1SMcT0020991.1, h1SMcT0020991.2
OG0006254	SGUI1_2280.1	h1SMcT0017821.1, h1SMcT0004678.1, h1SMcT0019671.1
OG0006256	SGUI1_39840.1	h1SMcT0000176.1
OG0006257	SGUI1_94220.1	h1SMcT0004011.1
OG0006258	SGUI1_67430.1	h1SMcT0008214.1, h1SMcT0001162.1, h1SMcT0009326.1
OG0006260	SGUI1_23600.1	h1SMcT0014111.1
OG0006261	SGUI1_77000.1	h1SMcT0004569.1
OG0006262	SGUI1_68860.1	h1SMcT0008551.1
OG0006263	SGUI1_84400.1	h1SMcT0021951.1, h1SMcT0021951.2
OG0006264	SGUI1_78140.1, SGUI1_78140.2	h1SMcT0005186.1
OG0006265	SGUI1_22510.1	h1SMcT0020726.3, h1SMcT0020726.1, h1SMcT0020726.2
OG0006266	SGUI1_50790.1	h1SMcT0013262.1
OG0006267	SGUI1_40680.1	h1SMcT0013388.1
OG0006269	SGUI1_48310.1	h1SMcT0002053.1, h1SMcT0002053.2
OG0006270	SGUI1_15960.1	h1SMcT0014518.1, h1SMcT0014257.1
OG0006271	SGUI1_19040.1	h1SMcT0010237.1, h1SMcT0020872.1, h1SMcT0001407.1, h1SMcT0004306.1
OG0006272	SGUI1_8900.1	h1SMcT0006885.1, h1SMcT0006885.2
OG0006273	SGUI1_44460.1	h1SMcT0003882.1
OG0006274	SGUI1_45350.1	h1SMcT0003703.1, h1SMcT0005419.1
OG0006275	SGUI1_81040.1	h1SMcT0017841.1
OG0006277	SGUI1_44090.1	h1SMcT0022066.1, h1SMcT0022066.2
OG0006278	SGUI1_85050.1	h1SMcT0011087.1
OG0006279	SGUI1_40060.2, SGUI1_40060.1	h1SMcT0003431.1
OG0006280	SGUI1_11000.1	h1SMcT0001359.1
OG0006281	SGUI1_32140.1	h1SMcT0013140.1
OG0006282	SGUI1_78210.1	h1SMcT0013773.1
OG0006283	SGUI1_41500.1	h1SMcT0014385.1
OG0006284	SGUI1_72590.1	h1SMcT0022598.1
OG0006285	SGUI1_54460.1	h1SMcT0021404.1, h1SMcT0021404.2
OG0006286	SGUI1_63000.1	h1SMcT0020667.1
OG0006287	SGUI1_74150.1	h1SMcT0019580.1
OG0006288	SGUI1_74310.1	h1SMcT0010540.1, h1SMcT0022072.1
OG0006292	SGUI1_68660.1, SGUI1_69830.1	h1SMcT0015204.1, h1SMcT0015204.2
OG0006293	SGUI1_96340.1	h1SMcT0006725.2, h1SMcT0006725.4, h1SMcT0006725.5, h1SMcT0006725.1, h1SMcT0006725.3
OG0006294	SGUI1_24250.1	h1SMcT0018265.1, h1SMcT0018265.2, h1SMcT0018265.3, h1SMcT0018265.4
OG0006295	SGUI1_95360.1	h1SMcT0002438.1
OG0006298	SGUI1_380.1	h1SMcT0000655.1, h1SMcT0002853.1
OG0006299	SGUI1_2310.1	h1SMcT0015874.1
OG0006300	SGUI1_8620.1	h1SMcT0009812.1, h1SMcT0009812.2, h1SMcT0009812.3, h1SMcT0009812.4
OG0006301	SGUI1_6870.1	h1SMcT0012661.1, h1SMcT0012662.1
OG0006302	SGUI1_54780.1	h1SMcT0020005.1
OG0006303	SGUI1_1450.1	h1SMcT0003773.1
OG0006304	SGUI1_49250.1	h1SMcT0015343.1, h1SMcT0015343.2, h1SMcT0022224.1
OG0006307	SGUI1_35230.1	h1SMcT0021052.1
OG0006308	SGUI1_73440.1, SGUI1_73440.2	h1SMcT0009615.1, h1SMcT0011923.1
OG0006309	SGUI1_79210.1, SGUI1_79210.2	h1SMcT0008502.1, h1SMcT0006741.1
OG0006312	SGUI1_77980.1	h1SMcT0010850.1
OG0006313	SGUI1_76470.1	h1SMcT0012935.1, h1SMcT0012936.1, h1SMcT0012936.2
OG0006314	SGUI1_70960.1, SGUI1_70960.3	h1SMcT0017764.1, h1SMcT0017765.1, h1SMcT0017763.1, h1SMcT0017763.2
OG0006315	SGUI1_93060.1	h1SMcT0017164.1, h1SMcT0017164.2
OG0006316	SGUI1_68640.1	h1SMcT0011094.1
OG0006317	SGUI1_50120.1	h1SMcT0008746.1
OG0006318	SGUI1_50380.1	h1SMcT0017696.1, h1SMcT0017696.2
OG0006319	SGUI1_90740.1	h1SMcT0018260.1, h1SMcT0018260.2
OG0006320	SGUI1_30840.1	h1SMcT0008691.1
OG0006321	SGUI1_980.1	h1SMcT0018346.1
OG0006324	SGUI1_20320.1	h1SMcT0021959.1, h1SMcT0021959.2, h1SMcT0021960.1
OG0006325	SGUI1_5400.1	h1SMcT0006261.1, h1SMcT0019275.1
OG0006326	SGUI1_96200.1	h1SMcT0014252.1
OG0006327	SGUI1_24600.1	h1SMcT0007448.1, h1SMcT0022768.1
OG0006328	SGUI1_58650.1	h1SMcT0000223.1
OG0006330	SGUI1_91240.1, SGUI1_91240.2	h1SMcT0020253.1, h1SMcT0020253.2, h1SMcT0020253.3
OG0006331	SGUI1_59950.1	h1SMcT0003329.1, h1SMcT0003329.2
OG0006333	SGUI1_60580.1	h1SMcT0008013.1
OG0006337	SGUI1_15220.1	h1SMcT0001485.1, h1SMcT0001485.2, h1SMcT0001485.3
OG0006338	SGUI1_19600.1, SGUI1_19600.2	h1SMcT0017004.1
OG0006339	SGUI1_35410.1	h1SMcT0004595.1
OG0006343	SGUI1_61440.1	h1SMcT0009369.1
OG0006344	SGUI1_25680.1	h1SMcT0019920.1, h1SMcT0019920.2
OG0006345	SGUI1_71260.1, SGUI1_71270.1	h1SMcT0016593.1, h1SMcT0005375.1, h1SMcT0004764.1, h1SMcT0004764.2
OG0006346	SGUI1_90900.1	h1SMcT0016529.1, h1SMcT0021796.1
OG0006347	SGUI1_27390.1	h1SMcT0001189.1
OG0006348	SGUI1_45260.1	h1SMcT0020762.1, h1SMcT0022946.1
OG0006351	SGUI1_77480.1, SGUI1_77480.2	h1SMcT0017853.1
OG0006352	SGUI1_14310.1	h1SMcT0016461.1, h1SMcT0008101.1, h1SMcT0008101.2
OG0006353	SGUI1_70020.1	h1SMcT0020359.1, h1SMcT0009110.1, h1SMcT0009110.2
OG0006354	SGUI1_71940.1	h1SMcT0005465.1
OG0006356	SGUI1_79830.1	h1SMcT0016848.1, h1SMcT0016848.2
OG0006357	SGUI1_84290.1	h1SMcT0015000.1
OG0006359	SGUI1_51110.1	h1SMcT0016885.1
OG0006360	SGUI1_93300.1	h1SMcT0013736.1
OG0006361	SGUI1_54760.1	h1SMcT0003581.1
OG0006364	SGUI1_83180.1	h1SMcT0017879.1
OG0006365	SGUI1_21610.1	h1SMcT0017184.1
OG0006366	SGUI1_52820.1	h1SMcT0010929.1, h1SMcT0010929.2
OG0006367	SGUI1_70120.1	h1SMcT0018248.1, h1SMcT0018248.2
OG0006371	SGUI1_82260.1, SGUI1_82260.2	h1SMcT0012883.1
OG0006374	SGUI1_50940.1	h1SMcT0003426.1
OG0006375	SGUI1_19540.1	h1SMcT0000518.1, h1SMcT0022895.1
