Orthogroup	schistosoma_guineensis	schistosoma_spindale
OG0004696	SGUI1_81000.1	SSPN1_77510.1
OG0004697	SGUI1_76760.1	SSPN1_73470.1, SSPN1_73470.2
OG0004698	SGUI1_29370.1, SGUI1_29370.2, SGUI1_29370.3	SSPN1_28550.1
OG0004699	SGUI1_80170.1	SSPN1_76730.1
OG0004700	SGUI1_92750.1	SSPN1_88930.1
OG0004701	SGUI1_28300.1	SSPN1_27520.1, SSPN1_27520.2
OG0004702	SGUI1_32200.1	SSPN1_38440.1
OG0004703	SGUI1_5960.1	SSPN1_6110.1, SSPN1_6110.2
OG0004704	SGUI1_73690.1	SSPN1_70510.1
OG0004705	SGUI1_60210.1	SSPN1_64460.1
OG0004706	SGUI1_61130.1	SSPN1_63500.1
OG0004707	SGUI1_22760.1	SSPN1_22430.1
OG0004708	SGUI1_96320.1, SGUI1_96320.2	SSPN1_92430.1, SSPN1_92430.2
OG0004709	SGUI1_88700.1, SGUI1_88700.2, SGUI1_88700.3	SSPN1_85140.1
OG0004710	SGUI1_37550.1	SSPN1_33320.1
OG0004711	SGUI1_94120.1	SSPN1_90230.1
OG0004712	SGUI1_61870.1, SGUI1_61870.2	SSPN1_62750.1
OG0004713	SGUI1_11760.1	SSPN1_17230.1
OG0004714	SGUI1_88780.1	SSPN1_85230.1, SSPN1_85230.2, SSPN1_85230.3
OG0004715	SGUI1_91770.1	SSPN1_87960.1
OG0004716	SGUI1_61090.1, SGUI1_61090.2	SSPN1_63530.1
OG0004717	SGUI1_88890.1	SSPN1_85330.1
OG0004718	SGUI1_34720.1	SSPN1_36010.1
OG0004719	SGUI1_77940.1	SSPN1_74620.1, SSPN1_74620.2, SSPN1_74620.4, SSPN1_74620.3
OG0004720	SGUI1_67880.1	SSPN1_57450.1
OG0004721	SGUI1_68630.1	SSPN1_65760.1, SSPN1_65780.1
OG0004722	SGUI1_47160.1	SSPN1_45670.1
OG0004723	SGUI1_45230.1	SSPN1_43700.1, SSPN1_93440.1
OG0004724	SGUI1_42530.1	SSPN1_41200.1
OG0004725	SGUI1_95750.1, SGUI1_95750.2, SGUI1_95750.3	SSPN1_91900.1
OG0004726	SGUI1_70770.1, SGUI1_70770.2	SSPN1_67720.1
OG0004727	SGUI1_73660.1	SSPN1_70480.1
OG0004728	SGUI1_83470.1	SSPN1_79890.1
OG0004729	SGUI1_7520.1	SSPN1_7980.1, SSPN1_7980.2
OG0004730	SGUI1_88750.1, SGUI1_88750.2	SSPN1_85190.1, SSPN1_85190.2
OG0004731	SGUI1_19650.2, SGUI1_19650.1	SSPN1_9850.1, SSPN1_9850.2
OG0004733	SGUI1_68120.2, SGUI1_68120.1	SSPN1_64940.1, SSPN1_64940.2
OG0004734	SGUI1_45090.1, SGUI1_45090.3, SGUI1_45090.2	SSPN1_43630.1, SSPN1_43630.2
OG0004735	SGUI1_20080.1	SSPN1_10290.1
OG0004736	SGUI1_74130.1	SSPN1_70960.2
OG0004736	SGUI1_74130.2, SGUI1_74130.3	SSPN1_70960.3
OG0004737	SGUI1_6270.2, SGUI1_6270.1	SSPN1_6530.1, SSPN1_6540.1
OG0004738	SGUI1_3850.1, SGUI1_3850.2	SSPN1_3770.1
OG0004739	SGUI1_46060.1	SSPN1_44600.1, SSPN1_44600.2
OG0004740	SGUI1_55930.1	SSPN1_53740.1
OG0004741	SGUI1_78690.1, SGUI1_78690.2	SSPN1_75310.1, SSPN1_75310.2
OG0004742	SGUI1_87090.1	SSPN1_83850.1
OG0004744	SGUI1_36850.1, SGUI1_36850.2, SGUI1_36850.3	SSPN1_34000.1
OG0004745	SGUI1_18860.1	SSPN1_12060.1
OG0004746	SGUI1_53640.1	SSPN1_51700.1
OG0004747	SGUI1_70730.1, SGUI1_70730.2	SSPN1_67680.1
OG0004749	SGUI1_94810.1	SSPN1_90920.1
OG0004750	SGUI1_25410.1, SGUI1_25410.2	SSPN1_24630.1, SSPN1_24630.2, SSPN1_24630.3
OG0004751	SGUI1_61040.1, SGUI1_61040.2	SSPN1_63580.1
OG0004752	SGUI1_11380.1	SSPN1_16890.1
OG0004753	SGUI1_7020.1	SSPN1_7440.1
OG0004754	SGUI1_57570.1	SSPN1_55180.1
OG0004755	SGUI1_91850.1	SSPN1_88040.1, SSPN1_88040.2, SSPN1_88040.3
OG0004756	SGUI1_62380.1	SSPN1_62210.1
OG0004757	SGUI1_96110.1	SSPN1_92190.1, SSPN1_92190.2
OG0004758	SGUI1_75730.1, SGUI1_75730.2	SSPN1_72450.1
OG0004759	SGUI1_23560.1	SSPN1_22990.1
OG0004760	SGUI1_59050.1	SSPN1_56780.1
OG0004761	SGUI1_11970.2, SGUI1_11970.1	SSPN1_17450.1
OG0004762	SGUI1_95050.2, SGUI1_95050.1, SGUI1_95050.3	SSPN1_91170.1, SSPN1_91170.3, SSPN1_91170.2
OG0004763	SGUI1_70330.1, SGUI1_70330.2	SSPN1_67310.1
OG0004764	SGUI1_92240.1	SSPN1_88470.1
OG0004765	SGUI1_32750.1, SGUI1_32750.2	SSPN1_37950.1
OG0004766	SGUI1_61760.1	SSPN1_62870.1, SSPN1_62870.2
OG0004767	SGUI1_40480.1	SSPN1_39280.1
OG0004768	SGUI1_3770.1	SSPN1_3710.1
OG0004769	SGUI1_36560.1	SSPN1_34300.2, SSPN1_34300.1
OG0004770	SGUI1_64690.1	SSPN1_65090.1, SSPN1_65100.1
OG0004771	SGUI1_49410.1	SSPN1_47760.1
OG0004772	SGUI1_93990.1	SSPN1_90080.1
OG0004773	SGUI1_30080.1	SSPN1_29250.1
OG0004774	SGUI1_73170.1	SSPN1_70020.1
OG0004775	SGUI1_42430.1	SSPN1_41120.1
OG0004776	SGUI1_33140.1	SSPN1_37560.1
OG0004777	SGUI1_75340.1, SGUI1_75340.2	SSPN1_72140.1
OG0004778	SGUI1_55480.1, SGUI1_55480.4, SGUI1_55480.2, SGUI1_55480.3	SSPN1_53360.1, SSPN1_53360.2
OG0004779	SGUI1_15350.1	SSPN1_14990.1
OG0004780	SGUI1_11340.1	SSPN1_16850.3, SSPN1_16850.2, SSPN1_16850.1
OG0004781	SGUI1_73260.1	SSPN1_70120.1
OG0004782	SGUI1_75190.1	SSPN1_72000.1
OG0004783	SGUI1_82120.1	SSPN1_77990.1, SSPN1_77990.2
OG0004784	SGUI1_82850.1	SSPN1_79260.2, SSPN1_79260.4, SSPN1_79260.3
OG0004785	SGUI1_84490.3, SGUI1_84490.1, SGUI1_84490.2	SSPN1_80950.1
OG0004786	SGUI1_46530.1	SSPN1_45080.1, SSPN1_45080.2
OG0004787	SGUI1_55570.1	SSPN1_53460.1
OG0004788	SGUI1_89230.1	SSPN1_85630.2, SSPN1_85630.1
OG0004789	SGUI1_62580.1	SSPN1_62000.1
OG0004790	SGUI1_20610.1, SGUI1_20610.2, SGUI1_20610.3	SSPN1_12830.1, SSPN1_12830.2, SSPN1_12830.3, SSPN1_12830.4
OG0004791	SGUI1_12040.1	SSPN1_17540.1
OG0004792	SGUI1_53350.1	SSPN1_51460.1, SSPN1_51460.2
OG0004793	SGUI1_72510.1	SSPN1_69350.1, SSPN1_69350.2
OG0004794	SGUI1_70940.2, SGUI1_70940.1, SGUI1_70940.4, SGUI1_70940.3	SSPN1_67880.1
OG0004795	SGUI1_31920.1, SGUI1_31920.2	SSPN1_38730.1
OG0004796	SGUI1_18530.1	SSPN1_11710.1, SSPN1_11710.2, SSPN1_11710.3
OG0004797	SGUI1_96120.1	SSPN1_92200.1
OG0004798	SGUI1_10550.1	SSPN1_19120.1
OG0004799	SGUI1_93390.1, SGUI1_93390.2	SSPN1_89480.1
OG0004800	SGUI1_18500.1	SSPN1_11680.2, SSPN1_11680.3
OG0004802	SGUI1_64350.3, SGUI1_64350.1, SGUI1_64350.2	SSPN1_65430.1
OG0004803	SGUI1_59450.1, SGUI1_59450.2	SSPN1_57070.1
OG0004804	SGUI1_15760.1	SSPN1_14560.4, SSPN1_14560.1, SSPN1_14560.2, SSPN1_14560.3
OG0004805	SGUI1_3800.2, SGUI1_3800.1, SGUI1_3800.3	SSPN1_3730.3
OG0004806	SGUI1_52010.1	SSPN1_50140.1
OG0004807	SGUI1_55000.1	SSPN1_52980.1, SSPN1_52980.2
OG0004808	SGUI1_76900.1	SSPN1_73640.2, SSPN1_73640.1
OG0004809	SGUI1_50460.1, SGUI1_50460.2	SSPN1_48660.1
OG0004810	SGUI1_95090.1, SGUI1_95090.3, SGUI1_95090.2	SSPN1_91210.2, SSPN1_91210.1
OG0004811	SGUI1_39920.1	SSPN1_31020.1
OG0004812	SGUI1_32960.1, SGUI1_32960.2	SSPN1_37750.1
OG0004813	SGUI1_90770.1	SSPN1_85740.1
OG0004814	SGUI1_5380.1, SGUI1_5380.2	SSPN1_5610.1
OG0004815	SGUI1_60010.1, SGUI1_60010.2	SSPN1_64660.1
OG0004817	SGUI1_81900.1	SSPN1_78440.1
OG0004818	SGUI1_93000.1	SSPN1_89250.1
OG0004819	SGUI1_78810.1	SSPN1_75440.1
OG0004820	SGUI1_33470.1	SSPN1_37250.1, SSPN1_37250.2
OG0004821	SGUI1_45330.1	SSPN1_43900.1
OG0004822	SGUI1_23320.1	SSPN1_22810.6, SSPN1_22810.1, SSPN1_22810.5, SSPN1_22810.7, SSPN1_22810.2, SSPN1_22810.3, SSPN1_22810.4
OG0004823	SGUI1_58420.1	SSPN1_56050.1, SSPN1_56050.2, SSPN1_56050.3
OG0004824	SGUI1_73540.4, SGUI1_73540.2, SGUI1_73540.1, SGUI1_73540.3	SSPN1_70390.1, SSPN1_70390.2
OG0004825	SGUI1_60440.1, SGUI1_60440.2, SGUI1_60440.3	SSPN1_64250.1, SSPN1_64260.1
OG0004826	SGUI1_82270.1	SSPN1_77820.1
OG0004827	SGUI1_87300.1	SSPN1_83630.1
OG0004828	SGUI1_23710.1	SSPN1_23150.1
OG0004829	SGUI1_38030.1	SSPN1_32800.1, SSPN1_32800.2, SSPN1_32800.3
OG0004830	SGUI1_66460.1, SGUI1_66460.2	SSPN1_58670.1
OG0004831	SGUI1_27850.1, SGUI1_27850.2	SSPN1_27030.1
OG0004832	SGUI1_36410.1	SSPN1_34440.1, SSPN1_34440.2
OG0004833	SGUI1_36670.1	SSPN1_34180.4
OG0004834	SGUI1_31640.2, SGUI1_31640.1, SGUI1_31640.3, SGUI1_31640.4, SGUI1_31640.5	SSPN1_39000.1, SSPN1_93210.1, SSPN1_93210.2
OG0004835	SGUI1_24810.1	SSPN1_24090.1
OG0004836	SGUI1_85860.1	SSPN1_81890.1, SSPN1_81890.2
OG0004837	SGUI1_13610.1	SSPN1_18730.1
OG0004838	SGUI1_75220.1, SGUI1_75220.2	SSPN1_72020.1
OG0004839	SGUI1_280.1	SSPN1_610.3, SSPN1_610.2, SSPN1_610.1
OG0004840	SGUI1_51550.1, SGUI1_51550.2	SSPN1_49680.1
OG0004841	SGUI1_65810.1	SSPN1_59220.1
OG0004842	SGUI1_72920.1	SSPN1_69760.1, SSPN1_69760.2
OG0004844	SGUI1_1990.1	SSPN1_1920.1
OG0004845	SGUI1_2000.1	SSPN1_1930.1
OG0004846	SGUI1_79490.1, SGUI1_79490.2	SSPN1_76080.1
OG0004847	SGUI1_70040.1	SSPN1_67060.1
OG0004849	SGUI1_45680.1, SGUI1_45700.1	SSPN1_44080.1
OG0004850	SGUI1_64670.1	SSPN1_65130.1
OG0004851	SGUI1_18920.1	SSPN1_12130.1
OG0004852	SGUI1_52680.1	SSPN1_50790.1
OG0004853	SGUI1_24660.1	SSPN1_23960.1
OG0004854	SGUI1_91910.1, SGUI1_91900.1	SSPN1_88090.1
OG0004855	SGUI1_32670.1	SSPN1_38030.1
OG0004856	SGUI1_79150.1	SSPN1_75750.1, SSPN1_75750.2
OG0004857	SGUI1_46110.2, SGUI1_46110.1	SSPN1_44660.1, SSPN1_44660.2
OG0004858	SGUI1_80070.1	SSPN1_76640.1
OG0004859	SGUI1_67130.1	SSPN1_58050.1
OG0004860	SGUI1_47860.1	SSPN1_46340.1
OG0004861	SGUI1_26990.1, SGUI1_26990.2	SSPN1_26170.1, SSPN1_26170.2, SSPN1_26170.3
OG0004862	SGUI1_50670.1	SSPN1_48850.1
OG0004863	SGUI1_94410.2, SGUI1_94410.1	SSPN1_90520.1
OG0004864	SGUI1_33870.1, SGUI1_33870.2	SSPN1_36880.1
OG0004865	SGUI1_23670.1	SSPN1_23100.4, SSPN1_23100.1, SSPN1_23100.3
OG0004866	SGUI1_66170.1	SSPN1_58950.1
OG0004867	SGUI1_60110.1, SGUI1_60110.2	SSPN1_64550.1
OG0004868	SGUI1_5660.1	SSPN1_5870.1
OG0004869	SGUI1_16860.1	SSPN1_13540.1
OG0004870	SGUI1_82190.1	SSPN1_77920.1
OG0004872	SGUI1_19360.1	SSPN1_9440.1, SSPN1_9440.2
OG0004873	SGUI1_41680.1	SSPN1_40430.1
OG0004874	SGUI1_3160.3, SGUI1_3160.4, SGUI1_3160.1, SGUI1_3160.2	SSPN1_3090.1, SSPN1_3090.2, SSPN1_3090.4, SSPN1_3090.3
OG0004875	SGUI1_2950.1, SGUI1_2950.2	SSPN1_2930.2, SSPN1_2930.1, SSPN1_2930.3
OG0004876	SGUI1_55370.1	SSPN1_53280.2, SSPN1_53280.1, SSPN1_53280.4, SSPN1_53280.3
OG0004877	SGUI1_81260.1	SSPN1_79010.1
OG0004878	SGUI1_70180.1	SSPN1_67150.1, SSPN1_67150.4, SSPN1_67150.2, SSPN1_67150.3, SSPN1_67150.5, SSPN1_67150.6
OG0004879	SGUI1_60450.1	SSPN1_64240.1
OG0004880	SGUI1_16280.1	SSPN1_14080.3, SSPN1_14080.1, SSPN1_14080.2
OG0004881	SGUI1_13340.1	SSPN1_18390.1
OG0004882	SGUI1_2300.1, SGUI1_2330.1	SSPN1_2220.1
OG0004883	SGUI1_8760.1	SSPN1_21550.1
OG0004884	SGUI1_82960.1	SSPN1_79400.1
OG0004885	SGUI1_860.1	SSPN1_1150.1
OG0004886	SGUI1_5730.1	SSPN1_5950.1
OG0004887	SGUI1_52630.1	SSPN1_50750.1
OG0004888	SGUI1_82200.1	SSPN1_77910.1, SSPN1_77910.3, SSPN1_77910.2
OG0004889	SGUI1_57000.1	SSPN1_54790.1
OG0004890	SGUI1_89330.1	SSPN1_87120.1
OG0004891	SGUI1_30650.1	SSPN1_29760.1
OG0004892	SGUI1_73100.1	SSPN1_69950.1, SSPN1_69950.2
OG0004893	SGUI1_19030.1	SSPN1_12270.1
OG0004894	SGUI1_56970.1	SSPN1_54760.1, SSPN1_54760.2
OG0004895	SGUI1_92660.1	SSPN1_88830.1, SSPN1_88830.2, SSPN1_88830.3
OG0004896	SGUI1_38600.1, SGUI1_38600.2	SSPN1_32260.1
OG0004897	SGUI1_9660.1	SSPN1_20070.2, SSPN1_20070.1
OG0004898	SGUI1_46860.1	SSPN1_45370.1
OG0004899	SGUI1_47770.1	SSPN1_46260.1, SSPN1_46260.2
OG0004900	SGUI1_26970.1, SGUI1_26970.2, SGUI1_26970.3	SSPN1_26150.1
OG0004901	SGUI1_47570.24, SGUI1_47690.1	SSPN1_46190.1
OG0004902	SGUI1_36940.1, SGUI1_36930.1	SSPN1_33910.1
OG0004903	SGUI1_63680.1	SSPN1_60860.1, SSPN1_60860.2
OG0004904	SGUI1_65020.1	SSPN1_59970.3, SSPN1_59970.2, SSPN1_59970.1
OG0004905	SGUI1_13200.1	SSPN1_18300.2, SSPN1_18300.1, SSPN1_18300.3
OG0004906	SGUI1_11990.1	SSPN1_17480.1, SSPN1_17480.2, SSPN1_17480.3
OG0004907	SGUI1_59740.1, SGUI1_59740.2	SSPN1_57300.1, SSPN1_57300.2
OG0004908	SGUI1_29110.2, SGUI1_29110.3, SGUI1_29110.1, SGUI1_29110.4	SSPN1_28300.1
OG0004909	SGUI1_11590.1	SSPN1_17090.1, SSPN1_17090.2
OG0004910	SGUI1_19860.1	SSPN1_10070.1, SSPN1_10070.3, SSPN1_10070.2
OG0004911	SGUI1_800.1	SSPN1_1080.1
OG0004912	SGUI1_90100.1, SGUI1_90100.2	SSPN1_86350.3, SSPN1_86350.4, SSPN1_86350.1, SSPN1_86350.5, SSPN1_86350.2
OG0004913	SGUI1_57960.1	SSPN1_55730.3, SSPN1_55730.1, SSPN1_55730.2
OG0004914	SGUI1_61340.1	SSPN1_63290.1, SSPN1_63290.3, SSPN1_63290.4, SSPN1_63290.2
OG0004915	SGUI1_21210.1, SGUI1_21210.2, SGUI1_21210.3	SSPN1_9690.1, SSPN1_9690.2
OG0004916	SGUI1_16610.1, SGUI1_16610.3, SGUI1_16610.2	SSPN1_13740.1
OG0004917	SGUI1_35390.1	SSPN1_35360.1, SSPN1_35360.2, SSPN1_35360.3, SSPN1_35360.4
OG0004918	SGUI1_86590.3, SGUI1_86590.1, SGUI1_86590.2	SSPN1_82910.1
OG0004919	SGUI1_52700.1	SSPN1_50810.1, SSPN1_50810.2
OG0004920	SGUI1_83250.1, SGUI1_83250.2	SSPN1_79670.1, SSPN1_79670.2
OG0004921	SGUI1_52230.1	SSPN1_50360.1
OG0004922	SGUI1_77720.1	SSPN1_74420.1
OG0004923	SGUI1_2120.1	SSPN1_2050.1
OG0004924	SGUI1_24840.1	SSPN1_24120.1, SSPN1_24120.2
OG0004925	SGUI1_56340.2, SGUI1_56340.1	SSPN1_54130.1
OG0004926	SGUI1_71750.1	SSPN1_68660.1
OG0004927	SGUI1_90820.1, SGUI1_90820.2	SSPN1_85690.1, SSPN1_85690.2
OG0004928	SGUI1_66650.1	SSPN1_58480.1, SSPN1_58480.2
OG0004929	SGUI1_54560.1	SSPN1_52560.1
OG0004930	SGUI1_80040.1	SSPN1_76610.1
OG0004931	SGUI1_42500.1	SSPN1_41170.1, SSPN1_41170.2, SSPN1_41170.3
OG0004932	SGUI1_21990.1	SSPN1_20850.1
OG0004935	SGUI1_35530.1	SSPN1_35230.1
OG0004936	SGUI1_91870.1, SGUI1_91870.2, SGUI1_91870.3	SSPN1_88060.1, SSPN1_88060.2
OG0004937	SGUI1_91860.1	SSPN1_88050.1
OG0004938	SGUI1_48070.1	SSPN1_46550.1, SSPN1_46550.2, SSPN1_46550.5, SSPN1_46550.4, SSPN1_46550.3
OG0004939	SGUI1_83500.1, SGUI1_83500.2	SSPN1_79920.1
OG0004940	SGUI1_52910.1, SGUI1_52910.3, SGUI1_52910.2	SSPN1_51020.1, SSPN1_51020.2
OG0004941	SGUI1_63720.1	SSPN1_60830.1, SSPN1_60830.3, SSPN1_60830.4, SSPN1_60830.5, SSPN1_60830.2
OG0004942	SGUI1_79180.1, SGUI1_66260.1	SSPN1_58850.1
OG0004943	SGUI1_60790.1	SSPN1_63880.2
OG0004944	SGUI1_57180.1	SSPN1_54870.1
OG0004945	SGUI1_31690.1	SSPN1_38950.1
OG0004947	SGUI1_35620.1	SSPN1_35170.1
OG0004948	SGUI1_35260.1, SGUI1_35260.2	SSPN1_35480.1
OG0004949	SGUI1_84570.1, SGUI1_84570.2	SSPN1_81040.1
OG0004950	SGUI1_46960.1	SSPN1_45470.1
OG0004951	SGUI1_48710.1	SSPN1_47100.5, SSPN1_47100.4, SSPN1_47100.3, SSPN1_47100.1, SSPN1_47100.6, SSPN1_47100.8, SSPN1_47100.7, SSPN1_47100.2
OG0004952	SGUI1_53230.1, SGUI1_53230.2, SGUI1_53230.3, SGUI1_53230.4	SSPN1_51360.1
OG0004953	SGUI1_66640.1, SGUI1_66640.2, SGUI1_66640.3	SSPN1_58490.1, SSPN1_58490.2
OG0004954	SGUI1_29590.1, SGUI1_29600.1	SSPN1_28790.1, SSPN1_28790.3, SSPN1_28790.2
OG0004955	SGUI1_27280.1	SSPN1_26470.1
OG0004956	SGUI1_25160.1	SSPN1_24400.1
OG0004957	SGUI1_11200.1	SSPN1_16700.1
OG0004958	SGUI1_11840.2, SGUI1_11840.1, SGUI1_11840.3, SGUI1_11840.4	SSPN1_17310.2, SSPN1_17310.5, SSPN1_17310.3, SSPN1_17310.1, SSPN1_17310.4
OG0004959	SGUI1_12470.1	SSPN1_17880.1, SSPN1_17880.2, SSPN1_17880.3
OG0004960	SGUI1_21750.1	SSPN1_21270.1
OG0004961	SGUI1_7210.1, SGUI1_7210.2	SSPN1_7640.1
OG0004963	SGUI1_27520.1, SGUI1_27520.3, SGUI1_27520.2	SSPN1_26690.1
OG0004971	SGUI1_37500.1	SSPN1_33380.1
OG0004972	SGUI1_6680.1	SSPN1_7160.1, SSPN1_7160.2, SSPN1_7160.3, SSPN1_7160.4
OG0004973	SGUI1_93650.1	SSPN1_89730.1
OG0004974	SGUI1_48940.1	SSPN1_47280.1
OG0004975	SGUI1_72200.1	SSPN1_69050.1
OG0004976	SGUI1_96470.1	SSPN1_92630.1
OG0004977	SGUI1_60720.1	SSPN1_63970.1, SSPN1_63970.2
OG0004978	SGUI1_57840.1, SGUI1_57850.1	SSPN1_55330.1, SSPN1_55340.1, SSPN1_55360.1, SSPN1_55350.1
OG0004979	SGUI1_55510.1	SSPN1_53400.1
OG0004980	SGUI1_30070.1	SSPN1_29240.1
OG0004981	SGUI1_62070.1	SSPN1_62540.1
OG0004982	SGUI1_86000.1	SSPN1_78340.1
OG0004983	SGUI1_83460.1	SSPN1_79880.2, SSPN1_79880.1
OG0004984	SGUI1_31210.1	SSPN1_30320.1
OG0004985	SGUI1_76790.1	SSPN1_73510.1, SSPN1_73510.3, SSPN1_73510.4, SSPN1_73510.2
OG0004986	SGUI1_29960.1	SSPN1_29130.1, SSPN1_29130.2
OG0004987	SGUI1_45250.1	SSPN1_43830.1
OG0004988	SGUI1_4100.1	SSPN1_4050.1, SSPN1_4050.2, SSPN1_4050.3
OG0004989	SGUI1_70230.1	SSPN1_67210.1
OG0004990	SGUI1_18720.1, SGUI1_18720.2	SSPN1_11910.1
OG0004991	SGUI1_4830.1, SGUI1_4830.2	SSPN1_5030.1
OG0004992	SGUI1_84510.1	SSPN1_80970.1
OG0004993	SGUI1_44080.1	SSPN1_42680.1, SSPN1_42680.2
OG0004994	SGUI1_47880.1, SGUI1_47880.2	SSPN1_46360.1
OG0004995	SGUI1_40140.1, SGUI1_40140.2, SGUI1_40140.3, SGUI1_40140.4	SSPN1_30770.1
OG0004996	SGUI1_65760.1	SSPN1_59270.1
OG0004997	SGUI1_82580.1	SSPN1_78310.1
OG0004998	SGUI1_4550.1	SSPN1_4650.1
OG0004999	SGUI1_90790.1	SSPN1_85720.1, SSPN1_85720.2
OG0005000	SGUI1_56180.1	SSPN1_53960.1, SSPN1_53960.4, SSPN1_53960.2, SSPN1_53960.3
OG0005001	SGUI1_84150.1	SSPN1_80560.1, SSPN1_80560.2, SSPN1_80560.3, SSPN1_80560.4
OG0005002	SGUI1_4040.1	SSPN1_3990.1
OG0005003	SGUI1_26160.1, SGUI1_26160.2	SSPN1_25320.1
OG0005004	SGUI1_61950.1, SGUI1_61960.1, SGUI1_61970.1	SSPN1_62650.1, SSPN1_62660.1
OG0005005	SGUI1_38290.1	SSPN1_32600.1, SSPN1_32600.2
OG0005006	SGUI1_62770.1	SSPN1_61830.1, SSPN1_61830.2
OG0005007	SGUI1_39750.1, SGUI1_39740.1	SSPN1_31200.1
OG0005008	SGUI1_88520.1	SSPN1_84950.1
OG0005009	SGUI1_34160.1	SSPN1_36580.1
OG0005010	SGUI1_28890.1	SSPN1_28090.1
OG0005011	SGUI1_28030.1	SSPN1_27240.1
OG0005012	SGUI1_24170.1	SSPN1_23510.1
OG0005013	SGUI1_36790.1	SSPN1_34070.1
OG0005014	SGUI1_82640.2, SGUI1_82640.3, SGUI1_82640.4	SSPN1_79100.1
OG0005015	SGUI1_36230.1	SSPN1_34610.1
OG0005016	SGUI1_58790.1, SGUI1_58790.2	SSPN1_56430.1
OG0005017	SGUI1_95060.1	SSPN1_91180.1
OG0005018	SGUI1_24500.1	SSPN1_23830.1, SSPN1_23830.3
OG0005019	SGUI1_86670.1	SSPN1_82820.1
OG0005020	SGUI1_44980.1	SSPN1_43520.1
OG0005021	SGUI1_48970.1	SSPN1_47310.1, SSPN1_47310.3, SSPN1_47310.2
OG0005022	SGUI1_24700.1	SSPN1_23990.1
OG0005023	SGUI1_86530.1	SSPN1_82970.1
OG0005024	SGUI1_14520.1	SSPN1_15820.1
OG0005025	SGUI1_12250.1, SGUI1_12250.2	SSPN1_17700.1
OG0005026	SGUI1_63810.1	SSPN1_60750.1, SSPN1_60740.1
OG0005027	SGUI1_31260.1	SSPN1_30360.1
OG0005028	SGUI1_89400.1, SGUI1_89400.2, SGUI1_89400.3, SGUI1_89400.4	SSPN1_87070.1, SSPN1_87070.2
OG0005029	SGUI1_85970.1	SSPN1_78360.1
OG0005030	SGUI1_24010.1	SSPN1_23350.1
OG0005031	SGUI1_28120.1	SSPN1_27340.1
OG0005032	SGUI1_23950.1	SSPN1_23280.1, SSPN1_23280.2, SSPN1_23280.3, SSPN1_23280.4
OG0005033	SGUI1_18400.1, SGUI1_18400.2	SSPN1_11580.1, SSPN1_11580.2, SSPN1_11580.3
OG0005034	SGUI1_8020.1	SSPN1_8520.1
OG0005035	SGUI1_58750.1	SSPN1_56390.1
OG0005036	SGUI1_60960.1	SSPN1_63660.1
OG0005037	SGUI1_33810.1	SSPN1_36940.1
OG0005038	SGUI1_52550.1	SSPN1_50670.2
OG0005038	SGUI1_52550.1	SSPN1_50670.3
OG0005039	SGUI1_59020.1, SGUI1_59020.2	SSPN1_56750.1
OG0005040	SGUI1_54800.1	SSPN1_52760.1
OG0005042	SGUI1_32350.1	SSPN1_38310.1
OG0005043	SGUI1_63910.1	SSPN1_60640.1
OG0005044	SGUI1_85510.1, SGUI1_85510.2	SSPN1_82210.1
OG0005045	SGUI1_39670.1	SSPN1_31250.1, SSPN1_31250.2, SSPN1_31250.3
OG0005046	SGUI1_57020.1	SSPN1_54810.1
OG0005047	SGUI1_96710.1	SSPN1_92920.1, SSPN1_92920.2
OG0005048	SGUI1_390.1	SSPN1_710.1
OG0005049	SGUI1_86450.1	SSPN1_83020.1, SSPN1_83020.2
OG0005050	SGUI1_14020.1	SSPN1_16300.1
OG0005051	SGUI1_8510.1	SSPN1_9090.1
OG0005052	SGUI1_90450.1	SSPN1_86020.1
OG0005053	SGUI1_35180.1	SSPN1_35560.1
OG0005054	SGUI1_93510.1	SSPN1_89600.1, SSPN1_89600.2
OG0005055	SGUI1_2020.1	SSPN1_1940.1
OG0005056	SGUI1_28370.1	SSPN1_27590.1
OG0005057	SGUI1_41580.1	SSPN1_40310.1
OG0005058	SGUI1_52660.1	SSPN1_50770.1
OG0005059	SGUI1_15490.1	SSPN1_14830.1
OG0005060	SGUI1_32000.1, SGUI1_32000.2	SSPN1_38620.1, SSPN1_38620.2
OG0005061	SGUI1_92800.1	SSPN1_88990.1
OG0005062	SGUI1_30360.1	SSPN1_29490.3, SSPN1_29490.1, SSPN1_29490.4, SSPN1_29490.2
OG0005063	SGUI1_43220.1, SGUI1_43220.2	SSPN1_41850.1
OG0005064	SGUI1_81670.1	SSPN1_78610.1
OG0005065	SGUI1_11280.1, SGUI1_11280.2	SSPN1_16790.1
OG0005067	SGUI1_36110.1	SSPN1_34720.1
OG0005068	SGUI1_71550.1	SSPN1_68480.2, SSPN1_68480.1, SSPN1_68480.3, SSPN1_68480.4
OG0005069	SGUI1_29550.1	SSPN1_28740.1
OG0005070	SGUI1_7590.1	SSPN1_8060.1
OG0005071	SGUI1_24710.1, SGUI1_24710.2	SSPN1_24000.1
OG0005072	SGUI1_29850.1	SSPN1_29020.1
OG0005073	SGUI1_3130.1	SSPN1_3060.1
OG0005074	SGUI1_8140.1	SSPN1_8710.1
OG0005075	SGUI1_50370.1	SSPN1_48610.1
OG0005076	SGUI1_33180.1	SSPN1_37530.1
