Orthogroup	schistosoma_guineensis	schistosoma_bovis
OG0004893	SGUI1_19030.1	SBOV2_18870.1, SBOV2_18870.2
OG0004894	SGUI1_56970.1	SBOV2_56040.1
OG0004895	SGUI1_92660.1	SBOV2_91290.1
OG0004896	SGUI1_38600.1, SGUI1_38600.2	SBOV2_29000.2, SBOV2_29000.1
OG0004897	SGUI1_9660.1	SBOV2_10220.1, SBOV2_10220.2
OG0004898	SGUI1_46860.1	SBOV2_46260.1
OG0004899	SGUI1_47770.1	SBOV2_47140.1
OG0004900	SGUI1_26970.1, SGUI1_26970.2, SGUI1_26970.3	SBOV2_40330.1, SBOV2_40330.2
OG0004901	SGUI1_47570.24, SGUI1_47690.1	SBOV2_47050.1, SBOV2_47050.2
OG0004902	SGUI1_36930.1	SBOV2_30610.1, SBOV2_30610.2
OG0004903	SGUI1_63680.1	SBOV2_62840.1
OG0004904	SGUI1_65020.1	SBOV2_64140.1
OG0004905	SGUI1_13200.1	SBOV2_13500.1
OG0004906	SGUI1_11990.1	SBOV2_12650.1
OG0004907	SGUI1_59740.1, SGUI1_59740.2	SBOV2_58880.1
OG0004908	SGUI1_29110.2, SGUI1_29110.3, SGUI1_29110.1, SGUI1_29110.4	SBOV2_38220.1, SBOV2_38220.2
OG0004909	SGUI1_11590.1	SBOV2_12270.1
OG0004910	SGUI1_19860.1	SBOV2_20330.1
OG0004910	SGUI1_19860.1	SBOV2_20330.2
OG0004911	SGUI1_800.1	SBOV2_820.1, SBOV2_820.2
OG0004912	SGUI1_90100.1, SGUI1_90100.2	SBOV2_88480.1
OG0004913	SGUI1_57960.1	SBOV2_57010.1
OG0004914	SGUI1_61340.1	SBOV2_60490.1, SBOV2_60490.2, SBOV2_60490.3, SBOV2_60490.4, SBOV2_60490.5
OG0004915	SGUI1_21210.1, SGUI1_21210.2, SGUI1_21210.3	SBOV2_21080.1
OG0004916	SGUI1_16610.1, SGUI1_16610.3, SGUI1_16610.2	SBOV2_16510.2, SBOV2_16510.1
OG0004917	SGUI1_35390.1	SBOV2_32120.1
OG0004918	SGUI1_86590.1	SBOV2_85390.1
OG0004918	SGUI1_86590.2	SBOV2_85390.1
OG0004919	SGUI1_52700.1	SBOV2_53020.1
OG0004920	SGUI1_83250.1, SGUI1_83250.2	SBOV2_81900.1, SBOV2_81900.3, SBOV2_81900.2
OG0004921	SGUI1_52230.1	SBOV2_53460.1, SBOV2_53460.2, SBOV2_53460.3
OG0004922	SGUI1_77720.1	SBOV2_76310.1
OG0004923	SGUI1_2120.1	SBOV2_2130.1
OG0004924	SGUI1_24840.1	SBOV2_24650.1
OG0004925	SGUI1_56340.2, SGUI1_56340.1	SBOV2_55370.1
OG0004926	SGUI1_71750.1	SBOV2_70770.1
OG0004927	SGUI1_90820.1, SGUI1_90820.2	SBOV2_87740.1, SBOV2_87740.2
OG0004928	SGUI1_66650.1	SBOV2_65900.1
OG0004929	SGUI1_54560.1	SBOV2_51270.1, SBOV2_51270.2, SBOV2_51270.3, SBOV2_51270.4
OG0004930	SGUI1_80040.1	SBOV2_78650.1
OG0004931	SGUI1_42500.1	SBOV2_41660.1
OG0004932	SGUI1_21990.1	SBOV2_21800.1
OG0004934	SGUI1_44190.1	SBOV2_43430.8, SBOV2_43430.9, SBOV2_43430.4, SBOV2_43430.7, SBOV2_43430.3, SBOV2_43430.6, SBOV2_43430.5, SBOV2_43430.1, SBOV2_43430.10, SBOV2_43430.2
OG0004935	SGUI1_35530.1	SBOV2_31990.1, SBOV2_31990.2, SBOV2_31990.3
OG0004936	SGUI1_91870.1	SBOV2_90510.1
OG0004936	SGUI1_91870.1	SBOV2_90510.2
OG0004937	SGUI1_91860.1	SBOV2_90500.4, SBOV2_90500.6, SBOV2_90500.3, SBOV2_90500.5, SBOV2_90500.1, SBOV2_90500.2, SBOV2_90500.7
OG0004938	SGUI1_48070.1	SBOV2_47460.1
OG0004939	SGUI1_83500.1, SGUI1_83500.2	SBOV2_82170.1, SBOV2_82170.2
OG0004940	SGUI1_52910.1, SGUI1_52910.3, SGUI1_52910.2	SBOV2_52830.1, SBOV2_52830.2
OG0004941	SGUI1_63720.1	SBOV2_62870.1
OG0004942	SGUI1_66260.1	SBOV2_65440.1, SBOV2_65440.2, SBOV2_65440.3
OG0004943	SGUI1_60790.1	SBOV2_59940.1
OG0004944	SGUI1_57180.1	SBOV2_56460.1
OG0004945	SGUI1_31690.1	SBOV2_35720.2, SBOV2_35720.1, SBOV2_35720.3
OG0004946	SGUI1_36290.1	SBOV2_31280.1
OG0004947	SGUI1_35620.1	SBOV2_31930.1
OG0004948	SGUI1_35260.1, SGUI1_35260.2	SBOV2_32240.1
OG0004949	SGUI1_84570.1, SGUI1_84570.2	SBOV2_83350.1, SBOV2_83350.2
OG0004950	SGUI1_46960.1	SBOV2_46370.1
OG0004951	SGUI1_48710.1	SBOV2_48060.1, SBOV2_48060.2, SBOV2_48060.3
OG0004952	SGUI1_53230.4	SBOV2_52530.1
OG0004953	SGUI1_66640.1, SGUI1_66640.2, SGUI1_66640.3	SBOV2_65890.1
OG0004954	SGUI1_29590.1	SBOV2_37750.1
OG0004955	SGUI1_27280.1	SBOV2_40020.1
OG0004956	SGUI1_25160.1	SBOV2_24950.3, SBOV2_24950.1, SBOV2_24950.2
OG0004957	SGUI1_11200.1	SBOV2_11940.2, SBOV2_11940.1, SBOV2_11940.3
OG0004958	SGUI1_11840.2, SGUI1_11840.1, SGUI1_11840.3	SBOV2_12490.1
OG0004959	SGUI1_12470.1	SBOV2_13030.1, SBOV2_13030.2
OG0004960	SGUI1_21750.1	SBOV2_21560.1
OG0004961	SGUI1_7210.1, SGUI1_7210.2	SBOV2_7730.1
OG0004962	SGUI1_86570.1, SGUI1_16590.1, SGUI1_9650.1	SBOV2_40720.1, SBOV2_2540.1, SBOV2_84440.1
OG0004963	SGUI1_27520.1, SGUI1_27520.3, SGUI1_27520.2	SBOV2_39790.1
OG0004971	SGUI1_37500.1	SBOV2_30070.2, SBOV2_30070.1, SBOV2_30070.3
OG0004972	SGUI1_6680.1	SBOV2_6950.1
OG0004973	SGUI1_93650.1	SBOV2_92250.1
OG0004974	SGUI1_48940.1	SBOV2_48270.1
OG0004975	SGUI1_72200.1	SBOV2_71180.1
OG0004976	SGUI1_96470.1	SBOV2_95450.1
OG0004977	SGUI1_60720.1	SBOV2_59870.2, SBOV2_59870.3, SBOV2_59870.1
OG0004978	SGUI1_57840.1, SGUI1_57850.1	SBOV2_56910.1, SBOV2_56920.1
OG0004979	SGUI1_55510.1	SBOV2_50320.1
OG0004980	SGUI1_30070.1	SBOV2_37300.1
OG0004981	SGUI1_62070.1	SBOV2_61240.1
OG0004982	SGUI1_86000.1	SBOV2_84860.1
OG0004983	SGUI1_83460.1	SBOV2_82130.1, SBOV2_82130.2
OG0004984	SGUI1_31210.1	SBOV2_36200.1
OG0004985	SGUI1_76790.1	SBOV2_75420.1, SBOV2_75420.2
OG0004986	SGUI1_29960.1	SBOV2_37420.1
OG0004987	SGUI1_45250.1	SBOV2_44560.2, SBOV2_44560.1
OG0004988	SGUI1_4100.1	SBOV2_4190.1
OG0004989	SGUI1_70230.1	SBOV2_69330.1
OG0004990	SGUI1_18720.1, SGUI1_18720.2	SBOV2_18540.1
OG0004991	SGUI1_4830.1, SGUI1_4830.2	SBOV2_5130.1, SBOV2_5130.2
OG0004992	SGUI1_84510.1	SBOV2_83290.1
OG0004993	SGUI1_44080.1	SBOV2_43090.1
OG0004994	SGUI1_47880.1, SGUI1_47880.2	SBOV2_47240.1
OG0004995	SGUI1_40140.3, SGUI1_40140.4	SBOV2_27610.1
OG0004996	SGUI1_65760.1	SBOV2_64900.2, SBOV2_64900.5, SBOV2_64900.3, SBOV2_64900.4, SBOV2_64900.1
OG0004997	SGUI1_82580.1	SBOV2_79830.1
OG0004998	SGUI1_4550.1	SBOV2_4790.1, SBOV2_4790.2
OG0004999	SGUI1_90790.1	SBOV2_87760.2
OG0005000	SGUI1_56180.1	SBOV2_55220.1, SBOV2_55220.3, SBOV2_55220.2
OG0005001	SGUI1_84150.1	SBOV2_82900.1, SBOV2_82900.2, SBOV2_82900.3
OG0005002	SGUI1_4040.1	SBOV2_4110.1, SBOV2_4110.2, SBOV2_4110.3
OG0005003	SGUI1_26160.1, SGUI1_26160.2	SBOV2_41160.1
OG0005004	SGUI1_61950.1, SGUI1_61960.1, SGUI1_61970.1	SBOV2_61140.1
OG0005005	SGUI1_38290.1	SBOV2_29310.1
OG0005006	SGUI1_62770.1	SBOV2_61880.1
OG0005007	SGUI1_39750.1, SGUI1_39740.1	SBOV2_28000.1
OG0005008	SGUI1_88520.1	SBOV2_87260.1, SBOV2_87260.2
OG0005009	SGUI1_34160.1	SBOV2_33320.1
OG0005010	SGUI1_28890.1	SBOV2_38420.1
OG0005011	SGUI1_28030.1	SBOV2_39260.1, SBOV2_39260.2
OG0005012	SGUI1_24170.1	SBOV2_23940.1
OG0005013	SGUI1_36790.1	SBOV2_30770.1
OG0005014	SGUI1_82640.2, SGUI1_82640.3, SGUI1_82640.4	SBOV2_81350.1, SBOV2_81350.3
OG0005014	SGUI1_82640.1	SBOV2_81350.2
OG0005015	SGUI1_36230.1	SBOV2_31330.1
OG0005016	SGUI1_58790.1, SGUI1_58790.2	SBOV2_57910.1
OG0005017	SGUI1_95060.1	SBOV2_93720.1
OG0005018	SGUI1_24500.1	SBOV2_24260.1
OG0005019	SGUI1_86670.1	SBOV2_85470.1
OG0005020	SGUI1_44980.1	SBOV2_44250.1
OG0005021	SGUI1_48970.1	SBOV2_48300.1
OG0005022	SGUI1_24700.1	SBOV2_24490.1
OG0005023	SGUI1_86530.1	SBOV2_85330.1
OG0005025	SGUI1_12250.1, SGUI1_12250.2	SBOV2_12860.2, SBOV2_12860.4, SBOV2_12860.1, SBOV2_12860.3
OG0005026	SGUI1_63810.1	SBOV2_62950.1
OG0005027	SGUI1_31260.1	SBOV2_36160.1
OG0005028	SGUI1_89400.1, SGUI1_89400.2, SGUI1_89400.3, SGUI1_89400.4	SBOV2_89180.1, SBOV2_89180.2
OG0005029	SGUI1_85970.1	SBOV2_84880.1, SBOV2_84880.2, SBOV2_84880.3
OG0005030	SGUI1_24010.1	SBOV2_23760.1
OG0005031	SGUI1_28120.1	SBOV2_39160.1
OG0005032	SGUI1_23950.1	SBOV2_23690.1
OG0005033	SGUI1_18400.1, SGUI1_18400.2	SBOV2_18190.1
OG0005034	SGUI1_8020.1	SBOV2_8480.1
OG0005036	SGUI1_60960.1	SBOV2_60110.1
OG0005038	SGUI1_52550.1	SBOV2_53170.1
OG0005039	SGUI1_59020.1	SBOV2_58220.1
OG0005039	SGUI1_59020.2	SBOV2_58220.2
OG0005040	SGUI1_54800.1	SBOV2_51040.1
OG0005041	SGUI1_58130.1	SBOV2_57280.1
OG0005042	SGUI1_32350.1	SBOV2_35060.1, SBOV2_35060.3
OG0005043	SGUI1_63910.1	SBOV2_63070.2
OG0005044	SGUI1_85510.1, SGUI1_85510.2	SBOV2_84360.2, SBOV2_84360.3, SBOV2_84360.1
OG0005045	SGUI1_39670.1	SBOV2_28050.1, SBOV2_28050.2
OG0005046	SGUI1_57020.1	SBOV2_56090.1, SBOV2_56090.2
OG0005047	SGUI1_96710.1	SBOV2_95750.5, SBOV2_95750.3, SBOV2_95750.1, SBOV2_95750.4
OG0005048	SGUI1_390.1	SBOV2_360.1
OG0005049	SGUI1_86450.1	SBOV2_85270.2, SBOV2_85270.1
OG0005050	SGUI1_14020.1	SBOV2_14020.1
OG0005051	SGUI1_8510.1	SBOV2_9030.1
OG0005052	SGUI1_90450.1	SBOV2_88100.1, SBOV2_88100.2
OG0005053	SGUI1_35180.1	SBOV2_32340.1
OG0005054	SGUI1_93510.1	SBOV2_92140.1
OG0005055	SGUI1_2020.1	SBOV2_2030.1
OG0005056	SGUI1_28370.1	SBOV2_38910.1
OG0005057	SGUI1_41580.1	SBOV2_26270.1
OG0005058	SGUI1_52660.1	SBOV2_53070.1, SBOV2_53060.1
OG0005059	SGUI1_15490.1	SBOV2_15470.1
OG0005060	SGUI1_32000.1	SBOV2_35410.1
OG0005061	SGUI1_92800.1	SBOV2_91440.1, SBOV2_91440.2, SBOV2_91440.3, SBOV2_91440.4
OG0005062	SGUI1_30360.1	SBOV2_37040.1
OG0005063	SGUI1_43220.1, SGUI1_43220.2	SBOV2_42450.1
OG0005064	SGUI1_81670.1	SBOV2_80760.1
OG0005065	SGUI1_11280.1, SGUI1_11280.2	SBOV2_12010.1, SBOV2_12010.2
OG0005066	SGUI1_78170.1, SGUI1_78170.2, SGUI1_78170.3	SBOV2_76770.1, SBOV2_76770.2, SBOV2_76770.3, SBOV2_76770.4, SBOV2_76770.5, SBOV2_76770.6, SBOV2_76770.7
OG0005067	SGUI1_36110.1	SBOV2_31450.1
OG0005068	SGUI1_71550.1	SBOV2_70580.1
OG0005069	SGUI1_29550.1	SBOV2_37800.1, SBOV2_37800.2
OG0005070	SGUI1_7590.1	SBOV2_7300.1, SBOV2_7300.2
OG0005071	SGUI1_24710.1, SGUI1_24710.2	SBOV2_24500.1
OG0005072	SGUI1_29850.1	SBOV2_37520.1
OG0005073	SGUI1_3130.1	SBOV2_3180.1
OG0005074	SGUI1_8140.1	SBOV2_8660.1
OG0005075	SGUI1_50370.1	SBOV2_49590.1
OG0005075	SGUI1_95550.1	SBOV2_94230.1, SBOV2_94230.2
OG0005076	SGUI1_33180.1	SBOV2_34240.1
OG0005077	SGUI1_55780.1	SBOV2_50050.1
OG0005078	SGUI1_71440.1	SBOV2_70440.1
OG0005079	SGUI1_37360.2, SGUI1_37360.3, SGUI1_37360.1	SBOV2_30220.1
OG0005080	SGUI1_7690.2	SBOV2_7160.1
OG0005081	SGUI1_7730.1, SGUI1_7730.2, SGUI1_7730.3, SGUI1_7730.4	SBOV2_7120.1, SBOV2_7120.2, SBOV2_7120.3
OG0005082	SGUI1_33490.1	SBOV2_33920.2, SBOV2_33920.1
OG0005083	SGUI1_42870.1	SBOV2_42060.1
OG0005084	SGUI1_95620.1	SBOV2_94300.1
OG0005084	SGUI1_95620.2	SBOV2_94300.1
OG0005084	SGUI1_95620.1	SBOV2_94300.2
OG0005084	SGUI1_95620.2	SBOV2_94300.2
OG0005085	SGUI1_11320.1	SBOV2_12050.1
OG0005086	SGUI1_69110.1	SBOV2_68300.1, SBOV2_68300.2
OG0005087	SGUI1_74240.1, SGUI1_74240.2	SBOV2_73080.1
OG0005088	SGUI1_6750.1	SBOV2_7020.1
OG0005089	SGUI1_75500.1	SBOV2_74220.1, SBOV2_74220.2
OG0005090	SGUI1_65330.1	SBOV2_64460.1, SBOV2_64460.2, SBOV2_64460.3
OG0005091	SGUI1_12030.1	SBOV2_12700.2, SBOV2_12700.1, SBOV2_12700.4, SBOV2_12700.5, SBOV2_12700.3
OG0005092	SGUI1_24790.1	SBOV2_24590.1
OG0005093	SGUI1_38070.1	SBOV2_29500.2, SBOV2_29500.1, SBOV2_29500.3
OG0005094	SGUI1_76390.1	SBOV2_75010.1
OG0005095	SGUI1_3930.1	SBOV2_3990.1, SBOV2_3990.2
OG0005097	SGUI1_94860.1	SBOV2_93500.1
OG0005098	SGUI1_55690.1	SBOV2_50140.1
OG0005099	SGUI1_91610.1	SBOV2_90260.1
OG0005099	SGUI1_91610.1	SBOV2_90260.2
OG0005100	SGUI1_92520.1, SGUI1_92520.2	SBOV2_91180.1, SBOV2_91180.2
OG0005101	SGUI1_51510.1	SBOV2_54170.1, SBOV2_54170.2
OG0005102	SGUI1_61120.2, SGUI1_61120.1	SBOV2_60270.1
OG0005103	SGUI1_75170.2	SBOV2_73900.2
OG0005103	SGUI1_75170.1	SBOV2_73900.1, SBOV2_73900.3
OG0005104	SGUI1_46230.1, SGUI1_46230.2	SBOV2_45510.1, SBOV2_45510.2, SBOV2_45590.1, SBOV2_45590.2
OG0005105	SGUI1_76510.1, SGUI1_76510.2	SBOV2_75130.1
OG0005106	SGUI1_52390.1	SBOV2_53320.1, SBOV2_53320.2
OG0005107	SGUI1_30770.1	SBOV2_36630.3
OG0005108	SGUI1_85290.1	SBOV2_84120.1
OG0005109	SGUI1_83290.1	SBOV2_81930.1
OG0005110	SGUI1_18990.1, SGUI1_18990.2	SBOV2_18830.1
OG0005111	SGUI1_54020.1, SGUI1_54020.2	SBOV2_51800.1, SBOV2_51800.2
OG0005112	SGUI1_96920.1, SGUI1_1130.1	SBOV2_1160.1
OG0005113	SGUI1_71630.1	SBOV2_70650.1
OG0005114	SGUI1_8050.1	SBOV2_8530.1, SBOV2_8530.2, SBOV2_8530.3
OG0005115	SGUI1_61500.1	SBOV2_60650.2, SBOV2_60650.3, SBOV2_60650.1
OG0005116	SGUI1_43520.1	SBOV2_42750.1
OG0005117	SGUI1_780.1	SBOV2_810.1, SBOV2_810.2
OG0005118	SGUI1_91930.1	SBOV2_90570.1
OG0005119	SGUI1_68300.1	SBOV2_67490.1, SBOV2_67480.1
OG0005120	SGUI1_85300.1	SBOV2_84130.1
OG0005121	SGUI1_72930.1	SBOV2_71890.1
OG0005122	SGUI1_92570.1	SBOV2_91200.1, SBOV2_91230.1
OG0005123	SGUI1_68750.1	SBOV2_67940.1
OG0005124	SGUI1_1270.1, SGUI1_1270.2	SBOV2_1320.1
OG0005125	SGUI1_1740.1	SBOV2_1770.1
OG0005126	SGUI1_59620.1	SBOV2_58770.1
OG0005127	SGUI1_33100.1	SBOV2_34330.1
OG0005128	SGUI1_58610.1, SGUI1_58610.2	SBOV2_57710.1, SBOV2_57710.2
OG0005130	SGUI1_21570.1	SBOV2_21370.3, SBOV2_21370.1, SBOV2_21370.2
OG0005131	SGUI1_48110.1	SBOV2_47490.1
OG0005132	SGUI1_16630.1, SGUI1_16630.2	SBOV2_16540.1, SBOV2_16540.2, SBOV2_16540.3
OG0005133	SGUI1_55100.1	SBOV2_50690.1
OG0005134	SGUI1_51030.1	SBOV2_54580.1
OG0005135	SGUI1_43090.1	SBOV2_42280.1
OG0005135	SGUI1_43090.2	SBOV2_42280.1
OG0005136	SGUI1_77380.1	SBOV2_75990.2, SBOV2_75990.1
OG0005137	SGUI1_81080.1	SBOV2_79640.1
OG0005138	SGUI1_17320.1	SBOV2_17220.1
OG0005139	SGUI1_32380.1, SGUI1_32380.3, SGUI1_32380.5, SGUI1_32380.4, SGUI1_32380.2	SBOV2_35030.2, SBOV2_35030.4, SBOV2_35030.1, SBOV2_35030.3
OG0005140	SGUI1_25180.1	SBOV2_24980.1
OG0005141	SGUI1_95180.1	SBOV2_93830.2, SBOV2_93830.1
OG0005143	SGUI1_33450.1, SGUI1_33450.2, SGUI1_33450.3	SBOV2_33960.1, SBOV2_33960.2, SBOV2_33960.3
OG0005144	SGUI1_74370.1	SBOV2_73210.1
OG0005145	SGUI1_4490.1	SBOV2_4720.1
OG0005147	SGUI1_51070.1	SBOV2_54540.1
OG0005148	SGUI1_54380.1	SBOV2_51460.1
OG0005149	SGUI1_9030.1	SBOV2_9590.2, SBOV2_9590.5, SBOV2_9590.3, SBOV2_9590.4
OG0005150	SGUI1_31900.1	SBOV2_35530.1
OG0005151	SGUI1_81330.1	SBOV2_81140.1
OG0005151	SGUI1_81330.1	SBOV2_81140.2
OG0005151	SGUI1_81330.1	SBOV2_81140.3
OG0005152	SGUI1_7380.1	SBOV2_7530.1
OG0005153	SGUI1_88860.1	SBOV2_89630.1
OG0005154	SGUI1_56130.1, SGUI1_56130.2	SBOV2_55170.1, SBOV2_55170.2
OG0005155	SGUI1_5610.1	SBOV2_5850.2, SBOV2_5850.1, SBOV2_5850.4, SBOV2_5850.3
OG0005156	SGUI1_72290.1	SBOV2_71490.1, SBOV2_71260.1
OG0005157	SGUI1_200.1, SGUI1_200.2	SBOV2_130.1, SBOV2_130.2
OG0005158	SGUI1_87000.1, SGUI1_87000.2	SBOV2_85720.1, SBOV2_85720.2, SBOV2_85720.3
OG0005159	SGUI1_43480.1, SGUI1_43480.2	SBOV2_42720.1
OG0005160	SGUI1_42290.1	SBOV2_41460.1, SBOV2_41460.2, SBOV2_41460.3
OG0005160	SGUI1_42280.1	SBOV2_25610.1
OG0005161	SGUI1_29440.1	SBOV2_37930.1
OG0005162	SGUI1_6330.1, SGUI1_6330.2	SBOV2_6590.1
OG0005163	SGUI1_78280.1, SGUI1_78280.2, SGUI1_78280.3	SBOV2_76890.1
OG0005164	SGUI1_23530.1, SGUI1_23170.1, SGUI1_23170.2	SBOV2_23370.1
OG0005165	SGUI1_93630.1	SBOV2_92230.1
OG0005166	SGUI1_48440.1	SBOV2_47830.1
OG0005167	SGUI1_80820.1, SGUI1_80820.2	SBOV2_79380.1
OG0005168	SGUI1_49180.1, SGUI1_49180.2	SBOV2_48500.1, SBOV2_48500.2
OG0005169	SGUI1_44450.1	SBOV2_43710.1, SBOV2_43710.2, SBOV2_43710.3, SBOV2_43710.4, SBOV2_43710.5
OG0005170	SGUI1_43760.1, SGUI1_43760.2	SBOV2_43020.4, SBOV2_43020.2, SBOV2_43020.1, SBOV2_43020.3
OG0005171	SGUI1_4980.1	SBOV2_5280.1
OG0005172	SGUI1_51860.2	SBOV2_53830.1
OG0005172	SGUI1_51860.1	SBOV2_53830.2, SBOV2_53830.3
OG0005173	SGUI1_94140.1, SGUI1_94140.2, SGUI1_94140.3	SBOV2_92730.3, SBOV2_92730.4, SBOV2_92730.1, SBOV2_92730.2
OG0005174	SGUI1_86770.1	SBOV2_85550.1
OG0005175	SGUI1_96190.1	SBOV2_94870.1
OG0005176	SGUI1_43410.1	SBOV2_42660.1, SBOV2_42660.2
OG0005177	SGUI1_78500.1	SBOV2_77090.1
OG0005178	SGUI1_67060.1	SBOV2_66300.1
OG0005179	SGUI1_83810.1	SBOV2_82470.1, SBOV2_82470.2, SBOV2_82470.3, SBOV2_82470.4
OG0005180	SGUI1_19620.1, SGUI1_19620.2	SBOV2_20580.1
OG0005181	SGUI1_82900.1, SGUI1_82900.2	SBOV2_81550.1, SBOV2_81550.2, SBOV2_81550.3
OG0005182	SGUI1_45510.1	SBOV2_44860.1
OG0005183	SGUI1_58690.1	SBOV2_57810.1
OG0005184	SGUI1_60590.1	SBOV2_59710.1
OG0005185	SGUI1_71910.1	SBOV2_70930.1
OG0005186	SGUI1_64430.1	SBOV2_63480.1
OG0005187	SGUI1_1070.1	SBOV2_1120.1
OG0005188	SGUI1_87190.1	SBOV2_85950.1
OG0005189	SGUI1_28650.3, SGUI1_28650.1, SGUI1_28650.2	SBOV2_38640.1
OG0005190	SGUI1_74250.1	SBOV2_73090.1
OG0005191	SGUI1_79940.1	SBOV2_78540.1
OG0005192	SGUI1_77840.1	SBOV2_76420.3, SBOV2_76420.1, SBOV2_76420.2, SBOV2_76420.4
OG0005193	SGUI1_81210.1	SBOV2_81260.1
OG0005194	SGUI1_78540.1	SBOV2_77140.1
OG0005195	SGUI1_36280.1	SBOV2_31300.1, SBOV2_31300.2, SBOV2_31300.3
OG0005196	SGUI1_58460.1, SGUI1_58460.2	SBOV2_57570.2, SBOV2_57570.1
OG0005197	SGUI1_14120.1, SGUI1_14120.2, SGUI1_14120.3, SGUI1_14120.4	SBOV2_14120.1
OG0005198	SGUI1_46630.2, SGUI1_46630.1, SGUI1_46630.3, SGUI1_46630.4	SBOV2_46070.1
OG0005199	SGUI1_87180.1, SGUI1_87180.3	SBOV2_85940.1
OG0005200	SGUI1_50630.1	SBOV2_49820.1
OG0005201	SGUI1_83240.1, SGUI1_83240.2	SBOV2_81890.1
OG0005202	SGUI1_24740.1	SBOV2_24550.1
OG0005203	SGUI1_40570.1	SBOV2_27220.1
OG0005204	SGUI1_15920.1, SGUI1_15920.2	SBOV2_15900.1
OG0005205	SGUI1_3740.1	SBOV2_3770.1
OG0005206	SGUI1_52460.1, SGUI1_52460.2	SBOV2_53250.1, SBOV2_53250.2
OG0005207	SGUI1_83130.1	SBOV2_81770.2
OG0005208	SGUI1_55030.1	SBOV2_50810.1, SBOV2_50810.2, SBOV2_50810.3
OG0005209	SGUI1_69720.1	SBOV2_68890.2, SBOV2_68890.3
OG0005210	SGUI1_17160.1	SBOV2_17050.1, SBOV2_17050.2
OG0005211	SGUI1_54870.1	SBOV2_50960.1, SBOV2_50960.2
OG0005212	SGUI1_7940.1	SBOV2_8370.1
OG0005213	SGUI1_97180.1, SGUI1_97180.2	SBOV2_82420.1, SBOV2_82420.2
OG0005215	SGUI1_75360.1	SBOV2_74060.1, SBOV2_74060.2
OG0005216	SGUI1_2100.1	SBOV2_2110.1
OG0005217	SGUI1_77210.1, SGUI1_77210.3, SGUI1_77210.2, SGUI1_77210.4	SBOV2_75840.1
OG0005218	SGUI1_89040.1	SBOV2_89460.1
OG0005219	SGUI1_8110.1	SBOV2_8630.1
OG0005221	SGUI1_38920.1	SBOV2_28700.1
OG0005222	SGUI1_340.1	SBOV2_300.1
OG0005223	SGUI1_72760.2, SGUI1_72760.1	SBOV2_71710.1
OG0005224	SGUI1_68320.1	SBOV2_67510.1
OG0005225	SGUI1_29030.1	SBOV2_38280.3, SBOV2_38280.1, SBOV2_38280.2
OG0005226	SGUI1_24750.1	SBOV2_24560.2, SBOV2_24560.1, SBOV2_24560.3
OG0005227	SGUI1_6980.1	SBOV2_7940.3, SBOV2_7940.1, SBOV2_7940.2
OG0005229	SGUI1_880.1	SBOV2_920.1, SBOV2_920.2
OG0005230	SGUI1_47800.2, SGUI1_47800.1	SBOV2_47170.1, SBOV2_47170.2
OG0005231	SGUI1_43940.1	SBOV2_43230.1
OG0005232	SGUI1_17860.1	SBOV2_17670.1
OG0005233	SGUI1_19570.1	SBOV2_20630.1
OG0005234	SGUI1_14910.1	SBOV2_14840.1, SBOV2_14840.2, SBOV2_14840.3
OG0005235	SGUI1_21280.1, SGUI1_21280.2	SBOV2_21050.1
OG0005235	SGUI1_21290.1	SBOV2_21040.1
OG0005236	SGUI1_88770.2, SGUI1_88770.3, SGUI1_88770.1	SBOV2_87530.1, SBOV2_87530.2
OG0005237	SGUI1_85040.1	SBOV2_83840.5, SBOV2_83840.6, SBOV2_83840.4, SBOV2_83840.1, SBOV2_83840.2, SBOV2_83840.3
OG0005238	SGUI1_33950.1	SBOV2_33530.2, SBOV2_33530.3
OG0005239	SGUI1_54260.1, SGUI1_54260.2	SBOV2_51590.1, SBOV2_51590.2
OG0005239	SGUI1_54260.3	SBOV2_51590.4, SBOV2_51590.3
OG0005240	SGUI1_64100.3, SGUI1_64100.1, SGUI1_64100.2	SBOV2_63220.1
OG0005241	SGUI1_66210.1	SBOV2_65360.1, SBOV2_65370.1
OG0005243	SGUI1_69320.1	SBOV2_68500.1, SBOV2_68500.3, SBOV2_68500.2
OG0005244	SGUI1_16460.1	SBOV2_16340.1, SBOV2_16340.3
OG0005246	SGUI1_41390.2, SGUI1_41390.1, SGUI1_41390.3, SGUI1_41390.4	SBOV2_26450.1
OG0005247	SGUI1_20950.1	SBOV2_19270.1
OG0005248	SGUI1_69190.1	SBOV2_68380.1
OG0005249	SGUI1_12910.1, SGUI1_12910.2, SGUI1_12910.3, SGUI1_12910.4	SBOV2_13310.1, SBOV2_13310.2
OG0005251	SGUI1_11230.1	SBOV2_11970.1
OG0005252	SGUI1_80880.1	SBOV2_79430.1
OG0005253	SGUI1_42730.1	SBOV2_41890.1, SBOV2_41890.2
OG0005254	SGUI1_15050.1	SBOV2_14980.1
OG0005255	SGUI1_95900.1	SBOV2_94570.1, SBOV2_94570.2
OG0005256	SGUI1_83710.1	SBOV2_82370.1
OG0005257	SGUI1_55230.1	SBOV2_50570.4, SBOV2_50570.3
OG0005257	SGUI1_55230.2	SBOV2_50570.1
OG0005258	SGUI1_73010.1	SBOV2_71960.2, SBOV2_71960.1, SBOV2_71960.3
