Orthogroup	schistosoma_spindale	schmidtea_mediterranea
OG0005301	SSPN1_68390.1	h1SMcT0008033.1
OG0005302	SSPN1_12360.1, SSPN1_12360.2	h1SMcT0021406.4, h1SMcT0021406.1, h1SMcT0021406.3, h1SMcT0021406.2
OG0005303	SSPN1_53560.1	h1SMcT0018047.1
OG0005304	SSPN1_85420.1, SSPN1_85420.2	h1SMcT0022522.1, h1SMcT0022522.2
OG0005306	SSPN1_10510.1	h1SMcT0007567.1, h1SMcT0007828.1
OG0005307	SSPN1_31760.1, SSPN1_31760.2	h1SMcT0010020.1
OG0005309	SSPN1_23740.1	h1SMcT0020079.1, h1SMcT0020079.2, h1SMcT0020078.1, h1SMcT0020078.2
OG0005310	SSPN1_350.1	h1SMcT0020927.1
OG0005311	SSPN1_82000.1, SSPN1_82490.1, SSPN1_81710.1, SSPN1_82470.1, SSPN1_81700.1	h1SMcT0002632.1, h1SMcT0002632.2
OG0005313	SSPN1_22670.1	h1SMcT0020083.1
OG0005314	SSPN1_13130.1	h1SMcT0007526.1
OG0005315	SSPN1_55650.1	h1SMcT0008523.1, h1SMcT0008523.2, h1SMcT0005257.1, h1SMcT0022892.1
OG0005317	SSPN1_64580.1	h1SMcT0006898.1, h1SMcT0006898.2
OG0005318	SSPN1_28120.1	h1SMcT0003806.1
OG0005319	SSPN1_61630.1	h1SMcT0018320.1
OG0005322	SSPN1_85150.1, SSPN1_85150.2	h1SMcT0012455.1
OG0005323	SSPN1_27260.1	h1SMcT0017962.3
OG0005324	SSPN1_31530.1	h1SMcT0005944.1
OG0005325	SSPN1_30250.1, SSPN1_30250.3, SSPN1_30250.2	h1SMcT0003807.1, h1SMcT0003807.2
OG0005326	SSPN1_7570.1	h1SMcT0013514.1, h1SMcT0021921.1, h1SMcT0021921.2
OG0005328	SSPN1_62010.1	h1SMcT0017955.1
OG0005329	SSPN1_14350.1, SSPN1_14360.1	h1SMcT0011688.1
OG0005330	SSPN1_78520.1, SSPN1_78520.2	h1SMcT0020963.2, h1SMcT0020963.1, h1SMcT0020963.3
OG0005332	SSPN1_86140.1	h1SMcT0016796.1, h1SMcT0016796.2
OG0005333	SSPN1_21700.1	h1SMcT0017097.3, h1SMcT0017097.2, h1SMcT0017097.1
OG0005334	SSPN1_15810.1	h1SMcT0003452.1
OG0005335	SSPN1_74700.1	h1SMcT0018039.3, h1SMcT0018039.1, h1SMcT0018039.2
OG0005336	SSPN1_17220.1	h1SMcT0014686.1, h1SMcT0014813.2, h1SMcT0014813.3
OG0005338	SSPN1_47440.1, SSPN1_47440.2	h1SMcT0019936.3, h1SMcT0019936.2, h1SMcT0019936.1
OG0005340	SSPN1_87480.1	h1SMcT0001475.1
OG0005341	SSPN1_15480.1	h1SMcT0013046.1
OG0005344	SSPN1_74860.1, SSPN1_74860.2	h1SMcT0003635.1
OG0005345	SSPN1_32350.1	h1SMcT0020363.1, h1SMcT0022756.1
OG0005346	SSPN1_20160.1, SSPN1_20170.1	h1SMcT0019279.1, h1SMcT0019281.1
OG0005347	SSPN1_59040.1	h1SMcT0020882.1
OG0005348	SSPN1_17380.1, SSPN1_17380.2, SSPN1_17380.3, SSPN1_17380.4	h1SMcT0008519.1
OG0005349	SSPN1_860.1	h1SMcT0000978.1
OG0005351	SSPN1_50650.1	h1SMcT0004426.1
OG0005352	SSPN1_2460.1	h1SMcT0009097.1
OG0005353	SSPN1_89180.1	h1SMcT0019747.3, h1SMcT0019747.1, h1SMcT0019747.2
OG0005354	SSPN1_35750.1	h1SMcT0020587.1
OG0005355	SSPN1_31460.1	h1SMcT0005157.1
OG0005356	SSPN1_66100.1, SSPN1_66100.2, SSPN1_66100.3	h1SMcT0007786.1
OG0005359	SSPN1_12050.1	h1SMcT0008244.1, h1SMcT0008244.2
OG0005361	SSPN1_15240.1	h1SMcT0015899.1
OG0005362	SSPN1_57710.1, SSPN1_57710.2	h1SMcT0005903.1
OG0005363	SSPN1_360.1, SSPN1_360.2	h1SMcT0013517.1
OG0005364	SSPN1_47530.1	h1SMcT0002564.1, h1SMcT0017083.1
OG0005365	SSPN1_10650.1	h1SMcT0012090.1
OG0005367	SSPN1_22940.1, SSPN1_22940.2	h1SMcT0021009.1, h1SMcT0022883.1
OG0005368	SSPN1_21880.1	h1SMcT0004520.3, h1SMcT0004520.1, h1SMcT0022902.1, h1SMcT0004520.2
OG0005369	SSPN1_35800.1, SSPN1_35800.2	h1SMcT0016420.1
OG0005370	SSPN1_35680.1, SSPN1_35790.1	h1SMcT0011999.1
OG0005371	SSPN1_35830.1	h1SMcT0001649.1
OG0005373	SSPN1_88960.1	h1SMcT0015114.1
OG0005374	SSPN1_21020.1, SSPN1_21020.2, SSPN1_21020.3	h1SMcT0010137.1, h1SMcT0010137.2
OG0005375	SSPN1_49780.1	h1SMcT0005341.1
OG0005376	SSPN1_62880.1	h1SMcT0009939.1
OG0005377	SSPN1_29050.1	h1SMcT0015011.1, h1SMcT0015011.2
OG0005378	SSPN1_42620.1	h1SMcT0009657.1
OG0005379	SSPN1_54020.1	h1SMcT0013103.1, h1SMcT0013104.1, h1SMcT0013104.2, h1SMcT0013104.3
OG0005381	SSPN1_7390.1	h1SMcT0016472.1
OG0005382	SSPN1_91290.1	h1SMcT0004183.1
OG0005383	SSPN1_31230.1, SSPN1_31230.2	h1SMcT0008183.3, h1SMcT0008183.1, h1SMcT0008183.2
OG0005384	SSPN1_79860.1	h1SMcT0010476.1
OG0005385	SSPN1_19380.1, SSPN1_19380.2	h1SMcT0008834.1
OG0005386	SSPN1_37970.1	h1SMcT0016783.1
OG0005387	SSPN1_26940.1	h1SMcT0003956.1, h1SMcT0003956.2
OG0005389	SSPN1_44400.1	h1SMcT0001253.1, h1SMcT0001253.2
OG0005390	SSPN1_92320.1	h1SMcT0020536.1, h1SMcT0020536.2
OG0005391	SSPN1_56450.1	h1SMcT0015403.2, h1SMcT0015403.5, h1SMcT0015403.4, h1SMcT0015403.3, h1SMcT0015403.6
OG0005393	SSPN1_49610.1, SSPN1_49610.2	h1SMcT0015371.1
OG0005396	SSPN1_17960.1	h1SMcT0018694.1
OG0005397	SSPN1_42910.1, SSPN1_42910.2	h1SMcT0010847.1
OG0005398	SSPN1_25220.1, SSPN1_25220.2	h1SMcT0001541.1
OG0005401	SSPN1_53420.1	h1SMcT0005090.1
OG0005402	SSPN1_54980.1, SSPN1_54980.2	h1SMcT0021158.1, h1SMcT0021158.2
OG0005403	SSPN1_31190.1, SSPN1_31190.2	h1SMcT0018277.1
OG0005404	SSPN1_13200.1	h1SMcT0019608.1
OG0005407	SSPN1_50190.1, SSPN1_50190.2, SSPN1_50190.3, SSPN1_50190.4	h1SMcT0007418.1
OG0005408	SSPN1_87230.2, SSPN1_87230.3, SSPN1_87230.1	h1SMcT0004871.1
OG0005409	SSPN1_30430.1, SSPN1_30430.2	h1SMcT0007996.1
OG0005410	SSPN1_8640.1	h1SMcT0003115.1, h1SMcT0003115.2
OG0005412	SSPN1_62020.1	h1SMcT0009590.1, h1SMcT0009590.2
OG0005414	SSPN1_67750.1	h1SMcT0010838.1
OG0005419	SSPN1_64970.1	h1SMcT0003258.1
OG0005421	SSPN1_76670.1	h1SMcT0003273.1, h1SMcT0003273.2
OG0005422	SSPN1_81570.1, SSPN1_81560.1, SSPN1_81560.2	h1SMcT0012854.1, h1SMcT0022243.1, h1SMcT0022244.1, h1SMcT0022245.1, h1SMcT0022246.1
OG0005423	SSPN1_27470.1, SSPN1_27470.2	h1SMcT0014429.1, h1SMcT0020215.1
OG0005424	SSPN1_78600.1	h1SMcT0013767.1
OG0005425	SSPN1_78650.1	h1SMcT0018078.1
OG0005427	SSPN1_91520.1, SSPN1_91520.2, SSPN1_91520.3, SSPN1_91520.4	h1SMcT0014789.1
OG0005428	SSPN1_84060.1	h1SMcT0020254.1
OG0005429	SSPN1_64410.2, SSPN1_64410.1, SSPN1_64410.3, SSPN1_64410.4	h1SMcT0006786.1
OG0005430	SSPN1_43360.1	h1SMcT0021869.1, h1SMcT0021869.2
OG0005431	SSPN1_75160.1	h1SMcT0019095.1
OG0005432	SSPN1_78810.1	h1SMcT0012570.1, h1SMcT0012570.2
OG0005433	SSPN1_75080.1	h1SMcT0021246.1, h1SMcT0021246.2
OG0005434	SSPN1_25710.1	h1SMcT0015390.1
OG0005436	SSPN1_56210.1, SSPN1_56210.2, SSPN1_56210.3	h1SMcT0006444.1
OG0005437	SSPN1_61030.1, SSPN1_61030.2, SSPN1_61030.3, SSPN1_61030.4	h1SMcT0015933.1
OG0005438	SSPN1_19350.1	h1SMcT0001432.1
OG0005439	SSPN1_43530.1	h1SMcT0004501.1, h1SMcT0011381.1, h1SMcT0011381.3, h1SMcT0011381.2
OG0005440	SSPN1_69440.1	h1SMcT0018497.1, h1SMcT0018497.2, h1SMcT0018497.3, h1SMcT0018497.4, h1SMcT0018497.5, h1SMcT0019105.1
OG0005441	SSPN1_87250.2, SSPN1_87250.1, SSPN1_87250.3	h1SMcT0012429.1
OG0005443	SSPN1_62860.2, SSPN1_62860.1, SSPN1_62860.3	h1SMcT0012006.1, h1SMcT0012006.2
OG0005444	SSPN1_11560.1, SSPN1_11560.2	h1SMcT0009319.1, h1SMcT0013405.1
OG0005445	SSPN1_77620.3, SSPN1_77620.4, SSPN1_77620.1, SSPN1_77620.5, SSPN1_77620.6	h1SMcT0005226.1
OG0005446	SSPN1_43680.1	h1SMcT0000572.1, h1SMcT0000572.2
OG0005447	SSPN1_59740.2, SSPN1_59740.1	h1SMcT0009078.1
OG0005450	SSPN1_64180.1	h1SMcT0022397.4, h1SMcT0022397.2, h1SMcT0022397.1, h1SMcT0022397.3
OG0005451	SSPN1_79310.1	h1SMcT0000680.1
OG0005454	SSPN1_50160.1	h1SMcT0014647.1, h1SMcT0014647.2, h1SMcT0014647.3
OG0005455	SSPN1_48570.1	h1SMcT0022412.1
OG0005463	SSPN1_13120.1, SSPN1_13120.2	h1SMcT0000925.1, h1SMcT0000925.2
OG0005464	SSPN1_49520.1	h1SMcT0004115.1, h1SMcT0022471.1
OG0005465	SSPN1_87220.1	h1SMcT0001165.1
OG0005466	SSPN1_67540.1	h1SMcT0010849.1
OG0005467	SSPN1_65910.1	h1SMcT0015151.1
OG0005468	SSPN1_12930.1	h1SMcT0018683.1
OG0005469	SSPN1_64960.1	h1SMcT0013802.1, h1SMcT0013802.2
OG0005470	SSPN1_80700.1, SSPN1_80700.2, SSPN1_80700.3	h1SMcT0009932.3
OG0005471	SSPN1_11400.1	h1SMcT0016372.2, h1SMcT0016372.3
OG0005472	SSPN1_70420.1, SSPN1_70420.2, SSPN1_70420.3	h1SMcT0008257.1
OG0005473	SSPN1_1100.1	h1SMcT0010049.1
OG0005474	SSPN1_49120.1, SSPN1_30550.1	h1SMcT0001968.3, h1SMcT0001968.1, h1SMcT0001968.2
OG0005475	SSPN1_80740.1, SSPN1_80740.2	h1SMcT0013087.1, h1SMcT0013087.2
OG0005476	SSPN1_31180.1	h1SMcT0006388.1
OG0005477	SSPN1_39260.1	h1SMcT0003277.2, h1SMcT0003277.3, h1SMcT0003277.4
OG0005478	SSPN1_56110.1	h1SMcT0020687.1
OG0005479	SSPN1_72810.1	h1SMcT0011822.1
OG0005480	SSPN1_70600.1	h1SMcT0005344.1
OG0005481	SSPN1_10460.1	h1SMcT0016500.1
OG0005483	SSPN1_30920.1	h1SMcT0009925.1
OG0005484	SSPN1_21300.1	h1SMcT0004462.1, h1SMcT0004462.2, h1SMcT0004462.3
OG0005485	SSPN1_49380.1	h1SMcT0014986.1, h1SMcT0014986.2
OG0005487	SSPN1_22550.1	h1SMcT0014822.1
OG0005489	SSPN1_4740.1	h1SMcT0016810.1
OG0005490	SSPN1_37130.3, SSPN1_37130.2, SSPN1_37130.1	h1SMcT0006778.1
OG0005492	SSPN1_88850.1	h1SMcT0006678.1
OG0005494	SSPN1_5270.1	h1SMcT0011251.1
OG0005495	SSPN1_76380.1	h1SMcT0020597.1
OG0005499	SSPN1_85030.1	h1SMcT0021392.1
OG0005500	SSPN1_12750.1	h1SMcT0012220.1
OG0005502	SSPN1_92810.1	h1SMcT0005357.1
OG0005503	SSPN1_31720.1	h1SMcT0013867.1, h1SMcT0013867.2
OG0005504	SSPN1_79840.1	h1SMcT0000351.1, h1SMcT0018978.1
OG0005505	SSPN1_75320.1	h1SMcT0006432.1
OG0005506	SSPN1_86710.2, SSPN1_86710.3, SSPN1_86710.1	h1SMcT0017432.1, h1SMcT0017432.2, h1SMcT0017432.3
OG0005507	SSPN1_84400.1	h1SMcT0004236.1
OG0005508	SSPN1_1500.1	h1SMcT0006627.1, h1SMcT0010553.1
OG0005509	SSPN1_90420.1, SSPN1_90420.2, SSPN1_90420.3	h1SMcT0016419.1
OG0005510	SSPN1_88020.1	h1SMcT0021834.1, h1SMcT0021834.2
OG0005511	SSPN1_75040.1	h1SMcT0018808.1, h1SMcT0018997.1
OG0005512	SSPN1_6710.1	h1SMcT0021450.1, h1SMcT0021450.2
OG0005513	SSPN1_86400.1	h1SMcT0022285.1, h1SMcT0022285.2, h1SMcT0022285.3
OG0005514	SSPN1_23870.1	h1SMcT0015819.1
OG0005515	SSPN1_55000.1	h1SMcT0004918.1
OG0005517	SSPN1_61110.2, SSPN1_61110.1	h1SMcT0002906.1
OG0005519	SSPN1_35590.1	h1SMcT0019369.1, h1SMcT0019371.1
OG0005520	SSPN1_62900.1, SSPN1_62900.2	h1SMcT0007962.1
OG0005521	SSPN1_75870.1, SSPN1_75870.2	h1SMcT0004303.1
OG0005522	SSPN1_36910.1	h1SMcT0022313.1
OG0005523	SSPN1_80540.1	h1SMcT0019034.1, h1SMcT0019034.2
OG0005524	SSPN1_110.1, SSPN1_110.2, SSPN1_1700.2, SSPN1_1700.1	h1SMcT0011813.1
OG0005525	SSPN1_56550.1	h1SMcT0005456.1, h1SMcT0005456.2
OG0005526	SSPN1_32650.1	h1SMcT0016565.1
OG0005530	SSPN1_16930.1	h1SMcT0002387.2
OG0005531	SSPN1_8580.1, SSPN1_8580.2	h1SMcT0015758.1, h1SMcT0022643.1
OG0005532	SSPN1_16070.3, SSPN1_16070.1, SSPN1_16070.2	h1SMcT0013328.1
OG0005533	SSPN1_120.1, SSPN1_1710.1, SSPN1_1710.2, SSPN1_1710.3, SSPN1_1710.4	h1SMcT0005471.1, h1SMcT0005471.2, h1SMcT0005471.3
OG0005536	SSPN1_34620.1	h1SMcT0004915.1
OG0005538	SSPN1_47210.1, SSPN1_47210.2	h1SMcT0010184.1, h1SMcT0010184.2
OG0005539	SSPN1_29290.1	h1SMcT0012886.1
OG0005540	SSPN1_64520.1	h1SMcT0012099.1, h1SMcT0012099.2
OG0005544	SSPN1_22610.1	h1SMcT0020071.1, h1SMcT0020053.1, h1SMcT0020072.1, h1SMcT0020072.3, h1SMcT0020072.2
OG0005545	SSPN1_4230.1	h1SMcT0017986.1, h1SMcT0017986.2
OG0005555	SSPN1_20940.1	h1SMcT0006507.1, h1SMcT0006507.2, h1SMcT0006507.3, h1SMcT0006507.4
OG0005566	SSPN1_73010.1, SSPN1_73010.2	h1SMcT0018975.2, h1SMcT0018975.1, h1SMcT0018975.3
OG0005567	SSPN1_18000.1	h1SMcT0016108.1
OG0005568	SSPN1_74040.1	h1SMcT0019427.1, h1SMcT0019427.2
OG0005569	SSPN1_92100.1	h1SMcT0017846.1
OG0005570	SSPN1_38320.1	h1SMcT0005891.1, h1SMcT0005891.2
OG0005571	SSPN1_45300.1	h1SMcT0002895.1, h1SMcT0002895.2
OG0005572	SSPN1_57700.2, SSPN1_57700.3, SSPN1_57700.4, SSPN1_57700.1	h1SMcT0013254.1
OG0005573	SSPN1_20700.1	h1SMcT0001255.3, h1SMcT0001255.1, h1SMcT0001255.2
OG0005575	SSPN1_65000.1	h1SMcT0017162.1, h1SMcT0019740.1, h1SMcT0021537.1, h1SMcT0010862.1
OG0005576	SSPN1_64980.1, SSPN1_64980.2, SSPN1_2640.1	h1SMcT0004809.1, h1SMcT0004809.2, h1SMcT0004809.3
OG0005577	SSPN1_83110.1, SSPN1_83110.2	h1SMcT0002264.1, h1SMcT0002264.2
OG0005578	SSPN1_47710.1	h1SMcT0008349.1
OG0005579	SSPN1_20010.1	h1SMcT0001895.1, h1SMcT0001896.1
OG0005580	SSPN1_49490.1	h1SMcT0014314.1
OG0005582	SSPN1_37780.1	h1SMcT0012277.1, h1SMcT0009720.1, h1SMcT0010620.1, h1SMcT0005087.1, h1SMcT0005088.1, h1SMcT0016597.1, h1SMcT0016953.1
OG0005583	SSPN1_82840.1	h1SMcT0003795.1, h1SMcT0005282.1, h1SMcT0005283.1
OG0005584	SSPN1_90620.1	h1SMcT0006174.1
OG0005585	SSPN1_91720.1	h1SMcT0014311.1, h1SMcT0014311.2, h1SMcT0014311.3
OG0005586	SSPN1_91710.1	h1SMcT0020113.3
OG0005587	SSPN1_75100.1	h1SMcT0016635.1, h1SMcT0016635.2
OG0005588	SSPN1_27160.1	h1SMcT0020288.1, h1SMcT0020288.2, h1SMcT0020288.3, h1SMcT0018528.1, h1SMcT0018528.4, h1SMcT0018528.3, h1SMcT0018528.2
OG0005589	SSPN1_57230.1	h1SMcT0013330.1, h1SMcT0013330.2
OG0005590	SSPN1_10500.1	h1SMcT0013150.1
OG0005591	SSPN1_59290.1	h1SMcT0013353.1, h1SMcT0013353.2
OG0005593	SSPN1_68840.1	h1SMcT0001344.1
OG0005594	SSPN1_66890.1	h1SMcT0011756.1
OG0005597	SSPN1_80550.1, SSPN1_80550.2	h1SMcT0015563.1
OG0005598	SSPN1_73730.1	h1SMcT0010718.1
OG0005600	SSPN1_12330.1	h1SMcT0009864.1
OG0005602	SSPN1_22050.1	h1SMcT0011816.1, h1SMcT0011816.2
OG0005604	SSPN1_28940.1	h1SMcT0011971.1
OG0005605	SSPN1_34750.1	h1SMcT0017025.1, h1SMcT0013821.1, h1SMcT0013821.2, h1SMcT0013821.3
OG0005606	SSPN1_76780.1	h1SMcT0019319.1
OG0005607	SSPN1_86490.1	h1SMcT0000423.1
OG0005608	SSPN1_58370.1	h1SMcT0014511.1, h1SMcT0014511.2
OG0005609	SSPN1_62950.1	h1SMcT0010262.1
OG0005612	SSPN1_90160.1	h1SMcT0018378.1
OG0005613	SSPN1_52290.1	h1SMcT0019960.1
OG0005614	SSPN1_27380.1	h1SMcT0020599.1
OG0005615	SSPN1_28060.1	h1SMcT0003423.1
OG0005621	SSPN1_84280.1	h1SMcT0012507.1, h1SMcT0012507.2
OG0005623	SSPN1_72350.1, SSPN1_72350.2	h1SMcT0010905.1
OG0005624	SSPN1_19140.1	h1SMcT0016258.1
OG0005625	SSPN1_19130.1	h1SMcT0016999.1, h1SMcT0016999.2
OG0005627	SSPN1_22410.1	h1SMcT0001543.1, h1SMcT0001543.2
OG0005628	SSPN1_31680.1	h1SMcT0008811.1, h1SMcT0001742.1, h1SMcT0019269.1, h1SMcT0017650.1
OG0005630	SSPN1_44350.1, SSPN1_82400.1	h1SMcT0006562.1
OG0005632	SSPN1_91690.1	h1SMcT0018608.1, h1SMcT0018608.2, h1SMcT0018608.3
OG0005633	SSPN1_19870.1, SSPN1_19870.2	h1SMcT0008735.1, h1SMcT0018433.1
OG0005634	SSPN1_22080.2, SSPN1_22080.3, SSPN1_22080.1	h1SMcT0020158.1, h1SMcT0020158.3, h1SMcT0020158.4
OG0005635	SSPN1_2960.1, SSPN1_2960.2	h1SMcT0002845.1, h1SMcT0021523.1
OG0005636	SSPN1_32340.1	h1SMcT0003914.1, h1SMcT0013439.1
OG0005637	SSPN1_77130.3, SSPN1_77130.1, SSPN1_77130.2, SSPN1_77130.4	h1SMcT0011728.1
OG0005638	SSPN1_74340.1, SSPN1_74350.1	h1SMcT0014808.1
OG0005639	SSPN1_70360.1	h1SMcT0000146.1, h1SMcT0000146.2, h1SMcT0000057.1, h1SMcT0008727.1, h1SMcT0000181.1, h1SMcT0000179.1
OG0005641	SSPN1_70580.1	h1SMcT0018103.1, h1SMcT0018103.2
OG0005642	SSPN1_92670.1	h1SMcT0014142.1
OG0005643	SSPN1_28610.1	h1SMcT0004592.1
OG0005644	SSPN1_73670.1	h1SMcT0021372.1
OG0005646	SSPN1_39800.1	h1SMcT0009497.1, h1SMcT0018626.1, h1SMcT0018626.2, h1SMcT0009143.1, h1SMcT0009143.3, h1SMcT0009143.2
OG0005647	SSPN1_53860.1	h1SMcT0015520.1
OG0005651	SSPN1_58600.1, SSPN1_58600.2	h1SMcT0007916.1, h1SMcT0007916.2
OG0005652	SSPN1_46530.1, SSPN1_46530.2	h1SMcT0022532.1, h1SMcT0021903.1, h1SMcT0022364.1, h1SMcT0004704.1, h1SMcT0022356.1
OG0005654	SSPN1_69840.1	h1SMcT0022145.1
OG0005655	SSPN1_26210.1, SSPN1_26210.2	h1SMcT0018701.1, h1SMcT0018701.2
OG0005656	SSPN1_84760.1	h1SMcT0019467.1
OG0005657	SSPN1_16810.1	h1SMcT0014251.1
OG0005658	SSPN1_87680.1, SSPN1_87680.2	h1SMcT0010565.1, h1SMcT0010565.2
OG0005663	SSPN1_8470.1, SSPN1_8480.1	h1SMcT0011911.1, h1SMcT0011911.2
OG0005665	SSPN1_46680.1, SSPN1_46680.2, SSPN1_46680.3	h1SMcT0010582.1
OG0005666	SSPN1_85980.1	h1SMcT0007579.1
OG0005667	SSPN1_40850.1	h1SMcT0012925.1
OG0005668	SSPN1_3520.1	h1SMcT0010741.1, h1SMcT0010741.2, h1SMcT0010741.3
OG0005670	SSPN1_81300.1	h1SMcT0002444.1, h1SMcT0002444.2
OG0005671	SSPN1_16780.1	h1SMcT0020637.10
OG0005672	SSPN1_45790.1, SSPN1_45790.2	h1SMcT0001094.1, h1SMcT0001094.2
OG0005673	SSPN1_45840.1	h1SMcT0020369.1, h1SMcT0020369.2
OG0005674	SSPN1_25110.1	h1SMcT0003155.1, h1SMcT0022977.1, h1SMcT0003685.1, h1SMcT0003685.2
OG0005675	SSPN1_39460.1, SSPN1_39450.1	h1SMcT0010891.1, h1SMcT0010891.2
OG0005676	SSPN1_50710.1	h1SMcT0012454.1
OG0005678	SSPN1_64510.1	h1SMcT0002512.1, h1SMcT0002512.2, h1SMcT0002512.3
OG0005679	SSPN1_85390.3, SSPN1_85390.1, SSPN1_85390.2	h1SMcT0002865.1, h1SMcT0002865.2, h1SMcT0002865.3
OG0005680	SSPN1_66520.1	h1SMcT0005349.1, h1SMcT0005349.2, h1SMcT0005353.1, h1SMcT0005353.2, h1SMcT0005353.3
OG0005684	SSPN1_47680.1, SSPN1_47690.1	h1SMcT0000972.1, h1SMcT0022546.1
OG0005685	SSPN1_18470.1	h1SMcT0007396.1
OG0005686	SSPN1_85920.1	h1SMcT0012749.1
OG0005687	SSPN1_58830.1	h1SMcT0007350.1
OG0005689	SSPN1_68050.1, SSPN1_68040.1	h1SMcT0021421.1
OG0005691	SSPN1_90400.1	h1SMcT0016672.1, h1SMcT0005044.1, h1SMcT0005044.2
OG0005692	SSPN1_45720.1	h1SMcT0004001.1
OG0005693	SSPN1_200.1	h1SMcT0015127.1
OG0005699	SSPN1_10080.1, SSPN1_10080.2	h1SMcT0014795.1
OG0005700	SSPN1_68790.1, SSPN1_68790.2, SSPN1_68810.1	h1SMcT0010548.1, h1SMcT0010548.2
OG0005702	SSPN1_59470.1	h1SMcT0011671.1
OG0005705	SSPN1_52120.1, SSPN1_52120.2	h1SMcT0000618.1, h1SMcT0007715.1
OG0005706	SSPN1_54110.1	h1SMcT0003456.1
OG0005707	SSPN1_59400.1	h1SMcT0002601.1, h1SMcT0002601.2
OG0005708	SSPN1_12840.1	h1SMcT0020930.1
OG0005709	SSPN1_26560.1	h1SMcT0020353.1, h1SMcT0014115.1, h1SMcT0012885.1, h1SMcT0010123.1
OG0005710	SSPN1_36130.1	h1SMcT0011282.1, h1SMcT0001250.1, h1SMcT0013039.1
OG0005714	SSPN1_87490.1, SSPN1_87490.2	h1SMcT0007188.1, h1SMcT0007188.2
OG0005715	SSPN1_71670.1, SSPN1_71670.2	h1SMcT0007688.1
OG0005716	SSPN1_49220.1	h1SMcT0005338.1
OG0005717	SSPN1_72420.1	h1SMcT0011593.1, h1SMcT0011593.2, h1SMcT0011593.3, h1SMcT0002181.1, h1SMcT0016049.1, h1SMcT0016049.2
OG0005718	SSPN1_48030.1	h1SMcT0014604.2, h1SMcT0014604.5
OG0005719	SSPN1_35190.1	h1SMcT0003628.1, h1SMcT0003628.2
OG0005720	SSPN1_80650.1, SSPN1_80650.2	h1SMcT0000612.1, h1SMcT0018319.2
OG0005722	SSPN1_89570.1	h1SMcT0014204.4, h1SMcT0014204.3, h1SMcT0014204.1, h1SMcT0014204.2
OG0005723	SSPN1_41570.1	h1SMcT0001399.2, h1SMcT0001399.4
OG0005724	SSPN1_9200.1	h1SMcT0014266.2, h1SMcT0014266.1, h1SMcT0014266.3
OG0005727	SSPN1_66230.1	h1SMcT0000585.1, h1SMcT0007001.1
OG0005728	SSPN1_84710.1	h1SMcT0004342.1, h1SMcT0004342.2
OG0005729	SSPN1_59730.1, SSPN1_59730.2	h1SMcT0017806.1
OG0005730	SSPN1_90680.1	h1SMcT0014148.1
OG0005732	SSPN1_26310.1, SSPN1_26310.2	h1SMcT0021800.1
OG0005733	SSPN1_23240.1, SSPN1_23240.2	h1SMcT0003911.2
OG0005735	SSPN1_88750.1	h1SMcT0000424.1
OG0005736	SSPN1_67270.1, SSPN1_67270.2	h1SMcT0020658.1
OG0005738	SSPN1_4690.1	h1SMcT0006393.1, h1SMcT0006393.2
OG0005739	SSPN1_28720.1	h1SMcT0018357.1
OG0005740	SSPN1_76570.1	h1SMcT0009826.1, h1SMcT0012751.1
OG0005741	SSPN1_83220.1	h1SMcT0012924.1, h1SMcT0012924.2
OG0005742	SSPN1_37460.1	h1SMcT0020663.1, h1SMcT0020663.2
OG0005744	SSPN1_14580.1	h1SMcT0004872.1
OG0005745	SSPN1_60910.1	h1SMcT0021028.1, h1SMcT0018082.4, h1SMcT0018082.1, h1SMcT0018082.2, h1SMcT0018082.3, h1SMcT0018082.5
OG0005746	SSPN1_28140.1	h1SMcT0020349.1, h1SMcT0020349.2
OG0005747	SSPN1_43440.1	h1SMcT0000224.1
OG0005749	SSPN1_64360.1	h1SMcT0011535.1
OG0005751	SSPN1_36710.1	h1SMcT0012124.1, h1SMcT0012124.2
OG0005753	SSPN1_77170.1	h1SMcT0013806.1
OG0005755	SSPN1_24080.1	h1SMcT0002348.1
OG0005756	SSPN1_26590.1, SSPN1_26590.2	h1SMcT0002477.1
OG0005757	SSPN1_71460.1	h1SMcT0017397.1
OG0005760	SSPN1_46620.1	h1SMcT0000501.1
OG0005761	SSPN1_23130.1, SSPN1_23130.2	h1SMcT0007414.1
OG0005763	SSPN1_88270.1	h1SMcT0004697.3, h1SMcT0004697.1, h1SMcT0004697.2
OG0005765	SSPN1_24870.1	h1SMcT0003670.1
OG0005766	SSPN1_82430.1	h1SMcT0020810.1, h1SMcT0005728.1, h1SMcT0009010.1
OG0005767	SSPN1_77630.1, SSPN1_77630.2	h1SMcT0016324.1, h1SMcT0016325.1
OG0005768	SSPN1_38780.1	h1SMcT0011318.1, h1SMcT0011318.2
OG0005769	SSPN1_18550.1	h1SMcT0013875.2, h1SMcT0016896.1, h1SMcT0016896.2
OG0005770	SSPN1_39840.1	h1SMcT0004176.4, h1SMcT0004176.2, h1SMcT0004176.1, h1SMcT0004176.3, h1SMcT0018086.1
OG0005771	SSPN1_51220.1	h1SMcT0012041.1
OG0005772	SSPN1_78870.1	h1SMcT0003686.1
OG0005776	SSPN1_83580.1	h1SMcT0012535.1, h1SMcT0021036.1
OG0005777	SSPN1_41280.1	h1SMcT0011122.1, h1SMcT0011122.2
