Orthogroup	schistosoma_spindale	s.mekongi
OG0005242	SSPN1_60850.2, SSPN1_60850.1, SSPN1_60850.3, SSPN1_60850.4	KAK4471413.1
OG0005243	SSPN1_66480.1, SSPN1_66480.4, SSPN1_66480.2, SSPN1_66480.3	KAK4471408.1
OG0005244	SSPN1_13890.1, SSPN1_13890.2	KAK4474857.1
OG0005246	SSPN1_40110.1	KAK4473240.1
OG0005247	SSPN1_12630.1	KAK4475047.1
OG0005248	SSPN1_66350.10	KAK4471521.1
OG0005248	SSPN1_66350.4	KAK4471521.1
OG0005249	SSPN1_18120.1	KAK4474751.1
OG0005251	SSPN1_16730.1	KAK4474452.1
OG0005252	SSPN1_77380.1	KAK4470061.1
OG0005253	SSPN1_41400.1	KAK4473504.1
OG0005254	SSPN1_15280.1, SSPN1_15280.2, SSPN1_15280.3	KAK4475315.1
OG0005255	SSPN1_92030.1	KAK4467798.1
OG0005256	SSPN1_80120.1, SSPN1_80120.2	KAK4468202.1
OG0005257	SSPN1_53160.1	KAK4469843.1
OG0005258	SSPN1_69860.2, SSPN1_69860.3, SSPN1_69860.1	KAK4470282.1
OG0005259	SSPN1_72490.1, SSPN1_72490.2	KAK4470326.1
OG0005260	SSPN1_73580.1	KAK4470708.1
OG0005262	SSPN1_65040.1, SSPN1_65050.1	KAK4471547.1, KAK4471548.1
OG0005263	SSPN1_22450.1	KAK4472229.1
OG0005264	SSPN1_29090.1	KAK4472478.1
OG0005265	SSPN1_26200.1, SSPN1_26200.2	KAK4473030.1
OG0005266	SSPN1_22470.1	KAK4473340.1
OG0005267	SSPN1_22310.1	KAK4473360.1
OG0005268	SSPN1_40280.1, SSPN1_40280.2	KAK4473391.1
OG0005269	SSPN1_35040.1, SSPN1_35050.1	KAK4474067.1, KAK4474068.1
OG0005271	SSPN1_4140.1	KAK4475707.1
OG0005283	SSPN1_84660.1	KAK4468757.1
OG0005284	SSPN1_72010.1	KAK4470374.1
OG0005286	SSPN1_28520.1	KAK4472422.1
OG0005287	SSPN1_19040.1, SSPN1_19040.2, SSPN1_19040.3	KAK4474535.1
OG0005288	SSPN1_48390.1	KAK4469382.1
OG0005289	SSPN1_46430.1	KAK4469599.1
OG0005290	SSPN1_40670.1	KAK4473433.1
OG0005291	SSPN1_40270.2, SSPN1_40270.3, SSPN1_40270.1	KAK4473386.1, KAK4473390.1
OG0005292	SSPN1_43140.1, SSPN1_43140.2, SSPN1_43140.3, SSPN1_43140.4	KAK4474026.1
OG0005293	SSPN1_64210.1	KAK4471840.1
OG0005294	SSPN1_54480.1	KAK4469732.1
OG0005295	SSPN1_55010.1	KAK4469780.1
OG0005296	SSPN1_43170.1	KAK4474059.1
OG0005297	SSPN1_79640.1, SSPN1_79640.2	KAK4468251.1
OG0005298	SSPN1_41030.1, SSPN1_41030.2	KAK4473467.1, KAK4473466.1
OG0005299	SSPN1_76720.1	KAK4470974.1
OG0005300	SSPN1_86830.1	KAK4468930.1
OG0005301	SSPN1_68390.1	KAK4470104.1
OG0005303	SSPN1_53560.1	KAK4469807.1
OG0005304	SSPN1_85420.1, SSPN1_85420.2	KAK4468664.1
OG0005305	SSPN1_34120.1	KAK4472165.1
OG0005306	SSPN1_10510.1	KAK4474942.1
OG0005309	SSPN1_23740.1	KAK4473175.1
OG0005310	SSPN1_350.1	KAK4476156.1
OG0005311	SSPN1_82000.1, SSPN1_82490.1, SSPN1_81710.1, SSPN1_82470.1, SSPN1_81700.1	KAK4468106.1
OG0005312	SSPN1_29810.1	KAK4472702.1
OG0005313	SSPN1_22670.1	KAK4473317.1
OG0005314	SSPN1_13130.1	KAK4474992.1
OG0005315	SSPN1_55650.1	KAK4471121.1
OG0005316	SSPN1_79580.1	KAK4468258.1
OG0005317	SSPN1_64580.1	KAK4472006.1
OG0005318	SSPN1_28120.1	KAK4472768.1
OG0005319	SSPN1_61630.1	KAK4471709.1
OG0005321	SSPN1_69090.1	KAK4470189.1
OG0005322	SSPN1_85150.1, SSPN1_85150.2	KAK4468690.1
OG0005323	SSPN1_27260.1	KAK4472876.1
OG0005324	SSPN1_31530.1	KAK4473731.1
OG0005325	SSPN1_30250.1, SSPN1_30250.3, SSPN1_30250.2	KAK4472658.1
OG0005326	SSPN1_7570.1	KAK4476075.1
OG0005327	SSPN1_11450.1	KAK4475162.1
OG0005328	SSPN1_62010.1	KAK4471753.1
OG0005329	SSPN1_14350.1, SSPN1_14360.1	KAK4474816.1
OG0005330	SSPN1_78520.1, SSPN1_78520.2	KAK4468350.1
OG0005331	SSPN1_87140.1, SSPN1_87140.2	KAK4468600.1
OG0005332	SSPN1_86140.1	KAK4468542.1
OG0005333	SSPN1_21700.1	KAK4475508.1
OG0005334	SSPN1_15810.1	KAK4474614.1
OG0005335	SSPN1_74700.1	KAK4470760.1
OG0005336	SSPN1_17220.1	KAK4474653.1
OG0005337	SSPN1_23380.1	KAK4473056.1
OG0005338	SSPN1_47440.1, SSPN1_47440.2	KAK4469277.1
OG0005339	SSPN1_54500.1, SSPN1_54500.2, SSPN1_54500.3	KAK4468986.1
OG0005340	SSPN1_87480.1	KAK4468619.1
OG0005341	SSPN1_15480.1	KAK4475294.1
OG0005342	SSPN1_91660.1	KAK4467666.1
OG0005343	SSPN1_75490.1, SSPN1_75490.2	KAK4470843.1
OG0005344	SSPN1_74860.1, SSPN1_74860.2	KAK4470780.1
OG0005345	SSPN1_32350.1	KAK4473807.1
OG0005346	SSPN1_20160.1, SSPN1_20170.1	KAK4476287.1, KAK4474268.1
OG0005347	SSPN1_59040.1	KAK4471269.1
OG0005348	SSPN1_17380.1, SSPN1_17380.2, SSPN1_17380.3, SSPN1_17380.4	KAK4474672.1
OG0005349	SSPN1_860.1	KAK4475903.1
OG0005351	SSPN1_50650.1	KAK4469681.1
OG0005352	SSPN1_2460.1	KAK4475533.1
OG0005353	SSPN1_89180.1	KAK4467940.1
OG0005354	SSPN1_35750.1	KAK4474132.1
OG0005355	SSPN1_31460.1	KAK4473723.1
OG0005356	SSPN1_66100.1, SSPN1_66100.2, SSPN1_66100.3	KAK4471488.1
OG0005357	SSPN1_69630.3, SSPN1_69630.2, SSPN1_69630.4, SSPN1_69630.5, SSPN1_69630.1	KAK4470262.1
OG0005358	SSPN1_44290.1	KAK4469687.1
OG0005359	SSPN1_12050.1	KAK4475103.1
OG0005360	SSPN1_9500.1	KAK4475401.1
OG0005361	SSPN1_15240.1	KAK4475317.1
OG0005362	SSPN1_57710.1, SSPN1_57710.2	KAK4471601.1
OG0005363	SSPN1_360.1, SSPN1_360.2	KAK4476167.1
OG0005364	SSPN1_47530.1	KAK4469271.1
OG0005365	SSPN1_10650.1	KAK4474960.1
OG0005366	SSPN1_15190.2, SSPN1_15190.1, SSPN1_15190.3	KAK4475227.1
OG0005367	SSPN1_22940.1, SSPN1_22940.2	KAK4473289.1
OG0005368	SSPN1_21880.1	KAK4475497.1
OG0005369	SSPN1_35800.1, SSPN1_35800.2	KAK4474137.1
OG0005370	SSPN1_35680.1, SSPN1_35790.1	KAK4474136.1
OG0005371	SSPN1_35830.1	KAK4474139.1
OG0005372	SSPN1_24520.1	KAK4473262.1
OG0005373	SSPN1_88960.1	KAK4468909.1
OG0005374	SSPN1_21020.1, SSPN1_21020.2, SSPN1_21020.3	KAK4475474.1
OG0005376	SSPN1_62880.1	KAK4471964.1, KAK4471966.1
OG0005377	SSPN1_29050.1	KAK4472475.1
OG0005378	SSPN1_42620.1	KAK4472621.1
OG0005379	SSPN1_54020.1	KAK4469052.1
OG0005380	SSPN1_2100.1	KAK4475291.1
OG0005381	SSPN1_7390.1	KAK4476183.1
OG0005382	SSPN1_91290.1	KAK4467632.1
OG0005383	SSPN1_31230.1, SSPN1_31230.2	KAK4473700.1
OG0005384	SSPN1_79860.1	KAK4468231.1
OG0005385	SSPN1_19380.1, SSPN1_19380.2	KAK4474407.1
OG0005386	SSPN1_37970.1	KAK4472386.1
OG0005387	SSPN1_26940.1	KAK4473111.1, KAK4473112.1
OG0005388	SSPN1_24570.1	KAK4473267.1
OG0005389	SSPN1_44400.1	KAK4469592.1
OG0005390	SSPN1_92320.1	KAK4467858.1
OG0005391	SSPN1_56450.1	KAK4471094.1
OG0005392	SSPN1_49630.1	KAK4469136.1
OG0005393	SSPN1_49610.1, SSPN1_49610.2	KAK4469134.1
OG0005394	SSPN1_2310.1, SSPN1_2310.2	KAK4475484.1
OG0005395	SSPN1_68950.1	KAK4470173.1
OG0005396	SSPN1_17960.1	KAK4474733.1
OG0005397	SSPN1_42910.1, SSPN1_42910.2	KAK4473795.1
OG0005398	SSPN1_25220.1, SSPN1_25220.2	KAK4472884.1
OG0005399	SSPN1_16640.1	KAK4474441.1
OG0005400	SSPN1_19270.1	KAK4474557.1
OG0005401	SSPN1_53420.1	KAK4469817.1
OG0005402	SSPN1_54980.1, SSPN1_54980.2	KAK4469777.1
OG0005403	SSPN1_31190.1, SSPN1_31190.2	KAK4473692.1
OG0005404	SSPN1_13200.1	KAK4474940.1
OG0005405	SSPN1_85910.1	KAK4468520.1
OG0005406	SSPN1_64870.1	KAK4471569.1
OG0005407	SSPN1_50190.1, SSPN1_50190.2, SSPN1_50190.3, SSPN1_50190.4	KAK4469726.1
OG0005408	SSPN1_87230.2, SSPN1_87230.3, SSPN1_87230.1	KAK4468931.1
OG0005409	SSPN1_30430.1, SSPN1_30430.2	KAK4472634.1
OG0005410	SSPN1_8640.1	KAK4476222.1
OG0005411	SSPN1_88570.1, SSPN1_88590.1, SSPN1_88580.2, SSPN1_88580.3, SSPN1_88580.1	KAK4468915.1
OG0005412	SSPN1_62020.1	KAK4471776.1
OG0005413	SSPN1_75520.1	KAK4470846.1
OG0005414	SSPN1_67750.1	KAK4470694.1
OG0005415	SSPN1_28960.2, SSPN1_28960.1, SSPN1_28960.3	KAK4472461.1
OG0005417	SSPN1_3860.1	KAK4475674.1
OG0005418	SSPN1_45810.1	KAK4469114.1
OG0005419	SSPN1_64970.1	KAK4471558.1
OG0005420	SSPN1_33810.1	KAK4473837.1
OG0005421	SSPN1_76670.1	KAK4470967.1, KAK4469044.1
OG0005423	SSPN1_27470.1, SSPN1_27470.2	KAK4472833.1
OG0005424	SSPN1_78600.1	KAK4468006.1
OG0005425	SSPN1_78650.1	KAK4467997.1
OG0005426	SSPN1_90700.1	KAK4467709.1
OG0005427	SSPN1_91520.1, SSPN1_91520.2, SSPN1_91520.3, SSPN1_91520.4	KAK4467654.1
OG0005428	SSPN1_84060.1	KAK4468793.1
OG0005429	SSPN1_64410.2, SSPN1_64410.1, SSPN1_64410.3, SSPN1_64410.4	KAK4471823.1
OG0005430	SSPN1_43360.1	KAK4474168.1
OG0005431	SSPN1_75160.1	KAK4470808.1
OG0005432	SSPN1_78810.1	KAK4468301.1
OG0005433	SSPN1_75080.1	KAK4470800.1
OG0005434	SSPN1_25710.1	KAK4472945.1
OG0005435	SSPN1_92150.1	KAK4467815.1
OG0005437	SSPN1_61030.1, SSPN1_61030.2, SSPN1_61030.3, SSPN1_61030.4	KAK4471389.1
OG0005438	SSPN1_19350.1	KAK4474403.1
OG0005439	SSPN1_43530.1	KAK4473708.1
OG0005440	SSPN1_69440.1	KAK4470245.1
OG0005441	SSPN1_87250.2, SSPN1_87250.1, SSPN1_87250.3	KAK4468406.1
OG0005442	SSPN1_28320.2, SSPN1_28320.1, SSPN1_28320.3	KAK4472765.1
OG0005443	SSPN1_62860.2, SSPN1_62860.1, SSPN1_62860.3	KAK4471968.1
OG0005444	SSPN1_11560.1, SSPN1_11560.2	KAK4475154.1
OG0005445	SSPN1_77620.3, SSPN1_77620.4, SSPN1_77620.1, SSPN1_77620.5, SSPN1_77620.6	KAK4470082.1
OG0005446	SSPN1_43680.1	KAK4474003.1
OG0005447	SSPN1_59740.1	KAK4471192.1
OG0005448	SSPN1_35760.1	KAK4474131.1
OG0005449	SSPN1_60030.1, SSPN1_60030.2, SSPN1_60030.3	KAK4471996.1
OG0005450	SSPN1_64180.1	KAK4471837.1
OG0005451	SSPN1_79310.1	KAK4468282.1
OG0005452	SSPN1_86120.1	KAK4468540.1
OG0005453	SSPN1_62680.1	KAK4471983.1
OG0005455	SSPN1_48570.1	KAK4469401.1
OG0005456	SSPN1_73970.1	KAK4470445.1
OG0005457	SSPN1_45310.1, SSPN1_45310.2	KAK4469062.1
OG0005458	SSPN1_6490.1, SSPN1_6550.1	KAK4476068.1
OG0005459	SSPN1_170.1	KAK4475986.1
OG0005460	SSPN1_67840.1	KAK4470810.1
OG0005461	SSPN1_25550.1	KAK4472967.1
OG0005463	SSPN1_13120.1, SSPN1_13120.2	KAK4474993.1
OG0005464	SSPN1_49520.1	KAK4469656.1
OG0005465	SSPN1_87220.1	KAK4468910.1
OG0005466	SSPN1_67540.1	KAK4470915.1
OG0005467	SSPN1_65910.1	KAK4471322.1
OG0005468	SSPN1_12930.1	KAK4475016.1
OG0005469	SSPN1_64960.1	KAK4471559.1
OG0005470	SSPN1_80700.1, SSPN1_80700.2, SSPN1_80700.3	KAK4468026.1
OG0005471	SSPN1_11400.1	KAK4475168.1
OG0005472	SSPN1_70420.1, SSPN1_70420.2, SSPN1_70420.3	KAK4470573.1
OG0005473	SSPN1_1100.1	KAK4475617.1
OG0005475	SSPN1_80740.1, SSPN1_80740.2	KAK4468022.1
OG0005476	SSPN1_31180.1	KAK4473689.1
OG0005477	SSPN1_39260.1	KAK4473641.1
OG0005478	SSPN1_56110.1	KAK4471178.1
OG0005479	SSPN1_72810.1	KAK4470527.1
OG0005480	SSPN1_70600.1	KAK4470594.1
OG0005481	SSPN1_10460.1	KAK4474933.1
OG0005482	SSPN1_40470.1	KAK4473412.1, KAK4473413.1
OG0005484	SSPN1_21300.1	KAK4475448.1
OG0005485	SSPN1_49380.1	KAK4469662.1
OG0005486	SSPN1_67100.1	KAK4470146.1
OG0005487	SSPN1_22550.1	KAK4473331.1
OG0005488	SSPN1_88420.5, SSPN1_88420.6, SSPN1_88420.4, SSPN1_88420.2, SSPN1_88420.1, SSPN1_88420.3, SSPN1_88420.7	KAK4468484.1
OG0005489	SSPN1_4740.1	KAK4467486.1
OG0005490	SSPN1_37130.3, SSPN1_37130.2, SSPN1_37130.1	KAK4472294.1
OG0005491	SSPN1_88180.1	KAK4468464.1
OG0005492	SSPN1_88850.1	KAK4468824.1
OG0005493	SSPN1_50860.1	KAK4469485.1
OG0005494	SSPN1_5270.1	KAK4475846.1
OG0005495	SSPN1_76380.1	KAK4470936.1
OG0005496	SSPN1_90140.1, SSPN1_90130.1	KAK4467890.1
OG0005497	SSPN1_23160.1, SSPN1_23160.2, SSPN1_23160.3	KAK4473020.1
OG0005498	SSPN1_74310.1, SSPN1_74310.2	KAK4470407.1
OG0005499	SSPN1_85030.1	KAK4468695.1, KAK4468696.1
OG0005500	SSPN1_12750.1	KAK4475036.1
OG0005501	SSPN1_86030.1, SSPN1_86030.2, SSPN1_86030.3	KAK4468531.1
OG0005502	SSPN1_92810.1	KAK4467818.1
OG0005503	SSPN1_31720.1	KAK4473752.1
OG0005504	SSPN1_79840.1	KAK4467971.1
OG0005505	SSPN1_75320.1	KAK4470826.1
OG0005506	SSPN1_86710.2, SSPN1_86710.3, SSPN1_86710.1	KAK4468596.1
OG0005507	SSPN1_84400.1	KAK4468731.1
OG0005508	SSPN1_1500.1	KAK4474746.1
OG0005509	SSPN1_90420.1, SSPN1_90420.2, SSPN1_90420.3	KAK4467612.1
OG0005510	SSPN1_88020.1	KAK4468446.1
OG0005511	SSPN1_75040.1	KAK4470795.1
OG0005512	SSPN1_6710.1	KAK4470543.1
OG0005513	SSPN1_86400.1	KAK4468574.1
OG0005514	SSPN1_23870.1	KAK4473188.1
OG0005515	SSPN1_55000.1	KAK4469779.1
OG0005516	SSPN1_13220.1	KAK4474928.1
OG0005517	SSPN1_61110.2, SSPN1_61110.1	KAK4471054.1
OG0005519	SSPN1_35590.1	KAK4474124.1
OG0005520	SSPN1_62900.1, SSPN1_62900.2	KAK4471962.1
OG0005521	SSPN1_75870.1, SSPN1_75870.2	KAK4470888.1
OG0005522	SSPN1_36910.1	KAK4472274.1
OG0005523	SSPN1_80540.1	KAK4468041.1
OG0005524	SSPN1_110.1, SSPN1_110.2, SSPN1_1700.2, SSPN1_1700.1	KAK4474873.1, KAK4474885.1
OG0005525	SSPN1_56550.1	KAK4471089.1
OG0005526	SSPN1_32650.1	KAK4473947.1
OG0005527	SSPN1_22840.1	KAK4473306.1
OG0005530	SSPN1_16930.1	KAK4467279.1
OG0005531	SSPN1_8580.1, SSPN1_8580.2	KAK4476226.1
OG0005532	SSPN1_16070.3, SSPN1_16070.1, SSPN1_16070.2	KAK4474573.1
OG0005535	SSPN1_45130.1	KAK4469931.1
OG0005536	SSPN1_34620.1	KAK4474023.1
OG0005538	SSPN1_47210.1, SSPN1_47210.2	KAK4469302.1
OG0005540	SSPN1_64520.1	KAK4472001.1
OG0005544	SSPN1_22610.1	KAK4473323.1
OG0005545	SSPN1_4230.1	KAK4475717.1, KAK4467465.1
OG0005546	SSPN1_20230.1	KAK4476298.1
OG0005547	SSPN1_32660.1	KAK4473946.1
OG0005549	SSPN1_48800.1	KAK4469423.1
OG0005550	SSPN1_51380.1	KAK4469534.1
OG0005551	SSPN1_68580.1, SSPN1_68580.2, SSPN1_68580.6, SSPN1_68580.7, SSPN1_68580.3, SSPN1_68580.4, SSPN1_68580.5	KAK4470006.1
OG0005553	SSPN1_43350.1	KAK4472128.1
OG0005554	SSPN1_14130.1	KAK4474839.1
OG0005555	SSPN1_20940.1	KAK4475482.1
OG0005566	SSPN1_73010.1, SSPN1_73010.2	KAK4470506.1
OG0005567	SSPN1_18000.1	KAK4474737.1
OG0005568	SSPN1_74040.1	KAK4470437.1
OG0005569	SSPN1_92100.1	KAK4467808.1
OG0005570	SSPN1_38320.1	KAK4472523.1
OG0005571	SSPN1_45300.1	KAK4469061.1
OG0005572	SSPN1_57700.2, SSPN1_57700.3, SSPN1_57700.4, SSPN1_57700.1	KAK4471600.1
OG0005573	SSPN1_20700.1	KAK4474360.1
OG0005574	SSPN1_83190.1, SSPN1_83190.2	KAK4468860.1
OG0005575	SSPN1_65000.1	KAK4471554.1
OG0005576	SSPN1_64980.1, SSPN1_64980.2, SSPN1_2640.1	KAK4471557.1
OG0005577	SSPN1_83110.1, SSPN1_83110.2	KAK4468900.1
OG0005578	SSPN1_47710.1	KAK4469252.1
OG0005579	SSPN1_20010.1	KAK4476272.1
OG0005580	SSPN1_49490.1	KAK4469652.1
OG0005581	SSPN1_28880.1	KAK4472457.1
OG0005582	SSPN1_37780.1	KAK4472365.1
OG0005583	SSPN1_82840.1	KAK4468868.1
OG0005584	SSPN1_90620.1	KAK4467719.1
OG0005585	SSPN1_91720.1	KAK4467672.1
OG0005586	SSPN1_91710.1	KAK4467671.1
OG0005587	SSPN1_75100.1	KAK4470802.1
OG0005589	SSPN1_57230.1	KAK4472044.1
OG0005590	SSPN1_10500.1	KAK4474929.1
OG0005591	SSPN1_59290.1	KAK4471241.1
OG0005592	SSPN1_51050.5, SSPN1_51050.3, SSPN1_51050.4, SSPN1_51050.1, SSPN1_51050.2	KAK4469673.1
OG0005593	SSPN1_68840.1	KAK4470161.1
OG0005594	SSPN1_66890.1	KAK4470090.1
OG0005595	SSPN1_61880.1	KAK4471738.1
OG0005596	SSPN1_58300.2, SSPN1_58300.3	KAK4471370.1
OG0005597	SSPN1_80550.1, SSPN1_80550.2	KAK4468039.1
OG0005598	SSPN1_73730.1	KAK4470726.1
OG0005599	SSPN1_52890.1, SSPN1_52890.2	KAK4469870.1
OG0005600	SSPN1_12330.1	KAK4475077.1
OG0005601	SSPN1_22150.1	KAK4473371.1
OG0005602	SSPN1_22050.1	KAK4473382.1
OG0005603	SSPN1_60120.1	KAK4471887.1
OG0005604	SSPN1_28940.1	KAK4472463.1
OG0005605	SSPN1_34750.1	KAK4474038.1
OG0005606	SSPN1_76780.1	KAK4470976.1
OG0005607	SSPN1_86490.1	KAK4468582.1
OG0005608	SSPN1_58370.1	KAK4471365.1
OG0005609	SSPN1_62950.1	KAK4471957.1
OG0005610	SSPN1_2140.1	KAK4475343.1
OG0005611	SSPN1_87900.1	KAK4468436.1
OG0005612	SSPN1_90160.1	KAK4467888.1
OG0005613	SSPN1_52290.1	KAK4469939.1
OG0005614	SSPN1_27380.1	KAK4472903.1
OG0005615	SSPN1_28060.1	KAK4472753.1
OG0005616	SSPN1_28050.1	KAK4472752.1
OG0005617	SSPN1_32080.1	KAK4473787.1
OG0005618	SSPN1_48270.1, SSPN1_48270.2	KAK4469195.1
OG0005619	SSPN1_48600.1	KAK4469404.1
OG0005621	SSPN1_84280.1	KAK4468724.1
OG0005622	SSPN1_790.1	KAK4476216.1
OG0005623	SSPN1_72350.1, SSPN1_72350.2	KAK4470341.1
OG0005624	SSPN1_19140.1	KAK4474595.1
OG0005625	SSPN1_19130.1	KAK4474594.1
OG0005626	SSPN1_42390.1, SSPN1_42390.2, SSPN1_42390.3	KAK4472837.1
OG0005627	SSPN1_22410.1	KAK4473344.1, KAK4473346.1
OG0005628	SSPN1_31680.1	KAK4473745.1, KAK4473746.1
OG0005629	SSPN1_38940.1	KAK4472594.1
OG0005630	SSPN1_44350.1, SSPN1_82400.1	KAK4468150.1
OG0005631	SSPN1_53230.1	KAK4469838.1
OG0005632	SSPN1_91690.1	KAK4467669.1
OG0005633	SSPN1_19870.1, SSPN1_19870.2	KAK4469813.1, KAK4476281.1
OG0005634	SSPN1_22080.2, SSPN1_22080.3, SSPN1_22080.1	KAK4473379.1
OG0005635	SSPN1_2960.1, SSPN1_2960.2	KAK4475587.1
OG0005636	SSPN1_32340.1	KAK4473806.1
OG0005637	SSPN1_77130.3, SSPN1_77130.1, SSPN1_77130.2, SSPN1_77130.4	KAK4471008.1
OG0005638	SSPN1_74350.1	KAK4470410.1
OG0005639	SSPN1_70360.1	KAK4470565.1
OG0005640	SSPN1_26540.1	KAK4473144.1
OG0005641	SSPN1_70580.1	KAK4470593.1
OG0005642	SSPN1_92670.1	KAK4467847.1
OG0005643	SSPN1_28610.1	KAK4472432.1
OG0005644	SSPN1_73670.1	KAK4470718.1
OG0005645	SSPN1_56940.1, SSPN1_56940.2	KAK4472077.1
OG0005646	SSPN1_39800.1	KAK4472938.1
OG0005647	SSPN1_53860.1	KAK4469032.1
OG0005648	SSPN1_30800.1	KAK4473665.1
OG0005649	SSPN1_48750.1	KAK4469419.1
OG0005650	SSPN1_59850.1	KAK4472111.1
OG0005651	SSPN1_58600.1, SSPN1_58600.2	KAK4471341.1
OG0005652	SSPN1_46530.1, SSPN1_46530.2	KAK4469591.1
OG0005653	SSPN1_90300.1	KAK4467903.1
OG0005654	SSPN1_69840.1	KAK4470280.1
OG0005655	SSPN1_26210.1, SSPN1_26210.2	KAK4473028.1
OG0005656	SSPN1_84760.1	KAK4468767.1
OG0005657	SSPN1_16810.1	KAK4474463.1
OG0005659	SSPN1_13790.1	KAK4474868.1
OG0005660	SSPN1_69070.1	KAK4470187.1
OG0005662	SSPN1_41900.1	KAK4473553.1
OG0005663	SSPN1_8470.1, SSPN1_8480.1	KAK4475991.1
OG0005664	SSPN1_24260.1	KAK4473232.1
OG0005665	SSPN1_46680.1, SSPN1_46680.2, SSPN1_46680.3	KAK4469574.1
OG0005666	SSPN1_85980.1	KAK4468527.1
OG0005667	SSPN1_40850.1	KAK4473447.1
OG0005668	SSPN1_3520.1	KAK4475640.1
OG0005669	SSPN1_54010.1	KAK4469049.1
OG0005670	SSPN1_81300.1	KAK4468194.1
OG0005671	SSPN1_16780.1	KAK4474460.1
OG0005672	SSPN1_45790.1, SSPN1_45790.2	KAK4469111.1
OG0005673	SSPN1_45840.1	KAK4469117.1
OG0005674	SSPN1_25110.1	KAK4472897.1
OG0005675	SSPN1_39460.1, SSPN1_39450.1	KAK4473619.1
OG0005676	SSPN1_50710.1	KAK4469501.1
OG0005677	SSPN1_5800.1	KAK4475900.1
OG0005678	SSPN1_64510.1	KAK4472000.1
OG0005679	SSPN1_85390.3, SSPN1_85390.1, SSPN1_85390.2	KAK4468667.1
OG0005680	SSPN1_66520.1	KAK4471357.1
OG0005681	SSPN1_66530.1	KAK4471346.1
OG0005682	SSPN1_30520.1	KAK4472627.1
OG0005683	SSPN1_35080.1	KAK4474072.1, KAK4474071.1
OG0005684	SSPN1_47680.1, SSPN1_47690.1	KAK4469255.1, KAK4469254.1
OG0005685	SSPN1_18470.1	KAK4474514.1
OG0005686	SSPN1_85920.1	KAK4468522.1
OG0005687	SSPN1_58830.1	KAK4471443.1
OG0005688	SSPN1_880.1	KAK4475882.1
OG0005689	SSPN1_68050.1, SSPN1_68040.1	KAK4470525.1
OG0005690	SSPN1_50910.1	KAK4469480.1
OG0005691	SSPN1_90400.1	KAK4467614.1
OG0005692	SSPN1_45720.1	KAK4469102.1, KAK4469104.1
OG0005693	SSPN1_200.1	KAK4476013.1
OG0005694	SSPN1_47580.1	KAK4469266.1
OG0005695	SSPN1_47750.1	KAK4469249.1
OG0005696	SSPN1_40080.1	KAK4473210.1
OG0005697	SSPN1_11210.1	KAK4475189.1
OG0005698	SSPN1_67110.1	KAK4470145.1
OG0005699	SSPN1_10080.1, SSPN1_10080.2	KAK4475350.1
OG0005700	SSPN1_68790.1, SSPN1_68790.2, SSPN1_68810.1	KAK4470159.1
OG0005701	SSPN1_55550.1, SSPN1_55500.1	KAK4471123.1
OG0005702	SSPN1_59470.1	KAK4471221.1
OG0005703	SSPN1_36430.1, SSPN1_36430.2, SSPN1_36430.3	KAK4474195.1
OG0005704	SSPN1_39590.1	KAK4473608.1
OG0005705	SSPN1_52120.1, SSPN1_52120.2	KAK4469178.1
OG0005706	SSPN1_54110.1	KAK4469055.1
OG0005707	SSPN1_59400.1	KAK4471230.1
OG0005708	SSPN1_12840.1	KAK4475025.1
OG0005709	SSPN1_26560.1	KAK4473141.1
OG0005710	SSPN1_36130.1	KAK4474166.1
OG0005711	SSPN1_14050.1	KAK4474845.1
OG0005712	SSPN1_86570.1, SSPN1_86570.2	KAK4468459.1
OG0005713	SSPN1_58560.1, SSPN1_58560.2	KAK4471344.1
OG0005714	SSPN1_87490.1, SSPN1_87490.2	KAK4468616.1
OG0005715	SSPN1_71670.1, SSPN1_71670.2	KAK4470470.1
OG0005716	SSPN1_49220.1	KAK4469458.1
OG0005717	SSPN1_72420.1	KAK4470329.1
OG0005718	SSPN1_48030.1	KAK4469222.1
OG0005719	SSPN1_35190.1	KAK4474083.1
OG0005720	SSPN1_80650.1, SSPN1_80650.2	KAK4468032.1
OG0005722	SSPN1_89570.1	KAK4467595.1
OG0005723	SSPN1_41570.1	KAK4473521.1
OG0005725	SSPN1_80260.1	KAK4468144.1
OG0005726	SSPN1_51290.1	KAK4469522.1
OG0005727	SSPN1_66230.1	KAK4471645.1
OG0005728	SSPN1_84710.1	KAK4468763.1
OG0005729	SSPN1_59730.1, SSPN1_59730.2	KAK4471193.1
OG0005730	SSPN1_90680.1	KAK4467711.1, KAK4467712.1
OG0005731	SSPN1_78700.1	KAK4467995.1
OG0005732	SSPN1_26310.1, SSPN1_26310.2	KAK4473085.1
OG0005733	SSPN1_23240.1, SSPN1_23240.2	KAK4473067.1
OG0005734	SSPN1_42080.1	KAK4473573.1
OG0005735	SSPN1_88750.1	KAK4468650.1
OG0005736	SSPN1_67270.1, SSPN1_67270.2	KAK4470003.1
OG0005737	SSPN1_60500.1	KAK4471317.1
OG0005738	SSPN1_4690.1	KAK4467440.1, KAK4475799.1
OG0005739	SSPN1_28720.1	KAK4472441.1
OG0005740	SSPN1_76570.1	KAK4470956.1
OG0005741	SSPN1_83220.1	KAK4468857.1
OG0005742	SSPN1_37460.1	KAK4472328.1
