Orthogroup	schistosoma_spindale	schistosoma_curassoni
OG0006496	SSPN1_43650.1	SCUR1_45280.1
OG0006497	SSPN1_17660.2, SSPN1_17660.1, SSPN1_17660.3	SCUR1_13180.1
OG0006498	SSPN1_1770.1	SCUR1_1690.1
OG0006499	SSPN1_5560.1	SCUR1_5690.1
OG0006500	SSPN1_43310.1, SSPN1_43310.2	SCUR1_44950.1, SCUR1_44950.2
OG0006501	SSPN1_86220.1	SCUR1_88630.1
OG0006502	SSPN1_67030.1	SCUR1_68950.1, SCUR1_68950.2
OG0006503	SSPN1_77400.1	SCUR1_79760.1
OG0006504	SSPN1_78020.1	SCUR1_80790.1, SCUR1_97690.1, SCUR1_97690.2
OG0006505	SSPN1_79990.1	SCUR1_82220.1, SCUR1_82220.2
OG0006506	SSPN1_58150.2, SSPN1_58150.1	SCUR1_66330.1
OG0006508	SSPN1_58620.1	SCUR1_65840.1
OG0006509	SSPN1_90410.1	SCUR1_92640.1
OG0006510	SSPN1_25680.1	SCUR1_26780.3, SCUR1_26780.2, SCUR1_26780.1
OG0006512	SSPN1_36340.1, SSPN1_36340.2	SCUR1_34750.1
OG0006513	SSPN1_33400.1	SCUR1_37790.1
OG0006514	SSPN1_79490.1	SCUR1_81710.1, SCUR1_81710.2, SCUR1_81710.4, SCUR1_81710.3, SCUR1_81710.5
OG0006515	SSPN1_41330.1	SCUR1_42770.1
OG0006516	SSPN1_29620.1	SCUR1_30660.1
OG0006517	SSPN1_91780.1	SCUR1_93960.2, SCUR1_93960.1, SCUR1_93960.3
OG0006518	SSPN1_92410.1	SCUR1_94580.1
OG0006519	SSPN1_89950.1	SCUR1_92160.2, SCUR1_92160.1, SCUR1_92160.3, SCUR1_92160.4
OG0006520	SSPN1_91030.1	SCUR1_93210.1
OG0006521	SSPN1_84780.3, SSPN1_84780.1, SSPN1_84780.2	SCUR1_86680.1, SCUR1_86680.2
OG0006522	SSPN1_45480.2, SSPN1_45480.1	SCUR1_47110.1
OG0006524	SSPN1_69720.1	SCUR1_71870.1
OG0006525	SSPN1_65550.1	SCUR1_63660.3, SCUR1_63660.2, SCUR1_63660.4, SCUR1_63660.1
OG0006526	SSPN1_37630.1, SSPN1_37640.1	SCUR1_33370.1, SCUR1_33380.1
OG0006527	SSPN1_40050.1	SCUR1_41480.1
OG0006528	SSPN1_43200.1	SCUR1_44830.1, SCUR1_44840.1, SCUR1_44820.1
OG0006529	SSPN1_11250.1, SSPN1_11250.2	SCUR1_18420.1
OG0006531	SSPN1_47230.1, SSPN1_47230.2	SCUR1_48840.1
OG0006532	SSPN1_78080.1	SCUR1_96490.1, SCUR1_96490.2
OG0006532	SSPN1_78070.1	SCUR1_96500.1
OG0006534	SSPN1_25260.5, SSPN1_25260.4, SSPN1_25260.2, SSPN1_25260.3, SSPN1_25260.1	SCUR1_26290.1, SCUR1_26290.2
OG0006543	SSPN1_80050.1	SCUR1_82280.1
OG0006544	SSPN1_92090.1	SCUR1_94260.1, SCUR1_94260.2
OG0006545	SSPN1_69000.1	SCUR1_71050.1
OG0006546	SSPN1_85840.1	SCUR1_88970.1
OG0006547	SSPN1_46440.1	SCUR1_48050.1, SCUR1_48040.1
OG0006548	SSPN1_89500.1	SCUR1_91770.1
OG0006549	SSPN1_66380.1	SCUR1_68290.1, SCUR1_68290.2
OG0006550	SSPN1_53950.1	SCUR1_56010.1
OG0006551	SSPN1_71960.1	SCUR1_74080.1, SCUR1_74080.2, SCUR1_74080.3
OG0006552	SSPN1_15630.1, SSPN1_15630.2	SCUR1_15040.1
OG0006553	SSPN1_74440.1	SCUR1_76710.1
OG0006554	SSPN1_42410.1, SSPN1_42410.2	SCUR1_43970.2, SCUR1_43970.1
OG0006555	SSPN1_88950.1, SSPN1_88950.2	SCUR1_91040.1, SCUR1_91040.2
OG0006556	SSPN1_52130.1	SCUR1_53950.1
OG0006557	SSPN1_63270.1	SCUR1_60860.1
OG0006558	SSPN1_68300.1	SCUR1_70310.1
OG0006559	SSPN1_5070.1	SCUR1_5210.1
OG0006560	SSPN1_25620.1	SCUR1_26700.1
OG0006561	SSPN1_57810.1	SCUR1_66670.3
OG0006562	SSPN1_18060.1	SCUR1_13600.1
OG0006563	SSPN1_84130.1	SCUR1_85960.2, SCUR1_85960.1
OG0006564	SSPN1_31950.1	SCUR1_39180.1
OG0006565	SSPN1_14120.1	SCUR1_16660.1, SCUR1_16640.1
OG0006566	SSPN1_28130.1	SCUR1_29260.1
OG0006567	SSPN1_29150.1	SCUR1_30190.1
OG0006568	SSPN1_10180.1	SCUR1_20410.1
OG0006569	SSPN1_28110.1	SCUR1_29280.1
OG0006570	SSPN1_53650.1	SCUR1_55570.1
OG0006571	SSPN1_62320.1	SCUR1_61750.1
OG0006572	SSPN1_44880.1, SSPN1_44870.1	SCUR1_46490.1
OG0006573	SSPN1_1900.1	SCUR1_1800.2, SCUR1_1800.1
OG0006574	SSPN1_58240.1	SCUR1_66250.1
OG0006575	SSPN1_55790.1	SCUR1_57790.1
OG0006576	SSPN1_55900.1	SCUR1_57940.1, SCUR1_57930.1
OG0006577	SSPN1_35160.1	SCUR1_35800.1
OG0006578	SSPN1_46310.1	SCUR1_47940.1
OG0006579	SSPN1_41210.1	SCUR1_42660.1
OG0006580	SSPN1_73810.1, SSPN1_73810.2	SCUR1_76040.1
OG0006581	SSPN1_25610.1	SCUR1_26690.1
OG0006582	SSPN1_29550.1	SCUR1_30580.1
OG0006583	SSPN1_83780.1	SCUR1_85560.1, SCUR1_98130.1
OG0006584	SSPN1_2430.2, SSPN1_2430.1, SSPN1_2430.3	SCUR1_2330.1
OG0006586	SSPN1_33540.1	SCUR1_37610.1
OG0006588	SSPN1_18370.1	SCUR1_13910.1, SCUR1_13910.2
OG0006589	SSPN1_9480.1	SCUR1_19720.1
OG0006590	SSPN1_9460.1	SCUR1_19740.1
OG0006591	SSPN1_69490.1	SCUR1_71550.1, SCUR1_71550.2
OG0006592	SSPN1_81400.1	SCUR1_83600.1
OG0006593	SSPN1_67990.1	SCUR1_69990.1
OG0006594	SSPN1_50110.1, SSPN1_50110.2	SCUR1_51790.1
OG0006595	SSPN1_51720.1, SSPN1_51720.2	SCUR1_53500.1, SCUR1_53500.2, SCUR1_53500.3
OG0006596	SSPN1_75830.1	SCUR1_78230.1
OG0006597	SSPN1_74760.1	SCUR1_77030.1
OG0006598	SSPN1_90370.1	SCUR1_92590.1
OG0006599	SSPN1_22590.1	SCUR1_23280.1
OG0006600	SSPN1_76150.1	SCUR1_78550.3, SCUR1_78550.1, SCUR1_78550.2, SCUR1_78550.4
OG0006601	SSPN1_50060.1	SCUR1_51730.1
OG0006602	SSPN1_24180.1	SCUR1_25160.1
OG0006603	SSPN1_89240.1, SSPN1_89240.2	SCUR1_91380.1
OG0006604	SSPN1_53850.1	SCUR1_55920.1
OG0006605	SSPN1_11490.1	SCUR1_18650.1
OG0006606	SSPN1_70180.1	SCUR1_72250.1
OG0006607	SSPN1_25250.1	SCUR1_26260.1
OG0006608	SSPN1_10120.1	SCUR1_20350.1
OG0006609	SSPN1_83060.1	SCUR1_84930.1
OG0006610	SSPN1_78260.1	SCUR1_81200.1
OG0006613	SSPN1_54230.1	SCUR1_56220.1
OG0006614	SSPN1_59090.1	SCUR1_65330.1
OG0006615	SSPN1_36800.1	SCUR1_34290.1
OG0006616	SSPN1_68380.1	SCUR1_70400.1
OG0006617	SSPN1_67070.1	SCUR1_68990.1, SCUR1_68990.3, SCUR1_68990.2
OG0006618	SSPN1_33880.1	SCUR1_37260.1
OG0006619	SSPN1_23190.1	SCUR1_24090.1
OG0006620	SSPN1_2080.1	SCUR1_1960.1
OG0006621	SSPN1_88800.1	SCUR1_90890.1
OG0006622	SSPN1_14340.1	SCUR1_16410.1
OG0006623	SSPN1_58510.1	SCUR1_65940.1
OG0006624	SSPN1_36270.1	SCUR1_34820.1
OG0006625	SSPN1_62450.1	SCUR1_61640.1
OG0006627	SSPN1_54540.1	SCUR1_56530.1
OG0006628	SSPN1_88860.2, SSPN1_88860.3, SSPN1_88860.1	SCUR1_90970.1
OG0006629	SSPN1_72780.1	SCUR1_75020.1
OG0006630	SSPN1_78640.1	SCUR1_80490.2, SCUR1_80490.1
OG0006631	SSPN1_49620.1	SCUR1_51290.1
OG0006632	SSPN1_31810.1	SCUR1_39340.1
OG0006634	SSPN1_39680.1	SCUR1_41100.1
OG0006635	SSPN1_7040.1	SCUR1_7070.1
OG0006637	SSPN1_41870.1	SCUR1_43410.1
OG0006638	SSPN1_7000.1	SCUR1_7110.1
OG0006639	SSPN1_77100.1, SSPN1_77100.2	SCUR1_79470.1
OG0006640	SSPN1_8880.1	SCUR1_8970.1
OG0006641	SSPN1_73110.1	SCUR1_75390.1
OG0006642	SSPN1_60070.1	SCUR1_64330.1
OG0006643	SSPN1_56230.1	SCUR1_58260.1
OG0006644	SSPN1_23610.1	SCUR1_24560.1
OG0006645	SSPN1_63190.1	SCUR1_60940.1
OG0006646	SSPN1_49890.1	SCUR1_51550.1
OG0006647	SSPN1_58540.1	SCUR1_65920.1
OG0006648	SSPN1_58580.1	SCUR1_65880.1
OG0006649	SSPN1_69580.1	SCUR1_71680.1
OG0006650	SSPN1_45860.1	SCUR1_47500.1
OG0006651	SSPN1_17170.1	SCUR1_12650.1
OG0006652	SSPN1_23010.1	SCUR1_23820.1
OG0006653	SSPN1_60190.1	SCUR1_64190.1, SCUR1_64200.1
OG0006654	SSPN1_58550.1	SCUR1_65910.1
OG0006655	SSPN1_36660.1	SCUR1_34450.1
OG0006656	SSPN1_36650.1	SCUR1_34440.1, SCUR1_34440.2
OG0006657	SSPN1_24290.1	SCUR1_25290.1
OG0006658	SSPN1_74470.1	SCUR1_76740.1
OG0006659	SSPN1_35860.1	SCUR1_35220.1
OG0006660	SSPN1_82130.1	SCUR1_84200.1
OG0006661	SSPN1_69750.1, SSPN1_69750.2	SCUR1_71890.1
OG0006662	SSPN1_14670.1	SCUR1_16050.1
OG0006663	SSPN1_40660.1, SSPN1_40660.2	SCUR1_42130.1
OG0006664	SSPN1_49320.1	SCUR1_50960.1
OG0006665	SSPN1_34410.1	SCUR1_36710.1
OG0006666	SSPN1_1290.1	SCUR1_1260.1, SCUR1_1260.2
OG0006667	SSPN1_6900.1	SCUR1_6850.1
OG0006668	SSPN1_23600.1	SCUR1_24550.1, SCUR1_24550.2
OG0006669	SSPN1_16400.1	SCUR1_14330.1
OG0006670	SSPN1_68290.1	SCUR1_70300.1
OG0006671	SSPN1_76010.1	SCUR1_78420.1
OG0006672	SSPN1_10730.1	SCUR1_17910.1, SCUR1_17920.1
OG0006673	SSPN1_12940.1	SCUR1_20940.1
OG0006674	SSPN1_77050.1, SSPN1_77050.2	SCUR1_79390.1
OG0006675	SSPN1_21720.1	SCUR1_22450.1
OG0006676	SSPN1_71520.1, SSPN1_71520.2	SCUR1_73570.1
OG0006677	SSPN1_22120.1	SCUR1_22810.1
OG0006678	SSPN1_45400.1	SCUR1_100910.1, SCUR1_47000.1, SCUR1_100910.2
OG0006680	SSPN1_16570.1	SCUR1_12100.1
OG0006681	SSPN1_63330.1	SCUR1_60760.1
OG0006682	SSPN1_81080.1	SCUR1_83260.1, SCUR1_83260.2
OG0006683	SSPN1_9390.1	SCUR1_19810.1, SCUR1_19820.1
OG0006684	SSPN1_11060.1	SCUR1_18220.1
OG0006685	SSPN1_37160.1	SCUR1_33860.1
OG0006686	SSPN1_51590.1, SSPN1_51590.2	SCUR1_53350.1
OG0006687	SSPN1_85590.1	SCUR1_87500.1
OG0006689	SSPN1_62620.1	SCUR1_61480.1
OG0006690	SSPN1_63320.1	SCUR1_60780.1
OG0006691	SSPN1_73850.1	SCUR1_76080.1
OG0006692	SSPN1_4310.1	SCUR1_4420.1
OG0006693	SSPN1_22600.1	SCUR1_23290.1
OG0006694	SSPN1_75130.1	SCUR1_77440.1
OG0006695	SSPN1_60510.1	SCUR1_63540.1
OG0006696	SSPN1_83620.1	SCUR1_85680.1
OG0006697	SSPN1_29600.1	SCUR1_30640.1
OG0006698	SSPN1_40540.1, SSPN1_40540.2	SCUR1_41980.1
OG0006699	SSPN1_68400.1	SCUR1_70420.1
OG0006700	SSPN1_31300.1	SCUR1_39860.1
OG0006701	SSPN1_47860.1	SCUR1_49510.1
OG0006702	SSPN1_87660.1	SCUR1_89750.1
OG0006703	SSPN1_7600.1	SCUR1_7540.1
OG0006705	SSPN1_54880.1	SCUR1_98470.1
OG0006706	SSPN1_39650.1	SCUR1_41060.1
OG0006707	SSPN1_29410.1	SCUR1_30430.1, SCUR1_30430.2
OG0006709	SSPN1_12670.1	SCUR1_21270.1, SCUR1_100210.1
OG0006710	SSPN1_79730.1	SCUR1_81960.1
OG0006711	SSPN1_59760.1	SCUR1_64630.1
OG0006712	SSPN1_81230.1, SSPN1_81230.2	SCUR1_83420.1
OG0006714	SSPN1_21980.1, SSPN1_22000.1	SCUR1_22690.1
OG0006715	SSPN1_42440.1	SCUR1_44000.1
OG0006716	SSPN1_44160.1	SCUR1_45750.1
OG0006717	SSPN1_87750.1	SCUR1_89840.1
OG0006718	SSPN1_21820.1	SCUR1_22530.1
OG0006719	SSPN1_44680.1	SCUR1_46260.1
OG0006720	SSPN1_25740.1	SCUR1_26840.1
OG0006721	SSPN1_17330.1, SSPN1_17330.2	SCUR1_12830.1
OG0006722	SSPN1_27490.1	SCUR1_28670.1
OG0006723	SSPN1_44150.1	SCUR1_45770.1
OG0006724	SSPN1_3180.1	SCUR1_3240.1
OG0006725	SSPN1_61820.1	SCUR1_62240.1
OG0006726	SSPN1_61340.1	SCUR1_62650.1
OG0006727	SSPN1_77210.1	SCUR1_79570.1
OG0006728	SSPN1_91400.1	SCUR1_95320.2, SCUR1_95320.3, SCUR1_95320.1
OG0006729	SSPN1_91930.1	SCUR1_94110.1
OG0006730	SSPN1_39180.1	SCUR1_31680.1
OG0006731	SSPN1_84270.1	SCUR1_86390.1
OG0006732	SSPN1_60240.1	SCUR1_64140.1
OG0006733	SSPN1_20340.1	SCUR1_10030.1
OG0006734	SSPN1_88450.1, SSPN1_88450.2	SCUR1_90520.1, SCUR1_99390.1
OG0006735	SSPN1_60790.1	SCUR1_63240.1
OG0006736	SSPN1_70610.1	SCUR1_72680.1
OG0006737	SSPN1_2290.1	SCUR1_2170.1
OG0006738	SSPN1_43860.1	SCUR1_45460.1
OG0006739	SSPN1_9210.1	SCUR1_20030.1
OG0006740	SSPN1_79220.1	SCUR1_81410.1
OG0006741	SSPN1_18170.1	SCUR1_13720.1
OG0006742	SSPN1_19480.1	SCUR1_11070.1
OG0006743	SSPN1_48490.1	SCUR1_50150.1
OG0006744	SSPN1_84380.1	SCUR1_86280.1
OG0006745	SSPN1_81280.1	SCUR1_83470.1
OG0006746	SSPN1_76420.1	SCUR1_78790.1, SCUR1_78790.2
OG0006747	SSPN1_77970.1	SCUR1_80840.1
OG0006748	SSPN1_19540.1	SCUR1_10990.1
OG0006749	SSPN1_33680.1	SCUR1_37470.1
OG0006750	SSPN1_88370.1	SCUR1_90460.1
OG0006751	SSPN1_54960.1	SCUR1_57070.1
OG0006752	SSPN1_17890.1, SSPN1_17890.2	SCUR1_13420.1
OG0006753	SSPN1_66220.1	SCUR1_68140.1
OG0006754	SSPN1_47600.1	SCUR1_49250.1, SCUR1_49250.2, SCUR1_49250.3
OG0006755	SSPN1_59000.1	SCUR1_65440.1
OG0006756	SSPN1_83230.2	SCUR1_85270.1, SCUR1_85270.2
OG0006757	SSPN1_7370.1	SCUR1_7310.1
OG0006758	SSPN1_65450.1	SCUR1_63760.1
OG0006759	SSPN1_19940.1	SCUR1_10550.1
OG0006760	SSPN1_65880.1, SSPN1_65880.2	SCUR1_63570.1
OG0006761	SSPN1_44200.1	SCUR1_45710.1
OG0006762	SSPN1_90190.1	SCUR1_92400.1
OG0006763	SSPN1_11340.1	SCUR1_97160.1
OG0006764	SSPN1_71190.1	SCUR1_73310.1
OG0006765	SSPN1_83610.1	SCUR1_85700.1
OG0006766	SSPN1_82830.1	SCUR1_85110.1
OG0006767	SSPN1_83210.1	SCUR1_85230.1
OG0006768	SSPN1_7700.1	SCUR1_7680.1
OG0006769	SSPN1_71480.1	SCUR1_73530.1
OG0006770	SSPN1_42710.1, SSPN1_42710.2	SCUR1_44280.3, SCUR1_44280.2, SCUR1_44280.1
OG0006771	SSPN1_8130.1	SCUR1_8130.1
OG0006772	SSPN1_60440.1, SSPN1_60450.1	SCUR1_67580.1
OG0006773	SSPN1_74490.1, SSPN1_74500.1	SCUR1_76760.1
OG0006774	SSPN1_12180.1	SCUR1_19360.2
OG0006775	SSPN1_64820.1	SCUR1_59280.1
OG0006776	SSPN1_59870.1	SCUR1_64520.1
OG0006777	SSPN1_13370.1	SCUR1_17390.1
OG0006778	SSPN1_9980.1	SCUR1_20200.1, SCUR1_20200.2
OG0006779	SSPN1_48180.1	SCUR1_49800.1
OG0006780	SSPN1_80150.1	SCUR1_82380.1
OG0006781	SSPN1_30610.1, SSPN1_30610.2	SCUR1_40510.1
OG0006782	SSPN1_66250.1	SCUR1_68170.1
OG0006783	SSPN1_13650.1	SCUR1_17110.1
OG0006784	SSPN1_3880.1, SSPN1_3880.2	SCUR1_3910.1
OG0006785	SSPN1_76430.1	SCUR1_78810.1
OG0006786	SSPN1_9930.1	SCUR1_20140.1, SCUR1_20140.2
OG0006787	SSPN1_37570.1	SCUR1_33440.1
OG0006788	SSPN1_59420.1	SCUR1_64950.1
OG0006789	SSPN1_17860.1	SCUR1_13380.1
OG0006790	SSPN1_89170.1	SCUR1_91470.1
OG0006792	SSPN1_22660.1	SCUR1_23350.1
OG0006793	SSPN1_17910.1, SSPN1_17910.3, SSPN1_17910.2	SCUR1_13440.1
OG0006795	SSPN1_18440.1	SCUR1_14000.1
OG0006796	SSPN1_14720.1	SCUR1_15990.1
OG0006797	SSPN1_440.1	SCUR1_940.1, SCUR1_940.2, SCUR1_940.3
OG0006798	SSPN1_47660.1	SCUR1_49300.1, SCUR1_49300.2
OG0006799	SSPN1_40400.1	SCUR1_41810.1, SCUR1_41810.2
OG0006800	SSPN1_21040.1	SCUR1_21880.1, SCUR1_21880.2
OG0006801	SSPN1_15460.1	SCUR1_15210.1
OG0006802	SSPN1_15430.1	SCUR1_15270.1
OG0006803	SSPN1_74050.1	SCUR1_76280.1
OG0006804	SSPN1_80200.1	SCUR1_82420.1
OG0006805	SSPN1_79910.1	SCUR1_82140.1, SCUR1_82140.2
OG0006806	SSPN1_28920.1, SSPN1_28920.2	SCUR1_29930.1, SCUR1_29930.2
OG0006807	SSPN1_38610.1	SCUR1_32310.1
OG0006808	SSPN1_25960.1, SSPN1_25960.2	SCUR1_27040.1
OG0006809	SSPN1_58640.4	SCUR1_65820.1
OG0006810	SSPN1_64880.1	SCUR1_67200.1, SCUR1_100040.1
OG0006811	SSPN1_82020.1	SCUR1_84320.1
OG0006813	SSPN1_38840.1	SCUR1_32100.1, SCUR1_32100.2
OG0006816	SSPN1_87260.1, SSPN1_87260.2	SCUR1_89240.1
OG0006817	SSPN1_25190.1, SSPN1_25190.2	SCUR1_26210.1
OG0006819	SSPN1_15140.1	SCUR1_15550.1
OG0006820	SSPN1_72890.1, SSPN1_72900.1	SCUR1_75150.1
OG0006821	SSPN1_33940.1	SCUR1_37200.1
OG0006822	SSPN1_4350.1	SCUR1_4460.1
OG0006823	SSPN1_89900.1	SCUR1_92110.1, SCUR1_92110.2
OG0006824	SSPN1_89630.1	SCUR1_91880.1
OG0006826	SSPN1_82160.1	SCUR1_84170.1
OG0006827	SSPN1_87610.1, SSPN1_87610.2, SSPN1_87610.3	SCUR1_89680.1
OG0006828	SSPN1_73760.1	SCUR1_76000.1
OG0006828	SSPN1_73750.1	SCUR1_75990.1
OG0006829	SSPN1_59370.1, SSPN1_59380.1	SCUR1_65000.1
OG0006830	SSPN1_61620.1, SSPN1_61620.2	SCUR1_62430.1, SCUR1_62430.2
OG0006831	SSPN1_39130.1	SCUR1_31740.1
OG0006832	SSPN1_24850.2	SCUR1_25810.2, SCUR1_25810.3, SCUR1_25810.4
OG0006833	SSPN1_25880.1	SCUR1_26960.3, SCUR1_26960.1, SCUR1_26960.2
OG0006834	SSPN1_23390.1	SCUR1_24300.1, SCUR1_24300.2
OG0006835	SSPN1_43340.1	SCUR1_44960.1
OG0006836	SSPN1_13810.1	SCUR1_16940.1, SCUR1_16940.2
OG0006837	SSPN1_28450.1, SSPN1_28450.3, SSPN1_28450.4, SSPN1_28450.2	SCUR1_29530.1
OG0006841	SSPN1_9030.4	SCUR1_9090.1
OG0006841	SSPN1_9030.1, SSPN1_9030.2, SSPN1_9030.3	SCUR1_9090.2
OG0006851	SSPN1_58070.1	SCUR1_66400.1
OG0006852	SSPN1_92080.1	SCUR1_94250.1
OG0006853	SSPN1_15100.1	SCUR1_15600.1
OG0006854	SSPN1_47290.1, SSPN1_47290.2	SCUR1_48880.1
OG0006855	SSPN1_90750.1	SCUR1_92960.1
OG0006856	SSPN1_43470.1	SCUR1_45130.1, SCUR1_45130.2
OG0006857	SSPN1_85810.1	SCUR1_88990.1
OG0006858	SSPN1_19050.1, SSPN1_19050.2	SCUR1_11480.1
OG0006859	SSPN1_1330.1	SCUR1_1300.1, SCUR1_1300.2, SCUR1_1300.3
OG0006860	SSPN1_14850.1, SSPN1_14870.1	SCUR1_15860.1
OG0006861	SSPN1_51330.1, SSPN1_51330.2, SSPN1_51330.3	SCUR1_53060.1
OG0006862	SSPN1_27960.1	SCUR1_29100.1
OG0006863	SSPN1_48380.1	SCUR1_50030.1
OG0006864	SSPN1_46420.1, SSPN1_46420.2	SCUR1_48070.1
OG0006865	SSPN1_23980.1	SCUR1_24960.2, SCUR1_24960.1
OG0006866	SSPN1_37990.1	SCUR1_33010.1
OG0006867	SSPN1_83970.1	SCUR1_95680.3
OG0006868	SSPN1_19810.2	SCUR1_10690.1, SCUR1_10690.2, SCUR1_10690.3
OG0006870	SSPN1_28560.1	SCUR1_29630.1
OG0006871	SSPN1_84080.1	SCUR1_85900.1
OG0006872	SSPN1_46370.1	SCUR1_48000.1
OG0006873	SSPN1_6780.1	SCUR1_6760.1
OG0006874	SSPN1_13490.1	SCUR1_17300.1
OG0006875	SSPN1_59180.1	SCUR1_65220.1
OG0006876	SSPN1_37550.1	SCUR1_33460.1, SCUR1_33460.2, SCUR1_33460.3
OG0006877	SSPN1_46600.1	SCUR1_48230.1
OG0006878	SSPN1_79250.1	SCUR1_81470.1
OG0006879	SSPN1_56490.1	SCUR1_58460.1
OG0006880	SSPN1_78180.1	SCUR1_81130.1
OG0006881	SSPN1_86240.1	SCUR1_88610.1
OG0006882	SSPN1_84930.1	SCUR1_86840.1
OG0006883	SSPN1_25450.1	SCUR1_26490.1
OG0006884	SSPN1_69080.1	SCUR1_71130.1
OG0006885	SSPN1_27250.1	SCUR1_28430.1
OG0006886	SSPN1_38410.1	SCUR1_32540.1
OG0006887	SSPN1_24670.1	SCUR1_25640.1
OG0006888	SSPN1_33150.1, SSPN1_33150.2	SCUR1_38030.1
OG0006889	SSPN1_85580.1	SCUR1_87490.1
OG0006890	SSPN1_87930.1	SCUR1_90060.1
OG0006891	SSPN1_48260.1	SCUR1_49880.1, SCUR1_49880.2, SCUR1_49880.3
OG0006892	SSPN1_60730.1	SCUR1_63290.1
OG0006893	SSPN1_27360.1	SCUR1_28540.2, SCUR1_28540.1
OG0006894	SSPN1_91680.1	SCUR1_93880.1
OG0006895	SSPN1_37280.1, SSPN1_37280.2	SCUR1_33740.1
OG0006896	SSPN1_29890.1	SCUR1_30950.1
OG0006897	SSPN1_31410.1	SCUR1_39760.1, SCUR1_39760.2
OG0006898	SSPN1_47630.1	SCUR1_49280.1
OG0006899	SSPN1_29990.1	SCUR1_31080.1
OG0006900	SSPN1_90820.1	SCUR1_93020.1
OG0006901	SSPN1_60780.1	SCUR1_63250.1
OG0006902	SSPN1_580.1, SSPN1_580.2	SCUR1_250.1
OG0006903	SSPN1_15900.1	SCUR1_14780.1
OG0006904	SSPN1_51500.1	SCUR1_53230.1
OG0006905	SSPN1_92680.1	SCUR1_94780.1, SCUR1_94780.2
OG0006906	SSPN1_54320.1	SCUR1_56320.1
OG0006907	SSPN1_53190.1	SCUR1_55010.1
OG0006908	SSPN1_43710.1, SSPN1_43710.2	SCUR1_45380.1
OG0006910	SSPN1_55560.1	SCUR1_57770.1
OG0006911	SSPN1_51180.1	SCUR1_52920.1, SCUR1_52920.2
OG0006912	SSPN1_18410.1	SCUR1_13960.1
OG0006913	SSPN1_11740.1	SCUR1_18910.1
OG0006914	SSPN1_49940.1	SCUR1_51610.1
OG0006915	SSPN1_38710.1	SCUR1_32220.1
OG0006916	SSPN1_89370.1	SCUR1_91630.1
OG0006917	SSPN1_3270.1	SCUR1_3370.1
OG0006918	SSPN1_38630.1	SCUR1_32290.1
OG0006919	SSPN1_33470.1	SCUR1_37730.1
OG0006920	SSPN1_25640.1	SCUR1_26720.1
OG0006921	SSPN1_62890.1	SCUR1_61230.1
OG0006922	SSPN1_17340.1	SCUR1_12840.1, SCUR1_12840.2
OG0006923	SSPN1_90880.1	SCUR1_93080.1
OG0006924	SSPN1_76470.1	SCUR1_78830.1
OG0006925	SSPN1_48710.1	SCUR1_50380.2, SCUR1_50380.1
OG0006926	SSPN1_50270.1	SCUR1_51970.1
OG0006927	SSPN1_51230.1	SCUR1_52960.1, SCUR1_52960.2
OG0006928	SSPN1_14750.1	SCUR1_15970.1
OG0006929	SSPN1_79480.1	SCUR1_81680.1
OG0006930	SSPN1_4600.1	SCUR1_4720.1
OG0006931	SSPN1_20210.1	SCUR1_10250.1
OG0006932	SSPN1_16140.1	SCUR1_14530.1, SCUR1_14530.2
OG0006933	SSPN1_50870.1	SCUR1_52610.1
OG0006934	SSPN1_41040.1	SCUR1_42490.1
OG0006935	SSPN1_68360.1	SCUR1_70380.1
OG0006936	SSPN1_34080.1	SCUR1_37050.1
OG0006937	SSPN1_53030.1	SCUR1_54860.1
OG0006938	SSPN1_85930.1	SCUR1_88880.1
OG0006939	SSPN1_40810.1	SCUR1_42270.1
OG0006940	SSPN1_16080.1	SCUR1_14590.1
OG0006941	SSPN1_11730.1	SCUR1_18900.1
OG0006943	SSPN1_80290.1, SSPN1_80290.2	SCUR1_82520.1, SCUR1_82520.2
OG0006944	SSPN1_69280.1	SCUR1_71360.1
OG0006945	SSPN1_24600.1	SCUR1_25560.1, SCUR1_25560.2
OG0006946	SSPN1_16870.1	SCUR1_12380.1
OG0006947	SSPN1_79930.1, SSPN1_79930.2	SCUR1_82160.1
OG0006948	SSPN1_36390.1	SCUR1_34690.1
OG0006949	SSPN1_70110.1	SCUR1_72170.2, SCUR1_72170.1
OG0006950	SSPN1_72650.1	SCUR1_74840.1
OG0006951	SSPN1_10160.1, SSPN1_10160.2	SCUR1_20380.1
OG0006952	SSPN1_26570.1	SCUR1_27680.1
OG0006953	SSPN1_57100.1	SCUR1_59010.1
OG0006955	SSPN1_30050.1	SCUR1_31140.1
OG0006956	SSPN1_64090.1	SCUR1_60020.1
OG0006957	SSPN1_68590.1	SCUR1_70590.1
OG0006958	SSPN1_66410.2, SSPN1_66410.1	SCUR1_68320.1
OG0006959	SSPN1_83760.1	SCUR1_98140.1
OG0006961	SSPN1_86150.1	SCUR1_88690.1
OG0006962	SSPN1_52220.1	SCUR1_54040.1
OG0006963	SSPN1_47320.1	SCUR1_48910.2, SCUR1_48910.1
OG0006964	SSPN1_61960.1	SCUR1_62140.1
OG0006965	SSPN1_35430.1	SCUR1_35580.1
OG0006966	SSPN1_62640.1	SCUR1_61470.1
OG0006967	SSPN1_85560.1	SCUR1_87460.1
OG0006968	SSPN1_33120.1	SCUR1_38070.1
