Orthogroup	schistosoma_spindale	fasciola_hepatica
OG0006181	SSPN1_76370.1	FhHiC23_g371.t1
OG0006182	SSPN1_38380.1	FhHiC23_g4673.t1
OG0006183	SSPN1_38220.1	FhHiC23_g4974.t1
OG0006185	SSPN1_46300.1, SSPN1_46300.2, SSPN1_46300.3, SSPN1_46300.4, SSPN1_46300.5, SSPN1_46300.6	FhHiC23_g734.t1, FhHiC23_g735.t1, FhHiC23_g735.t2
OG0006186	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1	FhHiC23_g9670.t1
OG0006225	SSPN1_58060.1	FhHiC23_g8111.t1
OG0006226	SSPN1_20260.1	FhHiC23_g11739.t1, FhHiC23_g11498.t1, FhHiC23_g14923.t1
OG0006227	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3	FhHiC23_g11745.t1, FhHiC23_g11745.t2
OG0006228	SSPN1_25290.1	FhHiC23_g9695.t1
OG0006229	SSPN1_14880.1	FhHiC23_g11595.t1
OG0006230	SSPN1_89750.1	FhHiC23_g10093.t1, FhHiC23_g9429.t1
OG0006231	SSPN1_39400.1	FhHiC23_g14046.t1, FhHiC23_g14046.t2
OG0006233	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3	FhHiC23_g12900.t1
OG0006234	SSPN1_18570.1	FhHiC23_g12144.t1
OG0006235	SSPN1_24660.1	FhHiC23_g9280.t1, FhHiC23_g9280.t2
OG0006236	SSPN1_66370.1	FhHiC23_g7354.t1
OG0006237	SSPN1_30730.1	FhHiC23_g15827.t1
OG0006238	SSPN1_39200.1	FhHiC23_g5038.t2, FhHiC23_g5038.t1
OG0006239	SSPN1_74320.1	FhHiC23_g468.t1, FhHiC23_g468.t2, FhHiC23_g9990.t1
OG0006240	SSPN1_80060.1, SSPN1_80060.2	FhHiC23_g4205.t1
OG0006241	SSPN1_53940.1	FhHiC23_g307.t2, FhHiC23_g307.t1
OG0006242	SSPN1_15620.1	FhHiC23_g15579.t1
OG0006243	SSPN1_42670.1	FhHiC23_g14353.t1
OG0006244	SSPN1_66740.1	FhHiC23_g8262.t1
OG0006245	SSPN1_53430.1	FhHiC23_g1235.t1
OG0006246	SSPN1_77850.1	FhHiC23_g4287.t1
OG0006247	SSPN1_86910.1	FhHiC23_g16010.t1, FhHiC23_g16010.t2
OG0006248	SSPN1_87600.1, SSPN1_87600.2	FhHiC23_g16672.t1
OG0006249	SSPN1_44560.1	FhHiC23_g648.t1, FhHiC23_g648.t2
OG0006250	SSPN1_37910.1	FhHiC23_g6015.t1, FhHiC23_g6015.t2
OG0006251	SSPN1_14390.1	FhHiC23_g11772.t1, FhHiC23_g11772.t2, FhHiC23_g11772.t3
OG0006252	SSPN1_36370.1, SSPN1_36370.2	FhHiC23_g5283.t1
OG0006253	SSPN1_86630.1, SSPN1_86620.1	FhHiC23_g16040.t1
OG0006254	SSPN1_2190.1	FhHiC23_g12719.t1, FhHiC23_g12719.t2
OG0006255	SSPN1_35020.1	FhHiC23_g5997.t1
OG0006256	SSPN1_31090.1	FhHiC23_g5647.t1, FhHiC23_g5647.t2
OG0006257	SSPN1_90350.1	FhHiC23_g9246.t1, FhHiC23_g9244.t1
OG0006258	SSPN1_57850.1	FhHiC23_g7028.t1
OG0006259	SSPN1_86720.1, SSPN1_86730.1	FhHiC23_g16316.t1
OG0006260	SSPN1_23030.1	FhHiC23_g10392.t1
OG0006261	SSPN1_73740.1	FhHiC23_g2279.t1
OG0006262	SSPN1_66020.1, SSPN1_66020.2	FhHiC23_g6836.t1
OG0006263	SSPN1_80850.1	FhHiC23_g15062.t1, FhHiC23_g3693.t1
OG0006264	SSPN1_74800.1, SSPN1_74800.2	FhHiC23_g2626.t1
OG0006265	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3	FhHiC23_g9634.t1
OG0006266	SSPN1_49010.1, SSPN1_49010.2	FhHiC23_g1135.t1
OG0006267	SSPN1_39470.1	FhHiC23_g14782.t2, FhHiC23_g14782.t1
OG0006268	SSPN1_80960.1, SSPN1_80960.2, SSPN1_80960.3	FhHiC23_g3930.t1, FhHiC23_g3931.t1
OG0006269	SSPN1_46760.1	FhHiC23_g1008.t1, FhHiC23_g1008.t2
OG0006270	SSPN1_14370.1	FhHiC23_g11775.t1
OG0006272	SSPN1_20770.1	FhHiC23_g12207.t1
OG0006273	SSPN1_43020.1	FhHiC23_g14323.t1, FhHiC23_g14323.t2
OG0006274	SSPN1_43800.1	FhHiC23_g13865.t1
OG0006275	SSPN1_77560.1	FhHiC23_g2473.t1
OG0006276	SSPN1_78370.1	FhHiC23_g3898.t1
OG0006277	SSPN1_42690.1	FhHiC23_g14007.t1
OG0006278	SSPN1_81530.1, SSPN1_81530.2	FhHiC23_g3832.t1, FhHiC23_g3832.t2
OG0006279	SSPN1_30900.1	FhHiC23_g5895.t1
OG0006280	SSPN1_16520.2, SSPN1_16520.1	FhHiC23_g12956.t1, FhHiC23_g174.t1
OG0006281	SSPN1_38490.1	FhHiC23_g6182.t1
OG0006282	SSPN1_74870.1	FhHiC23_g2874.t1
OG0006283	SSPN1_40230.1	FhHiC23_g14175.t2, FhHiC23_g14175.t1
OG0006284	SSPN1_69460.1	FhHiC23_g2732.t1
OG0006285	SSPN1_52450.1, SSPN1_52450.2	FhHiC23_g1016.t1, FhHiC23_g1016.t2
OG0006286	SSPN1_61600.1	FhHiC23_g7258.t2
OG0006287	SSPN1_70980.1	FhHiC23_g2795.t1
OG0006288	SSPN1_71150.1	FhHiC23_g2891.t1
OG0006289	SSPN1_74770.1	FhHiC23_g257.t2, FhHiC23_g257.t1
OG0006290	SSPN1_59840.1	FhHiC23_g7581.t1
OG0006291	SSPN1_62490.1	FhHiC23_g7849.t1
OG0006292	SSPN1_65730.1	FhHiC23_g7845.t1, FhHiC23_g7846.t1
OG0006293	SSPN1_92460.1	FhHiC23_g9821.t1
OG0006294	SSPN1_23580.1	FhHiC23_g4706.t1
OG0006295	SSPN1_91490.1	FhHiC23_g9462.t1
OG0006296	SSPN1_39620.1	FhHiC23_g13959.t1
OG0006297	SSPN1_25650.1	FhHiC23_g10499.t1
OG0006299	SSPN1_2230.1	FhHiC23_g12603.t1
OG0006300	SSPN1_3540.1, SSPN1_9820.1	FhHiC23_g13078.t1, FhHiC23_g13078.t2
OG0006301	SSPN1_7260.1	FhHiC23_g12029.t1
OG0006302	SSPN1_52740.1	FhHiC23_g2346.t1, FhHiC23_g2346.t2
OG0006303	SSPN1_1420.1	FhHiC23_g12505.t1
OG0006304	SSPN1_47570.1	FhHiC23_g2212.t1
OG0006305	SSPN1_65810.1, SSPN1_65810.2	FhHiC23_g7695.t1
OG0006306	SSPN1_10480.1	FhHiC23_g11514.t1
OG0006307	SSPN1_35510.1	FhHiC23_g5031.t1
OG0006308	SSPN1_70310.1, SSPN1_70310.2	FhHiC23_g611.t1
OG0006309	SSPN1_75780.1	FhHiC23_g3220.t1
OG0006310	SSPN1_6210.1, SSPN1_6230.1	FhHiC23_g12867.t1
OG0006311	SSPN1_85550.1	FhHiC23_g16203.t1
OG0006312	SSPN1_74660.1	FhHiC23_g886.t1
OG0006313	SSPN1_73180.1, SSPN1_73180.2	FhHiC23_g2832.t1
OG0006314	SSPN1_67900.1	FhHiC23_g380.t1
OG0006315	SSPN1_89190.1	FhHiC23_g9228.t1, FhHiC23_g9228.t2
OG0006316	SSPN1_65750.2, SSPN1_65750.1	FhHiC23_g7872.t1
OG0006317	SSPN1_48360.1	FhHiC23_g1820.t1, FhHiC23_g1820.t2
OG0006318	SSPN1_48620.1	FhHiC23_g1251.t1
OG0006319	SSPN1_85750.1	FhHiC23_g16626.t1
OG0006320	SSPN1_29920.1	FhHiC23_g5393.t1, FhHiC23_g5393.t2
OG0006321	SSPN1_390.1	FhHiC23_g13408.t1, FhHiC23_g13408.t3, FhHiC23_g13408.t2
OG0006322	SSPN1_53790.1	FhHiC23_g1432.t1, FhHiC23_g1433.t1
OG0006323	SSPN1_36960.1	FhHiC23_g6564.t1, FhHiC23_g6564.t2
OG0006324	SSPN1_13070.1	FhHiC23_g15560.t1
OG0006325	SSPN1_5630.1	FhHiC23_g12952.t1
OG0006326	SSPN1_92300.1	FhHiC23_g10415.t1
OG0006327	SSPN1_23920.1	FhHiC23_g8985.t1
OG0006328	SSPN1_56240.1	FhHiC23_g7723.t1, FhHiC23_g7723.t2
OG0006329	SSPN1_57880.1	FhHiC23_g7221.t1
OG0006330	SSPN1_87520.1	FhHiC23_g16659.t1
OG0006331	SSPN1_64710.1	FhHiC23_g8184.t1
OG0006332	SSPN1_43920.1	FhHiC23_g14434.t1, FhHiC23_g14434.t2
OG0006333	SSPN1_64120.1	FhHiC23_g6764.t1
OG0006334	SSPN1_79680.1	FhHiC23_g3638.t1, FhHiC23_g3638.t2
OG0006335	SSPN1_91440.1	FhHiC23_g10070.t1, FhHiC23_g10070.t2
OG0006336	SSPN1_20980.1	FhHiC23_g15467.t2, FhHiC23_g15467.t1
OG0006338	SSPN1_9220.1	FhHiC23_g11354.t1, FhHiC23_g11354.t2
OG0006339	SSPN1_35340.1	FhHiC23_g6330.t1
OG0006340	SSPN1_42300.1	FhHiC23_g14161.t1, FhHiC23_g14161.t2
OG0006341	SSPN1_50000.1, SSPN1_50000.2	FhHiC23_g2205.t1
OG0006342	SSPN1_81190.1	FhHiC23_g3926.t1
OG0006343	SSPN1_63200.1	FhHiC23_g7330.t2, FhHiC23_g7330.t1
OG0006344	SSPN1_24950.1	FhHiC23_g5072.t1
OG0006346	SSPN1_87210.1	FhHiC23_g16332.t1
OG0006347	SSPN1_26580.1, SSPN1_26580.2	FhHiC23_g4981.t1
OG0006348	SSPN1_43840.1	FhHiC23_g14306.t1
OG0006349	SSPN1_8370.1	FhHiC23_g11406.t1
OG0006350	SSPN1_33800.1	FhHiC23_g6267.t1
OG0006351	SSPN1_74200.1	FhHiC23_g1098.t1
OG0006352	SSPN1_16040.1	FhHiC23_g11399.t1
OG0006353	SSPN1_67040.1	FhHiC23_g7657.t1, FhHiC23_g3226.t1
OG0006354	SSPN1_68850.1, SSPN1_68850.2	FhHiC23_g2314.t1, FhHiC23_g2314.t2
OG0006355	SSPN1_49650.1	FhHiC23_g743.t1
OG0006356	SSPN1_76410.1	FhHiC23_g1508.t1, FhHiC23_g1508.t2
OG0006357	SSPN1_80720.1	FhHiC23_g1675.t1, FhHiC23_g3570.t1, FhHiC23_g3570.t2
OG0006358	SSPN1_14660.1	FhHiC23_g12538.t1
OG0006359	SSPN1_49330.1	FhHiC23_g23.t1
OG0006361	SSPN1_52720.1	FhHiC23_g2379.t1, FhHiC23_g2379.t2
OG0006362	SSPN1_12730.1	FhHiC23_g15612.t2, FhHiC23_g15612.t3, FhHiC23_g15612.t1
OG0006363	SSPN1_16390.1	FhHiC23_g13159.t1
OG0006364	SSPN1_79610.1	FhHiC23_g3542.t1
OG0006365	SSPN1_21420.1	FhHiC23_g15801.t1, FhHiC23_g15801.t2
OG0006366	SSPN1_50920.1, SSPN1_50930.1	FhHiC23_g1189.t1
OG0006367	SSPN1_67120.1	FhHiC23_g924.t1
OG0006368	SSPN1_60540.1	FhHiC23_g8034.t1
OG0006369	SSPN1_82260.1	FhHiC23_g4074.t1
OG0006370	SSPN1_68510.3, SSPN1_68510.1, SSPN1_68510.2	FhHiC23_g1296.t1
OG0006371	SSPN1_77830.1	FhHiC23_g3590.t1, FhHiC23_g3590.t2
OG0006372	SSPN1_39860.1, SSPN1_39860.2	FhHiC23_g5732.t1
OG0006373	SSPN1_75670.1, SSPN1_75670.2	FhHiC23_g2516.t1
OG0006374	SSPN1_49160.1	FhHiC23_g1627.t1
OG0006375	SSPN1_9290.1	FhHiC23_g15266.t1
OG0006376	SSPN1_84020.1	FhHiC23_g16363.t2, FhHiC23_g16363.t1
OG0006377	SSPN1_62710.1	FhHiC23_g7036.t1
OG0006378	SSPN1_52000.1	FhHiC23_g255.t1, FhHiC23_g255.t2, FhHiC23_g255.t3
OG0006379	SSPN1_82890.1	FhHiC23_g4393.t1, FhHiC23_g4393.t2
OG0006380	SSPN1_85680.1, SSPN1_85680.2	FhHiC23_g16006.t1
OG0006381	SSPN1_72390.1	FhHiC23_g3281.t1, FhHiC23_g3281.t2
OG0006382	SSPN1_82050.1	FhHiC23_g3661.t1
OG0006383	SSPN1_78410.1	FhHiC23_g3473.t1
OG0006384	SSPN1_64670.1	FhHiC23_g8071.t1
OG0006385	SSPN1_10540.1, SSPN1_10540.2, SSPN1_10540.3	FhHiC23_g10762.t1
OG0006386	SSPN1_54670.1, SSPN1_54670.3, SSPN1_54670.2	FhHiC23_g1884.t1, FhHiC23_g1884.t2
OG0006387	SSPN1_75430.1	FhHiC23_g2511.t1
OG0006388	SSPN1_64590.1	FhHiC23_g7270.t2, FhHiC23_g7270.t1
OG0006389	SSPN1_81540.1	FhHiC23_g3826.t1
OG0006390	SSPN1_58960.1, SSPN1_58960.2	FhHiC23_g8296.t1
OG0006391	SSPN1_58970.1	FhHiC23_g8298.t1
OG0006392	SSPN1_92710.1	FhHiC23_g9212.t1, FhHiC23_g9995.t1
OG0006393	SSPN1_66790.1	FhHiC23_g8256.t1
OG0006394	SSPN1_46540.1, SSPN1_46540.2	FhHiC23_g1853.t1, FhHiC23_g1853.t2
OG0006395	SSPN1_18640.1, SSPN1_18640.3, SSPN1_18640.2	FhHiC23_g12100.t1
OG0006396	SSPN1_10370.1	FhHiC23_g15181.t1
OG0006397	SSPN1_75910.1	FhHiC23_g2961.t1
OG0006398	SSPN1_5890.1	FhHiC23_g13143.t2, FhHiC23_g13143.t1
OG0006399	SSPN1_17400.1	FhHiC23_g10975.t1
OG0006400	SSPN1_72470.1	FhHiC23_g2397.t1
OG0006401	SSPN1_45590.1	FhHiC23_g1801.t1, FhHiC23_g1801.t2
OG0006402	SSPN1_24830.1	FhHiC23_g5527.t1, FhHiC23_g5528.t1
OG0006403	SSPN1_820.1	FhHiC23_g13187.t1
OG0006404	SSPN1_37260.1	FhHiC23_g6149.t1
OG0006405	SSPN1_48560.1	FhHiC23_g2358.t2, FhHiC23_g2358.t1
OG0006406	SSPN1_50840.1, SSPN1_50840.2	FhHiC23_g118.t1
OG0006407	SSPN1_12320.1	FhHiC23_g11988.t1
OG0006408	SSPN1_73240.1	FhHiC23_g208.t1
OG0006409	SSPN1_50120.1, SSPN1_50120.2, SSPN1_50120.3	FhHiC23_g805.t1
OG0006410	SSPN1_1210.1, SSPN1_1210.2	FhHiC23_g13580.t1
OG0006411	SSPN1_1870.1	FhHiC23_g11588.t1, FhHiC23_g11588.t2
OG0006412	SSPN1_10440.1, SSPN1_10450.1	FhHiC23_g11195.t1
OG0006413	SSPN1_87580.1	FhHiC23_g16329.t1, FhHiC23_g16330.t1
OG0006414	SSPN1_83000.1	FhHiC23_g16427.t1
OG0006415	SSPN1_23490.1	FhHiC23_g5063.t1
OG0006417	SSPN1_48450.1	FhHiC23_g1201.t2, FhHiC23_g1201.t1
OG0006418	SSPN1_8750.2, SSPN1_8750.1	FhHiC23_g13644.t1
OG0006419	SSPN1_26970.1	FhHiC23_g9938.t1
OG0006420	SSPN1_65920.1	FhHiC23_g7192.t1, FhHiC23_g7192.t2
OG0006421	SSPN1_5500.2, SSPN1_5500.1	FhHiC23_g13127.t1
OG0006422	SSPN1_85850.1, SSPN1_85850.2, SSPN1_85860.1	FhHiC23_g16667.t1
OG0006423	SSPN1_79620.1	FhHiC23_g4161.t1, FhHiC23_g6683.t1, FhHiC23_g6683.t2
OG0006424	SSPN1_48540.1	FhHiC23_g2008.t1, FhHiC23_g2008.t2, FhHiC23_g2008.t3
OG0006425	SSPN1_75730.1	FhHiC23_g3112.t1
OG0006426	SSPN1_13050.1, SSPN1_13050.2	FhHiC23_g4953.t1, FhHiC23_g15008.t1, FhHiC23_g15008.t2
OG0006427	SSPN1_37900.2, SSPN1_37900.1, SSPN1_37900.3	FhHiC23_g4917.t1
OG0006428	SSPN1_680.1	FhHiC23_g13594.t1
OG0006429	SSPN1_19590.1	FhHiC23_g11250.t1
OG0006432	SSPN1_76110.1, SSPN1_76110.2, SSPN1_76110.3, SSPN1_76110.4	FhHiC23_g3130.t1
OG0006433	SSPN1_41460.1	FhHiC23_g14500.t1
OG0006434	SSPN1_89640.1	FhHiC23_g9351.t1
OG0006435	SSPN1_78460.7, SSPN1_78460.4, SSPN1_78460.5, SSPN1_78460.6, SSPN1_78460.1, SSPN1_78460.2, SSPN1_78460.3	FhHiC23_g4108.t1
OG0006436	SSPN1_66680.1	FhHiC23_g7797.t1
OG0006437	SSPN1_88080.1	FhHiC23_g16577.t1
OG0006438	SSPN1_73830.1	FhHiC23_g3102.t1
OG0006439	SSPN1_17970.1	FhHiC23_g11617.t1, FhHiC23_g11617.t2
OG0006440	SSPN1_49080.1	FhHiC23_g1932.t1
OG0006441	SSPN1_92220.1	FhHiC23_g9861.t1
OG0006442	SSPN1_35970.1	FhHiC23_g4949.t1
OG0006443	SSPN1_12550.1	FhHiC23_g11156.t1
OG0006444	SSPN1_86990.1	FhHiC23_g15984.t1
OG0006445	SSPN1_67380.1	FhHiC23_g1355.t1
OG0006446	SSPN1_50350.1	FhHiC23_g2045.t1, FhHiC23_g2045.t2
OG0006447	SSPN1_84540.1	FhHiC23_g16675.t1
OG0006448	SSPN1_4800.1	FhHiC23_g12974.t1
OG0006449	SSPN1_39100.1	FhHiC23_g5377.t1, FhHiC23_g5377.t2
OG0006450	SSPN1_2610.1	FhHiC23_g12318.t1, FhHiC23_g12318.t2
OG0006451	SSPN1_68440.1, SSPN1_68440.2, SSPN1_68440.3	FhHiC23_g832.t1, FhHiC23_g832.t2
OG0006452	SSPN1_54530.1, SSPN1_54530.2, SSPN1_54530.3	FhHiC23_g3161.t1
OG0006453	SSPN1_66720.1	FhHiC23_g8267.t1
OG0006454	SSPN1_20760.1	FhHiC23_g11562.t1
OG0006455	SSPN1_48910.1	FhHiC23_g3035.t1
OG0006456	SSPN1_1600.1	FhHiC23_g13495.t2, FhHiC23_g13495.t1
OG0006457	SSPN1_52690.1	FhHiC23_g2170.t1
OG0006458	SSPN1_58250.1, SSPN1_58250.2	FhHiC23_g7620.t1, FhHiC23_g7620.t2
OG0006459	SSPN1_53990.1, SSPN1_53990.2	FhHiC23_g1765.t1, FhHiC23_g1764.t1
OG0006460	SSPN1_59250.1	FhHiC23_g6855.t1
OG0006461	SSPN1_82780.1	FhHiC23_g16054.t1
OG0006463	SSPN1_61950.1, SSPN1_61950.2	FhHiC23_g7969.t1, FhHiC23_g8442.t1
OG0006464	SSPN1_21320.1	FhHiC23_g15617.t1, FhHiC23_g15615.t1
OG0006465	SSPN1_74520.1	FhHiC23_g377.t1
OG0006466	SSPN1_84870.1	FhHiC23_g15839.t1
OG0006467	SSPN1_19970.1, SSPN1_19970.2	FhHiC23_g12804.t1, FhHiC23_g12804.t2
OG0006468	SSPN1_41340.1	FhHiC23_g13880.t1, FhHiC23_g13880.t2
OG0006469	SSPN1_15780.1	FhHiC23_g10809.t3, FhHiC23_g10809.t1, FhHiC23_g10809.t2
OG0006470	SSPN1_56580.1	FhHiC23_g7458.t1, FhHiC23_g7458.t2
OG0006471	SSPN1_80660.1	FhHiC23_g3516.t1
OG0006472	SSPN1_80610.1, SSPN1_80620.1, SSPN1_80630.1	FhHiC23_g4160.t2, FhHiC23_g4160.t1
OG0006473	SSPN1_62150.1	FhHiC23_g7551.t1
OG0006474	SSPN1_58660.1	FhHiC23_g7422.t1, FhHiC23_g7422.t2
OG0006475	SSPN1_18030.1	FhHiC23_g11555.t1, FhHiC23_g11555.t2
OG0006476	SSPN1_3080.1, SSPN1_3080.2	FhHiC23_g12200.t1
OG0006477	SSPN1_26550.1	FhHiC23_g4984.t3, FhHiC23_g4984.t2, FhHiC23_g4984.t1
OG0006478	SSPN1_7530.1	FhHiC23_g13730.t1, FhHiC23_g13730.t2
OG0006479	SSPN1_41830.1	FhHiC23_g14680.t1
OG0006480	SSPN1_21150.1	FhHiC23_g15689.t1
OG0006481	SSPN1_57750.1, SSPN1_57750.2, SSPN1_57750.3	FhHiC23_g7796.t1
OG0006482	SSPN1_12490.1	FhHiC23_g10724.t1
OG0006483	SSPN1_63870.1	FhHiC23_g6949.t1
OG0006484	SSPN1_67590.1	FhHiC23_g3345.t1
OG0006485	SSPN1_4250.1	FhHiC23_g12721.t1
OG0006486	SSPN1_21140.1	FhHiC23_g15688.t1
OG0006487	SSPN1_70620.1	FhHiC23_g3397.t1
OG0006488	SSPN1_14450.1	FhHiC23_g11291.t1
OG0006489	SSPN1_19360.1	FhHiC23_g10805.t1
OG0006491	SSPN1_82180.1	FhHiC23_g3771.t1
OG0006492	SSPN1_30400.1, SSPN1_30410.1	FhHiC23_g3491.t1
OG0006493	SSPN1_22390.1	FhHiC23_g10371.t1
OG0006494	SSPN1_61390.1	FhHiC23_g7989.t2, FhHiC23_g7989.t1, FhHiC23_g7989.t3
OG0006495	SSPN1_80440.1, SSPN1_80440.2	FhHiC23_g3512.t1
OG0006496	SSPN1_43650.1	FhHiC23_g14819.t1, FhHiC23_g14819.t2
OG0006497	SSPN1_17660.2, SSPN1_17660.1, SSPN1_17660.3	FhHiC23_g11272.t1
OG0006498	SSPN1_1770.1	FhHiC23_g12362.t1
OG0006499	SSPN1_5560.1	FhHiC23_g13129.t1, FhHiC23_g13129.t2
OG0006500	SSPN1_43310.1, SSPN1_43310.2	FhHiC23_g14016.t1
OG0006501	SSPN1_86220.1	FhHiC23_g16599.t1
OG0006502	SSPN1_67030.1	FhHiC23_g3080.t1
OG0006503	SSPN1_77400.1	FhHiC23_g3115.t1, FhHiC23_g3116.t3, FhHiC23_g3116.t4
OG0006504	SSPN1_78020.1	FhHiC23_g3777.t1
OG0006505	SSPN1_79990.1	FhHiC23_g4264.t1
OG0006506	SSPN1_58150.2, SSPN1_58150.1	FhHiC23_g7073.t3, FhHiC23_g7073.t1, FhHiC23_g7073.t2
OG0006508	SSPN1_58620.1	FhHiC23_g7572.t1
OG0006509	SSPN1_90410.1	FhHiC23_g9464.t1
OG0006510	SSPN1_25680.1	FhHiC23_g9560.t1, FhHiC23_g9560.t2, FhHiC23_g9561.t1
OG0006543	SSPN1_80050.1	FhHiC23_g4207.t1
OG0006544	SSPN1_92090.1	FhHiC23_g9387.t1
OG0006545	SSPN1_69000.1	FhHiC23_g2975.t1
OG0006546	SSPN1_85840.1	FhHiC23_g16643.t1
OG0006547	SSPN1_46440.1	FhHiC23_g875.t1
OG0006548	SSPN1_89500.1	FhHiC23_g9925.t1, FhHiC23_g9918.t1
OG0006549	SSPN1_66380.1	FhHiC23_g7353.t1, FhHiC23_g7353.t2
OG0006550	SSPN1_53950.1	FhHiC23_g307.t3
OG0006551	SSPN1_71960.1	FhHiC23_g3247.t1
OG0006552	SSPN1_15630.1, SSPN1_15630.2	FhHiC23_g15578.t1
OG0006553	SSPN1_74440.1	FhHiC23_g2369.t1
OG0006554	SSPN1_42410.1, SSPN1_42410.2	FhHiC23_g14635.t1
OG0006555	SSPN1_88950.1, SSPN1_88950.2	FhHiC23_g16524.t2, FhHiC23_g16524.t1
OG0006556	SSPN1_52130.1	FhHiC23_g1875.t1
OG0006557	SSPN1_63270.1	FhHiC23_g8044.t1, FhHiC23_g8044.t2
OG0006558	SSPN1_68300.1	FhHiC23_g2324.t1
OG0006559	SSPN1_5070.1	FhHiC23_g12563.t1
OG0006561	SSPN1_57810.1	FhHiC23_g7460.t1
OG0006562	SSPN1_18060.1	FhHiC23_g13066.t1
OG0006563	SSPN1_84130.1	FhHiC23_g15877.t1
OG0006564	SSPN1_31950.1	FhHiC23_g4860.t1
OG0006565	SSPN1_14120.1	FhHiC23_g11041.t1
OG0006566	SSPN1_28130.1	FhHiC23_g4896.t1
OG0006567	SSPN1_29150.1	FhHiC23_g5581.t1
OG0006568	SSPN1_10180.1	FhHiC23_g15568.t1, FhHiC23_g15568.t2
OG0006569	SSPN1_28110.1	FhHiC23_g5085.t1
OG0006570	SSPN1_53650.1	FhHiC23_g1684.t1
OG0006571	SSPN1_62320.1	FhHiC23_g7534.t1
OG0006572	SSPN1_44880.1, SSPN1_44870.1	FhHiC23_g233.t1
OG0006573	SSPN1_1900.1	FhHiC23_g11586.t1
OG0006574	SSPN1_58240.1	FhHiC23_g6870.t1
OG0006575	SSPN1_55790.1	FhHiC23_g7346.t1
OG0006576	SSPN1_55900.1	FhHiC23_g8324.t1
OG0006577	SSPN1_35160.1	FhHiC23_g4850.t1
OG0006578	SSPN1_46310.1	FhHiC23_g1073.t1, FhHiC23_g1073.t2
OG0006579	SSPN1_41210.1	FhHiC23_g13939.t1
OG0006580	SSPN1_73810.1, SSPN1_73810.2	FhHiC23_g2436.t1
OG0006581	SSPN1_25610.1	FhHiC23_g9299.t1
OG0006582	SSPN1_29550.1	FhHiC23_g5092.t1
OG0006583	SSPN1_83780.1	FhHiC23_g16691.t1, FhHiC23_g16691.t2
OG0006584	SSPN1_2430.2, SSPN1_2430.1, SSPN1_2430.3	FhHiC23_g13192.t1
OG0006585	SSPN1_10880.1	FhHiC23_g15191.t1
OG0006586	SSPN1_33540.1	FhHiC23_g5748.t1
OG0006588	SSPN1_18370.1	FhHiC23_g12013.t1
OG0006589	SSPN1_9480.1	FhHiC23_g15638.t1
OG0006590	SSPN1_9460.1	FhHiC23_g15636.t1
OG0006591	SSPN1_69490.1	FhHiC23_g983.t1
OG0006592	SSPN1_81400.1	FhHiC23_g3717.t1
OG0006593	SSPN1_67990.1	FhHiC23_g2535.t1
OG0006594	SSPN1_50110.1, SSPN1_50110.2	FhHiC23_g2110.t1
OG0006595	SSPN1_51720.1, SSPN1_51720.2	FhHiC23_g2112.t1
OG0006596	SSPN1_75830.1	FhHiC23_g3164.t1
OG0006597	SSPN1_74760.1	FhHiC23_g258.t1
OG0006598	SSPN1_90370.1	FhHiC23_g9463.t1
OG0006599	SSPN1_22590.1	FhHiC23_g9793.t1
OG0006600	SSPN1_76150.1	FhHiC23_g3010.t1
OG0006601	SSPN1_50060.1	FhHiC23_g2213.t1, FhHiC23_g2213.t2, FhHiC23_g2213.t3
OG0006602	SSPN1_24180.1	FhHiC23_g10159.t1
OG0006603	SSPN1_89240.1, SSPN1_89240.2	FhHiC23_g9317.t1
OG0006604	SSPN1_53850.1	FhHiC23_g1612.t1
OG0006605	SSPN1_11490.1	FhHiC23_g15317.t1
OG0006606	SSPN1_70180.1	FhHiC23_g909.t1
OG0006607	SSPN1_25250.1	FhHiC23_g9532.t1
OG0006608	SSPN1_10120.1	FhHiC23_g11771.t1
OG0006609	SSPN1_83060.1	FhHiC23_g4363.t1
OG0006610	SSPN1_78260.1	FhHiC23_g3664.t1
OG0006611	SSPN1_89510.1	FhHiC23_g9927.t1
OG0006613	SSPN1_54230.1	FhHiC23_g1419.t1
OG0006614	SSPN1_59090.1	FhHiC23_g7384.t1
OG0006615	SSPN1_36800.1	FhHiC23_g6278.t1
OG0006616	SSPN1_68380.1	FhHiC23_g1555.t1
OG0006617	SSPN1_67070.1	FhHiC23_g1901.t1
OG0006618	SSPN1_33880.1	FhHiC23_g6261.t1
OG0006619	SSPN1_23190.1	FhHiC23_g10386.t1
OG0006620	SSPN1_2080.1	FhHiC23_g12086.t2, FhHiC23_g12086.t1
OG0006621	SSPN1_88800.1	FhHiC23_g16100.t1
OG0006622	SSPN1_14340.1	FhHiC23_g11610.t1
OG0006623	SSPN1_58510.1	FhHiC23_g7993.t1
OG0006624	SSPN1_36270.1	FhHiC23_g5836.t1, FhHiC23_g5836.t2
OG0006625	SSPN1_62450.1	FhHiC23_g7677.t1
OG0006627	SSPN1_54540.1	FhHiC23_g1588.t1, FhHiC23_g6105.t1
