Orthogroup	schistosoma_spindale	schistosoma_haematobium
OG0004242	SSPN1_54370.1	SHAE2_59810.1
OG0004243	SSPN1_36320.2, SSPN1_36320.1	SHAE2_37400.1, SHAE2_37400.2
OG0004244	SSPN1_57160.1, SSPN1_57160.2	SHAE2_63160.1
OG0004245	SSPN1_87420.1, SSPN1_87420.2	SHAE2_96210.1, SHAE2_96180.1
OG0004246	SSPN1_24790.1, SSPN1_24800.1, SSPN1_24800.3, SSPN1_24800.2	SHAE2_28070.1
OG0004247	SSPN1_6250.1, SSPN1_6250.2	SHAE2_6880.1, SHAE2_6880.2, SHAE2_6880.3
OG0004248	SSPN1_21170.1, SSPN1_21170.2	SHAE2_24380.1, SHAE2_24380.2, SHAE2_24380.3
OG0004249	SSPN1_20520.1	SHAE2_11790.1, SHAE2_11790.2, SHAE2_11790.4
OG0004250	SSPN1_90060.2, SSPN1_90060.1, SSPN1_90060.3	SHAE2_98940.1, SHAE2_98940.3, SHAE2_98940.2
OG0004251	SSPN1_54690.1, SSPN1_54690.2	SHAE2_60170.1, SHAE2_60170.4, SHAE2_60170.5, SHAE2_60170.2, SHAE2_60170.3
OG0004252	SSPN1_32990.1	SHAE2_40910.1, SHAE2_40910.4, SHAE2_40910.2, SHAE2_40910.3
OG0004253	SSPN1_86980.1	SHAE2_94430.2, SHAE2_94430.3, SHAE2_94430.4, SHAE2_94430.1, SHAE2_94430.5
OG0004255	SSPN1_35470.1, SSPN1_35470.2	SHAE2_38260.1, SHAE2_38260.2
OG0004257	SSPN1_59210.1, SSPN1_59210.2	SHAE2_69690.1, SHAE2_69690.2, SHAE2_69690.4, SHAE2_69690.5, SHAE2_69690.3
OG0004258	SSPN1_51610.1, SSPN1_51610.2	SHAE2_56650.1
OG0004259	SSPN1_9330.1, SSPN1_9330.2, SSPN1_9330.3, SSPN1_9330.4	SHAE2_22030.1, SHAE2_22030.2, SHAE2_22030.3, SHAE2_22030.5, SHAE2_22030.4
OG0004260	SSPN1_92470.1	SHAE2_101490.1
OG0004261	SSPN1_92480.1	SHAE2_101510.1
OG0004262	SSPN1_70260.1, SSPN1_70260.2, SSPN1_70260.3, SSPN1_70260.4, SSPN1_70260.5, SSPN1_70260.6	SHAE2_77540.1, SHAE2_77540.2, SHAE2_77540.3
OG0004263	SSPN1_530.1	SHAE2_160.1
OG0004264	SSPN1_53390.1	SHAE2_58460.1, SHAE2_58460.2
OG0004265	SSPN1_55910.1	SHAE2_61770.1
OG0004266	SSPN1_71280.1	SHAE2_78580.1
OG0004267	SSPN1_24250.1	SHAE2_27600.1
OG0004268	SSPN1_31370.1, SSPN1_31370.2	SHAE2_42460.13, SHAE2_42460.11, SHAE2_42460.12, SHAE2_42540.1
OG0004269	SSPN1_61180.1	SHAE2_67120.1, SHAE2_67120.2, SHAE2_67120.3
OG0004270	SSPN1_44840.1	SHAE2_49610.2, SHAE2_49610.3, SHAE2_49610.1
OG0004270	SSPN1_44840.2	SHAE2_49610.4
OG0004271	SSPN1_80010.1, SSPN1_80010.2	SHAE2_87510.1, SHAE2_87510.3, SHAE2_87510.4, SHAE2_87510.2
OG0004272	SSPN1_70380.1	SHAE2_77680.1
OG0004273	SSPN1_84440.1, SSPN1_84440.2	SHAE2_92790.1, SHAE2_92790.2
OG0004274	SSPN1_52160.1	SHAE2_57180.1
OG0004275	SSPN1_43000.1, SSPN1_43000.2	SHAE2_47290.1, SHAE2_47290.3, SHAE2_47290.4, SHAE2_47290.2
OG0004276	SSPN1_12920.1	SHAE2_23060.1, SHAE2_23060.2
OG0004277	SSPN1_5670.1, SSPN1_5670.2, SSPN1_5670.3	SHAE2_6280.1
OG0004278	SSPN1_36230.1, SSPN1_36230.3, SSPN1_36230.4	SHAE2_37500.1
OG0004279	SSPN1_84590.3, SSPN1_84590.4, SSPN1_84590.2, SSPN1_84590.1	SHAE2_92960.1, SHAE2_92960.2
OG0004280	SSPN1_78450.1	SHAE2_85800.1
OG0004281	SSPN1_75210.1	SHAE2_82560.1
OG0004282	SSPN1_81840.1, SSPN1_81840.2, SSPN1_81840.3	SHAE2_90830.1
OG0004283	SSPN1_800.1	SHAE2_620.1, SHAE2_620.2
OG0004284	SSPN1_54800.1	SHAE2_60280.1
OG0004285	SSPN1_5770.1, SSPN1_5770.2	SHAE2_6380.1, SHAE2_6380.2
OG0004286	SSPN1_47490.1	SHAE2_52320.1, SHAE2_52320.2
OG0004287	SSPN1_43030.1	SHAE2_47320.1
OG0004288	SSPN1_44050.1, SSPN1_44330.1, SSPN1_44060.1, SSPN1_44020.1, SSPN1_44040.1	SHAE2_49210.1, SHAE2_49210.2
OG0004289	SSPN1_39350.3, SSPN1_39350.1, SSPN1_39350.2	SHAE2_43520.2, SHAE2_43520.1
OG0004290	SSPN1_62840.1, SSPN1_62840.3, SSPN1_62840.4, SSPN1_62840.2	SHAE2_65500.1
OG0004291	SSPN1_34140.1, SSPN1_34140.2	SHAE2_39750.1
OG0004292	SSPN1_34150.1	SHAE2_39740.1
OG0004293	SSPN1_70570.1	SHAE2_77890.2, SHAE2_77890.1
OG0004294	SSPN1_46000.1	SHAE2_50810.1
OG0004295	SSPN1_3680.1	SHAE2_4280.1
OG0004296	SSPN1_15160.1	SHAE2_17500.1
OG0004297	SSPN1_36000.1	SHAE2_37710.1, SHAE2_37710.2
OG0004298	SSPN1_63950.1, SSPN1_63950.2	SHAE2_64340.1, SHAE2_64340.2
OG0004299	SSPN1_74890.1, SSPN1_74890.2	SHAE2_82240.1
OG0004300	SSPN1_52830.3, SSPN1_52830.1, SSPN1_52830.2	SHAE2_57820.1, SHAE2_57820.2
OG0004301	SSPN1_13720.1, SSPN1_13720.2	SHAE2_19180.1
OG0004302	SSPN1_71720.1	SHAE2_79060.1, SHAE2_79060.2, SHAE2_79060.4
OG0004303	SSPN1_39540.1	SHAE2_43720.1
OG0004304	SSPN1_18620.1	SHAE2_15940.1, SHAE2_15940.2
OG0004305	SSPN1_35390.1	SHAE2_38350.1, SHAE2_38350.2
OG0004306	SSPN1_29700.1	SHAE2_33050.1
OG0004307	SSPN1_89090.1	SHAE2_102660.1, SHAE2_102660.2
OG0004308	SSPN1_75680.1	SHAE2_83080.1
OG0004309	SSPN1_92570.1	SHAE2_101620.1, SHAE2_101620.2
OG0004310	SSPN1_45330.1	SHAE2_50120.1, SHAE2_50120.2
OG0004311	SSPN1_16230.1, SSPN1_16230.3, SSPN1_16230.2, SSPN1_16230.4	SHAE2_16210.1
OG0004312	SSPN1_30660.1, SSPN1_30660.2, SSPN1_30660.3	SHAE2_43230.1, SHAE2_43230.2
OG0004313	SSPN1_72620.1	SHAE2_79950.3, SHAE2_79950.4, SHAE2_79950.1, SHAE2_79950.2
OG0004314	SSPN1_29740.1	SHAE2_33110.1
OG0004315	SSPN1_85080.1	SHAE2_93580.1, SHAE2_93580.2, SHAE2_93580.3
OG0004316	SSPN1_8940.1	SHAE2_10830.1
OG0004317	SSPN1_6510.1	SHAE2_7110.4, SHAE2_7110.2, SHAE2_7110.1, SHAE2_7110.3, SHAE2_7110.5
OG0004318	SSPN1_18780.1, SSPN1_18770.1	SHAE2_13630.1
OG0004319	SSPN1_18790.1	SHAE2_13610.1
OG0004320	SSPN1_77300.3, SSPN1_77300.2, SSPN1_77300.1	SHAE2_84960.1, SHAE2_84960.2
OG0004321	SSPN1_67480.1	SHAE2_74590.1, SHAE2_74590.2
OG0004322	SSPN1_75990.3, SSPN1_75990.1, SSPN1_75990.2	SHAE2_83410.1
OG0004323	SSPN1_19100.3, SSPN1_19100.4, SSPN1_19100.1, SSPN1_19100.2	SHAE2_13280.4, SHAE2_13280.2, SHAE2_13280.3, SHAE2_13280.1
OG0004324	SSPN1_17630.1	SHAE2_14870.1, SHAE2_14870.2
OG0004325	SSPN1_61220.1	SHAE2_67080.1
OG0004326	SSPN1_92660.1	SHAE2_101680.6, SHAE2_101680.1, SHAE2_101680.2, SHAE2_101680.3, SHAE2_101680.4, SHAE2_101680.5
OG0004327	SSPN1_1780.1	SHAE2_2130.1
OG0004328	SSPN1_34380.1	SHAE2_39480.1
OG0004329	SSPN1_54280.1, SSPN1_54280.2	SHAE2_59730.1
OG0004330	SSPN1_49400.1	SHAE2_54310.1
OG0004331	SSPN1_9840.1	SHAE2_22160.1
OG0004332	SSPN1_60050.1	SHAE2_68750.1
OG0004333	SSPN1_74280.1, SSPN1_74280.2	SHAE2_81580.1, SHAE2_81580.2, SHAE2_81580.3, SHAE2_81580.4, SHAE2_81580.5, SHAE2_81580.6
OG0004334	SSPN1_47670.1	SHAE2_52520.1
OG0004335	SSPN1_72910.1	SHAE2_80280.1
OG0004336	SSPN1_68320.1, SSPN1_68320.2, SSPN1_68320.3, SSPN1_68320.4	SHAE2_75490.1
OG0004337	SSPN1_22560.1	SHAE2_25650.1, SHAE2_25650.2
OG0004338	SSPN1_87840.1, SSPN1_87840.2, SSPN1_87840.3	SHAE2_103330.1, SHAE2_103330.3, SHAE2_103330.2
OG0004339	SSPN1_38290.1, SSPN1_80460.1, SSPN1_92520.1	SHAE2_20830.1, SHAE2_14700.1, SHAE2_14710.1, SHAE2_76280.1, SHAE2_76280.2, SHAE2_50980.1, SHAE2_75200.1
OG0004340	SSPN1_18890.1	SHAE2_13500.1, SHAE2_13520.1
OG0004341	SSPN1_41500.1, SSPN1_41500.4, SSPN1_41500.2, SSPN1_41500.3	SHAE2_45660.1
OG0004342	SSPN1_43930.4, SSPN1_43930.2, SSPN1_43930.1, SSPN1_43930.3	SHAE2_48410.1
OG0004343	SSPN1_78480.1, SSPN1_78480.2	SHAE2_85830.5
OG0004344	SSPN1_57240.1	SHAE2_63250.1, SHAE2_63250.2, SHAE2_63250.3, SHAE2_63250.4
OG0004345	SSPN1_56260.1, SSPN1_56260.3, SSPN1_56260.4, SSPN1_56260.2	SHAE2_62270.2, SHAE2_62270.3, SHAE2_62270.1
OG0004346	SSPN1_56600.1	SHAE2_62520.1, SHAE2_62520.2
OG0004347	SSPN1_25390.4, SSPN1_25390.3, SSPN1_25390.1, SSPN1_25390.2, SSPN1_25390.5	SHAE2_28710.1, SHAE2_28710.2
OG0004348	SSPN1_33670.1	SHAE2_40220.1, SHAE2_40220.2
OG0004349	SSPN1_930.1	SHAE2_880.1
OG0004350	SSPN1_16800.1	SHAE2_14000.1
OG0004351	SSPN1_80500.3, SSPN1_80500.2, SSPN1_80500.1	SHAE2_89040.1, SHAE2_89040.2, SHAE2_89040.3, SHAE2_89040.4, SHAE2_89040.6, SHAE2_89040.5
OG0004352	SSPN1_81250.1, SSPN1_81250.2	SHAE2_89710.1, SHAE2_89710.2
OG0004353	SSPN1_50520.1	SHAE2_55520.1, SHAE2_55520.2
OG0004354	SSPN1_44110.1	SHAE2_49320.1
OG0004355	SSPN1_58860.1	SHAE2_70080.1, SHAE2_70080.2
OG0004356	SSPN1_58130.1, SSPN1_58130.2, SSPN1_58130.3	SHAE2_70910.1
OG0004357	SSPN1_29350.1, SSPN1_29350.2, SSPN1_29350.3	SHAE2_32650.1
OG0004358	SSPN1_23950.1, SSPN1_23950.2	SHAE2_27270.1, SHAE2_27270.2, SHAE2_27270.3
OG0004359	SSPN1_36420.1, SSPN1_36420.2, SSPN1_36420.3	SHAE2_37310.1, SHAE2_37310.3, SHAE2_37310.2
OG0004360	SSPN1_43410.1	SHAE2_47760.1
OG0004367	SSPN1_65640.2, SSPN1_65640.1, SSPN1_65640.3	SHAE2_72860.1
OG0004369	SSPN1_43970.1	SHAE2_48450.2, SHAE2_48450.1
OG0004370	SSPN1_10790.1	SHAE2_20170.1, SHAE2_20170.2, SHAE2_20170.4, SHAE2_20170.3
OG0004371	SSPN1_30310.1, SSPN1_30310.2	SHAE2_33700.1, SHAE2_33700.2
OG0004372	SSPN1_11930.1	SHAE2_21310.1, SHAE2_21310.2
OG0004373	SSPN1_69500.1, SSPN1_69500.2	SHAE2_76660.1
OG0004374	SSPN1_46020.1	SHAE2_50830.1
OG0004375	SSPN1_22790.1	SHAE2_26140.1, SHAE2_26150.1
OG0004376	SSPN1_29660.1, SSPN1_29660.2	SHAE2_33000.1
OG0004377	SSPN1_84000.1	SHAE2_92390.1
OG0004378	SSPN1_93360.1	SHAE2_92990.1
OG0004379	SSPN1_78160.1	SHAE2_85720.1
OG0004380	SSPN1_11390.1, SSPN1_11390.2, SSPN1_11390.3	SHAE2_20750.1
OG0004381	SSPN1_11360.1	SHAE2_20710.1
OG0004382	SSPN1_42640.1, SSPN1_42640.2	SHAE2_46880.1
OG0004384	SSPN1_73460.1	SHAE2_80770.1
OG0004385	SSPN1_26810.1, SSPN1_26820.1	SHAE2_30170.1
OG0004386	SSPN1_89910.1, SSPN1_89910.2	SHAE2_98760.1
OG0004387	SSPN1_87590.1	SHAE2_96410.1, SHAE2_96410.3, SHAE2_96410.2
OG0004388	SSPN1_14520.2, SSPN1_14520.1, SSPN1_14520.3	SHAE2_18250.3, SHAE2_18250.1, SHAE2_18250.2
OG0004389	SSPN1_76490.1, SSPN1_76490.2	SHAE2_83880.1
OG0004390	SSPN1_56910.1	SHAE2_62840.1, SHAE2_62840.2, SHAE2_62840.3
OG0004391	SSPN1_34090.1	SHAE2_39820.1
OG0004392	SSPN1_27140.1	SHAE2_30530.2, SHAE2_30530.1, SHAE2_30530.3
OG0004393	SSPN1_72580.1	SHAE2_79900.3, SHAE2_79900.1, SHAE2_79900.2
OG0004394	SSPN1_21520.1, SSPN1_21540.1	SHAE2_11340.1
OG0004395	SSPN1_79800.1, SSPN1_79800.2	SHAE2_87300.1, SHAE2_87300.2, SHAE2_87300.3
OG0004396	SSPN1_65740.2	SHAE2_72780.3, SHAE2_72780.2
OG0004396	SSPN1_65740.1	SHAE2_72780.1
OG0004397	SSPN1_13410.2	SHAE2_19580.1
OG0004398	SSPN1_69520.1	SHAE2_76680.1
OG0004399	SSPN1_310.1	SHAE2_1460.1, SHAE2_1460.2
OG0004400	SSPN1_87730.1	SHAE2_96600.1
OG0004401	SSPN1_26280.1	SHAE2_29640.1
OG0004402	SSPN1_34190.1	SHAE2_39700.1
OG0004403	SSPN1_45020.1	SHAE2_49780.1, SHAE2_49780.2, SHAE2_49780.3
OG0004404	SSPN1_47900.1, SSPN1_47900.2	SHAE2_52720.1
OG0004405	SSPN1_12820.1	SHAE2_23200.1
OG0004406	SSPN1_38980.1	SHAE2_34140.1, SHAE2_34140.3, SHAE2_34140.4, SHAE2_34140.2
OG0004407	SSPN1_34910.1	SHAE2_38860.1
OG0004408	SSPN1_86590.1, SSPN1_86590.2	SHAE2_94810.1
OG0004409	SSPN1_34760.1, SSPN1_34760.2	SHAE2_39040.1
OG0004410	SSPN1_89770.1, SSPN1_89780.3, SSPN1_89770.3, SSPN1_89780.2, SSPN1_89780.1	SHAE2_98670.3, SHAE2_98670.1, SHAE2_98670.2
OG0004411	SSPN1_32040.1	SHAE2_41880.3, SHAE2_41880.5, SHAE2_41880.4, SHAE2_41880.1, SHAE2_41880.2
OG0004412	SSPN1_48480.1	SHAE2_53360.1
OG0004413	SSPN1_87180.1	SHAE2_95900.1
OG0004414	SSPN1_14300.1, SSPN1_14300.2	SHAE2_18500.1
OG0004415	SSPN1_47950.1	SHAE2_52770.1
OG0004416	SSPN1_10410.1	SHAE2_19800.1
OG0004417	SSPN1_57470.1	SHAE2_71730.1, SHAE2_71730.2, SHAE2_71730.3
OG0004418	SSPN1_23370.1	SHAE2_26620.1
OG0004419	SSPN1_78830.1, SSPN1_78830.2	SHAE2_86200.1
OG0004420	SSPN1_42030.4	SHAE2_46280.4
OG0004421	SSPN1_48290.1, SSPN1_48290.2	SHAE2_53170.1
OG0004422	SSPN1_2440.1, SSPN1_2440.2	SHAE2_2840.1, SHAE2_2840.3, SHAE2_2840.2, SHAE2_2840.4
OG0004424	SSPN1_89300.1, SSPN1_89300.2, SSPN1_89300.3	SHAE2_97960.1
OG0004425	SSPN1_89270.1	SHAE2_98000.1
OG0004426	SSPN1_59920.1	SHAE2_68880.1, SHAE2_68880.2
OG0004428	SSPN1_70590.1	SHAE2_77910.1
OG0004429	SSPN1_13770.1	SHAE2_19140.1
OG0004430	SSPN1_88610.1	SHAE2_97480.1
OG0004431	SSPN1_36820.1	SHAE2_36920.3, SHAE2_36920.1, SHAE2_36920.2, SHAE2_36920.4
OG0004432	SSPN1_92700.1	SHAE2_87920.1
OG0004433	SSPN1_73310.1	SHAE2_80630.1
OG0004434	SSPN1_33760.1, SSPN1_33760.2	SHAE2_40120.1, SHAE2_40120.2, SHAE2_40120.3, SHAE2_40120.4
OG0004435	SSPN1_43720.1	SHAE2_48110.1
OG0004436	SSPN1_58590.1	SHAE2_70420.1
OG0004437	SSPN1_39230.1	SHAE2_43360.1
OG0004438	SSPN1_39220.1	SHAE2_43350.1, SHAE2_43350.2
OG0004439	SSPN1_16290.1, SSPN1_16290.2, SSPN1_16290.4, SSPN1_16290.3	SHAE2_16150.2, SHAE2_16150.1, SHAE2_16150.4, SHAE2_16150.3
OG0004440	SSPN1_24880.1, SSPN1_24880.2, SSPN1_24880.3	SHAE2_28150.1, SHAE2_28150.2
OG0004441	SSPN1_19710.1	SHAE2_12620.1
OG0004442	SSPN1_57740.1	SHAE2_71430.1
OG0004443	SSPN1_35450.3, SSPN1_35450.1, SSPN1_35450.2	SHAE2_38280.1
OG0004444	SSPN1_47540.1	SHAE2_52390.1
OG0004445	SSPN1_47550.1	SHAE2_52400.1
OG0004446	SSPN1_6380.1	SHAE2_6990.1
OG0004447	SSPN1_67930.1	SHAE2_75040.1, SHAE2_75040.2
OG0004448	SSPN1_3820.1	SHAE2_4430.1
OG0004449	SSPN1_38680.1	SHAE2_34480.1, SHAE2_34480.2, SHAE2_34480.3
OG0004450	SSPN1_70090.1	SHAE2_77400.1
OG0004451	SSPN1_31640.2, SSPN1_31640.1	SHAE2_42260.1, SHAE2_42260.2
OG0004452	SSPN1_68210.1, SSPN1_68210.2	SHAE2_75380.1
OG0004453	SSPN1_24470.1, SSPN1_24470.2, SSPN1_24470.3	SHAE2_27790.1, SHAE2_27790.2
OG0004454	SSPN1_61500.1	SHAE2_66840.1, SHAE2_66840.2
OG0004455	SSPN1_42850.1, SSPN1_42850.2, SSPN1_42850.3, SSPN1_42850.4	SHAE2_47120.1
OG0004456	SSPN1_210.1	SHAE2_1540.1, SHAE2_1540.2
OG0004457	SSPN1_72220.1	SHAE2_79540.1
OG0004458	SSPN1_31550.1	SHAE2_42360.2, SHAE2_42360.1, SHAE2_42360.3
OG0004459	SSPN1_2260.4, SSPN1_2260.1, SSPN1_2260.2, SSPN1_2260.3	SHAE2_2600.1
OG0004460	SSPN1_63780.1	SHAE2_64540.1
OG0004461	SSPN1_68720.1	SHAE2_75870.1
OG0004462	SSPN1_60990.1	SHAE2_67400.4, SHAE2_67400.3, SHAE2_67400.2, SHAE2_67400.1
OG0004463	SSPN1_24980.3, SSPN1_24980.2, SSPN1_24980.1	SHAE2_28270.1
OG0004465	SSPN1_52440.1	SHAE2_57460.1
OG0004466	SSPN1_36560.1	SHAE2_37180.1
OG0004468	SSPN1_31790.1	SHAE2_42140.1, SHAE2_42140.2
OG0004469	SSPN1_20060.1	SHAE2_12270.2, SHAE2_12270.6, SHAE2_12270.5, SHAE2_12270.3, SHAE2_12270.1, SHAE2_12270.4
OG0004470	SSPN1_45040.1	SHAE2_49810.1, SHAE2_49810.2
OG0004471	SSPN1_13480.1	SHAE2_19500.1
OG0004472	SSPN1_13470.1	SHAE2_19510.1
OG0004473	SSPN1_46890.1	SHAE2_51700.1, SHAE2_51700.2
OG0004474	SSPN1_21610.1	SHAE2_11520.1
OG0004475	SSPN1_8980.1	SHAE2_11010.1
OG0004476	SSPN1_88660.1, SSPN1_88670.1, SSPN1_88670.2	SHAE2_97440.2, SHAE2_97440.1, SHAE2_97440.3, SHAE2_97440.4
OG0004477	SSPN1_38970.1	SHAE2_34150.1, SHAE2_34150.2
OG0004478	SSPN1_64010.1	SHAE2_64280.1
OG0004479	SSPN1_13620.1	SHAE2_19330.1
OG0004480	SSPN1_16840.2, SSPN1_16840.1, SSPN1_16840.3	SHAE2_14040.1, SHAE2_14040.2
OG0004481	SSPN1_23670.1	SHAE2_26900.1
OG0004482	SSPN1_50340.1	SHAE2_55350.3, SHAE2_55350.1, SHAE2_55350.2
OG0004483	SSPN1_45630.1	SHAE2_50440.1, SHAE2_50440.2, SHAE2_50440.3, SHAE2_50440.4, SHAE2_50440.5
OG0004484	SSPN1_50030.1, SSPN1_50030.2	SHAE2_55030.1
OG0004485	SSPN1_17500.3, SSPN1_17500.2, SSPN1_17500.1	SHAE2_14670.1
OG0004486	SSPN1_84500.1	SHAE2_92870.1, SHAE2_92870.2
OG0004487	SSPN1_22530.3, SSPN1_22530.1, SSPN1_22530.2	SHAE2_25620.2, SHAE2_25620.1, SHAE2_25620.3
OG0004488	SSPN1_58530.1, SSPN1_58530.2	SHAE2_70490.1, SHAE2_70490.2
OG0004489	SSPN1_61270.1	SHAE2_67030.2, SHAE2_67030.1
OG0004490	SSPN1_66650.1	SHAE2_73690.1
OG0004491	SSPN1_71610.1	SHAE2_78930.1
OG0004492	SSPN1_17580.1, SSPN1_17580.2, SSPN1_17580.3	SHAE2_14760.1, SHAE2_14760.2
OG0004493	SSPN1_11700.1	SHAE2_21100.1, SHAE2_21100.2
OG0004494	SSPN1_57260.1	SHAE2_63270.2, SHAE2_63270.1, SHAE2_63270.3
OG0004495	SSPN1_87500.1, SSPN1_87500.2	SHAE2_96300.1
OG0004496	SSPN1_52590.1	SHAE2_57600.2, SHAE2_57600.1
OG0004497	SSPN1_90330.1, SSPN1_90330.2	SHAE2_99170.2, SHAE2_99170.1
OG0004498	SSPN1_92210.1, SSPN1_92210.2, SSPN1_92210.3	SHAE2_101260.1, SHAE2_101260.3, SHAE2_101260.2, SHAE2_101260.4
OG0004499	SSPN1_53890.1	SHAE2_59340.1, SHAE2_59340.2
OG0004500	SSPN1_66210.1	SHAE2_73230.1, SHAE2_73230.2, SHAE2_73230.3
OG0004501	SSPN1_74820.1, SSPN1_74820.2	SHAE2_82170.1
OG0004502	SSPN1_45950.1	SHAE2_50750.1, SHAE2_50750.2
OG0004503	SSPN1_85950.1	SHAE2_95550.3, SHAE2_95550.1, SHAE2_95550.2
OG0004504	SSPN1_15370.1	SHAE2_17290.1
OG0004505	SSPN1_19820.1	SHAE2_12500.1, SHAE2_12500.2
OG0004506	SSPN1_12860.1	SHAE2_23140.1
OG0004507	SSPN1_52150.1, SSPN1_52150.2	SHAE2_57170.1, SHAE2_57170.2, SHAE2_57170.3
OG0004508	SSPN1_53040.1	SHAE2_58050.1, SHAE2_58050.2
OG0004509	SSPN1_35440.1	SHAE2_38290.1
OG0004510	SSPN1_7760.1	SHAE2_8370.1
OG0004511	SSPN1_70700.1, SSPN1_70700.2, SSPN1_70700.3, SSPN1_70700.4	SHAE2_78010.1
OG0004512	SSPN1_91910.1	SHAE2_100930.1, SHAE2_100930.3, SHAE2_100930.4, SHAE2_100930.2
OG0004513	SSPN1_20240.2, SSPN1_20240.1, SSPN1_20240.3, SSPN1_20240.4, SSPN1_20240.5	SHAE2_12070.1
OG0004514	SSPN1_23820.1, SSPN1_23820.2	SHAE2_27050.3, SHAE2_27050.1, SHAE2_27050.2
OG0004515	SSPN1_51790.1	SHAE2_56820.1
OG0004516	SSPN1_14060.1	SHAE2_18770.1
OG0004517	SSPN1_58460.1	SHAE2_70550.1, SHAE2_70550.2, SHAE2_70550.3, SHAE2_70550.4
OG0004518	SSPN1_62440.1	SHAE2_65860.1
OG0004518	SSPN1_3170.1	SHAE2_3810.1
OG0004519	SSPN1_55440.1, SSPN1_55440.2	SHAE2_61210.1
OG0004520	SSPN1_58140.1	SHAE2_70900.1
OG0004521	SSPN1_18980.1, SSPN1_18980.2, SSPN1_18980.3, SSPN1_18980.4	SHAE2_13410.1, SHAE2_13410.2
OG0004522	SSPN1_15450.1, SSPN1_15450.2	SHAE2_17190.1, SHAE2_17190.2
OG0004523	SSPN1_78420.1, SSPN1_78420.2	SHAE2_85760.1
OG0004524	SSPN1_9540.1	SHAE2_21800.1, SHAE2_21800.2, SHAE2_21800.3
OG0004525	SSPN1_42350.1	SHAE2_46590.1, SHAE2_46590.2
OG0004526	SSPN1_45270.1	SHAE2_50050.1
OG0004527	SSPN1_76620.1, SSPN1_76620.2	SHAE2_84010.5, SHAE2_84010.2, SHAE2_84010.3, SHAE2_84010.1, SHAE2_84010.4
OG0004528	SSPN1_23250.1	SHAE2_26510.1, SHAE2_26510.2
OG0004529	SSPN1_46560.1	SHAE2_51340.1, SHAE2_51340.2, SHAE2_51340.3, SHAE2_51340.4
OG0004530	SSPN1_2920.1	SHAE2_3500.1, SHAE2_3500.2
OG0004531	SSPN1_73840.1, SSPN1_73840.3, SSPN1_73840.2	SHAE2_81130.2, SHAE2_81130.1
OG0004532	SSPN1_70560.1, SSPN1_70560.2	SHAE2_77880.1, SHAE2_77880.2
OG0004534	SSPN1_35010.1	SHAE2_38750.1
OG0004536	SSPN1_29790.1	SHAE2_33160.1, SHAE2_33160.2
OG0004537	SSPN1_14240.2	SHAE2_18550.1, SHAE2_18550.2
OG0004538	SSPN1_66030.1, SSPN1_66030.2, SSPN1_66030.3	SHAE2_72970.1
OG0004539	SSPN1_7810.1	SHAE2_8410.1, SHAE2_8410.2, SHAE2_8410.3
OG0004540	SSPN1_24100.1, SSPN1_24100.2	SHAE2_27450.1, SHAE2_27450.3, SHAE2_27450.2
OG0004541	SSPN1_77410.3, SSPN1_77410.1, SSPN1_77410.2	SHAE2_84830.1, SHAE2_84830.2, SHAE2_84830.3
OG0004542	SSPN1_3220.1	SHAE2_3860.1
OG0004543	SSPN1_54090.1	SHAE2_59520.3, SHAE2_59520.6, SHAE2_59520.7, SHAE2_59520.1, SHAE2_59520.2
OG0004544	SSPN1_66080.1	SHAE2_73120.1
OG0004545	SSPN1_86500.1, SSPN1_86500.2	SHAE2_94940.1, SHAE2_94940.2
OG0004546	SSPN1_74670.1	SHAE2_82020.1, SHAE2_82020.2
OG0004547	SSPN1_70050.1	SHAE2_77360.1, SHAE2_77360.3, SHAE2_77360.2
OG0004548	SSPN1_32200.1	SHAE2_41760.1, SHAE2_41760.2, SHAE2_41760.3
OG0004549	SSPN1_18990.1	SHAE2_13400.1
OG0004550	SSPN1_68150.1, SSPN1_68150.2	SHAE2_75320.1, SHAE2_75320.2
OG0004551	SSPN1_42820.2	SHAE2_47090.2
OG0004552	SSPN1_3630.1	SHAE2_4250.1
OG0004553	SSPN1_41180.1, SSPN1_41190.1	SHAE2_45340.1, SHAE2_45340.2
OG0004554	SSPN1_27200.1, SSPN1_27210.1	SHAE2_30590.4, SHAE2_30590.1, SHAE2_30590.2, SHAE2_30590.3
OG0004555	SSPN1_2200.1, SSPN1_2200.2	SHAE2_102530.1, SHAE2_2560.1
OG0004556	SSPN1_58690.1	SHAE2_70310.1, SHAE2_70310.2, SHAE2_70310.3
OG0004558	SSPN1_76340.1	SHAE2_83740.1
OG0004559	SSPN1_23260.1	SHAE2_26520.1
OG0004560	SSPN1_71500.1	SHAE2_78790.1
OG0004561	SSPN1_63230.1	SHAE2_65080.1
OG0004562	SSPN1_13030.1, SSPN1_13030.2	SHAE2_22930.1
OG0004563	SSPN1_71680.3	SHAE2_79000.1
OG0004564	SSPN1_88280.1	SHAE2_97110.1, SHAE2_97110.2
OG0004565	SSPN1_82010.1	SHAE2_90650.1
OG0004566	SSPN1_40390.1	SHAE2_44540.2, SHAE2_44540.1, SHAE2_44540.3
OG0004567	SSPN1_30170.1	SHAE2_33570.1
OG0004568	SSPN1_27270.1	SHAE2_30640.1
