Orthogroup	schistosoma_spindale	trichobilharzia_regenti
OG0005709	SSPN1_26560.1	TREG1_38040.1
OG0005710	SSPN1_36130.1	TREG1_57320.1
OG0005711	SSPN1_14050.1	TREG1_28140.1, TREG1_17710.1, TREG1_17710.2
OG0005712	SSPN1_86570.1, SSPN1_86570.2	TREG1_120660.1, TREG1_120660.2, TREG1_120660.3, TREG1_120660.6, TREG1_120660.4, TREG1_120660.5
OG0005713	SSPN1_58560.1, SSPN1_58560.2	TREG1_82620.1, TREG1_82670.1, TREG1_82670.2
OG0005714	SSPN1_87490.1, SSPN1_87490.2	TREG1_119100.1
OG0005715	SSPN1_71670.1, SSPN1_71670.2	TREG1_98650.1, TREG1_98670.1
OG0005716	SSPN1_49220.1	TREG1_68540.1
OG0005717	SSPN1_72420.1	TREG1_100090.1
OG0005718	SSPN1_48030.1	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3
OG0005719	SSPN1_35190.1	TREG1_44060.1
OG0005720	SSPN1_80650.1, SSPN1_80650.2	TREG1_117590.1
OG0005722	SSPN1_89570.1	TREG1_133510.1
OG0005723	SSPN1_41570.1	TREG1_42500.1
OG0005724	SSPN1_9200.1	TREG1_1780.1
OG0005725	SSPN1_80260.1	TREG1_118160.1
OG0005726	SSPN1_51290.1	TREG1_66330.1, TREG1_66330.2
OG0005727	SSPN1_66230.1	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3
OG0005728	SSPN1_84710.1	TREG1_121180.1, TREG1_121180.2
OG0005729	SSPN1_59730.1, SSPN1_59730.2	TREG1_89020.1
OG0005730	SSPN1_90680.1	TREG1_133080.1
OG0005731	SSPN1_78700.1	TREG1_112150.1
OG0005732	SSPN1_26310.1, SSPN1_26310.2	TREG1_33290.1
OG0005733	SSPN1_23240.1, SSPN1_23240.2	TREG1_59230.1, TREG1_59230.2
OG0005734	SSPN1_42080.1	TREG1_39630.1, TREG1_39630.2, TREG1_39630.3
OG0005735	SSPN1_88750.1	TREG1_128030.1, TREG1_128030.2
OG0005736	SSPN1_67270.1, SSPN1_67270.2	TREG1_99460.1
OG0005737	SSPN1_60500.1	TREG1_85580.1
OG0005738	SSPN1_4690.1	TREG1_84320.1
OG0005739	SSPN1_28720.1	TREG1_48040.1
OG0005740	SSPN1_76570.1	TREG1_105050.1
OG0005741	SSPN1_83220.1	TREG1_121710.1, TREG1_121710.2
OG0005742	SSPN1_37460.1	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2
OG0005743	SSPN1_14380.1	TREG1_9280.1, TREG1_9280.2, TREG1_9280.3
OG0005744	SSPN1_14580.1	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1
OG0005745	SSPN1_60910.1	TREG1_80740.1
OG0005746	SSPN1_28140.1	TREG1_46150.1
OG0005747	SSPN1_43440.1	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4
OG0005748	SSPN1_82930.1	TREG1_121950.1
OG0005749	SSPN1_64360.1	TREG1_88300.1
OG0005750	SSPN1_92350.1	TREG1_134630.1, TREG1_134630.3, TREG1_134630.2
OG0005751	SSPN1_36710.1	TREG1_53920.1
OG0005752	SSPN1_23630.1	TREG1_58710.1
OG0005753	SSPN1_77170.1	TREG1_96140.1
OG0005754	SSPN1_84610.1	TREG1_119720.1, TREG1_119730.1
OG0005755	SSPN1_24080.1	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3
OG0005756	SSPN1_26590.1, SSPN1_26590.2	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3
OG0005757	SSPN1_71460.1	TREG1_101390.1
OG0005758	SSPN1_69010.1	TREG1_96990.1
OG0005759	SSPN1_26880.1	TREG1_38240.1, TREG1_38240.2, TREG1_38240.3
OG0005760	SSPN1_46620.1	TREG1_141420.1, TREG1_66420.1
OG0005761	SSPN1_23130.1, SSPN1_23130.2	TREG1_38310.1
OG0005762	SSPN1_62420.1	TREG1_84380.1
OG0005763	SSPN1_88270.1	TREG1_130000.1
OG0005764	SSPN1_59590.1	TREG1_88860.1
OG0005765	SSPN1_24870.1	TREG1_48470.1
OG0005766	SSPN1_82430.1	TREG1_114340.1, TREG1_114340.2
OG0005767	SSPN1_77630.1, SSPN1_77630.2	TREG1_109290.1, TREG1_109290.2
OG0005768	SSPN1_38780.1	TREG1_57810.1
OG0005769	SSPN1_18550.1	TREG1_14630.1
OG0005770	SSPN1_39840.1	TREG1_33240.1
OG0005771	SSPN1_51220.1	TREG1_139950.1
OG0005772	SSPN1_78870.1	TREG1_113120.1
OG0005773	SSPN1_67020.1	TREG1_5990.1
OG0005774	SSPN1_58680.1	TREG1_81320.1, TREG1_81340.1
OG0005775	SSPN1_40990.1, SSPN1_40990.2	TREG1_55990.1
OG0005776	SSPN1_83580.1	TREG1_123520.1
OG0005777	SSPN1_41280.1	TREG1_42120.1
OG0005778	SSPN1_60430.1	TREG1_93150.1, TREG1_93150.2
OG0005779	SSPN1_66130.1	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4
OG0005780	SSPN1_89720.1	TREG1_130400.1
OG0005781	SSPN1_83960.1	TREG1_121630.1
OG0005782	SSPN1_42830.1	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4
OG0005783	SSPN1_85470.1	TREG1_125710.1
OG0005784	SSPN1_87860.1, SSPN1_87860.2	TREG1_129630.1, TREG1_129630.2
OG0005785	SSPN1_16660.1	TREG1_23280.1
OG0005786	SSPN1_18740.1	TREG1_13920.1
OG0005787	SSPN1_1070.1, SSPN1_1070.2	TREG1_520.1
OG0005788	SSPN1_16900.1	TREG1_18180.1
OG0005789	SSPN1_49730.1	TREG1_64530.1
OG0005790	SSPN1_67660.1	TREG1_94920.1
OG0005791	SSPN1_43080.1, SSPN1_43080.2	TREG1_30620.1
OG0005792	SSPN1_3570.1	TREG1_4460.1
OG0005793	SSPN1_6660.1, SSPN1_6660.2	TREG1_8590.1
OG0005794	SSPN1_4110.1	TREG1_200.1
OG0005795	SSPN1_92250.1	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1
OG0005796	SSPN1_4910.1	TREG1_3320.1
OG0005797	SSPN1_91700.1	TREG1_131980.1
OG0005798	SSPN1_68500.3, SSPN1_68500.1, SSPN1_68500.2	TREG1_99930.1
OG0005799	SSPN1_10300.1	TREG1_21640.1, TREG1_21640.2
OG0005800	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2	TREG1_114230.1
OG0005801	SSPN1_15230.1	TREG1_30180.1
OG0005802	SSPN1_73130.1	TREG1_98390.1
OG0005803	SSPN1_56120.1	TREG1_78910.1, TREG1_78980.1
OG0005805	SSPN1_67320.1	TREG1_138370.1, TREG1_138370.2
OG0005806	SSPN1_79230.1	TREG1_110950.1
OG0005807	SSPN1_77150.1	TREG1_96100.1, TREG1_96100.2
OG0005808	SSPN1_31610.1, SSPN1_31610.2	TREG1_43870.1, TREG1_43880.1
OG0005809	SSPN1_27840.1, SSPN1_27840.2	TREG1_50240.1
OG0005810	SSPN1_84370.1	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1
OG0005811	SSPN1_17730.1	TREG1_28060.1
OG0005812	SSPN1_31080.1	TREG1_41140.1, TREG1_41140.2
OG0005813	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3	TREG1_102050.1
OG0005814	SSPN1_16000.1, SSPN1_16000.2, SSPN1_16000.3, SSPN1_16000.4, SSPN1_16000.5, SSPN1_16000.6	TREG1_14510.1
OG0005815	SSPN1_59320.1, SSPN1_59320.2	TREG1_86000.1
OG0005816	SSPN1_17920.1	TREG1_30060.1
OG0005817	SSPN1_29770.1	TREG1_45250.1
OG0005818	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1	TREG1_125380.1, TREG1_125390.1
OG0005819	SSPN1_50970.1	TREG1_70300.1
OG0005820	SSPN1_61480.1	TREG1_87100.1, TREG1_87100.2
OG0005821	SSPN1_92120.1	TREG1_135460.1, TREG1_135450.1
OG0005822	SSPN1_26620.1	TREG1_37980.1
OG0005823	SSPN1_30670.1	TREG1_54830.1
OG0005824	SSPN1_25810.1	TREG1_33650.1
OG0005825	SSPN1_27070.1	TREG1_37400.1
OG0005826	SSPN1_61670.1	TREG1_85510.1
OG0005827	SSPN1_44510.1	TREG1_62450.1
OG0005828	SSPN1_86390.1	TREG1_125840.1, TREG1_125840.2
OG0005829	SSPN1_57090.1	TREG1_79510.1, TREG1_79510.2
OG0005830	SSPN1_66340.1	TREG1_93620.1
OG0005831	SSPN1_46150.1	TREG1_63740.1, TREG1_63750.1
OG0005832	SSPN1_34490.1	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4
OG0005833	SSPN1_4630.1	TREG1_118820.1, TREG1_4490.1
OG0005834	SSPN1_80920.1	TREG1_115670.1
OG0005835	SSPN1_60870.1	TREG1_84460.1
OG0005836	SSPN1_80140.1	TREG1_110500.1, TREG1_110500.2
OG0005837	SSPN1_88650.1	TREG1_128170.1, TREG1_89060.1
OG0005838	SSPN1_1120.1	TREG1_14400.1, TREG1_14400.2
OG0005840	SSPN1_83010.1	TREG1_122030.1
OG0005841	SSPN1_18580.1	TREG1_14550.1
OG0005842	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3	TREG1_76530.1
OG0005843	SSPN1_9870.1	TREG1_23480.1, TREG1_23480.2
OG0005845	SSPN1_89680.1, SSPN1_89680.2	TREG1_130460.1
OG0005846	SSPN1_36590.1	TREG1_49760.1, TREG1_49760.2
OG0005847	SSPN1_92720.1	TREG1_133210.1
OG0005848	SSPN1_51320.1	TREG1_66280.1
OG0005849	SSPN1_92780.1	TREG1_133180.1
OG0005850	SSPN1_35630.1	TREG1_36660.1, TREG1_36660.2, TREG1_36660.3
OG0005851	SSPN1_54780.1	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6
OG0005852	SSPN1_29230.1	TREG1_49090.1
OG0005853	SSPN1_73570.1	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3
OG0005854	SSPN1_75720.1	TREG1_108310.1
OG0005855	SSPN1_33440.1	TREG1_39850.1, TREG1_39850.2
OG0005856	SSPN1_83050.1, SSPN1_83050.2	TREG1_122140.1
OG0005857	SSPN1_57910.1	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5
OG0005859	SSPN1_13550.1	TREG1_8270.1
OG0005860	SSPN1_69780.1	TREG1_105930.1
OG0005861	SSPN1_41880.1, SSPN1_41880.2	TREG1_39390.1
OG0005862	SSPN1_41270.1, SSPN1_41270.2	TREG1_42130.1, TREG1_42130.2
OG0005863	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3	TREG1_68470.1
OG0005864	SSPN1_21350.1, SSPN1_21350.2, SSPN1_21350.3, SSPN1_21350.4, SSPN1_21350.5	TREG1_24030.1
OG0005864	SSPN1_36470.1	TREG1_52130.1
OG0005865	SSPN1_9530.1	TREG1_103800.1
OG0005866	SSPN1_69220.1, SSPN1_69220.2	TREG1_102070.1
OG0005867	SSPN1_27440.1, SSPN1_27440.2	TREG1_48310.1
OG0005868	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3	TREG1_135470.1
OG0005869	SSPN1_89420.1, SSPN1_89420.2	TREG1_131410.1
OG0005870	SSPN1_23300.1	TREG1_59070.1, TREG1_59070.2
OG0005871	SSPN1_75590.1	TREG1_104370.1
OG0005872	SSPN1_45460.1, SSPN1_45460.2	TREG1_72350.1
OG0005873	SSPN1_69730.1	TREG1_105010.1, TREG1_105020.1, TREG1_139870.1
OG0005874	SSPN1_58290.1, SSPN1_58290.2	TREG1_137040.1
OG0005875	SSPN1_61080.1	TREG1_84490.1
OG0005876	SSPN1_57560.1	TREG1_91480.1
OG0005877	SSPN1_26730.1, SSPN1_26730.2	TREG1_37760.1, TREG1_37800.1
OG0005878	SSPN1_40560.1	TREG1_38180.1
OG0005879	SSPN1_42210.1	TREG1_42830.1
OG0005892	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3	TREG1_39740.1, TREG1_39750.1
OG0005894	SSPN1_19220.1	TREG1_20560.1, TREG1_20550.1
OG0005895	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1	TREG1_132590.1
OG0005896	SSPN1_39530.1	TREG1_56850.1
OG0005897	SSPN1_90070.1	TREG1_132980.1
OG0005898	SSPN1_42330.1	TREG1_42990.1
OG0005899	SSPN1_90100.1	TREG1_132460.1
OG0005900	SSPN1_30280.1	TREG1_25050.1
OG0005901	SSPN1_64560.1	TREG1_87330.1
OG0005902	SSPN1_7630.1	TREG1_19500.1
OG0005903	SSPN1_5350.1	TREG1_19070.1
OG0005904	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3
OG0005905	SSPN1_64990.1	TREG1_91910.1, TREG1_91900.1
OG0005906	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3	TREG1_106710.1, TREG1_106710.2, TREG1_106710.3
OG0005908	SSPN1_31290.1, SSPN1_31290.2	TREG1_41340.1
OG0005909	SSPN1_16260.1	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2
OG0005910	SSPN1_73440.1, SSPN1_73440.2	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1
OG0005911	SSPN1_91560.1	TREG1_136160.1
OG0005912	SSPN1_91390.1	TREG1_131680.1, TREG1_131680.2
OG0005913	SSPN1_86900.1	TREG1_124410.1
OG0005914	SSPN1_73040.1	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6
OG0005916	SSPN1_11590.1	TREG1_123310.1
OG0005917	SSPN1_59280.1	TREG1_87830.1
OG0005919	SSPN1_21650.1	TREG1_21580.1
OG0005920	SSPN1_2810.1	TREG1_19160.1
OG0005921	SSPN1_66830.1	TREG1_94440.1
OG0005922	SSPN1_9740.1	TREG1_24270.1, TREG1_24270.2
OG0005923	SSPN1_28170.1	TREG1_46460.1
OG0005924	SSPN1_14270.1	TREG1_8250.1
OG0005925	SSPN1_67620.1	TREG1_96350.1
OG0005926	SSPN1_62310.1	TREG1_82080.1
OG0005927	SSPN1_25420.1	TREG1_38590.1, TREG1_38560.1
OG0005928	SSPN1_65650.1	TREG1_90400.1
OG0005929	SSPN1_62760.1, SSPN1_62780.1	TREG1_88170.1, TREG1_88190.1
OG0005930	SSPN1_76790.1	TREG1_97360.1, TREG1_97350.1
OG0005931	SSPN1_70010.1	TREG1_105660.1
OG0005932	SSPN1_2150.1	TREG1_11440.1, TREG1_11440.2
OG0005934	SSPN1_13000.1	TREG1_16090.1
OG0005935	SSPN1_38750.1	TREG1_36610.1
OG0005936	SSPN1_62910.1	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3
OG0005937	SSPN1_86680.1, SSPN1_86680.2	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2
OG0005938	SSPN1_69900.1	TREG1_105790.1
OG0005940	SSPN1_26330.1, SSPN1_26330.2	TREG1_60260.1
OG0005941	SSPN1_90850.1	TREG1_136370.1
OG0005942	SSPN1_79900.2, SSPN1_79900.1	TREG1_112950.1
OG0005943	SSPN1_15830.1	TREG1_25810.1
OG0005944	SSPN1_64270.1	TREG1_79710.1
OG0005945	SSPN1_2760.1	TREG1_19180.1
OG0005946	SSPN1_9230.1	TREG1_23600.1, TREG1_23600.2
OG0005947	SSPN1_18610.1	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1
OG0005948	SSPN1_35700.1	TREG1_36740.1
OG0005949	SSPN1_20180.1	TREG1_18810.1, TREG1_18810.2
OG0005950	SSPN1_48350.1, SSPN1_48350.2	TREG1_71050.1, TREG1_71050.2
OG0005951	SSPN1_6300.1	TREG1_25090.1, TREG1_25090.2
OG0005952	SSPN1_79430.1	TREG1_118670.1
OG0005953	SSPN1_66110.1, SSPN1_66110.2	TREG1_90820.1
OG0005954	SSPN1_10360.1	TREG1_21660.1
OG0005955	SSPN1_87880.1	TREG1_124870.1, TREG1_124870.2
OG0005956	SSPN1_29420.1	TREG1_52450.1, TREG1_52440.1
OG0005957	SSPN1_23170.1	TREG1_38400.1, TREG1_38400.2
OG0005958	SSPN1_71360.1, SSPN1_71360.2	TREG1_103210.1
OG0005959	SSPN1_31730.1	TREG1_45080.1
OG0005960	SSPN1_82090.1, SSPN1_82090.2	TREG1_116740.1, TREG1_116740.2
OG0005961	SSPN1_66040.1	TREG1_82880.1
OG0005962	SSPN1_89220.1, SSPN1_89220.2	TREG1_133060.1
OG0005963	SSPN1_61770.1	TREG1_82970.1
OG0005964	SSPN1_38690.1, SSPN1_38690.2	TREG1_50660.1
OG0005965	SSPN1_10190.1, SSPN1_10190.2	TREG1_28400.1, TREG1_28400.2
OG0005966	SSPN1_84340.1	TREG1_121260.1, TREG1_121260.2
OG0005967	SSPN1_70080.1	TREG1_105610.1, TREG1_105610.2
OG0005968	SSPN1_18100.1	TREG1_15290.1
OG0005969	SSPN1_41910.1	TREG1_57580.1, TREG1_57580.2
OG0005970	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2	TREG1_27490.1
OG0005971	SSPN1_24780.1	TREG1_37480.1
OG0005972	SSPN1_52410.1	TREG1_72800.1, TREG1_72800.3, TREG1_72800.4, TREG1_72800.2
OG0005973	SSPN1_42870.1	TREG1_39250.1
OG0005974	SSPN1_21220.1	TREG1_24130.1, TREG1_24130.2
OG0005975	SSPN1_68370.1, SSPN1_68370.2	TREG1_95850.1
OG0005976	SSPN1_29650.1, SSPN1_29650.2, SSPN1_29650.3	TREG1_50530.1
OG0005977	SSPN1_50280.1	TREG1_66670.1, TREG1_66670.2
OG0005978	SSPN1_82790.1, SSPN1_82790.2	TREG1_121810.1
OG0005980	SSPN1_54430.1	TREG1_73880.1
OG0005981	SSPN1_89610.1	TREG1_131370.1
OG0005982	SSPN1_59910.1	TREG1_85660.1
OG0005983	SSPN1_46940.1	TREG1_66210.1, TREG1_66230.1
OG0005984	SSPN1_59100.1	TREG1_88070.1
OG0005985	SSPN1_26930.1, SSPN1_26930.2	TREG1_37200.1, TREG1_37200.2
OG0005986	SSPN1_10320.1, SSPN1_10320.2	TREG1_21720.1
OG0005987	SSPN1_10310.1, SSPN1_10310.2, SSPN1_10310.3	TREG1_21730.1
OG0005988	SSPN1_92330.1	TREG1_134600.1
OG0005989	SSPN1_78500.1, SSPN1_78500.2	TREG1_111840.1
OG0005990	SSPN1_54410.1	TREG1_73900.1
OG0005991	SSPN1_52430.1	TREG1_73410.1, TREG1_73420.1
OG0005992	SSPN1_45710.1	TREG1_67010.1, TREG1_67010.2
OG0005993	SSPN1_74970.1, SSPN1_74970.2	TREG1_96230.1, TREG1_96230.2
OG0005994	SSPN1_51960.1	TREG1_71450.1, TREG1_71450.2
OG0005995	SSPN1_67800.1	TREG1_136970.1
OG0005996	SSPN1_12100.1	TREG1_22590.1
OG0005997	SSPN1_420.1	TREG1_14260.1
OG0005998	SSPN1_46400.1	TREG1_64100.1, TREG1_64090.1
OG0005999	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3	TREG1_97810.1
OG0006000	SSPN1_16860.1	TREG1_18130.1
OG0006001	SSPN1_84690.2, SSPN1_84690.1	TREG1_121160.1
OG0006002	SSPN1_50180.1, SSPN1_50180.2	TREG1_66530.1
OG0006003	SSPN1_36400.1	TREG1_52220.1, TREG1_52220.2
OG0006004	SSPN1_48110.1	TREG1_65980.1, TREG1_66000.4, TREG1_66000.3, TREG1_66000.1, TREG1_66000.2
OG0006005	SSPN1_70240.1, SSPN1_70230.1	TREG1_101910.1, TREG1_101910.2
OG0006006	SSPN1_44930.1	TREG1_61340.1
OG0006007	SSPN1_10150.1	TREG1_23430.1, TREG1_23430.2
OG0006008	SSPN1_68880.1	TREG1_103370.1, TREG1_103370.2
OG0006009	SSPN1_79830.1	TREG1_113780.1
OG0006010	SSPN1_79090.1	TREG1_114110.1
OG0006011	SSPN1_59550.1	TREG1_88820.1
OG0006012	SSPN1_58440.1, SSPN1_58440.2	TREG1_89440.1
OG0006013	SSPN1_21070.1	TREG1_27580.1
OG0006014	SSPN1_71650.1	TREG1_98610.1
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	TREG1_103740.1
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	TREG1_109550.1
OG0006017	SSPN1_76400.1	TREG1_109540.1, TREG1_109540.2
OG0006018	SSPN1_86870.1	TREG1_124320.1, TREG1_124380.1, TREG1_124380.2
OG0006019	SSPN1_82140.1	TREG1_116540.1
OG0006020	SSPN1_9890.1	TREG1_29820.1
OG0006021	SSPN1_73270.1	TREG1_105150.1
OG0006022	SSPN1_62180.1, SSPN1_62180.2	TREG1_85210.1
OG0006023	SSPN1_11320.1	TREG1_20230.1, TREG1_20230.2
OG0006024	SSPN1_45500.1	TREG1_72280.1
OG0006025	SSPN1_15740.1	TREG1_128460.1, TREG1_14690.1
OG0006026	SSPN1_320.1	TREG1_390.1
OG0006027	SSPN1_23720.1	TREG1_58600.1
OG0006028	SSPN1_47880.1	TREG1_65240.1, TREG1_65230.1
OG0006029	SSPN1_54200.1	TREG1_76410.1
OG0006030	SSPN1_36510.1	TREG1_50740.1
OG0006031	SSPN1_12020.1	TREG1_21500.1, TREG1_21500.2
OG0006032	SSPN1_20250.1	TREG1_2030.1
OG0006033	SSPN1_39900.1	TREG1_33130.1, TREG1_33160.1
OG0006034	SSPN1_42090.1	TREG1_39610.1, TREG1_39610.2
OG0006035	SSPN1_54140.1	TREG1_75230.1
OG0006036	SSPN1_80090.1	TREG1_110320.1
OG0006037	SSPN1_81130.1	TREG1_110530.9, TREG1_110610.1
OG0006038	SSPN1_42040.1	TREG1_56470.1
OG0006039	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3	TREG1_68520.1, TREG1_68520.2
OG0006040	SSPN1_55290.1	TREG1_77880.1
OG0006041	SSPN1_27130.1	TREG1_48570.1
OG0006042	SSPN1_30340.1	TREG1_51270.1
OG0006043	SSPN1_11090.1	TREG1_22980.1, TREG1_22980.2, TREG1_22980.3
OG0006044	SSPN1_66390.1, SSPN1_66390.2	TREG1_93710.1
OG0006045	SSPN1_34790.1, SSPN1_34780.1	TREG1_44440.1
OG0006046	SSPN1_17620.1	TREG1_10730.1, TREG1_10740.1
OG0006047	SSPN1_37450.1	TREG1_54020.1
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	TREG1_14150.1, TREG1_14150.2
OG0006049	SSPN1_39320.1	TREG1_45830.1
OG0006050	SSPN1_62770.1	TREG1_88200.1, TREG1_88200.2, TREG1_88200.3
OG0006051	SSPN1_7030.1	TREG1_24990.1
OG0006052	SSPN1_69920.1	TREG1_105740.1
OG0006053	SSPN1_64860.1	TREG1_92240.1
OG0006054	SSPN1_65530.1	TREG1_83290.1, TREG1_83290.3, TREG1_83290.4, TREG1_83290.2
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	TREG1_47590.1
OG0006056	SSPN1_15670.1	TREG1_21160.1
OG0006057	SSPN1_29520.1	TREG1_51060.1
OG0006058	SSPN1_10610.1	TREG1_15760.1, TREG1_15760.2
OG0006059	SSPN1_69790.1	TREG1_105910.1, TREG1_105910.2
OG0006060	SSPN1_3200.1	TREG1_3020.1
OG0006061	SSPN1_82240.1	TREG1_116370.1, TREG1_116370.2
OG0006062	SSPN1_35180.1	TREG1_44050.1
OG0006063	SSPN1_43740.1	TREG1_36130.1
OG0006064	SSPN1_67200.1	TREG1_99810.1
OG0006065	SSPN1_17030.1	TREG1_9200.1, TREG1_9200.2
OG0006066	SSPN1_9000.1	TREG1_18730.1
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	TREG1_57600.1, TREG1_57600.2
OG0006068	SSPN1_39760.1	TREG1_56500.1
OG0006069	SSPN1_36700.1	TREG1_51540.1, TREG1_51540.2
OG0006070	SSPN1_58330.1	TREG1_89500.1
OG0006071	SSPN1_73890.1, SSPN1_73890.2	TREG1_97260.3, TREG1_97260.1, TREG1_97260.2
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	TREG1_112280.1, TREG1_112270.1
OG0006073	SSPN1_50960.1	TREG1_70310.1
OG0006074	SSPN1_87700.1	TREG1_129310.1
OG0006075	SSPN1_24770.1, SSPN1_24770.2	TREG1_38300.1, TREG1_38300.2, TREG1_38300.3, TREG1_38300.4
OG0006076	SSPN1_49230.1	TREG1_68530.1
OG0006077	SSPN1_40590.1, SSPN1_40590.2	TREG1_38140.1
OG0006078	SSPN1_23750.1	TREG1_54460.1
OG0006079	SSPN1_50090.1	TREG1_68840.1
OG0006080	SSPN1_38210.1	TREG1_47780.1
OG0006081	SSPN1_1720.1, SSPN1_1720.2	TREG1_9910.1, TREG1_9910.2
OG0006082	SSPN1_40440.1	TREG1_36950.1
OG0006083	SSPN1_80680.1	TREG1_117530.1, TREG1_117530.2
OG0006084	SSPN1_22190.1, SSPN1_22190.2	TREG1_32090.3, TREG1_32090.2, TREG1_32090.1
OG0006085	SSPN1_70410.1, SSPN1_70410.2	TREG1_101490.1, TREG1_101490.2, TREG1_101490.3, TREG1_101490.4
OG0006086	SSPN1_23480.1, SSPN1_23480.2	TREG1_60350.1
OG0006087	SSPN1_31900.1	TREG1_57970.1, TREG1_57970.2
OG0006088	SSPN1_68250.1, SSPN1_68250.2	TREG1_95550.1, TREG1_95560.1
OG0006089	SSPN1_19300.1, SSPN1_19300.2	TREG1_20540.1
OG0006090	SSPN1_88160.1	TREG1_129090.1
OG0006091	SSPN1_77390.1	TREG1_101130.1, TREG1_101130.3, TREG1_101130.2
OG0006092	SSPN1_18270.1	TREG1_24480.1, TREG1_24480.2
OG0006093	SSPN1_53110.1	TREG1_77120.1
OG0006094	SSPN1_49510.1	TREG1_70580.1
OG0006095	SSPN1_78960.1	TREG1_84150.2, TREG1_143790.1, TREG1_84130.1, TREG1_84150.1
OG0006096	SSPN1_11630.1	TREG1_21400.1, TREG1_21400.2
OG0006097	SSPN1_73880.1	TREG1_106870.1
OG0006098	SSPN1_24230.1	TREG1_35820.1
OG0006100	SSPN1_11960.1	TREG1_19850.1
OG0006101	SSPN1_33570.1	TREG1_43140.1
OG0006102	SSPN1_75170.1	TREG1_102350.1
OG0006103	SSPN1_32960.1	TREG1_34340.1
OG0006104	SSPN1_58080.1	TREG1_89580.1
OG0006105	SSPN1_78860.1	TREG1_113160.1
OG0006106	SSPN1_64430.1, SSPN1_64430.2	TREG1_80930.1
OG0006107	SSPN1_71450.1, SSPN1_71450.2	TREG1_97230.1
OG0006108	SSPN1_80780.1	TREG1_110210.1
OG0006109	SSPN1_67470.1	TREG1_101810.1, TREG1_101810.2
OG0006110	SSPN1_85800.1	TREG1_122550.1
OG0006111	SSPN1_1990.1	TREG1_10130.1
OG0006112	SSPN1_84680.1	TREG1_121150.1, TREG1_121150.2
OG0006113	SSPN1_3640.1	TREG1_4920.1, TREG1_4920.2
OG0006115	SSPN1_26020.1	TREG1_34050.1, TREG1_34050.2
OG0006116	SSPN1_45760.1	TREG1_67110.1
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	TREG1_73970.1
OG0006118	SSPN1_54640.1	TREG1_77420.1
OG0006119	SSPN1_53000.1	TREG1_76950.1
