Orthogroup	schistosoma_spindale	schistosoma_japonicum
OG0005450	SSPN1_64180.1	EWB00_007959.3, EWB00_007959.1, EWB00_007959.2
OG0005451	SSPN1_79310.1	EWB00_001492
OG0005452	SSPN1_86120.1	EWB00_001895, EWB00_001897
OG0005453	SSPN1_62680.1	EWB00_011147
OG0005455	SSPN1_48570.1	EWB00_005335
OG0005456	SSPN1_73970.1	EWB00_007271.1, EWB00_007271.2, EWB00_007271.3, EWB00_007271.4, EWB00_007271.5
OG0005457	SSPN1_45310.1, SSPN1_45310.2	EWB00_002559
OG0005458	SSPN1_6490.1, SSPN1_6550.1	EWB00_005495, EWB00_010152
OG0005459	SSPN1_170.1	EWB00_010261, EWB00_010262
OG0005460	SSPN1_67840.1	EWB00_008135
OG0005461	SSPN1_25550.1	EWB00_005043.2, EWB00_005043.1
OG0005463	SSPN1_13120.1, SSPN1_13120.2	EWB00_002499.1, EWB00_002499.2
OG0005464	SSPN1_49520.1	EWB00_005311
OG0005465	SSPN1_87220.1	EWB00_005077.1, EWB00_005077.3, EWB00_005077.2
OG0005466	SSPN1_67540.1	EWB00_009948
OG0005467	SSPN1_65910.1	EWB00_010417
OG0005468	SSPN1_12930.1	EWB00_002527
OG0005469	SSPN1_64960.1	EWB00_006239.2, EWB00_006239.1
OG0005470	SSPN1_80700.1, SSPN1_80700.2, SSPN1_80700.3	EWB00_002184
OG0005471	SSPN1_11400.1	EWB00_005469.1, EWB00_005469.3, EWB00_005469.2
OG0005472	SSPN1_70420.1, SSPN1_70420.2, SSPN1_70420.3	EWB00_004537
OG0005473	SSPN1_1100.1	EWB00_003586.1, EWB00_003586.2
OG0005474	SSPN1_49120.1, SSPN1_30550.1	EWB00_003907.1, EWB00_003907.2, EWB00_003907.3
OG0005475	SSPN1_80740.1, SSPN1_80740.2	EWB00_002178
OG0005476	SSPN1_31180.1	EWB00_004608.1, EWB00_004608.2
OG0005477	SSPN1_39260.1	EWB00_002841.1, EWB00_002841.2
OG0005478	SSPN1_56110.1	EWB00_003460.1, EWB00_003460.2
OG0005479	SSPN1_72810.1	EWB00_007157
OG0005480	SSPN1_70600.1	EWB00_008104
OG0005481	SSPN1_10460.1	EWB00_006542
OG0005482	SSPN1_40470.1	EWB00_009616, EWB00_009783
OG0005485	SSPN1_49380.1	EWB00_006778
OG0005486	SSPN1_67100.1	EWB00_001595
OG0005487	SSPN1_22550.1	EWB00_001553
OG0005488	SSPN1_88420.5, SSPN1_88420.6, SSPN1_88420.4, SSPN1_88420.2, SSPN1_88420.1, SSPN1_88420.3, SSPN1_88420.7	EWB00_008336, EWB00_008578
OG0005489	SSPN1_4740.1	EWB00_006354.1, EWB00_006354.2
OG0005490	SSPN1_37130.3, SSPN1_37130.2, SSPN1_37130.1	EWB00_001727.1, EWB00_001727.2
OG0005491	SSPN1_88180.1	EWB00_003183
OG0005492	SSPN1_88850.1	EWB00_000374.1, EWB00_000374.3, EWB00_000374.4, EWB00_000374.2
OG0005493	SSPN1_50860.1	EWB00_010631.1, EWB00_010631.3, EWB00_010631.4, EWB00_010631.5, EWB00_010631.2
OG0005494	SSPN1_5270.1	EWB00_006297.1, EWB00_006297.2
OG0005495	SSPN1_76380.1	EWB00_008193
OG0005496	SSPN1_90140.1, SSPN1_90130.1	EWB00_005499, EWB00_005498
OG0005497	SSPN1_23160.1, SSPN1_23160.2, SSPN1_23160.3	EWB00_002856.1, EWB00_002856.2, EWB00_002856.3, EWB00_002856.4
OG0005498	SSPN1_74310.1, SSPN1_74310.2	EWB00_002006
OG0005499	SSPN1_85030.1	EWB00_004880
OG0005500	SSPN1_12750.1	EWB00_010325.1, EWB00_010325.3, EWB00_010325.2
OG0005501	SSPN1_86030.1, SSPN1_86030.2, SSPN1_86030.3	EWB00_001885.1, EWB00_001885.2, EWB00_001885.3
OG0005502	SSPN1_92810.1	EWB00_006676
OG0005503	SSPN1_31720.1	EWB00_006189.2, EWB00_006189.1
OG0005505	SSPN1_75320.1	EWB00_007401.1, EWB00_007401.2, EWB00_007401.3, EWB00_007401.4
OG0005506	SSPN1_86710.2, SSPN1_86710.3, SSPN1_86710.1	EWB00_004950
OG0005507	SSPN1_84400.1	EWB00_007506.1, EWB00_007506.2, EWB00_007506.3
OG0005508	SSPN1_1500.1	EWB00_005628.1, EWB00_005628.2
OG0005509	SSPN1_90420.1, SSPN1_90420.2, SSPN1_90420.3	EWB00_004765.1, EWB00_004765.2
OG0005510	SSPN1_88020.1	EWB00_006702.1, EWB00_006702.2
OG0005511	SSPN1_75040.1	EWB00_004581.3, EWB00_004581.2, EWB00_004581.1, EWB00_004581.4
OG0005512	SSPN1_6710.1	EWB00_010549.2, EWB00_010549.1, EWB00_010549.3, EWB00_010549.4
OG0005513	SSPN1_86400.1	EWB00_001940, EWB00_001941
OG0005514	SSPN1_23870.1	EWB00_001131.1, EWB00_001131.2
OG0005515	SSPN1_55000.1	EWB00_005157
OG0005516	SSPN1_13220.1	EWB00_006532
OG0005517	SSPN1_61110.2, SSPN1_61110.1	EWB00_003962
OG0005519	SSPN1_35590.1	EWB00_001476.2, EWB00_001476.1, EWB00_001476.3
OG0005520	SSPN1_62900.1, SSPN1_62900.2	EWB00_011126.1, EWB00_011126.2, EWB00_011126.3
OG0005522	SSPN1_36910.1	EWB00_001761
OG0005523	SSPN1_80540.1	EWB00_002621
OG0005524	SSPN1_110.1, SSPN1_110.2, SSPN1_1700.2, SSPN1_1700.1	EWB00_003841
OG0005525	SSPN1_56550.1	EWB00_002236.1, EWB00_002236.2
OG0005526	SSPN1_32650.1	EWB00_004389.1, EWB00_004389.2
OG0005527	SSPN1_22840.1	EWB00_007072.1, EWB00_007072.2
OG0005530	SSPN1_16930.1	EWB00_000687.3, EWB00_000687.1, EWB00_000687.2, EWB00_000687.4, EWB00_000687.5
OG0005531	SSPN1_8580.1, SSPN1_8580.2	EWB00_003085.1, EWB00_003085.2
OG0005532	SSPN1_16070.3, SSPN1_16070.1, SSPN1_16070.2	EWB00_009364.1, EWB00_009364.2
OG0005533	SSPN1_120.1, SSPN1_1710.1, SSPN1_1710.2, SSPN1_1710.3, SSPN1_1710.4	EWB00_003840.1, EWB00_003840.2
OG0005535	SSPN1_45130.1	EWB00_002540.1, EWB00_002540.2
OG0005536	SSPN1_34620.1	EWB00_004306
OG0005539	SSPN1_29290.1	EWB00_005977.1, EWB00_005977.2
OG0005540	SSPN1_64520.1	EWB00_003875.1, EWB00_003875.2
OG0005544	SSPN1_22610.1	EWB00_007092
OG0005545	SSPN1_4230.1	EWB00_004851
OG0005546	SSPN1_20230.1	EWB00_008472, EWB00_008473
OG0005547	SSPN1_32660.1	EWB00_004390
OG0005549	SSPN1_48800.1	EWB00_004412
OG0005550	SSPN1_51380.1	EWB00_010679.4, EWB00_010679.6, EWB00_010679.5, EWB00_010679.2, EWB00_010679.3, EWB00_010679.1
OG0005551	SSPN1_68580.1, SSPN1_68580.2, SSPN1_68580.6, SSPN1_68580.7, SSPN1_68580.3, SSPN1_68580.4, SSPN1_68580.5	EWB00_002735.1, EWB00_002735.2
OG0005553	SSPN1_43350.1	EWB00_008283.1, EWB00_008283.2
OG0005554	SSPN1_14130.1	EWB00_002441.1, EWB00_002441.2
OG0005555	SSPN1_20940.1	EWB00_002433
OG0005558	SSPN1_82330.1	EWB00_000715
OG0005566	SSPN1_73010.1, SSPN1_73010.2	EWB00_009752.3, EWB00_009752.1, EWB00_009752.2
OG0005567	SSPN1_18000.1	EWB00_002670
OG0005568	SSPN1_74040.1	EWB00_007277.1, EWB00_007277.2
OG0005569	SSPN1_92100.1	EWB00_006686
OG0005570	SSPN1_38320.1	EWB00_005948.1, EWB00_005948.3
OG0005571	SSPN1_45300.1	EWB00_002553
OG0005572	SSPN1_57700.2, SSPN1_57700.3, SSPN1_57700.4, SSPN1_57700.1	EWB00_005799.1, EWB00_005799.2
OG0005573	SSPN1_20700.1	EWB00_009189
OG0005574	SSPN1_83190.1, SSPN1_83190.2	EWB00_005297
OG0005575	SSPN1_65000.1	EWB00_006246
OG0005576	SSPN1_64980.1, SSPN1_64980.2, SSPN1_2640.1	EWB00_006242.1, EWB00_006242.2
OG0005577	SSPN1_83110.1, SSPN1_83110.2	EWB00_011367, EWB00_011366
OG0005578	SSPN1_47710.1	EWB00_002992
OG0005579	SSPN1_20010.1	EWB00_009485, EWB00_009484
OG0005580	SSPN1_49490.1	EWB00_005315.1, EWB00_005315.2, EWB00_005315.3
OG0005581	SSPN1_28880.1	EWB00_006019
OG0005582	SSPN1_37780.1	EWB00_002952
OG0005583	SSPN1_82840.1	EWB00_000620.1, EWB00_000620.2
OG0005584	SSPN1_90620.1	EWB00_002063.1, EWB00_002063.2
OG0005585	SSPN1_91720.1	EWB00_005847.3, EWB00_005847.1, EWB00_005847.2
OG0005586	SSPN1_91710.1	EWB00_005848.1, EWB00_005848.2, EWB00_005848.3, EWB00_005848.4
OG0005587	SSPN1_75100.1	EWB00_007380.1, EWB00_007380.2
OG0005589	SSPN1_57230.1	EWB00_000496
OG0005590	SSPN1_10500.1	EWB00_006548
OG0005591	SSPN1_59290.1	EWB00_010504
OG0005592	SSPN1_51050.5, SSPN1_51050.3, SSPN1_51050.4, SSPN1_51050.1, SSPN1_51050.2	EWB00_006788.3, EWB00_006788.1, EWB00_006788.2
OG0005593	SSPN1_68840.1	EWB00_007365.1, EWB00_007365.2
OG0005594	SSPN1_66890.1	EWB00_003886
OG0005595	SSPN1_61880.1	EWB00_009182
OG0005596	SSPN1_58300.2, SSPN1_58300.3	EWB00_003983.1, EWB00_003983.2
OG0005597	SSPN1_80550.1, SSPN1_80550.2	EWB00_002624
OG0005598	SSPN1_73730.1	EWB00_011007
OG0005599	SSPN1_52890.1, SSPN1_52890.2	EWB00_000742.1, EWB00_000742.2
OG0005600	SSPN1_12330.1	EWB00_010361
OG0005601	SSPN1_22150.1	EWB00_007554
OG0005602	SSPN1_22050.1	EWB00_007563.1, EWB00_007563.2, EWB00_007563.3
OG0005603	SSPN1_60120.1	EWB00_004710, EWB00_004708, EWB00_004709
OG0005604	SSPN1_28940.1	EWB00_006012
OG0005605	SSPN1_34750.1	EWB00_004290
OG0005606	SSPN1_76780.1	EWB00_003342
OG0005607	SSPN1_86490.1	EWB00_001953
OG0005608	SSPN1_58370.1	EWB00_003989
OG0005609	SSPN1_62950.1	EWB00_011115
OG0005610	SSPN1_2140.1	EWB00_007191
OG0005611	SSPN1_87900.1	EWB00_006716.1, EWB00_006716.4, EWB00_006716.2, EWB00_006716.3
OG0005612	SSPN1_90160.1	EWB00_000792.1, EWB00_000792.2
OG0005613	SSPN1_52290.1	EWB00_001200.1, EWB00_001200.2
OG0005614	SSPN1_27380.1	EWB00_003310.2, EWB00_003310.1, EWB00_003310.3
OG0005615	SSPN1_28060.1	EWB00_007932
OG0005616	SSPN1_28050.1	EWB00_007933.1, EWB00_007933.2
OG0005617	SSPN1_32080.1	EWB00_009527.1, EWB00_009527.2
OG0005618	SSPN1_48270.1, SSPN1_48270.2	EWB00_006470.1, EWB00_006470.2
OG0005619	SSPN1_48600.1	EWB00_004439.1, EWB00_004439.2
OG0005620	SSPN1_86850.1, SSPN1_86850.2	EWB00_011388.3, EWB00_011388.5
OG0005621	SSPN1_84280.1	EWB00_007521.1, EWB00_007521.2, EWB00_007521.3
OG0005622	SSPN1_790.1	EWB00_003593.2, EWB00_003593.4, EWB00_003593.1, EWB00_003593.3
OG0005623	SSPN1_72350.1, SSPN1_72350.2	EWB00_001171
OG0005624	SSPN1_19140.1	EWB00_004198
OG0005625	SSPN1_19130.1	EWB00_004199
OG0005626	SSPN1_42390.1, SSPN1_42390.2, SSPN1_42390.3	EWB00_001566.1, EWB00_001566.2, EWB00_001566.3
OG0005627	SSPN1_22410.1	EWB00_001532
OG0005628	SSPN1_31680.1	EWB00_006184
OG0005629	SSPN1_38940.1	EWB00_011220.1, EWB00_011220.2, EWB00_011220.3, EWB00_011220.4
OG0005630	SSPN1_44350.1, SSPN1_82400.1	EWB00_001658.1, EWB00_001658.2, EWB00_001658.3
OG0005631	SSPN1_53230.1	EWB00_009274
OG0005632	SSPN1_91690.1	EWB00_005850
OG0005633	SSPN1_19870.1, SSPN1_19870.2	EWB00_009495.1, EWB00_009495.2, EWB00_009495.3
OG0005634	SSPN1_22080.2, SSPN1_22080.3, SSPN1_22080.1	EWB00_007560.1, EWB00_007560.2, EWB00_007560.3
OG0005635	SSPN1_2960.1, SSPN1_2960.2	EWB00_008636
OG0005636	SSPN1_32340.1	EWB00_009543
OG0005637	SSPN1_77130.3, SSPN1_77130.1, SSPN1_77130.2, SSPN1_77130.4	EWB00_007491
OG0005638	SSPN1_74350.1	EWB00_002009
OG0005640	SSPN1_26540.1	EWB00_001081
OG0005641	SSPN1_70580.1	EWB00_008105
OG0005642	SSPN1_92670.1	EWB00_003878
OG0005643	SSPN1_28610.1	EWB00_006044.1, EWB00_006044.2
OG0005644	SSPN1_73670.1	EWB00_011002.1, EWB00_011002.2
OG0005645	SSPN1_56940.1, SSPN1_56940.2	EWB00_011247
OG0005646	SSPN1_39800.1	EWB00_001585
OG0005647	SSPN1_53860.1	EWB00_008377
OG0005648	SSPN1_30800.1	EWB00_003932
OG0005649	SSPN1_48750.1	EWB00_004418
OG0005650	SSPN1_59850.1	EWB00_008716
OG0005651	SSPN1_58600.1, SSPN1_58600.2	EWB00_004111.1, EWB00_004111.2
OG0005652	SSPN1_46530.1, SSPN1_46530.2	EWB00_010738.1, EWB00_010738.2
OG0005653	SSPN1_90300.1	EWB00_005515.1, EWB00_005515.2
OG0005654	SSPN1_69840.1	EWB00_004973
OG0005655	SSPN1_26210.1, SSPN1_26210.2	EWB00_002849
OG0005656	SSPN1_84760.1	EWB00_000313.1, EWB00_000313.2
OG0005657	SSPN1_16810.1	EWB00_005738.1, EWB00_005738.2
OG0005659	SSPN1_13790.1	EWB00_000083
OG0005660	SSPN1_69070.1	EWB00_002778, EWB00_002779
OG0005662	SSPN1_41900.1	EWB00_001806.1, EWB00_001806.2
OG0005663	SSPN1_8470.1, SSPN1_8480.1	EWB00_008663
OG0005664	SSPN1_24260.1	EWB00_004233
OG0005665	SSPN1_46680.1, SSPN1_46680.2, SSPN1_46680.3	EWB00_010724
OG0005666	SSPN1_85980.1	EWB00_001879, EWB00_001880
OG0005668	SSPN1_3520.1	EWB00_000868.1, EWB00_000868.2
OG0005669	SSPN1_54010.1	EWB00_000885
OG0005670	SSPN1_81300.1	EWB00_007289, EWB00_007291
OG0005671	SSPN1_16780.1	EWB00_005742.2, EWB00_005742.1, EWB00_005742.3
OG0005672	SSPN1_45790.1, SSPN1_45790.2	EWB00_006885
OG0005673	SSPN1_45840.1	EWB00_006880.1, EWB00_006880.2
OG0005674	SSPN1_25110.1	EWB00_003714
OG0005675	SSPN1_39460.1, SSPN1_39450.1	EWB00_007804
OG0005676	SSPN1_50710.1	EWB00_010651.1, EWB00_010651.2, EWB00_010651.3, EWB00_010651.4
OG0005677	SSPN1_5800.1	EWB00_010838
OG0005678	SSPN1_64510.1	EWB00_003876.1, EWB00_003876.2
OG0005679	SSPN1_85390.3, SSPN1_85390.1, SSPN1_85390.2	EWB00_004459.1, EWB00_004459.2
OG0005680	SSPN1_66520.1	EWB00_010058.1, EWB00_010058.2, EWB00_010058.3
OG0005681	SSPN1_66530.1	EWB00_010059
OG0005682	SSPN1_30520.1	EWB00_002575
OG0005683	SSPN1_35080.1	EWB00_004251.1, EWB00_004251.2
OG0005684	SSPN1_47680.1, SSPN1_47690.1	EWB00_002994
OG0005686	SSPN1_85920.1	EWB00_001863.1, EWB00_001863.2
OG0005687	SSPN1_58830.1	EWB00_008872
OG0005688	SSPN1_880.1	EWB00_010237
OG0005689	SSPN1_68050.1, SSPN1_68040.1	EWB00_000952
OG0005690	SSPN1_50910.1	EWB00_010626.1, EWB00_010626.2
OG0005691	SSPN1_90400.1	EWB00_004770
OG0005692	SSPN1_45720.1	EWB00_006898
OG0005693	SSPN1_200.1	EWB00_007718
OG0005694	SSPN1_47580.1	EWB00_008756, EWB00_008752, EWB00_008754
OG0005695	SSPN1_47750.1	EWB00_002987, EWB00_002988
OG0005696	SSPN1_40080.1	EWB00_007658
OG0005697	SSPN1_11210.1	EWB00_005450
OG0005698	SSPN1_67110.1	EWB00_001597, EWB00_001596
OG0005699	SSPN1_10080.1, SSPN1_10080.2	EWB00_006430.1, EWB00_006430.2
OG0005700	SSPN1_68790.1, SSPN1_68790.2, SSPN1_68810.1	EWB00_007369
OG0005701	SSPN1_55550.1, SSPN1_55500.1	EWB00_011231
OG0005702	SSPN1_59470.1	EWB00_000923
OG0005703	SSPN1_36430.1, SSPN1_36430.2, SSPN1_36430.3	EWB00_003398
OG0005704	SSPN1_39590.1	EWB00_007979
OG0005705	SSPN1_52120.1, SSPN1_52120.2	EWB00_006495
OG0005706	SSPN1_54110.1	EWB00_000892.2, EWB00_000892.3, EWB00_000892.1, EWB00_000892.4, EWB00_000892.5, EWB00_000892.6
OG0005707	SSPN1_59400.1	EWB00_000931
OG0005708	SSPN1_12840.1	EWB00_010340.1, EWB00_010340.2
OG0005709	SSPN1_26560.1	EWB00_001084
OG0005710	SSPN1_36130.1	EWB00_008163, EWB00_008162
OG0005711	SSPN1_14050.1	EWB00_007626
OG0005712	SSPN1_86570.1, SSPN1_86570.2	EWB00_005067
OG0005713	SSPN1_58560.1, SSPN1_58560.2	EWB00_004107
OG0005714	SSPN1_87490.1, SSPN1_87490.2	EWB00_000335
OG0005715	SSPN1_71670.1, SSPN1_71670.2	EWB00_008225
OG0005716	SSPN1_49220.1	EWB00_010604.1, EWB00_010604.2
OG0005717	SSPN1_72420.1	EWB00_001183
OG0005718	SSPN1_48030.1	EWB00_007603
OG0005719	SSPN1_35190.1	EWB00_006865.1, EWB00_006865.2
OG0005720	SSPN1_80650.1, SSPN1_80650.2	EWB00_002629
OG0005722	SSPN1_89570.1	EWB00_000583, EWB00_000582
OG0005723	SSPN1_41570.1	EWB00_006388
OG0005725	SSPN1_80260.1	EWB00_001665
OG0005726	SSPN1_51290.1	EWB00_010669.3, EWB00_010669.2, EWB00_010669.1
OG0005727	SSPN1_66230.1	EWB00_008552
OG0005728	SSPN1_84710.1	EWB00_010150, EWB00_000740, EWB00_000310, EWB00_010513, EWB00_009893
OG0005729	SSPN1_59730.1, SSPN1_59730.2	EWB00_003654.1, EWB00_003654.2, EWB00_003654.3
OG0005730	SSPN1_90680.1	EWB00_003035
OG0005731	SSPN1_78700.1	EWB00_000146.1, EWB00_000146.3, EWB00_000146.2
OG0005732	SSPN1_26310.1, SSPN1_26310.2	EWB00_010887
OG0005733	SSPN1_23240.1, SSPN1_23240.2	EWB00_001136
OG0005734	SSPN1_42080.1	EWB00_008256
OG0005735	SSPN1_88750.1	EWB00_004958.1, EWB00_004958.2
OG0005736	SSPN1_67270.1, SSPN1_67270.2	EWB00_001619
OG0005737	SSPN1_60500.1	EWB00_010412
OG0005738	SSPN1_4690.1	EWB00_009564
OG0005739	SSPN1_28720.1	EWB00_006034
OG0005740	SSPN1_76570.1	EWB00_002267
OG0005741	SSPN1_83220.1	EWB00_005290.1, EWB00_005290.2
OG0005742	SSPN1_37460.1	EWB00_002912
OG0005743	SSPN1_14380.1	EWB00_002471
OG0005744	SSPN1_14580.1	EWB00_003114
OG0005745	SSPN1_60910.1	EWB00_007126
OG0005747	SSPN1_43440.1	EWB00_004890
OG0005748	SSPN1_82930.1	EWB00_000613
OG0005749	SSPN1_64360.1	EWB00_006571, EWB00_006572
OG0005750	SSPN1_92350.1	EWB00_009976
OG0005751	SSPN1_36710.1	EWB00_003426.1, EWB00_003426.2
OG0005752	SSPN1_23630.1	EWB00_001105.1, EWB00_001105.2, EWB00_001105.3
OG0005753	SSPN1_77170.1	EWB00_007485, EWB00_007487
OG0005754	SSPN1_84610.1	EWB00_000723
OG0005755	SSPN1_24080.1	EWB00_004215
OG0005756	SSPN1_26590.1, SSPN1_26590.2	EWB00_001077.2, EWB00_001077.3, EWB00_001077.4, EWB00_001077.1
OG0005757	SSPN1_71460.1	EWB00_010941.1, EWB00_010941.2, EWB00_010941.3, EWB00_010941.4
OG0005758	SSPN1_69010.1	EWB00_002784
OG0005759	SSPN1_26880.1	EWB00_006950.1, EWB00_006950.2
OG0005760	SSPN1_46620.1	EWB00_010729.1, EWB00_010729.2, EWB00_010729.3
OG0005761	SSPN1_23130.1, SSPN1_23130.2	EWB00_002866
OG0005762	SSPN1_62420.1	EWB00_001165.1, EWB00_001165.2
OG0005763	SSPN1_88270.1	EWB00_003177.1, EWB00_003177.3, EWB00_003177.2, EWB00_003177.4
OG0005764	SSPN1_59590.1	EWB00_000906
OG0005765	SSPN1_24870.1	EWB00_003318
OG0005766	SSPN1_82430.1	EWB00_009603
OG0005767	SSPN1_77630.1, SSPN1_77630.2	EWB00_009611
OG0005768	SSPN1_38780.1	EWB00_011208
OG0005769	SSPN1_18550.1	EWB00_003700.3, EWB00_003700.1, EWB00_003700.2
OG0005770	SSPN1_39840.1	EWB00_010366
OG0005771	SSPN1_51220.1	EWB00_010662.1, EWB00_010662.3, EWB00_010662.2
OG0005772	SSPN1_78870.1	EWB00_008944
OG0005773	SSPN1_67020.1	EWB00_009433
OG0005774	SSPN1_58680.1	EWB00_009298.3, EWB00_009298.1, EWB00_009298.2, EWB00_009298.4
OG0005775	SSPN1_40990.1, SSPN1_40990.2	EWB00_002789, EWB00_002788
OG0005776	SSPN1_83580.1	EWB00_008042
OG0005777	SSPN1_41280.1	EWB00_002820
OG0005778	SSPN1_60430.1	EWB00_006271
OG0005779	SSPN1_66130.1	EWB00_005595, EWB00_010541
OG0005780	SSPN1_89720.1	EWB00_008431.1, EWB00_008431.2, EWB00_008431.3
OG0005781	SSPN1_83960.1	EWB00_006926.1, EWB00_006926.2
OG0005782	SSPN1_42830.1	EWB00_000012
OG0005783	SSPN1_85470.1	EWB00_001068.1, EWB00_001068.2
OG0005784	SSPN1_87860.1, SSPN1_87860.2	EWB00_006719
OG0005785	SSPN1_16660.1	EWB00_008332.1, EWB00_008332.3, EWB00_008332.2, EWB00_008332.4
OG0005786	SSPN1_18740.1	EWB00_009439
OG0005787	SSPN1_1070.1, SSPN1_1070.2	EWB00_010221.1, EWB00_010221.2
OG0005788	SSPN1_16900.1	EWB00_000689
OG0005789	SSPN1_49730.1	EWB00_007217
OG0005790	SSPN1_67660.1	EWB00_007918, EWB00_007919
OG0005791	SSPN1_43080.1, SSPN1_43080.2	EWB00_000992
OG0005792	SSPN1_3570.1	EWB00_009079
OG0005793	SSPN1_6660.1, SSPN1_6660.2	EWB00_005680
OG0005794	SSPN1_4110.1	EWB00_004837.2, EWB00_004837.3
OG0005795	SSPN1_92250.1	EWB00_003758
OG0005796	SSPN1_4910.1	EWB00_006336, EWB00_006337
OG0005797	SSPN1_91700.1	EWB00_005849
OG0005798	SSPN1_68500.3, SSPN1_68500.1, SSPN1_68500.2	EWB00_002726
OG0005799	SSPN1_10300.1	EWB00_002478.1, EWB00_002478.2, EWB00_002478.3
OG0005800	SSPN1_80280.1, SSPN1_80280.3, SSPN1_80280.2	EWB00_001662, EWB00_001663
OG0005801	SSPN1_15230.1	EWB00_006462
OG0005802	SSPN1_73130.1	EWB00_011045
OG0005803	SSPN1_56120.1	EWB00_003459.1, EWB00_003459.3, EWB00_003459.2, EWB00_003459.4
OG0005805	SSPN1_67320.1	EWB00_006122
OG0005806	SSPN1_79230.1	EWB00_001501.1, EWB00_001501.3, EWB00_001501.2, EWB00_001501.5, EWB00_001501.4
OG0005807	SSPN1_77150.1	EWB00_007488
OG0005808	SSPN1_31610.1, SSPN1_31610.2	EWB00_006175
OG0005809	SSPN1_27840.1, SSPN1_27840.2	EWB00_000640
OG0005810	SSPN1_84370.1	EWB00_007509.1, EWB00_007509.2
OG0005811	SSPN1_17730.1	EWB00_010015
OG0005812	SSPN1_31080.1	EWB00_003956
OG0005813	SSPN1_69180.1, SSPN1_69180.2, SSPN1_69180.3	EWB00_002763
OG0005814	SSPN1_16000.1, SSPN1_16000.2, SSPN1_16000.3, SSPN1_16000.4, SSPN1_16000.5, SSPN1_16000.6	EWB00_009372.1, EWB00_009372.2
OG0005815	SSPN1_59320.1, SSPN1_59320.2	EWB00_010507.1, EWB00_010507.2, EWB00_010507.3
OG0005816	SSPN1_17920.1	EWB00_002679
OG0005817	SSPN1_29770.1	EWB00_004128.2
OG0005818	SSPN1_86070.2, SSPN1_86070.3, SSPN1_86070.1	EWB00_001888
OG0005819	SSPN1_50970.1	EWB00_010619.1, EWB00_010619.2, EWB00_010619.3, EWB00_010619.4, EWB00_010619.5
OG0005820	SSPN1_61480.1	EWB00_003331.1, EWB00_003331.2
OG0005821	SSPN1_92120.1	EWB00_006684
OG0005822	SSPN1_26620.1	EWB00_001074
OG0005823	SSPN1_30670.1	EWB00_003917
OG0005824	SSPN1_25810.1	EWB00_005013.1, EWB00_005013.2
OG0005825	SSPN1_27070.1	EWB00_006975.1, EWB00_006975.2, EWB00_006975.3
OG0005826	SSPN1_61670.1	EWB00_001154.1, EWB00_001154.2, EWB00_001154.3, EWB00_001154.4
OG0005827	SSPN1_44510.1	EWB00_000184
OG0005828	SSPN1_86390.1	EWB00_001939
OG0005829	SSPN1_57090.1	EWB00_000517
OG0005830	SSPN1_66340.1	EWB00_010040
OG0005831	SSPN1_46150.1	EWB00_010814.2, EWB00_010814.1, EWB00_010814.3
OG0005832	SSPN1_34490.1	EWB00_004321.1
OG0005833	SSPN1_4630.1	EWB00_009085
OG0005834	SSPN1_80920.1	EWB00_008404
OG0005835	SSPN1_60870.1	EWB00_007120, EWB00_007121
OG0005836	SSPN1_80140.1	EWB00_007284
OG0005837	SSPN1_88650.1	EWB00_004965.2, EWB00_004965.1
OG0005838	SSPN1_1120.1	EWB00_005659
OG0005840	SSPN1_83010.1	EWB00_009264.3, EWB00_009264.1, EWB00_009264.4, EWB00_009264.2, EWB00_009264.5
OG0005841	SSPN1_18580.1	EWB00_003703
OG0005842	SSPN1_49040.1, SSPN1_49040.2, SSPN1_49040.3	EWB00_008420
OG0005843	SSPN1_9870.1	EWB00_006131
OG0005844	SSPN1_16580.1, SSPN1_16580.3, SSPN1_16580.2	EWB00_008951
OG0005845	SSPN1_89680.1, SSPN1_89680.2	EWB00_008434.1, EWB00_008434.2, EWB00_008434.3, EWB00_008434.4, EWB00_008434.5, EWB00_008434.6, EWB00_008434.7
OG0005846	SSPN1_36590.1	EWB00_005938.1, EWB00_005938.3, EWB00_005938.2
OG0005847	SSPN1_92720.1	EWB00_006669.1, EWB00_006669.2, EWB00_006669.3
OG0005848	SSPN1_51320.1	EWB00_010672
OG0005849	SSPN1_92780.1	EWB00_006674
OG0005851	SSPN1_54780.1	EWB00_005135.1, EWB00_005135.2
OG0005852	SSPN1_29230.1	EWB00_005985
OG0005853	SSPN1_73570.1	EWB00_010989.1, EWB00_010989.2
OG0005854	SSPN1_75720.1	EWB00_001250.1, EWB00_001250.2
OG0005855	SSPN1_33440.1	EWB00_009124.2, EWB00_009124.1, EWB00_009124.3
OG0005856	SSPN1_83050.1, SSPN1_83050.2	EWB00_004143.1, EWB00_004143.2, EWB00_004143.3, EWB00_004143.4
OG0005857	SSPN1_57910.1	EWB00_009840
OG0005859	SSPN1_13550.1	EWB00_000057.1
OG0005859	SSPN1_13550.1	EWB00_000057.2
OG0005860	SSPN1_69780.1	EWB00_004979
OG0005861	SSPN1_41880.1, SSPN1_41880.2	EWB00_001808.1, EWB00_001808.2
OG0005862	SSPN1_41270.1, SSPN1_41270.2	EWB00_002819.1, EWB00_002819.2
