Orthogroup	schistosoma_spindale	opisthorchis_viverrini
OG0005994	SSPN1_51960.1	T265_01234
OG0005995	SSPN1_67800.1	T265_00455
OG0005996	SSPN1_12100.1	T265_00840
OG0005998	SSPN1_46400.1	T265_03564
OG0005999	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3	T265_12854
OG0006000	SSPN1_16860.1	T265_08532
OG0006001	SSPN1_84690.2, SSPN1_84690.1	T265_07451
OG0006002	SSPN1_50180.1, SSPN1_50180.2	T265_13469
OG0006003	SSPN1_36400.1	T265_12071, T265_04787
OG0006004	SSPN1_48110.1	T265_13739
OG0006005	SSPN1_70240.1, SSPN1_70230.1	T265_15287
OG0006006	SSPN1_44930.1	T265_02947
OG0006007	SSPN1_10150.1	T265_13795
OG0006008	SSPN1_68880.1	T265_00318
OG0006009	SSPN1_79830.1	T265_12041, T265_15230
OG0006010	SSPN1_79090.1	T265_01682
OG0006011	SSPN1_59550.1	T265_00506
OG0006012	SSPN1_58440.1, SSPN1_58440.2	T265_08137
OG0006013	SSPN1_21070.1	T265_15196
OG0006014	SSPN1_71650.1	T265_02209
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	T265_01224
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	T265_00151
OG0006017	SSPN1_76400.1	T265_00153
OG0006018	SSPN1_86870.1	T265_05377
OG0006019	SSPN1_82140.1	T265_07921, T265_12602
OG0006021	SSPN1_73270.1	T265_05821
OG0006022	SSPN1_62180.1, SSPN1_62180.2	T265_02028
OG0006023	SSPN1_11320.1	T265_00867
OG0006024	SSPN1_45500.1	T265_12539
OG0006026	SSPN1_320.1	T265_09387
OG0006027	SSPN1_23720.1	T265_02114
OG0006028	SSPN1_47880.1	T265_06858
OG0006029	SSPN1_54200.1	T265_03845
OG0006030	SSPN1_36510.1	T265_07048, T265_16154
OG0006031	SSPN1_12020.1	T265_05494
OG0006032	SSPN1_20250.1	T265_14178
OG0006033	SSPN1_39900.1	T265_09128
OG0006034	SSPN1_42090.1	T265_10670
OG0006035	SSPN1_54140.1	T265_01354
OG0006037	SSPN1_81130.1	T265_11799
OG0006038	SSPN1_42040.1	T265_01505
OG0006039	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3	T265_00295
OG0006040	SSPN1_55290.1	T265_08498
OG0006043	SSPN1_11090.1	T265_08369
OG0006044	SSPN1_66390.1, SSPN1_66390.2	T265_10305
OG0006045	SSPN1_34790.1, SSPN1_34780.1	T265_04338
OG0006046	SSPN1_17620.1	T265_08037
OG0006047	SSPN1_37450.1	T265_05746
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	T265_14751
OG0006049	SSPN1_39320.1	T265_06032
OG0006050	SSPN1_62770.1	T265_01164
OG0006051	SSPN1_7030.1	T265_13008
OG0006052	SSPN1_69920.1	T265_01643, T265_12947
OG0006053	SSPN1_64860.1	T265_12566
OG0006054	SSPN1_65530.1	T265_14672
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	T265_01190
OG0006056	SSPN1_15670.1	T265_09364
OG0006058	SSPN1_10610.1	T265_01441
OG0006059	SSPN1_69790.1	T265_04869
OG0006060	SSPN1_3200.1	T265_13511
OG0006061	SSPN1_82240.1	T265_01621
OG0006062	SSPN1_35180.1	T265_04461
OG0006063	SSPN1_43740.1	T265_09923
OG0006066	SSPN1_9000.1	T265_07753
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	T265_01485
OG0006068	SSPN1_39760.1	T265_12800
OG0006069	SSPN1_36700.1	T265_00728, T265_16346
OG0006070	SSPN1_58330.1	T265_15112
OG0006071	SSPN1_73890.1, SSPN1_73890.2	T265_02929
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	T265_10623
OG0006073	SSPN1_50960.1	T265_06995
OG0006074	SSPN1_87700.1	T265_07348
OG0006075	SSPN1_24770.1, SSPN1_24770.2	T265_11346
OG0006076	SSPN1_49230.1	T265_00294
OG0006077	SSPN1_40590.1, SSPN1_40590.2	T265_04114
OG0006079	SSPN1_50090.1	T265_02701
OG0006080	SSPN1_38210.1	T265_13358
OG0006081	SSPN1_1720.1, SSPN1_1720.2	T265_09866
OG0006082	SSPN1_40440.1	T265_07611
OG0006083	SSPN1_80680.1	T265_02310
OG0006085	SSPN1_70410.1, SSPN1_70410.2	T265_04853
OG0006086	SSPN1_23480.1, SSPN1_23480.2	T265_09099
OG0006087	SSPN1_31900.1	T265_08017
OG0006088	SSPN1_68250.1, SSPN1_68250.2	T265_00027
OG0006090	SSPN1_88160.1	T265_13855
OG0006091	SSPN1_77390.1	T265_12290, T265_15429
OG0006092	SSPN1_18270.1	T265_01843
OG0006093	SSPN1_53110.1	T265_01206
OG0006094	SSPN1_49510.1	T265_12458
OG0006095	SSPN1_78960.1	T265_07126
OG0006096	SSPN1_11630.1	T265_06953
OG0006097	SSPN1_73880.1	T265_07749
OG0006098	SSPN1_24230.1	T265_10302
OG0006099	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3	T265_13774
OG0006100	SSPN1_11960.1	T265_00893
OG0006101	SSPN1_33570.1	T265_06530
OG0006102	SSPN1_75170.1	T265_03871
OG0006103	SSPN1_32960.1	T265_08234
OG0006104	SSPN1_58080.1	T265_07156
OG0006105	SSPN1_78860.1	T265_02379
OG0006106	SSPN1_64430.1, SSPN1_64430.2	T265_14363, T265_16286
OG0006107	SSPN1_71450.1, SSPN1_71450.2	T265_04785
OG0006108	SSPN1_80780.1	T265_10524
OG0006109	SSPN1_67470.1	T265_12532
OG0006110	SSPN1_85800.1	T265_04314
OG0006111	SSPN1_1990.1	T265_08178
OG0006112	SSPN1_84680.1	T265_08901
OG0006113	SSPN1_3640.1	T265_09557
OG0006114	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3	T265_13613
OG0006115	SSPN1_26020.1	T265_11567
OG0006116	SSPN1_45760.1	T265_03865
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	T265_00135
OG0006118	SSPN1_54640.1	T265_15436
OG0006120	SSPN1_41110.1	T265_07064
OG0006121	SSPN1_21120.1	T265_15292
OG0006122	SSPN1_28490.1	T265_00758
OG0006123	SSPN1_64000.1	T265_01160
OG0006124	SSPN1_59120.1	T265_08959, T265_11073
OG0006127	SSPN1_41740.1	T265_03470
OG0006128	SSPN1_33930.1	T265_04746
OG0006129	SSPN1_17990.1	T265_03091, T265_03090
OG0006130	SSPN1_26910.1	T265_08572
OG0006131	SSPN1_61150.1	T265_01167
OG0006132	SSPN1_49820.1	T265_00097
OG0006133	SSPN1_66470.1, SSPN1_66470.2	T265_13035
OG0006134	SSPN1_13110.2, SSPN1_13110.1	T265_06562
OG0006135	SSPN1_1910.1	T265_01602
OG0006136	SSPN1_73960.1	T265_10637
OG0006139	SSPN1_17820.1	T265_06487
OG0006140	SSPN1_70500.4, SSPN1_70500.2, SSPN1_70500.3, SSPN1_70500.1	T265_12439
OG0006141	SSPN1_29580.1	T265_03619
OG0006143	SSPN1_11420.1	T265_15582
OG0006144	SSPN1_63260.1, SSPN1_63260.2	T265_13033
OG0006145	SSPN1_32150.1	T265_04145
OG0006146	SSPN1_75050.1	T265_16067
OG0006147	SSPN1_85110.1	T265_09593
OG0006148	SSPN1_66580.1	T265_12467, T265_12466
OG0006149	SSPN1_7210.1	T265_03687
OG0006150	SSPN1_39080.1	T265_08342
OG0006151	SSPN1_40360.1	T265_04465
OG0006154	SSPN1_82980.1	T265_08894
OG0006155	SSPN1_12700.1	T265_10165
OG0006156	SSPN1_73980.1, SSPN1_73980.2	T265_03960
OG0006157	SSPN1_43510.1, SSPN1_43510.2	T265_07598
OG0006158	SSPN1_9990.1	T265_15372
OG0006159	SSPN1_22650.1	T265_01099
OG0006160	SSPN1_14190.1	T265_04379
OG0006161	SSPN1_82340.1	T265_00754, T265_04662
OG0006162	SSPN1_11780.1	T265_03680
OG0006163	SSPN1_1570.1	T265_09146
OG0006164	SSPN1_740.1	T265_00257
OG0006165	SSPN1_67670.1	T265_12640
OG0006166	SSPN1_45850.1	T265_03856
OG0006167	SSPN1_78750.1	T265_01644, T265_12127
OG0006168	SSPN1_85730.1	T265_09199
OG0006170	SSPN1_17930.1, SSPN1_17930.2	T265_06485
OG0006171	SSPN1_3810.1	T265_14923
OG0006172	SSPN1_42650.1	T265_04755
OG0006173	SSPN1_9350.1, SSPN1_20890.1	T265_12668
OG0006174	SSPN1_12090.1, SSPN1_12080.1	T265_11215
OG0006175	SSPN1_84470.1, SSPN1_84470.2, SSPN1_84470.3, SSPN1_84470.4	T265_04330
OG0006177	SSPN1_84150.1	T265_04160
OG0006178	SSPN1_83710.1	T265_09140
OG0006180	SSPN1_49720.1	T265_00291, T265_08122
OG0006181	SSPN1_76370.1	T265_14229
OG0006182	SSPN1_38380.1	T265_10119
OG0006186	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1	T265_07077
OG0006187	SSPN1_41580.1	T265_04136
OG0006188	SSPN1_41630.1, SSPN1_41630.2	T265_11536
OG0006225	SSPN1_58060.1	T265_04195
OG0006226	SSPN1_20260.1	T265_06962
OG0006227	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3	T265_05575
OG0006228	SSPN1_25290.1	T265_06400
OG0006229	SSPN1_14880.1	T265_11944, T265_12321
OG0006230	SSPN1_89750.1	T265_08353
OG0006231	SSPN1_39400.1	T265_05886
OG0006234	SSPN1_18570.1	T265_07777
OG0006235	SSPN1_24660.1	T265_13669
OG0006236	SSPN1_66370.1	T265_00536
OG0006237	SSPN1_30730.1	T265_02604
OG0006238	SSPN1_39200.1	T265_04894
OG0006239	SSPN1_74320.1	T265_05714
OG0006241	SSPN1_53940.1	T265_00315
OG0006242	SSPN1_15620.1	T265_11186
OG0006243	SSPN1_42670.1	T265_13406
OG0006245	SSPN1_53430.1	T265_13952
OG0006246	SSPN1_77850.1	T265_12114
OG0006247	SSPN1_86910.1	T265_10497
OG0006248	SSPN1_87600.1, SSPN1_87600.2	T265_09974, T265_09975
OG0006249	SSPN1_44560.1	T265_12552
OG0006250	SSPN1_37910.1	T265_08806
OG0006251	SSPN1_14390.1	T265_04439
OG0006252	SSPN1_36370.1, SSPN1_36370.2	T265_03818
OG0006253	SSPN1_86630.1, SSPN1_86620.1	T265_09495
OG0006254	SSPN1_2190.1	T265_10255
OG0006255	SSPN1_35020.1	T265_12577
OG0006256	SSPN1_31090.1	T265_11234
OG0006257	SSPN1_90350.1	T265_09703
OG0006258	SSPN1_57850.1	T265_12589
OG0006259	SSPN1_86720.1, SSPN1_86730.1	T265_14257
OG0006260	SSPN1_23030.1	T265_06942, T265_06943
OG0006261	SSPN1_73740.1	T265_00088, T265_00089
OG0006262	SSPN1_66020.1, SSPN1_66020.2	T265_09323
OG0006264	SSPN1_74800.1, SSPN1_74800.2	T265_15190
OG0006265	SSPN1_22140.1, SSPN1_22140.2, SSPN1_22140.3	T265_01075
OG0006266	SSPN1_49010.1, SSPN1_49010.2	T265_05275
OG0006267	SSPN1_39470.1	T265_14701
OG0006269	SSPN1_46760.1	T265_08086
OG0006270	SSPN1_14370.1	T265_15004
OG0006272	SSPN1_20770.1	T265_08414
OG0006273	SSPN1_43020.1	T265_04110
OG0006274	SSPN1_43800.1	T265_07067, T265_16046, T265_05062, T265_07066
OG0006275	SSPN1_77560.1	T265_14969
OG0006276	SSPN1_78370.1	T265_07118
OG0006277	SSPN1_42690.1	T265_13414
OG0006278	SSPN1_81530.1, SSPN1_81530.2	T265_02316, T265_15671
OG0006279	SSPN1_30900.1	T265_14327
OG0006280	SSPN1_16520.2, SSPN1_16520.1	T265_09871
OG0006281	SSPN1_38490.1	T265_15811
OG0006282	SSPN1_74870.1	T265_11224
OG0006283	SSPN1_40230.1	T265_05049
OG0006284	SSPN1_69460.1	T265_02188
OG0006285	SSPN1_52450.1, SSPN1_52450.2	T265_00313
OG0006286	SSPN1_61600.1	T265_00546
OG0006288	SSPN1_71150.1	T265_00770
OG0006289	SSPN1_74770.1	T265_14976
OG0006290	SSPN1_59840.1	T265_03916
OG0006291	SSPN1_62490.1	T265_08125
OG0006292	SSPN1_65730.1	T265_00669
OG0006293	SSPN1_92460.1	T265_08152
OG0006294	SSPN1_23580.1	T265_09717
OG0006295	SSPN1_91490.1	T265_11139
OG0006296	SSPN1_39620.1	T265_09675
OG0006299	SSPN1_2230.1	T265_09982, T265_06697
OG0006300	SSPN1_3540.1, SSPN1_9820.1	T265_12045
OG0006301	SSPN1_7260.1	T265_15886, T265_12313
OG0006302	SSPN1_52740.1	T265_07637
OG0006303	SSPN1_1420.1	T265_14450
OG0006304	SSPN1_47570.1	T265_00048
OG0006305	SSPN1_65810.1, SSPN1_65810.2	T265_10720
OG0006306	SSPN1_10480.1	T265_09242
OG0006307	SSPN1_35510.1	T265_09818
OG0006308	SSPN1_70310.1, SSPN1_70310.2	T265_14763
OG0006309	SSPN1_75780.1	T265_15194
OG0006310	SSPN1_6210.1, SSPN1_6230.1	T265_03045
OG0006311	SSPN1_85550.1	T265_04307
OG0006312	SSPN1_74660.1	T265_02160
OG0006313	SSPN1_73180.1, SSPN1_73180.2	T265_13064
OG0006314	SSPN1_67900.1	T265_02327
OG0006315	SSPN1_89190.1	T265_02744
OG0006316	SSPN1_65750.2, SSPN1_65750.1	T265_10726
OG0006317	SSPN1_48360.1	T265_00104
OG0006318	SSPN1_48620.1	T265_06847
OG0006319	SSPN1_85750.1	T265_10996
OG0006320	SSPN1_29920.1	T265_10617
OG0006321	SSPN1_390.1	T265_05253
OG0006322	SSPN1_53790.1	T265_13118
OG0006323	SSPN1_36960.1	T265_08324
OG0006324	SSPN1_13070.1	T265_01373
OG0006325	SSPN1_5630.1	T265_06415
OG0006326	SSPN1_92300.1	T265_06631
OG0006327	SSPN1_23920.1	T265_12717
OG0006328	SSPN1_56240.1	T265_08665
OG0006329	SSPN1_57880.1	T265_14587
OG0006330	SSPN1_87520.1	T265_07570
OG0006331	SSPN1_64710.1	T265_03152
OG0006332	SSPN1_43920.1	T265_11742
OG0006334	SSPN1_79680.1	T265_14064
OG0006335	SSPN1_91440.1	T265_04638
OG0006336	SSPN1_20980.1	T265_15021
OG0006338	SSPN1_9220.1	T265_04419
OG0006339	SSPN1_35340.1	T265_00683
OG0006340	SSPN1_42300.1	T265_08629
OG0006342	SSPN1_81190.1	T265_11168
OG0006343	SSPN1_63200.1	T265_04178
OG0006344	SSPN1_24950.1	T265_14821
OG0006346	SSPN1_87210.1	T265_13092, T265_07373
OG0006347	SSPN1_26580.1, SSPN1_26580.2	T265_15598
OG0006348	SSPN1_43840.1	T265_11593
OG0006349	SSPN1_8370.1	T265_05558
OG0006350	SSPN1_33800.1	T265_07982, T265_15938
OG0006351	SSPN1_74200.1	T265_14298, T265_14297
OG0006352	SSPN1_16040.1	T265_07872
OG0006353	SSPN1_67040.1	T265_03964
OG0006354	SSPN1_68850.1, SSPN1_68850.2	T265_01996
OG0006355	SSPN1_49650.1	T265_08827
OG0006356	SSPN1_76410.1	T265_01986
OG0006357	SSPN1_80720.1	T265_07692
OG0006358	SSPN1_14660.1	T265_06294
OG0006359	SSPN1_49330.1	T265_06848, T265_06849
OG0006360	SSPN1_89410.1, SSPN1_89410.2	T265_07902
OG0006361	SSPN1_52720.1	T265_11664
OG0006362	SSPN1_12730.1	T265_00886
OG0006363	SSPN1_16390.1	T265_14157
OG0006365	SSPN1_21420.1	T265_08591
OG0006366	SSPN1_50920.1, SSPN1_50930.1	T265_00360
OG0006367	SSPN1_67120.1	T265_00428
OG0006369	SSPN1_82260.1	T265_02314, T265_16246
OG0006370	SSPN1_68510.3, SSPN1_68510.1, SSPN1_68510.2	T265_13377
OG0006371	SSPN1_77830.1	T265_06013
OG0006372	SSPN1_39860.1, SSPN1_39860.2	T265_00580
OG0006373	SSPN1_75670.1, SSPN1_75670.2	T265_04279
OG0006374	SSPN1_49160.1	T265_02365
OG0006375	SSPN1_9290.1	T265_00911
OG0006376	SSPN1_84020.1	T265_04165
OG0006377	SSPN1_62710.1	T265_11918
OG0006378	SSPN1_52000.1	T265_12748
OG0006379	SSPN1_82890.1	T265_12049
OG0006381	SSPN1_72390.1	T265_07644
OG0006383	SSPN1_78410.1	T265_07925
OG0006384	SSPN1_64670.1	T265_02045
OG0006385	SSPN1_10540.1, SSPN1_10540.2, SSPN1_10540.3	T265_05143
OG0006386	SSPN1_54670.1, SSPN1_54670.3, SSPN1_54670.2	T265_15437
OG0006387	SSPN1_75430.1	T265_03298
OG0006388	SSPN1_64590.1	T265_07008
OG0006389	SSPN1_81540.1	T265_02317
OG0006390	SSPN1_58960.1, SSPN1_58960.2	T265_15291
OG0006391	SSPN1_58970.1	T265_10898
OG0006392	SSPN1_92710.1	T265_05333, T265_13754, T265_13554
OG0006394	SSPN1_46540.1, SSPN1_46540.2	T265_15418
OG0006395	SSPN1_18640.1, SSPN1_18640.3, SSPN1_18640.2	T265_13542
OG0006397	SSPN1_75910.1	T265_03982
OG0006398	SSPN1_5890.1	T265_14053
OG0006399	SSPN1_17400.1	T265_14380
OG0006400	SSPN1_72470.1	T265_02773
OG0006401	SSPN1_45590.1	T265_00344
OG0006402	SSPN1_24830.1	T265_07045
OG0006403	SSPN1_820.1	T265_10653
OG0006404	SSPN1_37260.1	T265_06868
OG0006405	SSPN1_48560.1	T265_11460
OG0006406	SSPN1_50840.1, SSPN1_50840.2	T265_13003, T265_03998, T265_14155
OG0006407	SSPN1_12320.1	T265_01611
OG0006408	SSPN1_73240.1	T265_05827
OG0006409	SSPN1_50120.1, SSPN1_50120.2, SSPN1_50120.3	T265_06982
OG0006410	SSPN1_1210.1, SSPN1_1210.2	T265_15301
OG0006411	SSPN1_1870.1	T265_12161, T265_15137, T265_15138
OG0006412	SSPN1_10440.1, SSPN1_10450.1	T265_14552
OG0006413	SSPN1_87580.1	T265_07342
OG0006414	SSPN1_83000.1	T265_07452
OG0006415	SSPN1_23490.1	T265_09372
OG0006416	SSPN1_63760.1	T265_08933
OG0006418	SSPN1_8750.2, SSPN1_8750.1	T265_03112
OG0006420	SSPN1_65920.1	T265_01124
OG0006421	SSPN1_5500.2, SSPN1_5500.1	T265_09926
OG0006422	SSPN1_85850.1, SSPN1_85850.2, SSPN1_85860.1	T265_04316
OG0006423	SSPN1_79620.1	T265_09547
OG0006424	SSPN1_48540.1	T265_15186, T265_02708
OG0006425	SSPN1_75730.1	T265_11416
OG0006426	SSPN1_13050.1, SSPN1_13050.2	T265_09277
OG0006427	SSPN1_37900.2, SSPN1_37900.1, SSPN1_37900.3	T265_10062
OG0006428	SSPN1_680.1	T265_11779
OG0006429	SSPN1_19590.1	T265_08172
OG0006431	SSPN1_87760.1	T265_09599
OG0006432	SSPN1_76110.1, SSPN1_76110.2, SSPN1_76110.3, SSPN1_76110.4	T265_12903
OG0006433	SSPN1_41460.1	T265_04463
OG0006434	SSPN1_89640.1	T265_10421
OG0006435	SSPN1_78460.7, SSPN1_78460.4, SSPN1_78460.5, SSPN1_78460.6, SSPN1_78460.1, SSPN1_78460.2, SSPN1_78460.3	T265_02372
OG0006436	SSPN1_66680.1	T265_01380
OG0006437	SSPN1_88080.1	T265_03880
OG0006438	SSPN1_73830.1	T265_02221
OG0006439	SSPN1_17970.1	T265_10437
OG0006440	SSPN1_49080.1	T265_10890
OG0006441	SSPN1_92220.1	T265_08751
OG0006442	SSPN1_35970.1	T265_05198
OG0006443	SSPN1_12550.1	T265_01839
OG0006444	SSPN1_86990.1	T265_13057
OG0006445	SSPN1_67380.1	T265_12451, T265_16053
OG0006448	SSPN1_4800.1	T265_12679
OG0006449	SSPN1_39100.1	T265_08544
OG0006450	SSPN1_2610.1	T265_10232
OG0006451	SSPN1_68440.1, SSPN1_68440.2, SSPN1_68440.3	T265_15460
OG0006452	SSPN1_54530.1, SSPN1_54530.2, SSPN1_54530.3	T265_10252
OG0006453	SSPN1_66720.1	T265_01420
OG0006454	SSPN1_20760.1	T265_11534
OG0006455	SSPN1_48910.1	T265_01587
OG0006457	SSPN1_52690.1	T265_00141
OG0006458	SSPN1_58250.1, SSPN1_58250.2	T265_07613
OG0006459	SSPN1_53990.1, SSPN1_53990.2	T265_12438
OG0006460	SSPN1_59250.1	T265_01122
OG0006461	SSPN1_82780.1	T265_14894
OG0006463	SSPN1_61950.1, SSPN1_61950.2	T265_00516
OG0006464	SSPN1_21320.1	T265_03697
OG0006466	SSPN1_84870.1	T265_11283
OG0006467	SSPN1_19970.1, SSPN1_19970.2	T265_11575
OG0006468	SSPN1_41340.1	T265_15381
OG0006469	SSPN1_15780.1	T265_07952
OG0006470	SSPN1_56580.1	T265_03006
OG0006472	SSPN1_80610.1, SSPN1_80620.1, SSPN1_80630.1	T265_09548
OG0006473	SSPN1_62150.1	T265_00503
OG0006476	SSPN1_3080.1, SSPN1_3080.2	T265_00225
OG0006477	SSPN1_26550.1	T265_10127
OG0006478	SSPN1_7530.1	T265_15504, T265_15819
OG0006479	SSPN1_41830.1	T265_04124
OG0006480	SSPN1_21150.1	T265_10500
OG0006481	SSPN1_57750.1, SSPN1_57750.2, SSPN1_57750.3	T265_01822
OG0006484	SSPN1_67590.1	T265_01969
OG0006485	SSPN1_4250.1	T265_08420
OG0006486	SSPN1_21140.1	T265_10504, T265_15169
OG0006487	SSPN1_70620.1	T265_01788
OG0006488	SSPN1_14450.1	T265_14164
OG0006489	SSPN1_19360.1	T265_06132
OG0006491	SSPN1_82180.1	T265_02227
OG0006492	SSPN1_30400.1, SSPN1_30410.1	T265_09429
OG0006493	SSPN1_22390.1	T265_05598
OG0006494	SSPN1_61390.1	T265_07790
OG0006495	SSPN1_80440.1, SSPN1_80440.2	T265_02429
OG0006496	SSPN1_43650.1	T265_10309, T265_10310
OG0006498	SSPN1_1770.1	T265_08375
OG0006499	SSPN1_5560.1	T265_14999
OG0006501	SSPN1_86220.1	T265_05439
OG0006502	SSPN1_67030.1	T265_04060
OG0006503	SSPN1_77400.1	T265_11418
OG0006504	SSPN1_78020.1	T265_16255
OG0006505	SSPN1_79990.1	T265_01650
OG0006506	SSPN1_58150.2, SSPN1_58150.1	T265_07161
OG0006509	SSPN1_90410.1	T265_06617
OG0006512	SSPN1_36340.1, SSPN1_36340.2	T265_02956
OG0006513	SSPN1_33400.1	T265_03639
OG0006514	SSPN1_79490.1	T265_07927
OG0006515	SSPN1_41330.1	T265_09667
OG0006516	SSPN1_29620.1	T265_13299
OG0006517	SSPN1_91780.1	T265_15214
OG0006543	SSPN1_80050.1	T265_02409, T265_02410
OG0006544	SSPN1_92090.1	T265_04643
OG0006545	SSPN1_69000.1	T265_12850
OG0006546	SSPN1_85840.1	T265_04315
OG0006547	SSPN1_46440.1	T265_00458
OG0006548	SSPN1_89500.1	T265_08761
OG0006549	SSPN1_66380.1	T265_00535
OG0006550	SSPN1_53950.1	T265_12513
OG0006552	SSPN1_15630.1, SSPN1_15630.2	T265_15625
OG0006553	SSPN1_74440.1	T265_06339
OG0006554	SSPN1_42410.1, SSPN1_42410.2	T265_13260
OG0006555	SSPN1_88950.1, SSPN1_88950.2	T265_05771
OG0006556	SSPN1_52130.1	T265_11960
OG0006557	SSPN1_63270.1	T265_02543
OG0006558	SSPN1_68300.1	T265_05738
OG0006560	SSPN1_25620.1	T265_01023
OG0006561	SSPN1_57810.1	T265_06796
OG0006562	SSPN1_18060.1	T265_14420
OG0006563	SSPN1_84130.1	T265_07306
OG0006567	SSPN1_29150.1	T265_07533
OG0006568	SSPN1_10180.1	T265_13305
OG0006569	SSPN1_28110.1	T265_09101
OG0006570	SSPN1_53650.1	T265_00046
OG0006571	SSPN1_62320.1	T265_02036
OG0006572	SSPN1_44880.1, SSPN1_44870.1	T265_13595, T265_04767
OG0006573	SSPN1_1900.1	T265_10380
OG0006574	SSPN1_58240.1	T265_00628
OG0006575	SSPN1_55790.1	T265_05860, T265_15914
OG0006576	SSPN1_55900.1	T265_00643
OG0006577	SSPN1_35160.1	T265_16165, T265_08513, T265_15866, T265_08512
OG0006578	SSPN1_46310.1	T265_13404
OG0006579	SSPN1_41210.1	T265_04072
OG0006580	SSPN1_73810.1, SSPN1_73810.2	T265_06753
OG0006581	SSPN1_25610.1	T265_01022
OG0006582	SSPN1_29550.1	T265_06600
OG0006583	SSPN1_83780.1	T265_10802
OG0006584	SSPN1_2430.2, SSPN1_2430.1, SSPN1_2430.3	T265_06921
OG0006585	SSPN1_10880.1	T265_10220
OG0006586	SSPN1_33540.1	T265_06535
OG0006588	SSPN1_18370.1	T265_04942
OG0006589	SSPN1_9480.1	T265_07243
OG0006590	SSPN1_9460.1	T265_07241
OG0006591	SSPN1_69490.1	T265_06110
OG0006592	SSPN1_81400.1	T265_09421
OG0006593	SSPN1_67990.1	T265_03292
OG0006594	SSPN1_50110.1, SSPN1_50110.2	T265_05108
OG0006595	SSPN1_51720.1, SSPN1_51720.2	T265_13783
OG0006596	SSPN1_75830.1	T265_14736
OG0006597	SSPN1_74760.1	T265_15644
OG0006598	SSPN1_90370.1	T265_04813
OG0006599	SSPN1_22590.1	T265_06001
OG0006601	SSPN1_50060.1	T265_05089
OG0006604	SSPN1_53850.1	T265_02143
OG0006605	SSPN1_11490.1	T265_15195
OG0006606	SSPN1_70180.1	T265_10657
OG0006607	SSPN1_25250.1	T265_04245
OG0006608	SSPN1_10120.1	T265_04438
OG0006610	SSPN1_78260.1	T265_07805
OG0006611	SSPN1_89510.1	T265_13076
OG0006613	SSPN1_54230.1	T265_08081
OG0006614	SSPN1_59090.1	T265_11437
OG0006616	SSPN1_68380.1	T265_09162
OG0006617	SSPN1_67070.1	T265_01246
OG0006618	SSPN1_33880.1	T265_07977
OG0006619	SSPN1_23190.1	T265_01062
OG0006620	SSPN1_2080.1	T265_11532
OG0006621	SSPN1_88800.1	T265_05353
OG0006622	SSPN1_14340.1	T265_07997
OG0006624	SSPN1_36270.1	T265_00402
OG0006625	SSPN1_62450.1	T265_00626
OG0006627	SSPN1_54540.1	T265_15096
OG0006628	SSPN1_88860.2, SSPN1_88860.3, SSPN1_88860.1	T265_06512
OG0006629	SSPN1_72780.1	T265_01973
OG0006630	SSPN1_78640.1	T265_02374, T265_12306, T265_02376
OG0006631	SSPN1_49620.1	T265_01364
OG0006632	SSPN1_31810.1	T265_00693
OG0006634	SSPN1_39680.1	T265_09918
OG0006636	SSPN1_23850.1, SSPN1_23850.2	T265_01102
OG0006638	SSPN1_7000.1	T265_07959, T265_12103, T265_12336
OG0006639	SSPN1_77100.1, SSPN1_77100.2	T265_01732
OG0006640	SSPN1_8880.1	T265_02101
OG0006641	SSPN1_73110.1	T265_11815, T265_12182, T265_12254
OG0006642	SSPN1_60070.1	T265_14387
OG0006643	SSPN1_56230.1	T265_01447
OG0006644	SSPN1_23610.1	T265_11470
OG0006645	SSPN1_63190.1	T265_04180
OG0006646	SSPN1_49890.1	T265_14470
OG0006647	SSPN1_58540.1	T265_04949
OG0006648	SSPN1_58580.1	T265_06317
OG0006650	SSPN1_45860.1	T265_13348
OG0006651	SSPN1_17170.1	T265_03076
OG0006652	SSPN1_23010.1	T265_14309
OG0006653	SSPN1_60190.1	T265_01556
OG0006654	SSPN1_58550.1	T265_06319
OG0006655	SSPN1_36660.1	T265_10613
OG0006656	SSPN1_36650.1	T265_10612
OG0006657	SSPN1_24290.1	T265_01090
OG0006658	SSPN1_74470.1	T265_02204
OG0006659	SSPN1_35860.1	T265_04507
OG0006660	SSPN1_82130.1	T265_07919
OG0006661	SSPN1_69750.1, SSPN1_69750.2	T265_06986
