Orthogroup	schistosoma_spindale	schistosoma_bovis
OG0005846	SSPN1_36590.1	SBOV2_33330.1
OG0005847	SSPN1_92720.1	SBOV2_95550.1, SBOV2_95550.2
OG0005848	SSPN1_51320.1	SBOV2_52570.3, SBOV2_52570.4, SBOV2_52570.1, SBOV2_52570.2
OG0005849	SSPN1_92780.1	SBOV2_95610.1
OG0005850	SSPN1_35630.1	SBOV2_32420.1, SBOV2_32420.2, SBOV2_32420.3
OG0005851	SSPN1_54780.1	SBOV2_56060.1
OG0005852	SSPN1_29230.1	SBOV2_37310.1
OG0005853	SSPN1_73570.1	SBOV2_75460.1, SBOV2_75460.2
OG0005854	SSPN1_75720.1	SBOV2_77740.1
OG0005855	SSPN1_33440.1	SBOV2_30150.1, SBOV2_30130.1
OG0005856	SSPN1_83050.1, SSPN1_83050.2	SBOV2_85240.1, SBOV2_85240.2
OG0005857	SSPN1_57910.1	SBOV2_66500.1, SBOV2_66500.2
OG0005859	SSPN1_13550.1	SBOV2_16740.1, SBOV2_16740.2
OG0005860	SSPN1_69780.1	SBOV2_71900.1
OG0005861	SSPN1_41880.1, SSPN1_41880.2	SBOV2_42490.1
OG0005861	SSPN1_41880.3, SSPN1_41880.4	SBOV2_42490.2
OG0005862	SSPN1_41270.1, SSPN1_41270.2	SBOV2_41750.2, SBOV2_41750.3, SBOV2_41750.1
OG0005863	SSPN1_46750.1, SSPN1_46750.2, SSPN1_46750.3	SBOV2_47700.1
OG0005865	SSPN1_9530.1	SBOV2_20940.1, SBOV2_20940.2
OG0005866	SSPN1_69220.1, SSPN1_69220.2	SBOV2_71340.1
OG0005867	SSPN1_27440.1, SSPN1_27440.2	SBOV2_39060.2, SBOV2_39060.1
OG0005868	SSPN1_92110.1, SSPN1_92110.2, SSPN1_92110.3	SBOV2_94680.1
OG0005869	SSPN1_89420.1, SSPN1_89420.2	SBOV2_91600.1
OG0005870	SSPN1_23300.1	SBOV2_23720.1
OG0005871	SSPN1_75590.1	SBOV2_77600.1, SBOV2_77600.2
OG0005872	SSPN1_45460.1, SSPN1_45460.2	SBOV2_46360.1, SBOV2_46360.2, SBOV2_46360.3
OG0005873	SSPN1_69730.1	SBOV2_71850.1
OG0005874	SSPN1_58290.1, SSPN1_58290.2	SBOV2_66110.1
OG0005875	SSPN1_61080.1	SBOV2_62670.2, SBOV2_62670.3, SBOV2_62670.4, SBOV2_62670.1
OG0005876	SSPN1_57560.1	SBOV2_66880.1, SBOV2_66890.1
OG0005877	SSPN1_26730.1, SSPN1_26730.2	SBOV2_39750.1
OG0005878	SSPN1_40560.1	SBOV2_26030.1
OG0005879	SSPN1_42210.1	SBOV2_42870.1, SBOV2_42870.2
OG0005880	SSPN1_33860.1	SBOV2_30570.1, SBOV2_30570.2, SBOV2_30570.3
OG0005881	SSPN1_14890.1	SBOV2_15420.1
OG0005882	SSPN1_26770.1, SSPN1_26770.2	SBOV2_39710.1
OG0005883	SSPN1_46510.1, SSPN1_46510.2	SBOV2_47420.1, SBOV2_47410.1
OG0005884	SSPN1_69620.1	SBOV2_71730.1
OG0005885	SSPN1_83250.1	SBOV2_85610.1
OG0005892	SSPN1_33520.2, SSPN1_33520.1, SSPN1_33520.3	SBOV2_30230.1, SBOV2_30230.2
OG0005894	SSPN1_19220.1	SBOV2_11100.1, SBOV2_11100.2
OG0005895	SSPN1_90270.1, SSPN1_90270.2, SSPN1_90260.1	SBOV2_92740.1
OG0005896	SSPN1_39530.1	SBOV2_27030.1, SBOV2_27030.2
OG0005897	SSPN1_90070.1	SBOV2_92570.1
OG0005898	SSPN1_42330.1	SBOV2_42990.1, SBOV2_42990.2
OG0005899	SSPN1_90100.1	SBOV2_92600.1
OG0005900	SSPN1_30280.1	SBOV2_36240.1
OG0005901	SSPN1_64560.1	SBOV2_59210.1
OG0005902	SSPN1_7630.1	SBOV2_7740.1
OG0005903	SSPN1_5350.1	SBOV2_5410.2, SBOV2_5410.3, SBOV2_5410.1
OG0005904	SSPN1_22800.1, SSPN1_22800.3, SSPN1_22800.2	SBOV2_23220.1
OG0005905	SSPN1_64990.1	SBOV2_67320.1
OG0005906	SSPN1_70910.1, SSPN1_70910.2, SSPN1_70910.3	SBOV2_72950.1, SBOV2_72950.2, SBOV2_72950.3
OG0005907	SSPN1_40140.1	SBOV2_26420.1, SBOV2_26420.2
OG0005909	SSPN1_16260.1	SBOV2_14060.1
OG0005910	SSPN1_73440.1, SSPN1_73440.2	SBOV2_75360.1
OG0005911	SSPN1_91560.1	SBOV2_94120.1
OG0005913	SSPN1_86900.1	SBOV2_89030.1
OG0005914	SSPN1_73040.1	SBOV2_74980.1
OG0005916	SSPN1_11590.1	SBOV2_18210.1
OG0005917	SSPN1_59280.1	SBOV2_64890.1, SBOV2_64890.2
OG0005918	SSPN1_37540.1	SBOV2_34270.1
OG0005919	SSPN1_21650.1	SBOV2_21840.1
OG0005920	SSPN1_2810.1	SBOV2_2930.1
OG0005921	SSPN1_66830.1	SBOV2_68870.1
OG0005922	SSPN1_9740.1	SBOV2_21140.1
OG0005923	SSPN1_28170.1	SBOV2_38320.1
OG0005924	SSPN1_14270.1	SBOV2_16020.1
OG0005925	SSPN1_67620.1	SBOV2_69740.1, SBOV2_96640.1, SBOV2_96770.1, SBOV2_96770.2, SBOV2_96770.3
OG0005926	SSPN1_62310.1	SBOV2_61420.1, SBOV2_61420.2
OG0005927	SSPN1_25420.1	SBOV2_41080.1
OG0005928	SSPN1_65650.1	SBOV2_67980.1
OG0005929	SSPN1_62760.1, SSPN1_62780.1	SBOV2_61030.1
OG0005930	SSPN1_76790.1	SBOV2_78840.1
OG0005931	SSPN1_70010.1	SBOV2_72110.1
OG0005932	SSPN1_2150.1	SBOV2_2230.1
OG0005933	SSPN1_40630.1, SSPN1_40630.2, SSPN1_40630.4, SSPN1_40630.3	SBOV2_25950.1, SBOV2_25950.2
OG0005934	SSPN1_13000.1	SBOV2_19780.1
OG0005935	SSPN1_38750.1	SBOV2_35540.1
OG0005936	SSPN1_62910.1	SBOV2_60900.1
OG0005937	SSPN1_86680.1, SSPN1_86680.2	SBOV2_88820.1
OG0005938	SSPN1_69900.1	SBOV2_71990.1, SBOV2_71990.2, SBOV2_71990.3
OG0005940	SSPN1_26330.1, SSPN1_26330.2	SBOV2_40150.1
OG0005941	SSPN1_90850.1	SBOV2_93360.1
OG0005942	SSPN1_79900.1	SBOV2_82150.2, SBOV2_82150.3
OG0005943	SSPN1_15830.1	SBOV2_14480.1
OG0005944	SSPN1_64270.1	SBOV2_59560.1
OG0005946	SSPN1_9230.1	SBOV2_20610.1, SBOV2_20610.2, SBOV2_20610.3
OG0005947	SSPN1_18610.1	SBOV2_13810.1, SBOV2_96310.1
OG0005948	SSPN1_35700.1	SBOV2_32540.1
OG0005949	SSPN1_20180.1	SBOV2_10080.1, SBOV2_10080.2
OG0005950	SSPN1_48350.1, SSPN1_48350.2	SBOV2_49340.1
OG0005951	SSPN1_6300.1	SBOV2_6310.1
OG0005952	SSPN1_79430.1	SBOV2_81650.1
OG0005953	SSPN1_66110.1, SSPN1_66110.2	SBOV2_68150.1
OG0005954	SSPN1_10360.1	SBOV2_20020.1, SBOV2_20020.2
OG0005955	SSPN1_87880.1	SBOV2_90320.1
OG0005956	SSPN1_29420.1	SBOV2_37120.1
OG0005957	SSPN1_23170.1	SBOV2_23570.1
OG0005958	SSPN1_71360.1, SSPN1_71360.2	SBOV2_73310.1
OG0005959	SSPN1_31730.1	SBOV2_28530.1
OG0005960	SSPN1_82090.1, SSPN1_82090.2	SBOV2_84500.1
OG0005961	SSPN1_66040.1	SBOV2_68080.1
OG0005962	SSPN1_89220.1, SSPN1_89220.2	SBOV2_91940.1
OG0005963	SSPN1_61770.1	SBOV2_61950.1
OG0005964	SSPN1_38690.1, SSPN1_38690.2	SBOV2_35470.3, SBOV2_35470.1, SBOV2_35470.2
OG0005965	SSPN1_10190.1	SBOV2_20210.1
OG0005965	SSPN1_10190.2	SBOV2_20210.1
OG0005966	SSPN1_84340.1	SBOV2_86600.1
OG0005967	SSPN1_70080.1	SBOV2_72160.1
OG0005968	SSPN1_18100.1	SBOV2_13290.1, SBOV2_13290.3, SBOV2_13290.4, SBOV2_13290.2
OG0005969	SSPN1_41910.1	SBOV2_42520.1
OG0005970	SSPN1_21010.3, SSPN1_21010.1, SSPN1_21010.2	SBOV2_21290.1
OG0005971	SSPN1_24780.1	SBOV2_25300.2, SBOV2_25300.1
OG0005972	SSPN1_52410.1	SBOV2_51420.1
OG0005973	SSPN1_42870.1	SBOV2_43560.1, SBOV2_43570.1
OG0005974	SSPN1_21220.1	SBOV2_21620.1
OG0005975	SSPN1_68370.1, SSPN1_68370.2	SBOV2_70480.1
OG0005976	SSPN1_29650.1	SBOV2_36860.1
OG0005976	SSPN1_29650.2	SBOV2_36860.1
OG0005976	SSPN1_29650.3	SBOV2_36860.1
OG0005977	SSPN1_50280.1	SBOV2_53540.1, SBOV2_53540.2
OG0005978	SSPN1_82790.1, SSPN1_82790.2	SBOV2_85500.1
OG0005979	SSPN1_27040.1	SBOV2_39440.1
OG0005980	SSPN1_54430.1	SBOV2_55670.1
OG0005981	SSPN1_89610.1	SBOV2_92150.1
OG0005982	SSPN1_59910.1	SBOV2_64200.1
OG0005983	SSPN1_46940.1	SBOV2_47900.1
OG0005984	SSPN1_59100.1	SBOV2_65080.1
OG0005985	SSPN1_26930.1, SSPN1_26930.2	SBOV2_39560.1
OG0005986	SSPN1_10320.1, SSPN1_10320.2	SBOV2_20070.1
OG0005987	SSPN1_10310.1, SSPN1_10310.2, SSPN1_10310.3	SBOV2_20080.1
OG0005988	SSPN1_92330.1	SBOV2_94910.1
OG0005989	SSPN1_78500.1, SSPN1_78500.2	SBOV2_80650.1
OG0005990	SSPN1_54410.1	SBOV2_55650.1, SBOV2_55650.2
OG0005991	SSPN1_52430.1	SBOV2_51400.1
OG0005992	SSPN1_45710.1	SBOV2_46610.1
OG0005993	SSPN1_74970.1, SSPN1_74970.2	SBOV2_76930.1, SBOV2_76930.2
OG0005994	SSPN1_51960.1	SBOV2_51860.1
OG0005995	SSPN1_67800.1	SBOV2_69910.1
OG0005996	SSPN1_12100.1	SBOV2_18720.1
OG0005997	SSPN1_420.1	SBOV2_1060.1
OG0005998	SSPN1_46400.1	SBOV2_47290.1
OG0005999	SSPN1_77090.1, SSPN1_77090.2, SSPN1_77090.3	SBOV2_79130.1, SBOV2_79130.2
OG0006001	SSPN1_84690.1	SBOV2_87010.2, SBOV2_87010.3
OG0006002	SSPN1_50180.1, SSPN1_50180.2	SBOV2_53650.1
OG0006003	SSPN1_36400.1	SBOV2_33160.1
OG0006004	SSPN1_48110.1	SBOV2_49070.1
OG0006005	SSPN1_70240.1, SSPN1_70230.1	SBOV2_72300.1
OG0006006	SSPN1_44930.1	SBOV2_45730.1
OG0006007	SSPN1_10150.1	SBOV2_20260.1
OG0006008	SSPN1_68880.1	SBOV2_70990.1
OG0006009	SSPN1_79830.1	SBOV2_82050.1
OG0006010	SSPN1_79090.1	SBOV2_81290.1
OG0006011	SSPN1_59550.1	SBOV2_64610.1
OG0006012	SSPN1_58440.1, SSPN1_58440.2	SBOV2_65960.1
OG0006013	SSPN1_21070.1	SBOV2_21350.1
OG0006014	SSPN1_71650.1	SBOV2_73590.1
OG0006015	SSPN1_72240.5, SSPN1_72240.2, SSPN1_72240.4, SSPN1_72240.1	SBOV2_74150.1
OG0006016	SSPN1_76390.1, SSPN1_76390.2, SSPN1_76390.3	SBOV2_78400.1
OG0006017	SSPN1_76400.1	SBOV2_78420.1, SBOV2_78420.2, SBOV2_78420.3
OG0006018	SSPN1_86870.1	SBOV2_89000.1, SBOV2_89000.2
OG0006019	SSPN1_82140.1	SBOV2_84450.1
OG0006020	SSPN1_9890.1	SBOV2_20500.1
OG0006021	SSPN1_73270.1	SBOV2_75200.1, SBOV2_75200.2, SBOV2_75200.3
OG0006022	SSPN1_62180.1, SSPN1_62180.2	SBOV2_61550.1
OG0006023	SSPN1_11320.1	SBOV2_17930.1, SBOV2_17930.2
OG0006024	SSPN1_45500.1	SBOV2_46400.1
OG0006025	SSPN1_15740.1	SBOV2_14550.1
OG0006026	SSPN1_320.1	SBOV2_1180.1
OG0006027	SSPN1_23720.1	SBOV2_24160.1
OG0006028	SSPN1_47880.1	SBOV2_48840.1
OG0006029	SSPN1_54200.1	SBOV2_55450.1
OG0006030	SSPN1_36510.1	SBOV2_33250.1
OG0006031	SSPN1_12020.1	SBOV2_18640.1
OG0006032	SSPN1_20250.1	SBOV2_9990.1
OG0006033	SSPN1_39900.1	SBOV2_26670.1, SBOV2_26670.3, SBOV2_26670.2
OG0006034	SSPN1_42090.1	SBOV2_42740.1
OG0006035	SSPN1_54140.1	SBOV2_55380.2, SBOV2_55380.1, SBOV2_55380.3
OG0006036	SSPN1_80090.1	SBOV2_82340.1
OG0006037	SSPN1_81130.1	SBOV2_83450.1
OG0006038	SSPN1_42040.1	SBOV2_42690.1
OG0006039	SSPN1_49240.1, SSPN1_49240.2, SSPN1_49240.3	SBOV2_54590.1
OG0006040	SSPN1_55290.1	SBOV2_56780.1
OG0006041	SSPN1_27130.1	SBOV2_39340.1
OG0006042	SSPN1_30340.1	SBOV2_36180.1
OG0006043	SSPN1_11090.1	SBOV2_17710.1
OG0006044	SSPN1_66390.1, SSPN1_66390.2	SBOV2_68420.1
OG0006045	SSPN1_34780.1	SBOV2_31530.1
OG0006046	SSPN1_17620.1	SBOV2_12780.1
OG0006047	SSPN1_37450.1	SBOV2_34160.2, SBOV2_34160.1
OG0006048	SSPN1_8000.3, SSPN1_8000.1, SSPN1_8000.4, SSPN1_8000.5, SSPN1_8000.2	SBOV2_7350.1
OG0006049	SSPN1_39320.1	SBOV2_27260.1
OG0006050	SSPN1_62770.1	SBOV2_61020.1
OG0006051	SSPN1_7030.1	SBOV2_7040.1
OG0006052	SSPN1_69920.1	SBOV2_72020.1, SBOV2_72010.1
OG0006053	SSPN1_64860.1	SBOV2_67150.3, SBOV2_67150.2, SBOV2_67150.1
OG0006054	SSPN1_65530.1	SBOV2_63320.1
OG0006055	SSPN1_4570.2, SSPN1_4570.3, SSPN1_4570.1	SBOV2_4710.1
OG0006056	SSPN1_15670.1	SBOV2_14630.1, SBOV2_14630.2
OG0006057	SSPN1_29520.1	SBOV2_37010.1
OG0006058	SSPN1_10610.1	SBOV2_17320.1
OG0006059	SSPN1_69790.1	SBOV2_73240.1, SBOV2_71910.1
OG0006060	SSPN1_3200.1	SBOV2_3340.1
OG0006061	SSPN1_82240.1	SBOV2_84330.1
OG0006062	SSPN1_35180.1	SBOV2_31940.1, SBOV2_31940.2
OG0006063	SSPN1_43740.1	SBOV2_44440.1
OG0006064	SSPN1_67200.1	SBOV2_69320.1
OG0006065	SSPN1_17030.1	SBOV2_12220.1
OG0006066	SSPN1_9000.1	SBOV2_8980.1
OG0006067	SSPN1_41920.1, SSPN1_41920.2, SSPN1_41920.3	SBOV2_42530.1
OG0006068	SSPN1_39760.1	SBOV2_26810.1
OG0006069	SSPN1_36700.1	SBOV2_33420.1
OG0006070	SSPN1_58330.1	SBOV2_66070.1
OG0006071	SSPN1_73890.1, SSPN1_73890.2	SBOV2_75800.1
OG0006072	SSPN1_80020.1, SSPN1_80020.2, SSPN1_80030.1	SBOV2_82280.1
OG0006073	SSPN1_50960.1	SBOV2_52890.1
OG0006074	SSPN1_87700.1	SBOV2_90100.1
OG0006075	SSPN1_24770.1, SSPN1_24770.2	SBOV2_25290.1
OG0006076	SSPN1_49230.1	SBOV2_54600.1, SBOV2_54600.2
OG0006077	SSPN1_40590.1, SSPN1_40590.2	SBOV2_26000.1, SBOV2_26000.2, SBOV2_26000.3
OG0006078	SSPN1_23750.1	SBOV2_24190.1
OG0006079	SSPN1_50090.1	SBOV2_53740.1
OG0006080	SSPN1_38210.1	SBOV2_34960.1
OG0006081	SSPN1_1720.1, SSPN1_1720.2	SBOV2_1820.1
OG0006082	SSPN1_40440.1	SBOV2_26160.1
OG0006083	SSPN1_80680.1	SBOV2_83000.1, SBOV2_83000.2
OG0006084	SSPN1_22190.1, SSPN1_22190.2	SBOV2_22380.1, SBOV2_22380.2, SBOV2_22380.3, SBOV2_22380.4
OG0006085	SSPN1_70410.1, SSPN1_70410.2	SBOV2_72470.1
OG0006086	SSPN1_23480.1, SSPN1_23480.2	SBOV2_23900.1
OG0006087	SSPN1_31900.1	SBOV2_28690.1, SBOV2_28690.2
OG0006088	SSPN1_68250.1, SSPN1_68250.2	SBOV2_70350.1, SBOV2_70350.2, SBOV2_70350.3, SBOV2_70350.4
OG0006089	SSPN1_19300.1, SSPN1_19300.2	SBOV2_11020.1
OG0006090	SSPN1_88160.1	SBOV2_90620.1
OG0006091	SSPN1_77390.1	SBOV2_79440.1
OG0006092	SSPN1_18270.1	SBOV2_13480.1
OG0006093	SSPN1_53110.1	SBOV2_50640.1, SBOV2_50640.2
OG0006094	SSPN1_49510.1	SBOV2_54350.1
OG0006095	SSPN1_78960.1	SBOV2_81150.1
OG0006096	SSPN1_11630.1	SBOV2_18240.1
OG0006097	SSPN1_73880.1	SBOV2_75790.1
OG0006098	SSPN1_24230.1	SBOV2_24750.1
OG0006099	SSPN1_7300.1, SSPN1_7300.2, SSPN1_7300.3	SBOV2_8090.1
OG0006100	SSPN1_11960.1	SBOV2_16640.1, SBOV2_16640.2, SBOV2_16640.3
OG0006101	SSPN1_33570.1	SBOV2_30280.1
OG0006102	SSPN1_75170.1	SBOV2_77130.1
OG0006103	SSPN1_32960.1	SBOV2_29660.1
OG0006104	SSPN1_58080.1	SBOV2_66320.1
OG0006105	SSPN1_78860.1	SBOV2_81030.1
OG0006106	SSPN1_64430.1, SSPN1_64430.2	SBOV2_59380.1
OG0006107	SSPN1_71450.1, SSPN1_71450.2	SBOV2_73380.1
OG0006108	SSPN1_80780.1	SBOV2_83080.1
OG0006109	SSPN1_67470.1	SBOV2_69590.1
OG0006110	SSPN1_85800.1	SBOV2_87860.1
OG0006111	SSPN1_1990.1	SBOV2_2080.1
OG0006112	SSPN1_84680.1	SBOV2_87000.1
OG0006113	SSPN1_3640.1	SBOV2_3760.1
OG0006114	SSPN1_90200.1, SSPN1_90200.2, SSPN1_90200.3	SBOV2_92680.1
OG0006115	SSPN1_26020.1	SBOV2_40460.1
OG0006116	SSPN1_45760.1	SBOV2_46660.1
OG0006117	SSPN1_54330.1, SSPN1_54330.2, SSPN1_54330.3	SBOV2_55600.1, SBOV2_55600.2
OG0006118	SSPN1_54640.1	SBOV2_55870.1
OG0006119	SSPN1_53000.1	SBOV2_50820.1
OG0006120	SSPN1_41110.1	SBOV2_41590.1
OG0006121	SSPN1_21120.1	SBOV2_21730.1
OG0006122	SSPN1_28490.1	SBOV2_38060.1
OG0006123	SSPN1_64000.1	SBOV2_59840.1
OG0006125	SSPN1_71560.1	SBOV2_73490.1
OG0006126	SSPN1_62130.1	SBOV2_61600.1
OG0006127	SSPN1_41740.1	SBOV2_42310.1, SBOV2_42310.2
OG0006128	SSPN1_33930.1	SBOV2_30630.3
OG0006129	SSPN1_17990.1	SBOV2_13140.1
OG0006130	SSPN1_26910.1	SBOV2_39580.1
OG0006131	SSPN1_61150.1	SBOV2_62600.1
OG0006132	SSPN1_49820.1	SBOV2_54010.1
OG0006133	SSPN1_66470.1, SSPN1_66470.2	SBOV2_68490.1
OG0006134	SSPN1_13110.1	SBOV2_19890.1
OG0006135	SSPN1_1910.1	SBOV2_1990.1
OG0006136	SSPN1_73960.1	SBOV2_75850.1
OG0006137	SSPN1_9960.1, SSPN1_9960.2	SBOV2_20430.1, SBOV2_20430.2
OG0006138	SSPN1_7710.1, SSPN1_7710.2, SSPN1_7710.3	SBOV2_7610.1
OG0006139	SSPN1_17820.1	SBOV2_12980.1
OG0006139	SSPN1_17820.1	SBOV2_96270.1
OG0006140	SSPN1_70500.1	SBOV2_72580.1
OG0006141	SSPN1_29580.1	SBOV2_36940.1
OG0006142	SSPN1_76580.3, SSPN1_76580.6, SSPN1_76580.2, SSPN1_76580.4, SSPN1_76580.1, SSPN1_76580.5	SBOV2_78620.1, SBOV2_78620.2
OG0006143	SSPN1_11420.1	SBOV2_18050.1, SBOV2_18050.2
OG0006144	SSPN1_63260.1, SSPN1_63260.2	SBOV2_60520.1, SBOV2_60520.2, SBOV2_60520.3, SBOV2_60520.4
OG0006145	SSPN1_32150.1	SBOV2_28900.1
OG0006146	SSPN1_75050.1	SBOV2_77000.1
OG0006147	SSPN1_85110.1	SBOV2_87430.1
OG0006148	SSPN1_66580.1	SBOV2_68620.1
OG0006149	SSPN1_7210.1	SBOV2_8210.1
OG0006150	SSPN1_39080.1	SBOV2_35870.1, SBOV2_35870.2
OG0006151	SSPN1_40360.1	SBOV2_26240.1
OG0006152	SSPN1_86790.1	SBOV2_88930.1, SBOV2_88930.2, SBOV2_88930.5, SBOV2_88930.6, SBOV2_88930.3, SBOV2_88930.4
OG0006154	SSPN1_82980.1	SBOV2_85320.1
OG0006155	SSPN1_12700.1	SBOV2_19350.1, SBOV2_19350.2
OG0006156	SSPN1_73980.1, SSPN1_73980.2	SBOV2_75870.1
OG0006157	SSPN1_43510.1, SSPN1_43510.2	SBOV2_44240.1
OG0006158	SSPN1_9990.1	SBOV2_20400.1
OG0006159	SSPN1_22650.1	SBOV2_22940.1
OG0006161	SSPN1_82340.1	SBOV2_84230.1, SBOV2_84230.2
OG0006162	SSPN1_11780.1	SBOV2_18400.1
OG0006163	SSPN1_1570.1	SBOV2_1660.1
OG0006164	SSPN1_740.1	SBOV2_390.1
OG0006165	SSPN1_67670.1	SBOV2_69780.1
OG0006166	SSPN1_45850.1	SBOV2_46750.1, SBOV2_46750.2
OG0006167	SSPN1_78750.1	SBOV2_80920.2, SBOV2_80920.3, SBOV2_80920.1
OG0006168	SSPN1_85730.1	SBOV2_87770.1
OG0006170	SSPN1_17930.1, SSPN1_17930.2	SBOV2_13080.1
OG0006171	SSPN1_3810.1	SBOV2_3920.1
OG0006172	SSPN1_42650.1	SBOV2_43120.1
OG0006173	SSPN1_20890.1	SBOV2_20730.1
OG0006174	SSPN1_12080.1	SBOV2_18710.1
OG0006175	SSPN1_84470.1, SSPN1_84470.2, SSPN1_84470.3, SSPN1_84470.4	SBOV2_86720.1
OG0006176	SSPN1_87310.1	SBOV2_89710.1
OG0006177	SSPN1_84150.1	SBOV2_86420.1
OG0006178	SSPN1_83710.1	SBOV2_85980.1
OG0006179	SSPN1_44640.1, SSPN1_44640.2	SBOV2_45430.1, SBOV2_45430.2
OG0006180	SSPN1_49720.1	SBOV2_54100.2
OG0006181	SSPN1_76370.1	SBOV2_78370.1
OG0006182	SSPN1_38380.1	SBOV2_35150.3, SBOV2_35150.4, SBOV2_35150.5, SBOV2_35150.6, SBOV2_35150.1, SBOV2_35150.2
OG0006183	SSPN1_38220.1	SBOV2_35190.1, SBOV2_34970.1, SBOV2_34970.2
OG0006185	SSPN1_46300.1, SSPN1_46300.2, SSPN1_46300.3, SSPN1_46300.4, SSPN1_46300.5, SSPN1_46300.6	SBOV2_47180.1
OG0006186	SSPN1_89340.2, SSPN1_89340.3, SSPN1_89340.4, SSPN1_89340.1	SBOV2_91730.1
OG0006187	SSPN1_41580.1	SBOV2_42130.1, SBOV2_42130.2, SBOV2_42130.3
OG0006188	SSPN1_41630.1, SSPN1_41630.2	SBOV2_42180.1
OG0006189	SSPN1_92000.1	SBOV2_94540.1
OG0006191	SSPN1_92930.1, SSPN1_92930.2	SBOV2_95760.3, SBOV2_95760.1, SBOV2_95760.2
OG0006193	SSPN1_87320.1	SBOV2_89720.1
OG0006195	SSPN1_69110.1	SBOV2_71240.1
OG0006196	SSPN1_73360.1	SBOV2_75270.1
OG0006197	SSPN1_58380.1	SBOV2_66020.1, SBOV2_66020.2
OG0006198	SSPN1_38450.1	SBOV2_35230.1
OG0006199	SSPN1_25520.1	SBOV2_41010.1, SBOV2_41010.2, SBOV2_41010.3
OG0006200	SSPN1_24410.1	SBOV2_24960.1
OG0006201	SSPN1_22750.1, SSPN1_22750.2, SSPN1_22750.3, SSPN1_22750.4	SBOV2_23260.1
OG0006202	SSPN1_22100.1	SBOV2_22310.1
OG0006203	SSPN1_42170.1	SBOV2_42820.1
OG0006204	SSPN1_34220.1	SBOV2_30950.1
OG0006204	SSPN1_34230.1	SBOV2_30960.1
OG0006205	SSPN1_10890.1	SBOV2_17540.1
OG0006206	SSPN1_16320.1, SSPN1_16320.2, SSPN1_16320.3, SSPN1_16320.4	SBOV2_14000.1
OG0006207	SSPN1_13060.1	SBOV2_19840.1, SBOV2_19840.5, SBOV2_19840.6, SBOV2_19840.2, SBOV2_19840.3, SBOV2_19840.4
OG0006208	SSPN1_2250.1, SSPN1_2250.2	SBOV2_2310.1
OG0006209	SSPN1_2450.1	SBOV2_2560.1
OG0006210	SSPN1_7670.1	SBOV2_7700.1, SBOV2_7680.1
OG0006211	SSPN1_32360.1	SBOV2_29090.1, SBOV2_29090.2, SBOV2_29090.4, SBOV2_29090.3, SBOV2_29090.5, SBOV2_29090.6, SBOV2_29090.7
OG0006212	SSPN1_55260.1, SSPN1_55260.2	SBOV2_96720.2, SBOV2_56750.1, SBOV2_96720.1, SBOV2_96720.4, SBOV2_96720.3
OG0006213	SSPN1_57420.1, SSPN1_57430.1	SBOV2_67030.1, SBOV2_67040.1, SBOV2_67050.1
OG0006214	SSPN1_65850.1	SBOV2_67690.1
OG0006215	SSPN1_80410.1	SBOV2_85010.1
OG0006215	SSPN1_82350.1	SBOV2_84220.1
OG0006225	SSPN1_58060.1	SBOV2_66340.1
OG0006226	SSPN1_20260.1	SBOV2_9980.1
OG0006227	SSPN1_19090.2, SSPN1_19090.1, SSPN1_19090.3	SBOV2_11210.1
OG0006228	SSPN1_25290.1	SBOV2_41190.1
OG0006229	SSPN1_14880.1	SBOV2_15430.1
OG0006230	SSPN1_89750.1	SBOV2_92280.1
OG0006231	SSPN1_39400.1	SBOV2_27170.1
OG0006233	SSPN1_42880.1, SSPN1_42880.2, SSPN1_42880.3	SBOV2_43580.1
OG0006234	SSPN1_18570.1	SBOV2_13770.1, SBOV2_13770.2
OG0006235	SSPN1_24660.1	SBOV2_25220.1
OG0006236	SSPN1_66370.1	SBOV2_68400.1, SBOV2_68400.2
OG0006237	SSPN1_30730.1	SBOV2_27570.1
OG0006238	SSPN1_39200.1	SBOV2_35990.1, SBOV2_35990.2, SBOV2_35990.3
OG0006239	SSPN1_74320.1	SBOV2_76210.1
OG0006240	SSPN1_80060.1, SSPN1_80060.2	SBOV2_82310.1
OG0006241	SSPN1_53940.1	SBOV2_55200.1
OG0006242	SSPN1_15620.1	SBOV2_14680.1
OG0006243	SSPN1_42670.1	SBOV2_43100.1
OG0006244	SSPN1_66740.1	SBOV2_68770.1
OG0006245	SSPN1_53430.1	SBOV2_50290.1
OG0006246	SSPN1_77850.1	SBOV2_80160.1
OG0006247	SSPN1_86910.1	SBOV2_89040.1
OG0006248	SSPN1_87600.1, SSPN1_87600.2	SBOV2_90010.1
OG0006249	SSPN1_44560.1	SBOV2_45290.1
OG0006250	SSPN1_37910.1	SBOV2_34620.1, SBOV2_34620.2
OG0006251	SSPN1_14390.1	SBOV2_15910.1
OG0006252	SSPN1_36370.1, SSPN1_36370.2	SBOV2_33140.2, SBOV2_33140.1
OG0006253	SSPN1_86630.1, SSPN1_86620.1	SBOV2_88780.1
OG0006254	SSPN1_2190.1	SBOV2_2270.1
OG0006255	SSPN1_35020.1	SBOV2_31780.1
OG0006256	SSPN1_31090.1	SBOV2_27870.1
OG0006257	SSPN1_90350.1	SBOV2_92830.1
OG0006258	SSPN1_57850.1	SBOV2_66590.1
