Orthogroup	trichobilharzia_regenti	schistosoma_turkestanicum
OG0005219	TREG1_11250.1, TREG1_11250.2	STRK1_12190.1
OG0005220	TREG1_1950.1, TREG1_1960.1	STRK1_6380.1, STRK1_6380.2, STRK1_6380.3
OG0005221	TREG1_57960.1	STRK1_41400.1
OG0005222	TREG1_4710.1, TREG1_4710.2	STRK1_106190.1
OG0005223	TREG1_94980.1, TREG1_94980.2, TREG1_94980.3	STRK1_100880.1, STRK1_70220.1
OG0005224	TREG1_93420.1	STRK1_65910.1
OG0005225	TREG1_46440.1	STRK1_36620.1, STRK1_36620.2
OG0005226	TREG1_35030.1, TREG1_35030.3, TREG1_35030.4, TREG1_35030.2	STRK1_101730.1
OG0005227	TREG1_10980.1	STRK1_7230.1
OG0005228	TREG1_93380.1, TREG1_93380.2	STRK1_65880.1
OG0005229	TREG1_14430.1	STRK1_370.1, STRK1_420.1
OG0005230	TREG1_63920.1, TREG1_63920.2	STRK1_45890.1, STRK1_45890.2
OG0005231	TREG1_34720.1	STRK1_40010.1
OG0005232	TREG1_23030.1	STRK1_2590.1, STRK1_2590.2
OG0005233	TREG1_24350.1, TREG1_24350.2, TREG1_24350.3	STRK1_19290.1
OG0005234	TREG1_20100.1	STRK1_4530.1
OG0005235	TREG1_25430.1	STRK1_20180.1, STRK1_20190.1
OG0005236	TREG1_122400.1	STRK1_87750.1, STRK1_87750.2
OG0005237	TREG1_110160.1	STRK1_81830.1
OG0005238	TREG1_136950.1	STRK1_27520.1
OG0005240	TREG1_85570.1	STRK1_63780.1
OG0005241	TREG1_82840.1	STRK1_63470.1
OG0005242	TREG1_83660.1	STRK1_64180.3, STRK1_64180.1, STRK1_64180.2
OG0005243	TREG1_93980.1	STRK1_67050.3, STRK1_67050.1, STRK1_67050.2
OG0005244	TREG1_29780.1	STRK1_14310.1
OG0005246	TREG1_30500.1, TREG1_30500.2	STRK1_39520.1, STRK1_39520.2
OG0005247	TREG1_16690.1	STRK1_18030.1
OG0005248	TREG1_93630.1	STRK1_66920.1
OG0005249	TREG1_15310.2, TREG1_15310.1, TREG1_15310.3	STRK1_11620.1, STRK1_11620.2
OG0005250	TREG1_94640.1, TREG1_94640.6, TREG1_94640.8, TREG1_94650.4, TREG1_94650.5, TREG1_94650.6, TREG1_94650.8, TREG1_94640.3, TREG1_94640.2, TREG1_94640.4, TREG1_94640.5, TREG1_94640.7, TREG1_94650.1, TREG1_94650.2, TREG1_94650.3, TREG1_94650.7	STRK1_107310.1
OG0005251	TREG1_23390.1	STRK1_7680.1, STRK1_7680.2
OG0005252	TREG1_102750.1	STRK1_78240.1
OG0005253	TREG1_42290.1, TREG1_42290.5, TREG1_42290.2, TREG1_42290.4, TREG1_42290.3	STRK1_41120.1
OG0005254	TREG1_19880.1, TREG1_19890.1	STRK1_4400.1
OG0005255	TREG1_131100.1, TREG1_54780.1, TREG1_131130.1, TREG1_131140.1, TREG1_139500.1, TREG1_54800.1, TREG1_54800.2	STRK1_92730.1, STRK1_92720.1
OG0005256	TREG1_110240.1, TREG1_110240.2	STRK1_93890.1, STRK1_97990.1
OG0005257	TREG1_77180.1	STRK1_48400.1
OG0005258	TREG1_105830.1, TREG1_105830.2	STRK1_98000.1
OG0005259	TREG1_106430.3, TREG1_106430.1, TREG1_106430.2	STRK1_72150.1
OG0005260	TREG1_98970.1	STRK1_72930.1
OG0005262	TREG1_93560.1, TREG1_91800.1, TREG1_93580.1	STRK1_65950.1, STRK1_65970.1
OG0005263	TREG1_32500.1	STRK1_21850.1
OG0005264	TREG1_49230.1	STRK1_29830.1
OG0005266	TREG1_32530.1	STRK1_99810.1, STRK1_21900.1, STRK1_21910.1
OG0005267	TREG1_32310.1	STRK1_21240.1, STRK1_21260.1
OG0005271	TREG1_1340.1, TREG1_1340.2, TREG1_1340.3, TREG1_1340.4	STRK1_16020.1
OG0005283	TREG1_121100.1	STRK1_84660.1
OG0005284	TREG1_107460.1	STRK1_74300.1, STRK1_74300.2
OG0005285	TREG1_51180.1, TREG1_51200.1, TREG1_51190.1	STRK1_32310.1, STRK1_108380.1
OG0005286	TREG1_46660.1, TREG1_46660.2, TREG1_46660.3, TREG1_46660.4	STRK1_30370.1
OG0005287	TREG1_20820.1	STRK1_10800.1
OG0005288	TREG1_69780.1	STRK1_49180.1
OG0005289	TREG1_65010.1, TREG1_65010.2	STRK1_51290.1
OG0005290	TREG1_56420.1	STRK1_41570.1
OG0005291	TREG1_33910.1, TREG1_33900.1	STRK1_100190.1
OG0005292	TREG1_30710.1, TREG1_30710.2, TREG1_30710.3, TREG1_30710.4	STRK1_42850.1
OG0005293	TREG1_79600.1, TREG1_79600.2	STRK1_58100.1, STRK1_58100.2, STRK1_58110.1
OG0005294	TREG1_75830.1	STRK1_54700.1, STRK1_54700.2
OG0005295	TREG1_75590.3, TREG1_75590.4, TREG1_75590.2, TREG1_75590.5, TREG1_75590.1	STRK1_111450.1
OG0005296	TREG1_30760.1, TREG1_30760.2	STRK1_42530.1
OG0005297	TREG1_114880.1	STRK1_80490.1
OG0005298	TREG1_55920.1, TREG1_55920.2	STRK1_37380.1
OG0005300	TREG1_126140.1	STRK1_85620.1, STRK1_85620.2
OG0005301	TREG1_101740.1	STRK1_69060.1, STRK1_69070.1
OG0005302	TREG1_14850.2, TREG1_14850.1, TREG1_14850.3	STRK1_17710.1
OG0005303	TREG1_73230.1, TREG1_73230.4	STRK1_55000.1, STRK1_55020.1
OG0005304	TREG1_122480.1, TREG1_122480.2	STRK1_87580.1
OG0005305	TREG1_50920.1	STRK1_28220.1, STRK1_28220.2
OG0005306	TREG1_27780.1	STRK1_13450.1, STRK1_13450.2
OG0005307	TREG1_45040.1	STRK1_41240.1
OG0005309	TREG1_54420.1	STRK1_23520.1
OG0005310	TREG1_18380.1	STRK1_580.1
OG0005311	TREG1_114450.1	STRK1_82010.1
OG0005312	TREG1_45200.3, TREG1_45200.2, TREG1_45200.1	STRK1_29130.1
OG0005313	TREG1_32810.1, TREG1_32810.2, TREG1_32810.3	STRK1_22110.1, STRK1_22110.2
OG0005314	TREG1_24850.1	STRK1_18740.1
OG0005315	TREG1_77960.1	STRK1_109400.1
OG0005316	TREG1_117390.1, TREG1_117390.2	STRK1_80420.1
OG0005317	TREG1_87360.1	STRK1_57650.3, STRK1_57650.1, STRK1_57650.2
OG0005318	TREG1_46170.1	STRK1_36680.1
OG0005319	TREG1_90030.1	STRK1_59470.1, STRK1_59470.3, STRK1_59470.2
OG0005321	TREG1_100750.1, TREG1_100740.1	STRK1_69700.1, STRK1_69660.1, STRK1_69690.1
OG0005322	TREG1_124180.1	STRK1_87810.1
OG0005323	TREG1_48630.1	STRK1_27020.1
OG0005324	TREG1_45510.1, TREG1_45510.2, TREG1_45510.3, TREG1_45510.4, TREG1_45510.6, TREG1_45510.7, TREG1_45510.5	STRK1_37840.1
OG0005325	TREG1_51140.1	STRK1_32340.1
OG0005326	TREG1_19560.1	STRK1_7390.1
OG0005327	TREG1_29460.1	STRK1_2200.1
OG0005328	TREG1_86890.1	STRK1_59820.1
OG0005329	TREG1_9300.2, TREG1_9300.4, TREG1_9300.1, TREG1_9300.3, TREG1_9300.5	STRK1_14670.1
OG0005330	TREG1_111880.1, TREG1_111870.1	STRK1_79980.1, STRK1_79980.2
OG0005331	TREG1_119400.1	STRK1_85280.1
OG0005332	TREG1_125340.1	STRK1_86870.1
OG0005333	TREG1_26480.1, TREG1_23800.1, TREG1_23810.3, TREG1_23810.1, TREG1_23810.2	STRK1_20930.1
OG0005334	TREG1_25170.1	STRK1_4890.1
OG0005335	TREG1_104950.1	STRK1_74700.1
OG0005336	TREG1_7930.1	STRK1_7950.1
OG0005337	TREG1_58950.1, TREG1_58950.2, TREG1_58950.3, TREG1_58950.4, TREG1_58950.5	STRK1_24990.1
OG0005338	TREG1_67590.1	STRK1_50200.1
OG0005339	TREG1_75870.1	STRK1_54280.1, STRK1_54280.2
OG0005341	TREG1_20140.1, TREG1_20140.2	STRK1_4580.1
OG0005342	TREG1_132040.3, TREG1_132040.1, TREG1_132040.2	STRK1_93290.1
OG0005343	TREG1_104250.1	STRK1_73240.1, STRK1_108050.1
OG0005344	TREG1_105970.1	STRK1_74900.1
OG0005345	TREG1_43070.1	STRK1_28760.1
OG0005346	TREG1_18820.1	STRK1_9680.1
OG0005347	TREG1_140750.3, TREG1_140750.1, TREG1_89960.1, TREG1_140750.2	STRK1_63350.1
OG0005348	TREG1_6590.1	STRK1_8120.1
OG0005349	TREG1_15560.1, TREG1_15560.2	STRK1_80810.1
OG0005350	TREG1_25110.1	STRK1_5890.1
OG0005351	TREG1_72920.1, TREG1_72920.2	STRK1_46750.1
OG0005352	TREG1_106240.1, TREG1_106240.2, TREG1_106240.3, TREG1_8160.1	STRK1_17590.1
OG0005353	TREG1_134060.1	STRK1_91630.1, STRK1_91630.2
OG0005354	TREG1_36710.1	STRK1_36100.1, STRK1_36100.2
OG0005355	TREG1_45710.1	STRK1_37890.1
OG0005356	TREG1_90830.1	STRK1_77810.1
OG0005357	TREG1_95010.1	STRK1_70260.1
OG0005358	TREG1_63230.1	STRK1_43420.1, STRK1_43420.2
OG0005359	TREG1_21810.1	STRK1_2010.1, STRK1_2010.2, STRK1_2010.3
OG0005360	TREG1_28830.1, TREG1_28830.2	STRK1_19830.1
OG0005361	TREG1_139660.1	STRK1_4370.1
OG0005362	TREG1_91670.1	STRK1_65000.1
OG0005363	TREG1_18390.1	STRK1_570.1
OG0005364	TREG1_69550.1	STRK1_50070.1
OG0005365	TREG1_15790.1	STRK1_4140.1
OG0005367	TREG1_60820.1	STRK1_22350.1
OG0005368	TREG1_29140.1, TREG1_29130.1	STRK1_21120.1
OG0005369	TREG1_36770.1, TREG1_36770.2	STRK1_36080.1
OG0005371	TREG1_36790.1	STRK1_36030.1
OG0005372	TREG1_35270.1, TREG1_35270.2	STRK1_22590.1
OG0005373	TREG1_129060.1	STRK1_89670.1
OG0005374	TREG1_27510.1, TREG1_27510.2, TREG1_27510.3	STRK1_20560.1
OG0005375	TREG1_64580.1	STRK1_52810.1, STRK1_52810.2
OG0005376	TREG1_84880.1	STRK1_60570.1
OG0005377	TREG1_49280.1	STRK1_29870.1, STRK1_29870.2
OG0005378	TREG1_40600.1	STRK1_96600.1, STRK1_39890.1, STRK1_39880.2, STRK1_39880.1
OG0005379	TREG1_74860.1	STRK1_53830.1
OG0005380	TREG1_1420.1	STRK1_1490.1
OG0005381	TREG1_10970.1, TREG1_10970.2	STRK1_7220.1, STRK1_7220.2
OG0005382	TREG1_133640.1	STRK1_90790.1
OG0005383	TREG1_41330.1, TREG1_41330.2, TREG1_41330.3	STRK1_38080.1
OG0005384	TREG1_113430.1, TREG1_113430.2, TREG1_113430.3	STRK1_80740.1, STRK1_80740.2, STRK1_80740.3
OG0005385	TREG1_30380.1	STRK1_10460.1, STRK1_10460.2
OG0005386	TREG1_51400.1, TREG1_51400.2, TREG1_51400.3	STRK1_34200.1, STRK1_34200.2, STRK1_34200.3
OG0005387	TREG1_37210.1, TREG1_37210.2, TREG1_37210.3	STRK1_23560.1, STRK1_23560.2
OG0005388	TREG1_31520.1	STRK1_22540.1
OG0005389	TREG1_62310.1	STRK1_43820.1
OG0005389	TREG1_62300.1	STRK1_43810.1
OG0005390	TREG1_134590.1, TREG1_134590.2	STRK1_92570.1
OG0005391	TREG1_80260.1, TREG1_80260.3, TREG1_80260.2	STRK1_55550.1
OG0005392	TREG1_64350.1, TREG1_64350.2, TREG1_64350.3	STRK1_52680.1
OG0005393	TREG1_64300.1	STRK1_52650.1
OG0005394	TREG1_7740.1	STRK1_1740.1
OG0005395	TREG1_96960.1, TREG1_96960.3, TREG1_96960.2	STRK1_69570.1, STRK1_69570.2
OG0005396	TREG1_14760.1, TREG1_14760.2	STRK1_11760.1, STRK1_11760.2
OG0005397	TREG1_39310.1	STRK1_42550.1, STRK1_42550.2
OG0005398	TREG1_39170.1	STRK1_26470.1, STRK1_96990.1
OG0005399	TREG1_29570.1, TREG1_29570.2	STRK1_7760.1
OG0005400	TREG1_26890.1	STRK1_10590.1
OG0005401	TREG1_70480.1, TREG1_70480.2	STRK1_54830.1
OG0005402	TREG1_72640.1, TREG1_72640.3, TREG1_72640.2	STRK1_111480.1, STRK1_111480.2
OG0005403	TREG1_41260.1	STRK1_38170.1
OG0005404	TREG1_13690.1, TREG1_13690.2	STRK1_13560.1
OG0005405	TREG1_125660.1, TREG1_125640.1, TREG1_125640.2	STRK1_86330.1
OG0005407	TREG1_66540.1	STRK1_46300.1
OG0005408	TREG1_122380.1	STRK1_85920.1, STRK1_85920.2
OG0005409	TREG1_55140.1	STRK1_32160.1
OG0005410	TREG1_11280.1	STRK1_12220.1, STRK1_12220.2
OG0005411	TREG1_128120.1	STRK1_89320.1
OG0005412	TREG1_91210.1	STRK1_61310.1
OG0005413	TREG1_104280.1	STRK1_73210.1
OG0005414	TREG1_103120.1	STRK1_68420.1
OG0005415	TREG1_47620.1	STRK1_29990.1
OG0005416	TREG1_54480.1	STRK1_25770.1
OG0005417	TREG1_3880.1	STRK1_16290.1, STRK1_16290.2, STRK1_16290.3
OG0005418	TREG1_67140.1	STRK1_45320.2, STRK1_45320.1, STRK1_45340.1
OG0005419	TREG1_91940.3, TREG1_91940.1, TREG1_91940.2	STRK1_66190.1
OG0005420	TREG1_47210.1, TREG1_47210.2, TREG1_47210.3	STRK1_27930.1
OG0005423	TREG1_48280.1	STRK1_27260.1
OG0005424	TREG1_136590.1, TREG1_112010.1, TREG1_136580.1	STRK1_79790.1
OG0005425	TREG1_112100.1	STRK1_79750.1
OG0005426	TREG1_134150.1	STRK1_90270.1
OG0005427	TREG1_136080.1	STRK1_93430.1
OG0005429	TREG1_84770.1, TREG1_84770.2	STRK1_57850.1
OG0005430	TREG1_31050.1, TREG1_31090.1	STRK1_42330.1
OG0005431	TREG1_102360.1, TREG1_102360.2, TREG1_102360.3, TREG1_102360.4, TREG1_102360.5, TREG1_102370.1	STRK1_72570.1
OG0005432	TREG1_113210.1	STRK1_79600.1, STRK1_79600.2
OG0005433	TREG1_102460.1	STRK1_72660.1
OG0005434	TREG1_60520.1	STRK1_25990.1
OG0005435	TREG1_135380.1, TREG1_135380.2, TREG1_135380.3	STRK1_92880.1, STRK1_92880.2
OG0005436	TREG1_80010.1	STRK1_55730.1, STRK1_55730.2
OG0005437	TREG1_80520.1, TREG1_80520.2	STRK1_64340.1
OG0005438	TREG1_30400.1	STRK1_10510.1
OG0005440	TREG1_101660.1	STRK1_70050.1
OG0005441	TREG1_123650.1	STRK1_85900.1
OG0005442	TREG1_46070.1, TREG1_46070.2, TREG1_46070.3, TREG1_46070.4, TREG1_46070.5	STRK1_36540.1, STRK1_36540.2
OG0005443	TREG1_84850.1, TREG1_84850.2	STRK1_60590.1
OG0005444	TREG1_16280.1	STRK1_2070.1
OG0005446	TREG1_36110.1, TREG1_36110.2	STRK1_43040.1
OG0005447	TREG1_89030.1	STRK1_61950.2, STRK1_61950.1
OG0005448	TREG1_36620.1	STRK1_36110.1, STRK1_36110.3, STRK1_36110.2
OG0005449	TREG1_81830.1, TREG1_81830.2	STRK1_111390.1
OG0005450	TREG1_137030.1	STRK1_58140.1
OG0005451	TREG1_720.1	STRK1_80180.1, STRK1_80180.2
OG0005452	TREG1_125460.1, TREG1_125460.2	STRK1_86890.1
OG0005453	TREG1_83410.1	STRK1_60740.1
OG0005454	TREG1_66500.1	STRK1_46270.1, STRK1_106320.1
OG0005455	TREG1_65360.1	STRK1_49010.1
OG0005456	TREG1_101850.1	STRK1_71020.1, STRK1_71020.2
OG0005457	TREG1_71860.1	STRK1_44880.1, STRK1_44890.1
OG0005458	TREG1_2050.1	STRK1_6100.1
OG0005459	TREG1_9010.1	STRK1_740.1
OG0005460	TREG1_99610.2, TREG1_99610.1, TREG1_99610.3, TREG1_99610.4, TREG1_99610.5	STRK1_68500.1
OG0005461	TREG1_59400.1, TREG1_59400.3, TREG1_59400.2	STRK1_26180.1
OG0005463	TREG1_29410.1	STRK1_18730.1, STRK1_18730.2
OG0005464	TREG1_70570.1	STRK1_52410.1
OG0005465	TREG1_123840.1, TREG1_123860.1	STRK1_85930.1, STRK1_85930.2
OG0005466	TREG1_96820.1	STRK1_68080.1, STRK1_68080.2, STRK1_68080.3, STRK1_68080.4
OG0005467	TREG1_83330.2, TREG1_83330.1, TREG1_83330.3	STRK1_63690.1
OG0005468	TREG1_16010.1	STRK1_18490.1
OG0005469	TREG1_91980.1	STRK1_66180.1, STRK1_66180.2, STRK1_108540.1
OG0005470	TREG1_117520.1	STRK1_94020.1
OG0005472	TREG1_101480.1	STRK1_71600.1
OG0005474	TREG1_57850.1, TREG1_57850.2	STRK1_38610.1
OG0005475	TREG1_110190.1	STRK1_80990.1
OG0005476	TREG1_41270.1	STRK1_111030.1, STRK1_38180.1
OG0005477	TREG1_55090.2, TREG1_55090.3, TREG1_55090.1, TREG1_55090.4	STRK1_38660.1
OG0005478	TREG1_78920.1, TREG1_78970.1	STRK1_55790.1
OG0005479	TREG1_100550.1	STRK1_73450.1
OG0005480	TREG1_106250.1	STRK1_71390.1, STRK1_71390.2, STRK1_71390.3, STRK1_71390.4
OG0005481	TREG1_13730.1, TREG1_13730.2	STRK1_96280.1
OG0005482	TREG1_40270.1	STRK1_41650.1
OG0005483	TREG1_40930.1	STRK1_38400.1, STRK1_38400.2
OG0005484	TREG1_24120.1, TREG1_24120.2	STRK1_20380.1
OG0005485	TREG1_65560.3, TREG1_65560.1, TREG1_65560.2	STRK1_52360.3, STRK1_52360.5, STRK1_52360.2, STRK1_52360.1, STRK1_52360.4
OG0005486	TREG1_99740.12, TREG1_99770.1	STRK1_67740.1
OG0005487	TREG1_32600.1, TREG1_32590.1	STRK1_21970.1
OG0005488	TREG1_128480.1	STRK1_89150.1
OG0005489	TREG1_7640.1	STRK1_6600.1, STRK1_6600.2
OG0005490	TREG1_55380.1	STRK1_35010.1
OG0005491	TREG1_129900.1	STRK1_88860.1
OG0005492	TREG1_127930.1, TREG1_127930.2	STRK1_89770.1
OG0005493	TREG1_76890.1	STRK1_46960.1
OG0005494	TREG1_18970.1	STRK1_15290.1
OG0005495	TREG1_109560.1	STRK1_77130.1, STRK1_99000.1
OG0005496	TREG1_132380.1	STRK1_92030.1
OG0005497	TREG1_38390.1, TREG1_38390.2	STRK1_24680.1, STRK1_106740.1
OG0005498	TREG1_100470.1, TREG1_100470.3, TREG1_100470.2	STRK1_73970.1, STRK1_73970.2, STRK1_73970.3
OG0005499	TREG1_124030.1	STRK1_87950.1
OG0005500	TREG1_22380.1	STRK1_18170.1
OG0005501	TREG1_125510.1, TREG1_125510.2	STRK1_88580.1, STRK1_88580.2
OG0005503	TREG1_45090.1	STRK1_41210.1
OG0005504	TREG1_113730.1	STRK1_80680.1
OG0005505	TREG1_102680.1, TREG1_102680.2	STRK1_72390.1
OG0005506	TREG1_125970.1	STRK1_85690.1
OG0005507	TREG1_121070.1	STRK1_84320.1, STRK1_84320.2
OG0005508	TREG1_6440.1	STRK1_960.1
OG0005509	TREG1_133350.1	STRK1_94690.1, STRK1_94690.3, STRK1_94690.2
OG0005511	TREG1_111610.1	STRK1_72690.1, STRK1_72710.1
OG0005512	TREG1_8400.1	STRK1_6230.1
OG0005514	TREG1_54590.1	STRK1_23490.1
OG0005515	TREG1_75560.1	STRK1_111460.1
OG0005516	TREG1_13660.1	STRK1_13580.1, STRK1_13580.2
OG0005517	TREG1_84530.1, TREG1_84530.2, TREG1_84530.3, TREG1_84530.4, TREG1_84530.5	STRK1_64390.1
OG0005518	TREG1_48900.1, TREG1_48900.3, TREG1_48900.4, TREG1_48900.2, TREG1_48900.5	STRK1_26910.1
OG0005519	TREG1_36700.1	STRK1_36450.1
OG0005520	TREG1_84900.1	STRK1_60550.1
OG0005522	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3	STRK1_35290.1, STRK1_35290.2
OG0005523	TREG1_117690.1	STRK1_107290.1, STRK1_111320.1, STRK1_94280.1
OG0005524	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5	STRK1_1190.1
OG0005525	TREG1_78680.1	STRK1_55450.1
OG0005526	TREG1_55420.1, TREG1_55420.2	STRK1_32730.1
OG0005527	TREG1_59920.1, TREG1_59930.1, TREG1_59930.2	STRK1_22230.1
OG0005530	TREG1_18210.1, TREG1_18220.2, TREG1_18220.1, TREG1_18220.3	STRK1_7590.1
OG0005531	TREG1_11020.1	STRK1_12270.1, STRK1_12270.2
OG0005532	TREG1_29600.1	STRK1_5150.1
OG0005535	TREG1_63520.1	STRK1_44700.1, STRK1_44700.2, STRK1_44710.1
OG0005536	TREG1_51840.1	STRK1_31150.1
OG0005537	TREG1_57790.1, TREG1_57790.5, TREG1_57790.2, TREG1_57790.3, TREG1_57790.4	STRK1_42070.1
OG0005538	TREG1_68730.1	STRK1_50400.1
OG0005539	TREG1_48120.1, TREG1_48120.2	STRK1_29640.1
OG0005540	TREG1_86150.1	STRK1_57700.1, STRK1_57700.2, STRK1_95470.1
OG0005544	TREG1_142090.1, TREG1_32730.1	STRK1_22050.1
OG0005545	TREG1_9770.6, TREG1_9770.5, TREG1_9770.1, TREG1_9770.2, TREG1_9770.4, TREG1_9770.3	STRK1_15940.1
OG0005546	TREG1_3520.1	STRK1_9610.1, STRK1_9610.2, STRK1_9610.3, STRK1_9610.4, STRK1_9610.5, STRK1_9610.6
OG0005547	TREG1_55430.1, TREG1_55430.2	STRK1_32740.1
OG0005548	TREG1_116770.1	STRK1_82610.1
OG0005549	TREG1_76330.5, TREG1_76330.4, TREG1_76330.1, TREG1_76330.2, TREG1_76330.3	STRK1_54640.1
OG0005550	TREG1_75440.1	STRK1_47430.1
OG0005553	TREG1_31190.1, TREG1_31190.2, TREG1_31190.3, TREG1_31190.5, TREG1_31190.4	STRK1_42090.1
OG0005554	TREG1_17480.1, TREG1_17480.4, TREG1_17480.2, TREG1_17480.3	STRK1_14480.1
OG0005557	TREG1_67790.3, TREG1_67790.1, TREG1_67790.2	STRK1_54500.1, STRK1_105120.1, STRK1_54480.1, STRK1_54440.1, STRK1_54460.1, STRK1_54450.1, STRK1_54470.1, STRK1_54490.1
OG0005558	TREG1_112690.1	STRK1_82260.1
OG0005566	TREG1_99220.1	STRK1_75810.1
OG0005567	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3	STRK1_11720.1
OG0005568	TREG1_103960.1	STRK1_70960.1
OG0005569	TREG1_135480.1	STRK1_92830.1
OG0005571	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4	STRK1_44870.1
OG0005572	TREG1_91660.1	STRK1_65010.1
OG0005573	TREG1_5910.1	STRK1_9150.1
OG0005574	TREG1_121770.2, TREG1_121770.1, TREG1_121770.3, TREG1_121770.4	STRK1_83510.1
OG0005575	TREG1_91890.1, TREG1_91890.2	STRK1_102800.1, STRK1_66170.1
OG0005576	TREG1_91920.1	STRK1_66200.1
OG0005577	TREG1_122250.1	STRK1_98980.1
OG0005578	TREG1_72430.1	STRK1_49880.1, STRK1_49880.2
OG0005579	TREG1_7530.1, TREG1_7540.1	STRK1_9830.1
OG0005580	TREG1_70600.1	STRK1_52450.1, STRK1_52520.1
OG0005581	TREG1_48220.1	STRK1_30060.1
OG0005582	TREG1_53360.1	STRK1_34390.1
OG0005583	TREG1_121850.1	STRK1_83430.1, STRK1_106340.1
OG0005584	TREG1_133160.1, TREG1_133160.2	STRK1_90380.1
OG0005585	TREG1_131960.1, TREG1_131960.2	STRK1_93230.1
OG0005586	TREG1_131970.1	STRK1_93240.1
OG0005587	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3	STRK1_72640.1
OG0005588	TREG1_48720.1	STRK1_26660.1
OG0005589	TREG1_81630.1	STRK1_57090.1
OG0005590	TREG1_27770.1, TREG1_27770.2	STRK1_13460.1
OG0005591	TREG1_87820.1	STRK1_62510.1
OG0005592	TREG1_66840.1	STRK1_97280.1, STRK1_97280.2
OG0005593	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3	STRK1_69480.1
OG0005594	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1	STRK1_68070.1
OG0005595	TREG1_83160.1	STRK1_59680.1
OG0005596	TREG1_89530.1	STRK1_62990.1
OG0005597	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3	STRK1_94130.1, STRK1_94130.2
OG0005598	TREG1_104740.1	STRK1_71240.1
OG0005599	TREG1_75100.1	STRK1_48840.1, STRK1_48840.2
OG0005600	TREG1_24520.1	STRK1_1770.1
OG0005601	TREG1_60920.1, TREG1_60920.2	STRK1_21380.1
OG0005602	TREG1_61020.1, TREG1_61020.2	STRK1_21500.1
OG0005603	TREG1_89310.1	STRK1_58470.1
OG0005604	TREG1_49440.1, TREG1_49440.2	STRK1_30010.1, STRK1_30010.3, STRK1_30010.2
OG0005605	TREG1_44480.1	STRK1_30990.1, STRK1_31000.1
OG0005606	TREG1_97340.1	STRK1_76850.1
OG0005607	TREG1_122780.1	STRK1_86470.1, STRK1_86480.1, STRK1_86480.2, STRK1_86500.1, STRK1_105060.1
OG0005608	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4	STRK1_62920.1
OG0005609	TREG1_84990.1	STRK1_60940.1, STRK1_60970.1
OG0005610	TREG1_11450.1	STRK1_1460.1, STRK1_1460.2
OG0005611	TREG1_124900.1	STRK1_87000.1
OG0005612	TREG1_132400.1	STRK1_91920.3, STRK1_91920.2, STRK1_92010.1
OG0005613	TREG1_73490.1	STRK1_46010.1, STRK1_46020.1
OG0005614	TREG1_48460.1	STRK1_27130.1
OG0005615	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6	STRK1_36740.1
OG0005616	TREG1_46290.1	STRK1_36750.1
OG0005617	TREG1_41700.1	STRK1_28540.1
OG0005618	TREG1_65610.1	STRK1_49300.1, STRK1_49300.2
OG0005619	TREG1_65380.1, TREG1_65380.2	STRK1_48980.1
OG0005620	TREG1_124370.1	STRK1_85590.2
OG0005621	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1	STRK1_85000.1
OG0005622	TREG1_15470.2, TREG1_15470.1, TREG1_15470.3	STRK1_101070.1, STRK1_103740.1
OG0005623	TREG1_105270.1, TREG1_105290.1	STRK1_72000.1
OG0005624	TREG1_20650.1	STRK1_10710.1
OG0005625	TREG1_20660.1, TREG1_20670.1	STRK1_10720.1
OG0005626	TREG1_34490.1	STRK1_108880.1, STRK1_40120.1
OG0005627	TREG1_32410.1, TREG1_32410.2	STRK1_21810.1
OG0005628	TREG1_43790.1	STRK1_37710.1
OG0005629	TREG1_41900.1, TREG1_41900.2, TREG1_41900.3, TREG1_41900.4	STRK1_31820.1
OG0005630	TREG1_114300.1	STRK1_82110.1
OG0005631	TREG1_77270.1, TREG1_136690.1, TREG1_137510.1	STRK1_48470.1
OG0005632	TREG1_131990.1	STRK1_93260.1
OG0005633	TREG1_8880.1	STRK1_9960.1
OG0005634	TREG1_60990.1	STRK1_21470.1
OG0005635	TREG1_19290.1	STRK1_17060.1, STRK1_17070.1
OG0005636	TREG1_43080.1	STRK1_28750.1
OG0005637	TREG1_96060.1, TREG1_96070.1	STRK1_77980.1, STRK1_98700.1
OG0005638	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4	STRK1_73940.1
OG0005639	TREG1_100950.1	STRK1_71640.1
OG0005640	TREG1_59640.1, TREG1_59640.2, TREG1_59640.3	STRK1_24010.1, STRK1_107060.1, STRK1_110610.1
