Orthogroup	trichobilharzia_regenti	opisthorchis_viverrini
OG0005411	TREG1_128120.1	T265_13356
OG0005412	TREG1_91210.1	T265_08661
OG0005413	TREG1_104280.1	T265_11492
OG0005414	TREG1_103120.1	T265_15840
OG0005415	TREG1_47620.1	T265_10057
OG0005416	TREG1_54480.1	T265_15035
OG0005417	TREG1_3880.1	T265_10864
OG0005418	TREG1_67140.1	T265_10182
OG0005419	TREG1_91940.3, TREG1_91940.1, TREG1_91940.2	T265_03907
OG0005420	TREG1_47210.1, TREG1_47210.2, TREG1_47210.3	T265_07983
OG0005423	TREG1_48280.1	T265_04323
OG0005424	TREG1_136590.1, TREG1_112010.1, TREG1_136580.1	T265_04982, T265_04980
OG0005425	TREG1_112100.1	T265_13652, T265_13651, T265_13653
OG0005427	TREG1_136080.1	T265_07946
OG0005428	TREG1_120510.1, TREG1_130080.1	T265_15255
OG0005430	TREG1_31050.1, TREG1_31090.1	T265_14216
OG0005431	TREG1_102360.1, TREG1_102360.2, TREG1_102360.3, TREG1_102360.4, TREG1_102360.5, TREG1_102370.1	T265_07854
OG0005432	TREG1_113210.1	T265_08271
OG0005433	TREG1_102460.1	T265_05782
OG0005434	TREG1_60520.1	T265_13327, T265_15957
OG0005435	TREG1_135380.1, TREG1_135380.2, TREG1_135380.3	T265_09698
OG0005436	TREG1_80010.1	T265_00622
OG0005438	TREG1_30400.1	T265_06134
OG0005439	TREG1_36000.1	T265_05891
OG0005440	TREG1_101660.1	T265_01331
OG0005441	TREG1_123650.1	T265_01872
OG0005442	TREG1_46070.1, TREG1_46070.2, TREG1_46070.3, TREG1_46070.4, TREG1_46070.5	T265_12628
OG0005443	TREG1_84850.1, TREG1_84850.2	T265_05614
OG0005444	TREG1_16280.1	T265_02921
OG0005446	TREG1_36110.1, TREG1_36110.2	T265_15324
OG0005447	TREG1_89030.1	T265_00188
OG0005448	TREG1_36620.1	T265_06100
OG0005449	TREG1_81830.1, TREG1_81830.2	T265_09333, T265_09332
OG0005450	TREG1_137030.1	T265_10981
OG0005451	TREG1_720.1	T265_09425
OG0005453	TREG1_83410.1	T265_11126
OG0005454	TREG1_66500.1	T265_02688
OG0005455	TREG1_65360.1	T265_11461
OG0005457	TREG1_71860.1	T265_00065
OG0005459	TREG1_9010.1	T265_13122, T265_02913
OG0005460	TREG1_99610.2, TREG1_99610.1, TREG1_99610.3, TREG1_99610.4, TREG1_99610.5	T265_12950
OG0005461	TREG1_59400.1, TREG1_59400.3, TREG1_59400.2	T265_10012
OG0005462	TREG1_86510.1, TREG1_138410.1, TREG1_79080.1, TREG1_138410.2, TREG1_79080.2	T265_12786
OG0005463	TREG1_29410.1	T265_05511
OG0005464	TREG1_70570.1	T265_00131, T265_12275
OG0005465	TREG1_123840.1, TREG1_123860.1	T265_03813
OG0005466	TREG1_96820.1	T265_11553
OG0005467	TREG1_83330.2, TREG1_83330.1, TREG1_83330.3	T265_09793
OG0005468	TREG1_16010.1	T265_06677
OG0005469	TREG1_91980.1	T265_07684
OG0005472	TREG1_101480.1	T265_04851
OG0005474	TREG1_57850.1, TREG1_57850.2	T265_16250
OG0005476	TREG1_41270.1	T265_03001
OG0005477	TREG1_55090.2, TREG1_55090.3, TREG1_55090.1, TREG1_55090.4	T265_11475
OG0005478	TREG1_78920.1, TREG1_78970.1	T265_00646
OG0005479	TREG1_100550.1	T265_02835
OG0005480	TREG1_106250.1	T265_01791
OG0005481	TREG1_13730.1, TREG1_13730.2	T265_14797
OG0005482	TREG1_40270.1	T265_07135
OG0005483	TREG1_40930.1	T265_11993
OG0005484	TREG1_24120.1, TREG1_24120.2	T265_11055
OG0005485	TREG1_65560.3, TREG1_65560.1, TREG1_65560.2	T265_12648
OG0005486	TREG1_99740.12, TREG1_99770.1	T265_01953
OG0005487	TREG1_32600.1, TREG1_32590.1	T265_05597, T265_13821
OG0005488	TREG1_128480.1	T265_00563
OG0005489	TREG1_7640.1	T265_10945
OG0005490	TREG1_55380.1	T265_07627
OG0005491	TREG1_129900.1	T265_11285
OG0005492	TREG1_127930.1, TREG1_127930.2	T265_06514
OG0005493	TREG1_76890.1	T265_02886
OG0005494	TREG1_18970.1	T265_13149
OG0005496	TREG1_132380.1	T265_13611
OG0005497	TREG1_38390.1, TREG1_38390.2	T265_03756
OG0005499	TREG1_124030.1	T265_03783
OG0005500	TREG1_22380.1	T265_00880, T265_15018
OG0005502	TREG1_134120.3, TREG1_134120.4, TREG1_134120.2, TREG1_134120.1, TREG1_134120.5	T265_09319
OG0005503	TREG1_45090.1	T265_05012
OG0005504	TREG1_113730.1	T265_15476
OG0005505	TREG1_102680.1, TREG1_102680.2	T265_15216
OG0005506	TREG1_125970.1	T265_01863
OG0005507	TREG1_121070.1	T265_03828
OG0005508	TREG1_6440.1	T265_05267
OG0005509	TREG1_133350.1	T265_15724
OG0005510	TREG1_124260.1	T265_04306
OG0005511	TREG1_111610.1	T265_01328
OG0005512	TREG1_8400.1	T265_09144
OG0005513	TREG1_125850.2, TREG1_125850.1, TREG1_125850.3	T265_03550
OG0005514	TREG1_54590.1	T265_10018
OG0005515	TREG1_75560.1	T265_11300
OG0005516	TREG1_13660.1	T265_03191, T265_03192
OG0005517	TREG1_84530.1, TREG1_84530.2, TREG1_84530.3, TREG1_84530.4, TREG1_84530.5	T265_08930
OG0005518	TREG1_48900.1, TREG1_48900.3, TREG1_48900.4, TREG1_48900.2, TREG1_48900.5	T265_05390
OG0005519	TREG1_36700.1	T265_14962, T265_16085
OG0005520	TREG1_84900.1	T265_06161
OG0005521	TREG1_108420.1, TREG1_108410.3, TREG1_108410.2, TREG1_108410.1, TREG1_108430.1, TREG1_108410.5, TREG1_108410.4	T265_03986
OG0005522	TREG1_53540.1, TREG1_53590.2, TREG1_53590.1, TREG1_53590.3	T265_15147
OG0005523	TREG1_117690.1	T265_13005, T265_16171
OG0005524	TREG1_10040.4, TREG1_10040.2, TREG1_10040.3, TREG1_10040.5	T265_10230
OG0005525	TREG1_78680.1	T265_08202
OG0005526	TREG1_55420.1, TREG1_55420.2	T265_08059
OG0005527	TREG1_59920.1, TREG1_59930.1, TREG1_59930.2	T265_04257
OG0005530	TREG1_18210.1, TREG1_18220.2, TREG1_18220.1, TREG1_18220.3	T265_08534
OG0005531	TREG1_11020.1	T265_01390
OG0005532	TREG1_29600.1	T265_14747
OG0005535	TREG1_63520.1	T265_07286
OG0005538	TREG1_68730.1	T265_00113
OG0005539	TREG1_48120.1, TREG1_48120.2	T265_13052
OG0005540	TREG1_86150.1	T265_08055
OG0005544	TREG1_142090.1, TREG1_32730.1	T265_02659
OG0005545	TREG1_9770.6, TREG1_9770.5, TREG1_9770.1, TREG1_9770.2, TREG1_9770.4, TREG1_9770.3	T265_06655, T265_06656
OG0005546	TREG1_3520.1	T265_12984
OG0005547	TREG1_55430.1, TREG1_55430.2	T265_14463
OG0005566	TREG1_99220.1	T265_05784
OG0005567	TREG1_14840.1, TREG1_14840.2, TREG1_14840.3	T265_05147
OG0005571	TREG1_69230.5, TREG1_69230.2, TREG1_69230.1, TREG1_69230.3, TREG1_69230.4	T265_00062
OG0005572	TREG1_91660.1	T265_15288
OG0005573	TREG1_5910.1	T265_11449
OG0005574	TREG1_121770.2, TREG1_121770.1, TREG1_121770.3, TREG1_121770.4	T265_14050
OG0005575	TREG1_91890.1, TREG1_91890.2	T265_03162
OG0005576	TREG1_91920.1	T265_08870
OG0005577	TREG1_122250.1	T265_02626
OG0005578	TREG1_72430.1	T265_05284, T265_01975, T265_05283
OG0005579	TREG1_7530.1, TREG1_7540.1	T265_04553
OG0005580	TREG1_70600.1	T265_12456
OG0005581	TREG1_48220.1	T265_14696
OG0005583	TREG1_121850.1	T265_08895
OG0005584	TREG1_133160.1, TREG1_133160.2	T265_02735
OG0005585	TREG1_131960.1, TREG1_131960.2	T265_13551
OG0005586	TREG1_131970.1	T265_04631
OG0005587	TREG1_138660.1, TREG1_138660.2, TREG1_138660.3	T265_08836
OG0005588	TREG1_48720.1	T265_06462
OG0005589	TREG1_81630.1	T265_10140
OG0005590	TREG1_27770.1, TREG1_27770.2	T265_02090
OG0005591	TREG1_87820.1	T265_11829
OG0005593	TREG1_103410.1, TREG1_103410.2, TREG1_103410.3	T265_02336
OG0005594	TREG1_96640.1, TREG1_96640.2, TREG1_96650.1	T265_00035
OG0005595	TREG1_83160.1	T265_03128
OG0005596	TREG1_89530.1	T265_10450
OG0005597	TREG1_117620.1, TREG1_117620.2, TREG1_117620.3	T265_13001
OG0005598	TREG1_104740.1	T265_00090
OG0005599	TREG1_75100.1	T265_12744
OG0005600	TREG1_24520.1	T265_01613, T265_02081, T265_01614
OG0005601	TREG1_60920.1, TREG1_60920.2	T265_01074, T265_07975
OG0005602	TREG1_61020.1, TREG1_61020.2	T265_05680
OG0005603	TREG1_89310.1	T265_10595
OG0005604	TREG1_49440.1, TREG1_49440.2	T265_14820
OG0005605	TREG1_44480.1	T265_00735
OG0005606	TREG1_97340.1	T265_01778, T265_01779
OG0005607	TREG1_122780.1	T265_08644
OG0005608	TREG1_89460.2, TREG1_89460.1, TREG1_89460.3, TREG1_89460.4	T265_14383
OG0005609	TREG1_84990.1	T265_15052
OG0005610	TREG1_11450.1, TREG1_11460.1	T265_14713
OG0005611	TREG1_124900.1	T265_13473, T265_04313
OG0005612	TREG1_132400.1	T265_02912, T265_11062
OG0005613	TREG1_73490.1	T265_08092
OG0005614	TREG1_48460.1	T265_10058
OG0005615	TREG1_46300.1, TREG1_46300.2, TREG1_46300.3, TREG1_46300.4, TREG1_46300.5, TREG1_46300.6	T265_01886
OG0005616	TREG1_46290.1	T265_01885, T265_12128
OG0005617	TREG1_41700.1	T265_13433
OG0005618	TREG1_65610.1	T265_08821
OG0005619	TREG1_65380.1, TREG1_65380.2	T265_06768
OG0005620	TREG1_124370.1	T265_05375
OG0005621	TREG1_121360.2, TREG1_121360.3, TREG1_121350.1, TREG1_121360.1	T265_06150
OG0005622	TREG1_15470.2, TREG1_15470.1, TREG1_15470.3	T265_05245
OG0005623	TREG1_105270.1, TREG1_105290.1	T265_09835, T265_12397
OG0005624	TREG1_19490.1, TREG1_19490.2	T265_00940
OG0005625	TREG1_20660.1, TREG1_20670.1	T265_04392, T265_04393
OG0005626	TREG1_34490.1	T265_05055
OG0005627	TREG1_32410.1, TREG1_32410.2	T265_10410
OG0005628	TREG1_43790.1	T265_09104
OG0005629	TREG1_41900.1, TREG1_41900.2, TREG1_41900.3, TREG1_41900.4	T265_11995, T265_15653
OG0005630	TREG1_114300.1	T265_15104
OG0005631	TREG1_77270.1, TREG1_136690.1, TREG1_137510.1	T265_10242
OG0005632	TREG1_131990.1	T265_10093
OG0005633	TREG1_8880.1	T265_04541
OG0005634	TREG1_60990.1	T265_13921
OG0005635	TREG1_19290.1	T265_00211
OG0005636	TREG1_43080.1	T265_06536
OG0005637	TREG1_96060.1, TREG1_96070.1	T265_11903
OG0005638	TREG1_100440.2, TREG1_100440.1, TREG1_100440.5, TREG1_100440.3, TREG1_100440.4	T265_02937
OG0005639	TREG1_100950.1	T265_05902
OG0005641	TREG1_106210.3, TREG1_106210.1, TREG1_106210.2, TREG1_106210.4	T265_00803
OG0005642	TREG1_133320.1	T265_05646
OG0005643	TREG1_48070.1, TREG1_48070.2	T265_06739
OG0005644	TREG1_106570.1	T265_02170
OG0005645	TREG1_81480.1	T265_00481
OG0005647	TREG1_74330.1, TREG1_74330.2	T265_12426
OG0005648	TREG1_143930.1, TREG1_143880.2, TREG1_143870.1, TREG1_143880.1, TREG1_143820.1	T265_02569
OG0005649	TREG1_74480.1, TREG1_74480.3, TREG1_74480.2	T265_01356
OG0005650	TREG1_85810.1	T265_03915
OG0005652	TREG1_64790.1	T265_09909
OG0005654	TREG1_105850.2, TREG1_105850.1, TREG1_105850.4, TREG1_105850.3	T265_04874, T265_13622
OG0005655	TREG1_36290.1, TREG1_36290.2	T265_04225
OG0005656	TREG1_124530.4, TREG1_124530.2, TREG1_124530.1, TREG1_124530.3	T265_04764
OG0005657	TREG1_18070.3, TREG1_18070.2, TREG1_18070.1, TREG1_18070.4	T265_12479, T265_00202
OG0005659	TREG1_8450.1, TREG1_8450.2	T265_10330
OG0005660	TREG1_98070.1, TREG1_98070.2	T265_02166
OG0005662	TREG1_57570.1	T265_01481
OG0005664	TREG1_35780.1	T265_16080
OG0005665	TREG1_69880.1	T265_02439
OG0005666	TREG1_125550.1, TREG1_125550.2	T265_04890
OG0005668	TREG1_4440.1, TREG1_4440.2	T265_04543
OG0005669	TREG1_74840.1	T265_00307
OG0005670	TREG1_115410.1	T265_15339
OG0005671	TREG1_18040.1	T265_00199
OG0005672	TREG1_67080.1, TREG1_67080.2	T265_00025
OG0005673	TREG1_67210.1	T265_00026
OG0005674	TREG1_43500.1	T265_14069
OG0005675	TREG1_57120.1, TREG1_57110.1	T265_14702
OG0005677	TREG1_12170.1	T265_12490
OG0005678	TREG1_86160.1	T265_08052
OG0005679	TREG1_120010.1	T265_05347
OG0005680	TREG1_94010.1, TREG1_94010.3, TREG1_94000.1, TREG1_94010.2	T265_02058
OG0005681	TREG1_94070.1, TREG1_144120.1, TREG1_94060.4, TREG1_94060.1, TREG1_142280.1, TREG1_94080.1	T265_02059
OG0005683	TREG1_50100.1, TREG1_50120.1, TREG1_50120.2	T265_00556, T265_00555, T265_00558
OG0005684	TREG1_72480.1	T265_13286
OG0005685	TREG1_26440.1	T265_04563
OG0005686	TREG1_125620.1, TREG1_125630.1	T265_02644
OG0005687	TREG1_90390.1	T265_07614
OG0005688	TREG1_15520.1, TREG1_15520.2, TREG1_15520.3, TREG1_15520.4	T265_06908
OG0005689	TREG1_95180.1, TREG1_95170.1	T265_12982
OG0005690	TREG1_73720.1	T265_13741
OG0005691	TREG1_133470.1, TREG1_133470.2	T265_14083
OG0005692	TREG1_67000.1	T265_03304
OG0005693	TREG1_15490.2, TREG1_15490.1, TREG1_15490.3	T265_09417
OG0005694	TREG1_69440.1	T265_05938
OG0005695	TREG1_71710.1	T265_13862, T265_05792
OG0005697	TREG1_22870.1	T265_11032, T265_14666, T265_08774, T265_08771, T265_08772
OG0005699	TREG1_25390.2, TREG1_136810.1, TREG1_25390.1	T265_05508
OG0005700	TREG1_103450.1	T265_08200
OG0005701	TREG1_77830.1	T265_10795, T265_12238
OG0005702	TREG1_82510.1	T265_06068, T265_13996
OG0005703	TREG1_52170.1, TREG1_52180.1	T265_08410
OG0005704	TREG1_56780.1, TREG1_56790.1, TREG1_56790.2	T265_04448
OG0005705	TREG1_72010.1	T265_13838
OG0005706	TREG1_74750.1	T265_04867
OG0005707	TREG1_86140.1	T265_09880
OG0005709	TREG1_38040.1	T265_10125
OG0005710	TREG1_57320.1	T265_14076, T265_14078, T265_00920
OG0005712	TREG1_120660.1, TREG1_120660.2, TREG1_120660.3, TREG1_120660.6, TREG1_120660.4, TREG1_120660.5	T265_04155
OG0005713	TREG1_82620.1, TREG1_82670.1, TREG1_82670.2	T265_13995
OG0005714	TREG1_119100.1	T265_07566
OG0005715	TREG1_98650.1, TREG1_98670.1	T265_02163
OG0005716	TREG1_68540.1	T265_00293
OG0005717	TREG1_100090.1	T265_01752
OG0005718	TREG1_65880.1, TREG1_65880.2, TREG1_65880.3	T265_10025
OG0005719	TREG1_44060.1	T265_04450
OG0005720	TREG1_117590.1	T265_14184
OG0005722	TREG1_133510.1	T265_10194
OG0005723	TREG1_42500.1	T265_04137
OG0005724	TREG1_1780.1	T265_01588
OG0005725	TREG1_118160.1	T265_02382
OG0005726	TREG1_66330.1, TREG1_66330.2	T265_12453
OG0005727	TREG1_92390.1, TREG1_92390.2, TREG1_92390.3	T265_05161
OG0005728	TREG1_121180.1, TREG1_121180.2	T265_04760
OG0005729	TREG1_89020.1	T265_08666
OG0005730	TREG1_133080.1	T265_13080
OG0005731	TREG1_112150.1	T265_02245
OG0005732	TREG1_33290.1	T265_10389, T265_16193
OG0005733	TREG1_59230.1, TREG1_59230.2	T265_05681
OG0005734	TREG1_39630.1, TREG1_39630.2, TREG1_39630.3	T265_15232
OG0005735	TREG1_128030.1, TREG1_128030.2	T265_11765
OG0005736	TREG1_99460.1	T265_12755
OG0005737	TREG1_85580.1	T265_00624, T265_02522
OG0005738	TREG1_84320.1	T265_11159, T265_16149
OG0005739	TREG1_48040.1	T265_01925
OG0005740	TREG1_105040.1, TREG1_105050.1	T265_13120
OG0005741	TREG1_121710.1, TREG1_121710.2	T265_04882
OG0005742	TREG1_54010.3, TREG1_54010.1, TREG1_54010.2	T265_13047
OG0005743	TREG1_9280.1, TREG1_9280.2, TREG1_9280.3	T265_03071
OG0005744	TREG1_25980.6, TREG1_25980.4, TREG1_25980.5, TREG1_25980.1, TREG1_25980.3, TREG1_25980.2, TREG1_142480.1	T265_10649
OG0005745	TREG1_80740.1	T265_03355
OG0005746	TREG1_46150.1	T265_02952
OG0005747	TREG1_31890.1, TREG1_31890.3, TREG1_31890.2, TREG1_31890.4	T265_04470, T265_08799
OG0005748	TREG1_121950.1	T265_13853
OG0005749	TREG1_88300.1	T265_00632
OG0005750	TREG1_134630.1, TREG1_134630.3, TREG1_134630.2	T265_15268
OG0005751	TREG1_53920.1	T265_07039
OG0005753	TREG1_96140.1	T265_05928, T265_00174, T265_02962
OG0005754	TREG1_119720.1, TREG1_119730.1	T265_01370
OG0005755	TREG1_35080.2, TREG1_35080.4, TREG1_35080.1, TREG1_35080.3	T265_13833
OG0005756	TREG1_38010.1, TREG1_38010.2, TREG1_38010.3	T265_09096
OG0005758	TREG1_96990.1	T265_15767
OG0005760	TREG1_141420.1, TREG1_66420.1	T265_13006
OG0005761	TREG1_38310.1	T265_05973
OG0005762	TREG1_84380.1	T265_06999, T265_15869
OG0005763	TREG1_130000.1	T265_14562
OG0005764	TREG1_88860.1	T265_01401
OG0005765	TREG1_48470.1	T265_02549
OG0005766	TREG1_114340.1, TREG1_114340.2	T265_07109
OG0005767	TREG1_109290.1, TREG1_109290.2	T265_05293
OG0005768	TREG1_57810.1	T265_15039
OG0005769	TREG1_14630.1	T265_04564
OG0005770	TREG1_33240.1	T265_08813
OG0005771	TREG1_139950.1	T265_02692
OG0005772	TREG1_113120.1	T265_11297
OG0005773	TREG1_5990.1	T265_07555
OG0005774	TREG1_81320.1, TREG1_81340.1	T265_00539
OG0005775	TREG1_55990.1	T265_10318
OG0005776	TREG1_123520.1	T265_05775
OG0005777	TREG1_42120.1	T265_05076
OG0005778	TREG1_93150.1, TREG1_93150.2	T265_11844
OG0005779	TREG1_92550.1, TREG1_92550.2, TREG1_92550.3, TREG1_92550.4	T265_02003
OG0005780	TREG1_130400.1	T265_14551
OG0005782	TREG1_43330.1, TREG1_43330.2, TREG1_43330.3, TREG1_43330.4	T265_14704
OG0005783	TREG1_125710.1	T265_00399
OG0005784	TREG1_129630.1, TREG1_129630.2	T265_07736
OG0005786	TREG1_13920.1	T265_04169
OG0005787	TREG1_520.1	T265_00243
OG0005788	TREG1_18180.1	T265_03214, T265_13190
OG0005790	TREG1_94920.1	T265_09946
OG0005791	TREG1_30620.1	T265_05057
OG0005792	TREG1_4460.1	T265_05239
OG0005793	TREG1_8590.1	T265_09807
OG0005794	TREG1_200.1	T265_07563
OG0005795	TREG1_134940.1, TREG1_134940.2, TREG1_134940.3, TREG1_134940.4, TREG1_134940.5, TREG1_134930.1	T265_08753
OG0005796	TREG1_3320.1	T265_09148
OG0005797	TREG1_131980.1	T265_04637
OG0005798	TREG1_99930.1	T265_03990
OG0005799	TREG1_21640.1, TREG1_21640.2	T265_03670
OG0005800	TREG1_114230.1	T265_07697
OG0005801	TREG1_30180.1	T265_02096, T265_02093
OG0005802	TREG1_98390.1	T265_02201
OG0005803	TREG1_78910.1, TREG1_78980.1	T265_00647
OG0005804	TREG1_131190.1	T265_05300
OG0005805	TREG1_138370.1, TREG1_138370.2	T265_11376
OG0005806	TREG1_110950.1	T265_01699
OG0005807	TREG1_96100.1, TREG1_96100.2	T265_10239
OG0005808	TREG1_43870.1, TREG1_43880.1	T265_02555
OG0005809	TREG1_50240.1	T265_10830
OG0005810	TREG1_121040.3, TREG1_121040.2, TREG1_121040.1	T265_03823
OG0005811	TREG1_28060.1	T265_03204
OG0005812	TREG1_41140.1, TREG1_41140.2	T265_08980
OG0005813	TREG1_102050.1	T265_13063
OG0005814	TREG1_14510.1	T265_09505
OG0005815	TREG1_86000.1	T265_00587
OG0005816	TREG1_30060.1	T265_06483
OG0005817	TREG1_45250.1	T265_06231
OG0005818	TREG1_125380.1, TREG1_125390.1	T265_13477
OG0005819	TREG1_70300.1	T265_07650
OG0005820	TREG1_87100.1, TREG1_87100.2	T265_14348
OG0005821	TREG1_135460.1, TREG1_135450.1	T265_15489
OG0005822	TREG1_37980.1	T265_10836, T265_15798
OG0005823	TREG1_54830.1	T265_03645
OG0005824	TREG1_33650.1	T265_13768
OG0005825	TREG1_37400.1	T265_09263
OG0005826	TREG1_85510.1	T265_15546, T265_15547
OG0005827	TREG1_62450.1	T265_00477
OG0005829	TREG1_79510.1, TREG1_79510.2	T265_07019
OG0005830	TREG1_98400.1	T265_02338
OG0005832	TREG1_55810.2, TREG1_55810.3, TREG1_55810.1, TREG1_55810.4	T265_03487
OG0005834	TREG1_115670.1	T265_09549, T265_09550
OG0005835	TREG1_84460.1	T265_02951, T265_02950, T265_12725
OG0005836	TREG1_110500.1, TREG1_110500.2	T265_01708
OG0005837	TREG1_128170.1, TREG1_89060.1	T265_01193
OG0005839	TREG1_48870.1	T265_06242
OG0005840	TREG1_122030.1	T265_11601
OG0005841	TREG1_14550.1	T265_08033
OG0005842	TREG1_76530.1	T265_03836, T265_15281
OG0005843	TREG1_23480.1, TREG1_23480.2	T265_10763
OG0005846	TREG1_49760.1, TREG1_49760.2	T265_07312
OG0005847	TREG1_133210.1	T265_13750
OG0005848	TREG1_66280.1	T265_06770
OG0005849	TREG1_133180.1	T265_11650
OG0005851	TREG1_76250.1, TREG1_76250.2, TREG1_76250.3, TREG1_76250.4, TREG1_76250.5, TREG1_76250.6	T265_13104
OG0005852	TREG1_49090.1	T265_08633
OG0005853	TREG1_105560.1, TREG1_105560.2, TREG1_105560.4, TREG1_105560.3	T265_02224
OG0005854	TREG1_108310.1	T265_13860
OG0005855	TREG1_39850.1, TREG1_39850.2	T265_08314
OG0005856	TREG1_122140.1	T265_03805
OG0005857	TREG1_91040.2, TREG1_91040.4, TREG1_91040.1, TREG1_91040.3, TREG1_91040.5	T265_00601
OG0005859	TREG1_8270.1	T265_08046
OG0005862	TREG1_42130.1, TREG1_42130.2	T265_05077
OG0005863	TREG1_68470.1	T265_12761
OG0005864	TREG1_24030.1, TREG1_52130.1	T265_12652
OG0005865	TREG1_103800.1	T265_13793
OG0005866	TREG1_102070.1	T265_01265
OG0005867	TREG1_48310.1	T265_14730
OG0005868	TREG1_135470.1	T265_15212
OG0005869	TREG1_131410.1	T265_02080
OG0005870	TREG1_59070.1, TREG1_59070.2	T265_01028
OG0005871	TREG1_104370.1	T265_02838
OG0005892	TREG1_39740.1, TREG1_39750.1	T265_02810
OG0005895	TREG1_132590.1	T265_02067, T265_12917
OG0005896	TREG1_56850.1	T265_11094
OG0005897	TREG1_132980.1	T265_07974
OG0005898	TREG1_42990.1	T265_12230
OG0005899	TREG1_132460.1	T265_04845
OG0005900	TREG1_25050.1	T265_00709
OG0005901	TREG1_87330.1	T265_00638
OG0005902	TREG1_19500.1	T265_00941, T265_02464
OG0005903	TREG1_19070.1	T265_00963
OG0005904	TREG1_32820.1, TREG1_32820.2, TREG1_32820.3	T265_11372
OG0005905	TREG1_91910.1, TREG1_91900.1	T265_03164
OG0005908	TREG1_41340.1	T265_02581
OG0005909	TREG1_17580.1, TREG1_17580.3, TREG1_17580.2	T265_06412, T265_11442
OG0005910	TREG1_105370.3, TREG1_105370.2, TREG1_105370.1	T265_09944
OG0005911	TREG1_136160.1	T265_04810
OG0005912	TREG1_131680.1, TREG1_131680.2	T265_04624
OG0005913	TREG1_124410.1	T265_10498
OG0005914	TREG1_99180.1, TREG1_99180.2, TREG1_99180.3, TREG1_99180.4, TREG1_99180.5, TREG1_99180.6	T265_06765
OG0005915	TREG1_6930.1, TREG1_6930.2	T265_08170
OG0005916	TREG1_123310.1	T265_06691
OG0005917	TREG1_87830.1	T265_15562
OG0005919	TREG1_21580.1	T265_11164, T265_11165
OG0005920	TREG1_19160.1	T265_00251
OG0005921	TREG1_94440.1	T265_00660
OG0005922	TREG1_24270.1, TREG1_24270.2	T265_03683
OG0005923	TREG1_46460.1	T265_09100
OG0005924	TREG1_8250.1	T265_11578, T265_15466
OG0005925	TREG1_96350.1	T265_01965
OG0005926	TREG1_82080.1	T265_06075
OG0005927	TREG1_38590.1, TREG1_38560.1	T265_07474
OG0005928	TREG1_90400.1	T265_03910
OG0005929	TREG1_88170.1, TREG1_88190.1	T265_14813
OG0005930	TREG1_97360.1, TREG1_97350.1	T265_01780
OG0005931	TREG1_105660.1	T265_00432
OG0005932	TREG1_11440.1, TREG1_11440.2	T265_15964, T265_08949
OG0005934	TREG1_16090.1	T265_13965
OG0005935	TREG1_36610.1	T265_11727
OG0005936	TREG1_84930.1, TREG1_84930.2, TREG1_84930.3	T265_13176
OG0005937	TREG1_139160.1, TREG1_140280.1, TREG1_140280.2	T265_07301
OG0005938	TREG1_105790.1	T265_12945
OG0005939	TREG1_70820.1	T265_01335
OG0005943	TREG1_25810.1	T265_00991
OG0005944	TREG1_79710.1	T265_11797
OG0005945	TREG1_19180.1	T265_03036
OG0005946	TREG1_23600.1, TREG1_23600.2	T265_10157
OG0005947	TREG1_128260.1, TREG1_13790.2, TREG1_13790.1	T265_09064
OG0005948	TREG1_36740.1	T265_03363, T265_07624
OG0005950	TREG1_71050.1, TREG1_71050.2	T265_12502
OG0005951	TREG1_25090.1, TREG1_25090.2	T265_09940
OG0005952	TREG1_118670.1	T265_10288
OG0005953	TREG1_90820.1	T265_10746
OG0005954	TREG1_21660.1	T265_10033
OG0005955	TREG1_124870.1, TREG1_124870.2	T265_07740
OG0005956	TREG1_52450.1, TREG1_52440.1	T265_04335
OG0005957	TREG1_38400.1, TREG1_38400.2	T265_08557
OG0005958	TREG1_103210.1	T265_06746
OG0005959	TREG1_45080.1	T265_05366
OG0005960	TREG1_116740.1, TREG1_116740.2	T265_05528
OG0005961	TREG1_82880.1	T265_14951
OG0005962	TREG1_133060.1	T265_06637
OG0005963	TREG1_82970.1	T265_10304, T265_14365, T265_15108
OG0005964	TREG1_50660.1	T265_10711
OG0005965	TREG1_28400.1, TREG1_28400.2	T265_02267
OG0005966	TREG1_121260.1, TREG1_121260.2	T265_10363
OG0005967	TREG1_105610.1, TREG1_105610.2	T265_09028
OG0005968	TREG1_15290.1	T265_03223
OG0005969	TREG1_57580.1, TREG1_57580.2	T265_01484
OG0005970	TREG1_27490.1	T265_00871
OG0005971	TREG1_37480.1	T265_05686
OG0005973	TREG1_39250.1	T265_06386
OG0005974	TREG1_24130.1, TREG1_24130.2	T265_06188
OG0005975	TREG1_95850.1	T265_14775
OG0005976	TREG1_50530.1	T265_14316
OG0005977	TREG1_66670.1, TREG1_66670.2	T265_12538
OG0005978	TREG1_121810.1	T265_13761
OG0005979	TREG1_18470.1	T265_05569
OG0005980	TREG1_73880.1	T265_05285
OG0005981	TREG1_131370.1	T265_15772
OG0005982	TREG1_85660.1	T265_00605, T265_00606
OG0005983	TREG1_66210.1, TREG1_66230.1	T265_07434
OG0005984	TREG1_88070.1	T265_00666
OG0005985	TREG1_37200.1, TREG1_37200.2	T265_08574
OG0005986	TREG1_21720.1	T265_03423
OG0005988	TREG1_134600.1	T265_15461
OG0005989	TREG1_111840.1	T265_14833
OG0005990	TREG1_73900.1	T265_00349
