Orthogroup	trichobilharzia_regenti	schistosoma_bovis
OG0006533	TREG1_121540.1	SBOV2_86170.1
OG0006543	TREG1_115290.1	SBOV2_82300.1
OG0006544	TREG1_135600.1, TREG1_135630.1	SBOV2_94660.1
OG0006546	TREG1_122430.1	SBOV2_87890.1, SBOV2_87890.2
OG0006547	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3	SBOV2_47350.1
OG0006548	TREG1_130740.1	SBOV2_91510.1
OG0006549	TREG1_93670.1	SBOV2_68410.1
OG0006550	TREG1_74930.1	SBOV2_55210.1, SBOV2_55210.2
OG0006551	TREG1_107280.1, TREG1_107280.2	SBOV2_73890.1
OG0006552	TREG1_20910.1	SBOV2_14670.1
OG0006553	TREG1_102620.1	SBOV2_76340.1
OG0006554	TREG1_34520.1	SBOV2_43060.1
OG0006555	TREG1_129050.1	SBOV2_91410.1
OG0006556	TREG1_69610.1, TREG1_69620.1	SBOV2_51680.1
OG0006557	TREG1_83720.1	SBOV2_60510.1, SBOV2_60510.2
OG0006558	TREG1_95660.1, TREG1_95650.1	SBOV2_70400.1
OG0006559	TREG1_4020.1	SBOV2_5170.2
OG0006560	TREG1_59690.1	SBOV2_40880.1
OG0006562	TREG1_15260.1, TREG1_15260.2	SBOV2_13230.1
OG0006563	TREG1_120440.1	SBOV2_86400.1
OG0006564	TREG1_57890.1	SBOV2_28740.2, SBOV2_28740.1
OG0006565	TREG1_17500.1	SBOV2_16170.1
OG0006566	TREG1_46160.1	SBOV2_38370.1
OG0006567	TREG1_49160.1	SBOV2_37390.1
OG0006568	TREG1_28380.1	SBOV2_20220.1
OG0006569	TREG1_46370.1	SBOV2_38390.1
OG0006570	TREG1_73340.1	SBOV2_50020.1
OG0006571	TREG1_85700.1	SBOV2_61410.1
OG0006572	TREG1_62260.1	SBOV2_45690.1
OG0006573	TREG1_10050.1	SBOV2_1980.1
OG0006574	TREG1_89710.1	SBOV2_66170.1
OG0006575	TREG1_78090.1	SBOV2_57290.1
OG0006576	TREG1_79290.1	SBOV2_57400.1, SBOV2_57400.2
OG0006577	TREG1_44000.1	SBOV2_31920.1
OG0006578	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3	SBOV2_47200.1
OG0006579	TREG1_42050.1	SBOV2_41690.1, SBOV2_41690.2
OG0006580	TREG1_101950.1	SBOV2_75710.1
OG0006581	TREG1_59710.1, TREG1_59710.2	SBOV2_40890.1
OG0006582	TREG1_53010.1	SBOV2_36980.1
OG0006583	TREG1_120110.1	SBOV2_85920.1
OG0006584	TREG1_129120.1	SBOV2_2530.1
OG0006585	TREG1_19390.1	SBOV2_17530.3, SBOV2_17530.1, SBOV2_17530.2
OG0006586	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2	SBOV2_30250.1
OG0006588	TREG1_18290.1	SBOV2_13590.1
OG0006589	TREG1_28800.1, TREG1_28800.2	SBOV2_20880.1
OG0006590	TREG1_28770.1	SBOV2_20870.1
OG0006592	TREG1_115600.1	SBOV2_83770.1
OG0006593	TREG1_95130.1	SBOV2_70100.1
OG0006594	TREG1_138240.1	SBOV2_53720.1
OG0006595	TREG1_67620.1	SBOV2_52120.1
OG0006596	TREG1_2290.1	SBOV2_77870.1
OG0006597	TREG1_106170.1	SBOV2_76690.1
OG0006598	TREG1_133390.1	SBOV2_92860.1
OG0006599	TREG1_32700.1	SBOV2_22880.1
OG0006600	TREG1_109810.1, TREG1_138170.1	SBOV2_78150.1
OG0006601	TREG1_68860.1	SBOV2_53760.1
OG0006602	TREG1_31500.1, TREG1_31500.2	SBOV2_24700.1, SBOV2_24700.2
OG0006603	TREG1_133020.1	SBOV2_91960.1
OG0006604	TREG1_74340.1	SBOV2_55110.1
OG0006605	TREG1_16210.1, TREG1_16210.2	SBOV2_18110.1
OG0006606	TREG1_104050.1, TREG1_104050.2	SBOV2_72260.1, SBOV2_72260.2
OG0006607	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3	SBOV2_41240.1, SBOV2_41240.2
OG0006608	TREG1_21260.1, TREG1_21260.2	SBOV2_20280.1
OG0006610	TREG1_112500.1, TREG1_130100.1	SBOV2_79890.1
OG0006613	TREG1_76390.1	SBOV2_55470.1
OG0006614	TREG1_88080.1, TREG1_88080.2	SBOV2_65090.1
OG0006615	TREG1_53800.1	SBOV2_33520.1
OG0006616	TREG1_95840.1	SBOV2_70490.1
OG0006617	TREG1_95920.1	SBOV2_69130.1, SBOV2_69130.2
OG0006618	TREG1_47170.1, TREG1_47170.2	SBOV2_30580.1
OG0006619	TREG1_59270.3, TREG1_59330.1	SBOV2_23600.1
OG0006620	TREG1_12310.1, TREG1_12310.2	SBOV2_2150.1
OG0006621	TREG1_128010.1	SBOV2_91260.1
OG0006622	TREG1_9330.1	SBOV2_15950.1
OG0006623	TREG1_82460.1	SBOV2_65870.1, SBOV2_65840.1, SBOV2_65840.2
OG0006624	TREG1_55650.1	SBOV2_33020.1
OG0006625	TREG1_84420.1	SBOV2_61320.1
OG0006627	TREG1_75920.1, TREG1_75990.1	SBOV2_55780.1
OG0006628	TREG1_127910.1	SBOV2_91330.1
OG0006629	TREG1_98510.1	SBOV2_74730.1, SBOV2_74730.2, SBOV2_74730.3
OG0006630	TREG1_112090.1	SBOV2_80790.1
OG0006631	TREG1_64340.1	SBOV2_54190.1
OG0006632	TREG1_45020.1	SBOV2_28590.1, SBOV2_28590.2
OG0006633	TREG1_99500.1	SBOV2_69240.1
OG0006634	TREG1_56690.1	SBOV2_26890.1
OG0006635	TREG1_24980.1	SBOV2_7030.1
OG0006636	TREG1_54560.1	SBOV2_24290.2, SBOV2_24290.1, SBOV2_24290.3
OG0006637	TREG1_39410.1, TREG1_39410.2	SBOV2_42480.1
OG0006638	TREG1_25850.1	SBOV2_7070.1
OG0006639	TREG1_97790.1	SBOV2_79150.1
OG0006640	TREG1_11510.1, TREG1_11510.2	SBOV2_8900.1
OG0006641	TREG1_98420.1, TREG1_98430.1	SBOV2_75050.1
OG0006642	TREG1_81070.1	SBOV2_64020.1
OG0006643	TREG1_79980.1	SBOV2_57760.1, SBOV2_57720.1
OG0006644	TREG1_33400.1	SBOV2_24030.1
OG0006645	TREG1_86640.1, TREG1_86640.2	SBOV2_60590.1, SBOV2_60590.2, SBOV2_60590.3
OG0006646	TREG1_68810.1, TREG1_68810.2	SBOV2_53940.1
OG0006647	TREG1_81010.1	SBOV2_65860.1
OG0006648	TREG1_82700.1	SBOV2_65800.1
OG0006649	TREG1_94930.1	SBOV2_71700.1
OG0006650	TREG1_67200.1, TREG1_67200.2	SBOV2_46760.1, SBOV2_46760.2
OG0006651	TREG1_25650.1	SBOV2_12340.1
OG0006652	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1	SBOV2_23420.1
OG0006653	TREG1_89340.1	SBOV2_63870.1
OG0006654	TREG1_82600.1, TREG1_82600.2	SBOV2_65760.1
OG0006655	TREG1_43590.1, TREG1_43590.2	SBOV2_33370.1
OG0006656	TREG1_43580.1	SBOV2_33380.1
OG0006657	TREG1_35690.1	SBOV2_24840.1
OG0006658	TREG1_105550.1	SBOV2_76370.1
OG0006659	TREG1_36830.1	SBOV2_32620.1
OG0006660	TREG1_116530.1, TREG1_116530.2	SBOV2_84460.1
OG0006661	TREG1_105030.1	SBOV2_71860.1
OG0006662	TREG1_30410.1	SBOV2_15630.1
OG0006663	TREG1_56400.1, TREG1_56410.1	SBOV2_25920.1
OG0006664	TREG1_65290.1	SBOV2_54500.1
OG0006665	TREG1_55740.1	SBOV2_31120.1
OG0006666	TREG1_5320.1	SBOV2_1360.1
OG0006667	TREG1_138330.1	SBOV2_6820.2, SBOV2_6820.1
OG0006668	TREG1_33390.1	SBOV2_24020.1
OG0006669	TREG1_15420.1	SBOV2_13930.1
OG0006670	TREG1_95620.1	SBOV2_70390.1
OG0006671	TREG1_109120.1	SBOV2_78020.1
OG0006672	TREG1_21960.1	SBOV2_17420.1
OG0006673	TREG1_16020.1	SBOV2_19670.1
OG0006674	TREG1_97770.1, TREG1_97770.2	SBOV2_79070.1
OG0006675	TREG1_29260.1	SBOV2_21900.1
OG0006676	TREG1_98340.1	SBOV2_73450.2, SBOV2_73450.1
OG0006678	TREG1_71720.1	SBOV2_46280.1
OG0006679	TREG1_44560.1	SBOV2_35330.1
OG0006680	TREG1_15950.1, TREG1_15950.2	SBOV2_11790.1
OG0006681	TREG1_83800.1, TREG1_83800.2	SBOV2_96810.1, SBOV2_60460.2, SBOV2_60460.3, SBOV2_60460.1
OG0006682	TREG1_110750.1	SBOV2_83390.1
OG0006683	TREG1_105310.1, TREG1_24330.1	SBOV2_20780.1
OG0006684	TREG1_23000.1	SBOV2_17690.1
OG0006685	TREG1_58110.1	SBOV2_33870.1
OG0006686	TREG1_73550.1	SBOV2_52250.1
OG0006687	TREG1_119580.1	SBOV2_89360.1
OG0006688	TREG1_81600.1	SBOV2_58580.1
OG0006689	TREG1_87770.1	SBOV2_61170.1, SBOV2_61170.2
OG0006690	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1	SBOV2_60470.1
OG0006691	TREG1_106880.1	SBOV2_75750.1
OG0006692	TREG1_18770.1	SBOV2_4450.1
OG0006693	TREG1_142100.1, TREG1_32710.1	SBOV2_22890.1
OG0006694	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1	SBOV2_77080.1
OG0006695	TREG1_85600.1, TREG1_85600.2	SBOV2_63200.1
OG0006696	TREG1_123470.1	SBOV2_86070.1
OG0006697	TREG1_52930.1, TREG1_52940.1	SBOV2_36920.1
OG0006698	TREG1_37030.1	SBOV2_26050.1
OG0006699	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3	SBOV2_70510.1
OG0006700	TREG1_41420.1	SBOV2_28130.1
OG0006701	TREG1_71560.1	SBOV2_48820.1
OG0006702	TREG1_129240.1, TREG1_129260.1	SBOV2_90060.1
OG0006703	TREG1_19540.2	SBOV2_7770.1
OG0006704	TREG1_36670.1	SBOV2_32410.1
OG0006705	TREG1_73580.1	SBOV2_56440.1, SBOV2_56440.2
OG0006706	TREG1_140050.1	SBOV2_26920.1
OG0006707	TREG1_52430.1	SBOV2_37130.2, SBOV2_37130.1, SBOV2_37130.3
OG0006708	TREG1_10690.1, TREG1_10690.2	SBOV2_14250.1
OG0006709	TREG1_22490.1	SBOV2_19310.1
OG0006711	TREG1_89050.1	SBOV2_64370.1
OG0006712	TREG1_110280.1	SBOV2_83620.1
OG0006714	TREG1_61120.1	SBOV2_22200.1
OG0006715	TREG1_34560.1	SBOV2_43340.1
OG0006716	TREG1_61460.1	SBOV2_44940.1
OG0006717	TREG1_129400.1	SBOV2_90150.1
OG0006718	TREG1_29350.1	SBOV2_22000.1, SBOV2_21980.1
OG0006719	TREG1_63020.1	SBOV2_45460.1
OG0006720	TREG1_141180.1, TREG1_60460.1	SBOV2_40750.1
OG0006721	TREG1_6660.1	SBOV2_12520.1
OG0006722	TREG1_48270.1	SBOV2_39020.1, SBOV2_39020.2
OG0006723	TREG1_61440.1	SBOV2_44950.1
OG0006724	TREG1_2920.1	SBOV2_3320.1
OG0006725	TREG1_83030.1, TREG1_83030.2	SBOV2_61890.1
OG0006726	TREG1_86350.1	SBOV2_62410.1
OG0006727	TREG1_102800.1	SBOV2_79260.1
OG0006728	TREG1_131650.1	SBOV2_93910.1
OG0006729	TREG1_135770.1	SBOV2_94470.1
OG0006730	TREG1_46020.1	SBOV2_35960.1
OG0006731	TREG1_121400.1, TREG1_121400.2	SBOV2_86530.1
OG0006732	TREG1_82310.1	SBOV2_63810.1
OG0006733	TREG1_47160.1, TREG1_47160.2	SBOV2_9890.1
OG0006734	TREG1_128410.1	SBOV2_90860.1
OG0006735	TREG1_87680.1, TREG1_87680.2	SBOV2_62910.1
OG0006736	TREG1_106260.1	SBOV2_72690.1
OG0006737	TREG1_96500.1	SBOV2_2350.1
OG0006738	TREG1_36190.1, TREG1_36190.2	SBOV2_44610.1
OG0006739	TREG1_23580.1, TREG1_23580.2, TREG1_23580.3	SBOV2_20590.1
OG0006740	TREG1_110960.1, TREG1_110970.1	SBOV2_81450.1
OG0006741	TREG1_17950.1, TREG1_17950.2	SBOV2_13360.1
OG0006742	TREG1_20190.2, TREG1_20190.1	SBOV2_10830.2, SBOV2_10830.1
OG0006743	TREG1_67910.1	SBOV2_49480.1
OG0006744	TREG1_121050.1	SBOV2_86640.2, SBOV2_86640.1
OG0006745	TREG1_115380.1	SBOV2_83670.1
OG0006746	TREG1_109510.1	SBOV2_78440.1
OG0006747	TREG1_111250.1	SBOV2_80320.1
OG0006748	TREG1_25550.1	SBOV2_10780.1
OG0006749	TREG1_47430.1, TREG1_47430.3, TREG1_47430.2	SBOV2_30370.1
OG0006750	TREG1_128440.1	SBOV2_90800.1, SBOV2_90800.2
OG0006751	TREG1_72680.1	SBOV2_56220.1
OG0006752	TREG1_30090.1	SBOV2_13040.1, SBOV2_13040.2
OG0006753	TREG1_92400.1	SBOV2_68250.1
OG0006754	TREG1_69500.1	SBOV2_48590.1
OG0006755	TREG1_82730.1	SBOV2_65210.1
OG0006756	TREG1_121690.1	SBOV2_85600.1
OG0006757	TREG1_138950.1	SBOV2_7990.1
OG0006758	TREG1_79820.1, TREG1_79820.2, TREG1_79820.3	SBOV2_63410.1, SBOV2_63410.2
OG0006759	TREG1_8660.1	SBOV2_10350.1
OG0006760	TREG1_90010.1	SBOV2_63230.1
OG0006761	TREG1_61500.1	SBOV2_44900.1
OG0006762	TREG1_132520.1, TREG1_132500.1	SBOV2_92670.1
OG0006763	TREG1_26910.1	SBOV2_17950.1
OG0006764	TREG1_97200.1	SBOV2_73190.1
OG0006765	TREG1_123480.1	SBOV2_86080.1
OG0006766	TREG1_121840.1	SBOV2_85460.1
OG0006767	TREG1_121730.1	SBOV2_85560.2, SBOV2_85560.1
OG0006768	TREG1_3440.1	SBOV2_7620.1
OG0006769	TREG1_101410.1	SBOV2_73410.1
OG0006771	TREG1_4330.1	SBOV2_7220.1
OG0006772	TREG1_93120.1, TREG1_93130.1	SBOV2_67630.1
OG0006773	TREG1_105530.1	SBOV2_76390.1
OG0006774	TREG1_22700.1	SBOV2_18790.2, SBOV2_18790.3, SBOV2_18790.1
OG0006775	TREG1_84640.1	SBOV2_58950.1
OG0006776	TREG1_85790.1	SBOV2_64250.1
OG0006777	TREG1_10480.1	SBOV2_16920.1
OG0006778	TREG1_25290.1	SBOV2_20410.1
OG0006779	TREG1_66090.1	SBOV2_49170.1
OG0006780	TREG1_110510.1	SBOV2_82400.1
OG0006781	TREG1_54910.1	SBOV2_27440.1, SBOV2_27440.2
OG0006782	TREG1_92370.1, TREG1_92370.2, TREG1_92370.3	SBOV2_68280.1
OG0006783	TREG1_19840.1, TREG1_19840.2	SBOV2_16610.1, SBOV2_16610.2
OG0006784	TREG1_3860.1	SBOV2_4000.1, SBOV2_4000.3, SBOV2_4000.2
OG0006786	TREG1_29910.1	SBOV2_20450.1
OG0006787	TREG1_44660.1	SBOV2_34300.1
OG0006788	TREG1_87290.1	SBOV2_64750.1
OG0006789	TREG1_16600.1	SBOV2_13010.1
OG0006790	TREG1_134080.1, TREG1_134080.2	SBOV2_91890.1
OG0006792	TREG1_32800.1	SBOV2_22960.1
OG0006793	TREG1_30070.1	SBOV2_13060.1
OG0006795	TREG1_26470.1	SBOV2_13660.1
OG0006796	TREG1_20180.1	SBOV2_15570.1
OG0006797	TREG1_14270.1, TREG1_14280.1, TREG1_14280.2	SBOV2_1080.1
OG0006798	TREG1_72510.1	SBOV2_48650.1, SBOV2_48650.2
OG0006799	TREG1_40300.1	SBOV2_26200.1
OG0006800	TREG1_27520.1	SBOV2_21320.1
OG0006801	TREG1_20070.1	SBOV2_14810.1
OG0006802	TREG1_20110.1	SBOV2_14850.1
OG0006803	TREG1_103900.1, TREG1_103900.2, TREG1_103900.3	SBOV2_75930.1, SBOV2_75930.2, SBOV2_75930.4, SBOV2_75930.3
OG0006804	TREG1_115820.1	SBOV2_82460.1, SBOV2_82460.2
OG0006805	TREG1_112940.1, TREG1_112940.2, TREG1_112940.3, TREG1_112940.4, TREG1_112940.5	SBOV2_82160.1, SBOV2_82160.2
OG0006807	TREG1_52060.1	SBOV2_35400.1, SBOV2_35400.2
OG0006808	TREG1_58750.1	SBOV2_40500.1
OG0006809	TREG1_91190.1	SBOV2_65710.1
OG0006810	TREG1_92200.1	SBOV2_67200.1
OG0006811	TREG1_117890.1, TREG1_117890.3, TREG1_117890.2	SBOV2_84590.1, SBOV2_84590.2, SBOV2_84590.3, SBOV2_84660.1
OG0006813	TREG1_54950.1, TREG1_54950.2, TREG1_54950.3, TREG1_54950.4	SBOV2_35620.1
OG0006816	TREG1_123660.1, TREG1_123690.1	SBOV2_87610.1
OG0006817	TREG1_39190.1	SBOV2_41300.1
OG0006819	TREG1_27810.1	SBOV2_15130.1
OG0006820	TREG1_101340.1	SBOV2_74840.1
OG0006821	TREG1_140470.1, TREG1_52910.1	SBOV2_30640.1
OG0006822	TREG1_12370.1	SBOV2_4490.1
OG0006823	TREG1_130230.1	SBOV2_92390.1, SBOV2_92390.2
OG0006824	TREG1_130530.1	SBOV2_92170.1
OG0006825	TREG1_116820.1, TREG1_116830.1	SBOV2_84530.1
OG0006826	TREG1_116690.1, TREG1_116690.2	SBOV2_84420.1
OG0006827	TREG1_129220.1, TREG1_129220.2	SBOV2_90020.1
OG0006828	TREG1_104770.1	SBOV2_75670.1, SBOV2_75660.1
OG0006829	TREG1_86120.1	SBOV2_64800.1
OG0006830	TREG1_90070.1	SBOV2_62090.2, SBOV2_62090.1, SBOV2_62090.3
OG0006831	TREG1_46990.1	SBOV2_35910.1, SBOV2_35910.2
OG0006832	TREG1_48670.1	SBOV2_25370.1, SBOV2_25370.2, SBOV2_25370.3
OG0006833	TREG1_33530.1	SBOV2_40600.3, SBOV2_40600.1, SBOV2_40600.2
OG0006834	TREG1_58940.1, TREG1_58940.2	SBOV2_23780.2, SBOV2_23780.3
OG0006836	TREG1_8260.1, TREG1_8260.2	SBOV2_16430.1
OG0006837	TREG1_46560.1	SBOV2_38090.1, SBOV2_38090.2
OG0006841	TREG1_11870.1	SBOV2_8990.1, SBOV2_9010.1, SBOV2_8990.2
OG0006851	TREG1_89790.1	SBOV2_66330.1
OG0006852	TREG1_135590.1, TREG1_135620.1	SBOV2_94650.1
OG0006853	TREG1_28730.1, TREG1_28730.2	SBOV2_15180.1
OG0006854	TREG1_64200.1	SBOV2_48280.1
OG0006855	TREG1_134250.1, TREG1_134250.2	SBOV2_93260.1
OG0006856	TREG1_35890.1, TREG1_35890.2, TREG1_35890.3	SBOV2_44200.1
OG0006857	TREG1_122560.1	SBOV2_87870.1
OG0006858	TREG1_20830.1	SBOV2_11260.1
OG0006859	TREG1_12820.1	SBOV2_1400.1
OG0006860	TREG1_29010.1, TREG1_94660.1	SBOV2_15440.1
OG0006861	TREG1_66270.1	SBOV2_52560.1, SBOV2_52560.2
OG0006862	TREG1_47080.1, TREG1_47080.2	SBOV2_38560.1
OG0006863	TREG1_69770.1	SBOV2_49370.1, SBOV2_49370.2
OG0006864	TREG1_65030.1	SBOV2_47310.1
OG0006865	TREG1_54740.1	SBOV2_24470.1
OG0006866	TREG1_51390.1, TREG1_51390.2, TREG1_51390.3	SBOV2_34720.1, SBOV2_34720.2
OG0006867	TREG1_121650.1	SBOV2_86200.1, SBOV2_86250.1
OG0006868	TREG1_6220.1	SBOV2_10470.1
OG0006870	TREG1_46710.1	SBOV2_37990.1
OG0006871	TREG1_120470.1	SBOV2_86360.1
OG0006872	TREG1_64060.1	SBOV2_47250.1, SBOV2_47270.1
OG0006873	TREG1_108050.1, TREG1_7490.1	SBOV2_6730.1
OG0006874	TREG1_10610.1	SBOV2_16810.1
OG0006875	TREG1_87950.1, TREG1_87950.2	SBOV2_64990.1
OG0006876	TREG1_44640.1	SBOV2_34280.1
OG0006877	TREG1_64700.1	SBOV2_47520.1
OG0006878	TREG1_110910.1	SBOV2_81490.1
OG0006879	TREG1_80330.1	SBOV2_57960.1
OG0006880	TREG1_112220.1, TREG1_6200.1	SBOV2_79950.1
OG0006881	TREG1_127660.1	SBOV2_88320.1
OG0006882	TREG1_124650.1	SBOV2_87250.1
OG0006883	TREG1_38490.1	SBOV2_41060.1
OG0006884	TREG1_100760.1	SBOV2_71210.1, SBOV2_71210.2
OG0006885	TREG1_48640.1, TREG1_48640.2, TREG1_48650.1	SBOV2_39250.1
OG0006886	TREG1_47540.1	SBOV2_35180.1
OG0006887	TREG1_35180.1	SBOV2_25230.1
OG0006888	TREG1_33010.1	SBOV2_29840.1
OG0006889	TREG1_119590.1	SBOV2_89370.1
OG0006890	TREG1_124940.1	SBOV2_90370.1
OG0006891	TREG1_65620.1	SBOV2_49250.1
OG0006892	TREG1_87610.1	SBOV2_62960.1
OG0006893	TREG1_48350.1	SBOV2_39140.1
OG0006894	TREG1_132030.1, TREG1_132030.2	SBOV2_94220.1
OG0006895	TREG1_137140.1	SBOV2_33970.1
OG0006897	TREG1_43170.1	SBOV2_28220.1
OG0006898	TREG1_72530.1, TREG1_72530.2	SBOV2_48620.1
OG0006899	TREG1_49860.1	SBOV2_36510.1
OG0006900	TREG1_136310.1, TREG1_136310.2	SBOV2_93330.3, SBOV2_93330.1, SBOV2_93330.2
OG0006901	TREG1_87670.1	SBOV2_62920.1
OG0006902	TREG1_12190.1, TREG1_12200.1	SBOV2_190.1
OG0006903	TREG1_24680.1	SBOV2_14410.1
OG0006904	TREG1_75700.1	SBOV2_52370.1, SBOV2_52360.1
OG0006905	TREG1_133330.1	SBOV2_95510.1
OG0006906	TREG1_74030.1	SBOV2_55550.1, SBOV2_55560.1
OG0006907	TREG1_77230.1	SBOV2_50540.1
OG0006908	TREG1_36240.1	SBOV2_44360.1
OG0006910	TREG1_78020.1	SBOV2_57270.1
OG0006911	TREG1_69040.1	SBOV2_52690.1
OG0006912	TREG1_15610.1	SBOV2_13630.1
OG0006913	TREG1_22300.1	SBOV2_18360.1
OG0006914	TREG1_69710.1	SBOV2_53880.1
OG0006915	TREG1_50640.1	SBOV2_35490.1
OG0006916	TREG1_131740.1, TREG1_131740.2	SBOV2_91680.1
OG0006917	TREG1_6500.1	SBOV2_3410.1, SBOV2_3420.1
OG0006918	TREG1_52090.1, TREG1_52100.1	SBOV2_35420.1
OG0006919	TREG1_39820.1	SBOV2_30180.1
OG0006920	TREG1_59670.1	SBOV2_40860.1
OG0006921	TREG1_84890.1	SBOV2_60920.1
OG0006922	TREG1_135300.1	SBOV2_12530.1
OG0006923	TREG1_136440.1	SBOV2_93400.1
OG0006924	TREG1_109430.1	SBOV2_78500.1
OG0006925	TREG1_74560.1	SBOV2_49720.1
OG0006926	TREG1_66650.1, TREG1_66650.2	SBOV2_53550.1
OG0006927	TREG1_72590.1	SBOV2_52650.1
OG0006928	TREG1_16890.1	SBOV2_15550.1
OG0006929	TREG1_118730.1	SBOV2_81700.1
OG0006930	TREG1_4510.1, TREG1_4510.2, TREG1_4530.1	SBOV2_4740.1
OG0006931	TREG1_12450.1	SBOV2_10050.1
OG0006933	TREG1_76880.1, TREG1_76880.2	SBOV2_52960.1, SBOV2_52960.2
OG0006934	TREG1_55900.1	SBOV2_41520.1
OG0006935	TREG1_95760.1	SBOV2_70470.1
OG0006936	TREG1_52740.1	SBOV2_30780.1
OG0006937	TREG1_77010.1	SBOV2_50750.1, SBOV2_50750.2
OG0006938	TREG1_125610.1, TREG1_125600.1	SBOV2_88000.1
OG0006939	TREG1_56230.1, TREG1_56230.2, TREG1_56230.3	SBOV2_25770.1
OG0006940	TREG1_29610.1	SBOV2_14230.1
OG0006941	TREG1_22310.1	SBOV2_18350.1
OG0006942	TREG1_10550.1	SBOV2_16870.1
OG0006943	TREG1_114250.1	SBOV2_82570.1
OG0006944	TREG1_102160.1, TREG1_102160.2	SBOV2_71400.1
OG0006946	TREG1_18140.1	SBOV2_12080.1
OG0006948	TREG1_52230.1	SBOV2_33150.1
OG0006949	TREG1_105500.1, TREG1_105500.2	SBOV2_72190.1
OG0006950	TREG1_98840.1	SBOV2_74580.1
OG0006951	TREG1_23440.1	SBOV2_20250.1
OG0006952	TREG1_38030.1	SBOV2_39930.1
OG0006953	TREG1_81760.1	SBOV2_58690.1
OG0006954	TREG1_72410.1, TREG1_73180.1	SBOV2_53080.1
OG0006955	TREG1_49900.1, TREG1_49900.2	SBOV2_36460.1
OG0006956	TREG1_88400.1	SBOV2_59740.1
OG0006957	TREG1_95980.1	SBOV2_70690.1
OG0006958	TREG1_93680.1, TREG1_93680.2	SBOV2_68440.1
OG0006959	TREG1_120120.1	SBOV2_85930.1
OG0006960	TREG1_40200.1	SBOV2_32790.1
OG0006961	TREG1_125330.1	SBOV2_88230.1, SBOV2_88230.2
OG0006962	TREG1_68950.1	SBOV2_51600.1
OG0006963	TREG1_71960.1	SBOV2_48310.1
OG0006964	TREG1_86850.1	SBOV2_61730.1
OG0006965	TREG1_50850.1	SBOV2_32190.1
OG0006966	TREG1_87750.1	SBOV2_61160.1, SBOV2_61160.2, SBOV2_61160.3
OG0006967	TREG1_127410.1	SBOV2_89390.1
OG0006968	TREG1_32910.1	SBOV2_29810.1
OG0006969	TREG1_99900.1	SBOV2_70630.1
OG0006970	TREG1_99890.1	SBOV2_70640.1
OG0006971	TREG1_102730.1	SBOV2_79390.1
OG0006972	TREG1_85060.1	SBOV2_60660.1
OG0006973	TREG1_2300.1, TREG1_95230.1	SBOV2_4020.1
OG0006974	TREG1_111130.1	SBOV2_80240.1
OG0006975	TREG1_39430.1, TREG1_39430.2	SBOV2_21890.1
OG0006976	TREG1_92380.1	SBOV2_68270.1
OG0006977	TREG1_47860.1	SBOV2_35040.1
OG0006978	TREG1_32520.1	SBOV2_22720.2, SBOV2_22720.1
OG0006979	TREG1_89520.1, TREG1_89520.2	SBOV2_66090.1
OG0006980	TREG1_109880.1	SBOV2_78100.1
OG0006981	TREG1_88240.1, TREG1_88220.1	SBOV2_61010.1
OG0006982	TREG1_73960.1	SBOV2_55610.1
OG0006983	TREG1_17990.1	SBOV2_15310.1
OG0006984	TREG1_64620.1	SBOV2_54000.1
OG0006985	TREG1_56740.1	SBOV2_26940.1
OG0006986	TREG1_6480.1	SBOV2_3440.1
OG0006987	TREG1_104590.1	SBOV2_76520.1
OG0006988	TREG1_104570.1	SBOV2_76530.1
OG0006989	TREG1_106640.1	SBOV2_72890.1
OG0006990	TREG1_127960.1	SBOV2_2050.1
OG0006991	TREG1_111060.1, TREG1_7000.1	SBOV2_80130.1
OG0006992	TREG1_21620.1, TREG1_21620.3, TREG1_21620.2	SBOV2_21790.1
OG0006993	TREG1_23230.1	SBOV2_16650.1
OG0006994	TREG1_3070.1	SBOV2_5050.1
OG0006995	TREG1_81440.1	SBOV2_61770.1
OG0006996	TREG1_12290.1	SBOV2_240.1, SBOV2_250.1
OG0006997	TREG1_121930.1	SBOV2_85380.1
OG0006998	TREG1_105130.1	SBOV2_75140.1, SBOV2_75160.1
OG0006999	TREG1_62470.1	SBOV2_45320.1
OG0007000	TREG1_115260.1	SBOV2_82190.1
OG0007001	TREG1_70960.1	SBOV2_48100.2, SBOV2_48100.1, SBOV2_48100.3
OG0007002	TREG1_134450.1	SBOV2_93740.2, SBOV2_93740.1
OG0007003	TREG1_134980.1	SBOV2_6740.1
OG0007004	TREG1_132280.1	SBOV2_91830.1
OG0007005	TREG1_62490.1	SBOV2_45310.1
OG0007006	TREG1_131420.1	SBOV2_91640.1
OG0007007	TREG1_34570.1	SBOV2_43330.1
OG0007008	TREG1_82290.1	SBOV2_63830.1, SBOV2_63830.2
OG0007009	TREG1_129410.1	SBOV2_90140.1
OG0007010	TREG1_26630.1, TREG1_26630.2	SBOV2_21020.1
