Orthogroup	trichobilharzia_regenti	schistosoma_intercalatum
OG0006509	TREG1_133450.1	SINT1_92340.1
OG0006513	TREG1_39920.1	SINT1_37590.1
OG0006514	TREG1_32430.1, TREG1_32420.1, TREG1_32440.1	SINT1_81190.1
OG0006515	TREG1_42220.1, TREG1_42230.1, TREG1_42190.8, TREG1_42190.7	SINT1_42600.1, SINT1_42600.3, SINT1_42600.4, SINT1_42600.2, SINT1_42600.5
OG0006516	TREG1_50350.1	SINT1_30780.1
OG0006517	TREG1_132130.1	SINT1_93670.1
OG0006518	TREG1_134700.1	SINT1_94330.3, SINT1_94330.1, SINT1_94330.2
OG0006519	TREG1_130200.1	SINT1_91860.1
OG0006520	TREG1_132910.1, TREG1_132860.1, TREG1_132870.2, TREG1_132890.1, TREG1_132870.1	SINT1_92950.1
OG0006522	TREG1_72290.1	SINT1_46980.2, SINT1_46980.6, SINT1_46980.3, SINT1_46980.4, SINT1_46980.5, SINT1_46980.1
OG0006523	TREG1_100240.1	SINT1_75830.2, SINT1_75830.1
OG0006524	TREG1_108560.1	SINT1_71690.1, SINT1_71690.2, SINT1_71690.3
OG0006525	TREG1_83240.1	SINT1_63390.1
OG0006527	TREG1_57520.1	SINT1_41340.1
OG0006528	TREG1_31320.1	SINT1_44700.1
OG0006529	TREG1_22900.2, TREG1_22900.1, TREG1_22900.3, TREG1_22900.5, TREG1_22900.4	SINT1_18580.1
OG0006530	TREG1_6670.1, TREG1_143400.1, TREG1_144300.1, TREG1_17560.1, TREG1_30300.1, TREG1_30330.1, TREG1_144280.1, TREG1_30290.1, TREG1_30320.1	SINT1_90940.1, SINT1_90950.1, SINT1_95440.1
OG0006533	TREG1_121540.1	SINT1_85230.1
OG0006535	TREG1_140770.1, TREG1_89980.1	SINT1_63360.1
OG0006543	TREG1_115290.1	SINT1_81780.1
OG0006544	TREG1_135600.1, TREG1_135630.1	SINT1_94030.1
OG0006546	TREG1_122430.1	SINT1_88710.1
OG0006547	TREG1_64980.1, TREG1_64980.2, TREG1_64980.3	SINT1_47940.1
OG0006548	TREG1_130740.1	SINT1_91450.1
OG0006549	TREG1_93670.1	SINT1_68260.1
OG0006550	TREG1_74930.1	SINT1_55690.1
OG0006551	TREG1_107280.1, TREG1_107280.2	SINT1_73740.1
OG0006552	TREG1_20910.1	SINT1_15040.1, SINT1_15040.2
OG0006553	TREG1_102620.1	SINT1_76170.1
OG0006554	TREG1_34520.1	SINT1_43830.1
OG0006555	TREG1_129050.1	SINT1_90850.1
OG0006556	TREG1_69610.1, TREG1_69620.1	SINT1_53820.1, SINT1_53820.2
OG0006557	TREG1_83720.1	SINT1_60640.1
OG0006558	TREG1_95660.1, TREG1_95650.1	SINT1_70280.1, SINT1_70280.2
OG0006559	TREG1_4020.1	SINT1_5170.1, SINT1_5170.2
OG0006560	TREG1_59690.1	SINT1_26780.1
OG0006561	TREG1_85720.1, TREG1_85720.2	SINT1_66510.1
OG0006562	TREG1_15260.1, TREG1_15260.2	SINT1_13660.1
OG0006563	TREG1_120440.1	SINT1_85780.2, SINT1_85780.3, SINT1_85780.1
OG0006564	TREG1_57890.1	SINT1_39050.1
OG0006565	TREG1_17500.1	SINT1_16720.2, SINT1_16720.1, SINT1_16720.4, SINT1_16720.3
OG0006566	TREG1_46160.1	SINT1_29350.1
OG0006567	TREG1_49160.1	SINT1_30320.1
OG0006568	TREG1_28380.1	SINT1_20900.1
OG0006569	TREG1_46370.1	SINT1_29300.1, SINT1_29300.2
OG0006570	TREG1_73340.1	SINT1_55260.1
OG0006571	TREG1_85700.1	SINT1_61550.1, SINT1_61550.2
OG0006572	TREG1_62260.1	SINT1_46360.1
OG0006573	TREG1_10050.1	SINT1_1850.1
OG0006574	TREG1_89710.1	SINT1_66010.1
OG0006575	TREG1_78090.1	SINT1_57510.1
OG0006576	TREG1_79290.1	SINT1_57650.1, SINT1_57640.1
OG0006578	TREG1_63950.1, TREG1_63950.2, TREG1_63950.3	SINT1_47810.1
OG0006579	TREG1_42050.1	SINT1_42480.1
OG0006580	TREG1_101950.1	SINT1_75470.1
OG0006581	TREG1_59710.1, TREG1_59710.2	SINT1_26770.1, SINT1_26770.2
OG0006582	TREG1_53010.1	SINT1_30690.1
OG0006583	TREG1_120110.1	SINT1_85330.1
OG0006585	TREG1_19390.1	SINT1_18170.2, SINT1_18170.1
OG0006586	TREG1_43090.1, TREG1_43110.1, TREG1_43110.2	SINT1_37420.1
OG0006588	TREG1_18290.1	SINT1_13960.1
OG0006589	TREG1_28800.1, TREG1_28800.2	SINT1_21550.1
OG0006590	TREG1_28770.1	SINT1_21530.1
OG0006592	TREG1_115600.1	SINT1_83120.1, SINT1_83120.2
OG0006593	TREG1_95130.1	SINT1_69980.1
OG0006594	TREG1_138240.1	SINT1_51760.2, SINT1_51760.3, SINT1_51760.1
OG0006595	TREG1_67620.1	SINT1_53420.1
OG0006596	TREG1_2290.1	SINT1_77640.1
OG0006597	TREG1_106170.1	SINT1_76500.1
OG0006598	TREG1_133390.1	SINT1_92300.1
OG0006599	TREG1_32700.1	SINT1_23500.1
OG0006600	TREG1_109810.1, TREG1_138170.1	SINT1_77960.1
OG0006601	TREG1_68860.1	SINT1_51720.1
OG0006602	TREG1_31500.1, TREG1_31500.2	SINT1_25250.1
OG0006603	TREG1_133020.1	SINT1_91060.1
OG0006604	TREG1_74340.1	SINT1_55600.1
OG0006605	TREG1_16210.1, TREG1_16210.2	SINT1_18800.1, SINT1_18800.2
OG0006606	TREG1_104050.1, TREG1_104050.2	SINT1_72130.1
OG0006607	TREG1_39120.1, TREG1_39120.2, TREG1_39120.3	SINT1_26390.1
OG0006608	TREG1_21260.1, TREG1_21260.2	SINT1_20970.1
OG0006610	TREG1_112500.1, TREG1_130100.1	SINT1_79480.1
OG0006613	TREG1_76390.1	SINT1_55950.1
OG0006614	TREG1_88080.1, TREG1_88080.2	SINT1_65090.1
OG0006615	TREG1_53800.1	SINT1_34210.1
OG0006616	TREG1_95840.1	SINT1_70360.1
OG0006617	TREG1_95920.1	SINT1_68960.1
OG0006618	TREG1_47170.1, TREG1_47170.2	SINT1_37060.1, SINT1_37060.2
OG0006619	TREG1_59270.3, TREG1_59330.1	SINT1_24240.1
OG0006620	TREG1_12310.1, TREG1_12310.2	SINT1_2020.1
OG0006621	TREG1_128010.1	SINT1_90700.1, SINT1_90700.2
OG0006622	TREG1_9330.1	SINT1_16500.1, SINT1_16490.1
OG0006623	TREG1_82460.1	SINT1_65700.1, SINT1_96620.1, SINT1_96630.1
OG0006624	TREG1_55650.1	SINT1_34700.1
OG0006625	TREG1_84420.1	SINT1_61430.1
OG0006627	TREG1_75920.1, TREG1_75990.1	SINT1_56280.1
OG0006628	TREG1_127910.1	SINT1_90780.2, SINT1_90780.1
OG0006629	TREG1_98510.1	SINT1_74540.1
OG0006630	TREG1_112090.1	SINT1_80340.1
OG0006631	TREG1_64340.1	SINT1_51270.1
OG0006632	TREG1_45020.1	SINT1_39200.1
OG0006633	TREG1_99500.1	SINT1_69030.1
OG0006634	TREG1_56690.1	SINT1_40960.1
OG0006635	TREG1_24980.1	SINT1_7090.1, SINT1_7090.2, SINT1_7090.3
OG0006636	TREG1_54560.1	SINT1_24910.1
OG0006637	TREG1_39410.1, TREG1_39410.2	SINT1_43240.1, SINT1_43240.2
OG0006638	TREG1_25850.1	SINT1_7050.1
OG0006639	TREG1_97790.1	SINT1_78880.1
OG0006640	TREG1_11510.1, TREG1_11510.2	SINT1_9150.1
OG0006641	TREG1_98420.1, TREG1_98430.1	SINT1_74850.1
OG0006642	TREG1_81070.1	SINT1_64030.1
OG0006643	TREG1_79980.1	SINT1_57950.1
OG0006644	TREG1_33400.1	SINT1_24660.1
OG0006645	TREG1_86640.1, TREG1_86640.2	SINT1_60720.1
OG0006646	TREG1_68810.1, TREG1_68810.2	SINT1_51540.1
OG0006647	TREG1_81010.1	SINT1_65680.1
OG0006648	TREG1_82700.1	SINT1_65630.1, SINT1_65640.1
OG0006649	TREG1_94930.1	SINT1_71520.1, SINT1_71520.2, SINT1_71520.3
OG0006650	TREG1_67200.1, TREG1_67200.2	SINT1_47420.1
OG0006651	TREG1_25650.1	SINT1_12660.1, SINT1_12660.2
OG0006652	TREG1_32000.1, TREG1_32020.1, TREG1_36330.1	SINT1_23960.1
OG0006653	TREG1_89340.1	SINT1_63910.1
OG0006654	TREG1_82600.1, TREG1_82600.2	SINT1_65670.1
OG0006655	TREG1_43590.1, TREG1_43590.2	SINT1_34350.1
OG0006656	TREG1_43580.1	SINT1_34340.1
OG0006657	TREG1_35690.1	SINT1_25400.1
OG0006658	TREG1_105550.1	SINT1_76200.1
OG0006659	TREG1_36830.1	SINT1_35100.1
OG0006660	TREG1_116530.1, TREG1_116530.2	SINT1_83850.1, SINT1_83850.2
OG0006661	TREG1_105030.1	SINT1_71710.1
OG0006662	TREG1_30410.1	SINT1_16120.1
OG0006663	TREG1_56400.1, TREG1_56410.1	SINT1_41940.1, SINT1_41940.2
OG0006664	TREG1_65290.1	SINT1_50930.1
OG0006665	TREG1_55740.1	SINT1_95800.1, SINT1_36540.1
OG0006666	TREG1_5320.1	SINT1_1290.1
OG0006667	TREG1_138330.1	SINT1_6940.1
OG0006668	TREG1_33390.1	SINT1_24650.1
OG0006669	TREG1_15420.1	SINT1_14300.1
OG0006670	TREG1_95620.1	SINT1_70270.1
OG0006671	TREG1_109120.1	SINT1_77840.1
OG0006672	TREG1_21960.1	SINT1_18060.1
OG0006673	TREG1_16020.1	SINT1_20390.1, SINT1_20390.2
OG0006674	TREG1_97770.1, TREG1_97770.2	SINT1_78810.1
OG0006675	TREG1_29260.1	SINT1_22650.1
OG0006676	TREG1_98340.1	SINT1_73310.1
OG0006677	TREG1_60950.1, TREG1_60950.2	SINT1_22960.1
OG0006678	TREG1_71720.1	SINT1_46890.1
OG0006679	TREG1_44560.1	SINT1_32340.1
OG0006680	TREG1_15950.1, TREG1_15950.2	SINT1_12080.1
OG0006681	TREG1_83800.1, TREG1_83800.2	SINT1_60590.1
OG0006682	TREG1_110750.1	SINT1_82780.1
OG0006683	TREG1_105310.1, TREG1_24330.1	SINT1_21440.1
OG0006684	TREG1_23000.1	SINT1_18400.1, SINT1_18400.2
OG0006685	TREG1_58110.1	SINT1_33820.1
OG0006686	TREG1_73550.1	SINT1_53290.1, SINT1_53290.2
OG0006687	TREG1_119580.1	SINT1_87270.1
OG0006688	TREG1_81600.1	SINT1_58720.1
OG0006690	TREG1_83790.3, TREG1_83790.2, TREG1_83790.1, TREG1_85070.1	SINT1_60600.1
OG0006691	TREG1_106880.1	SINT1_75510.1
OG0006692	TREG1_18770.1	SINT1_4370.1
OG0006693	TREG1_142100.1, TREG1_32710.1	SINT1_23510.1, SINT1_23510.2
OG0006694	TREG1_102440.1, TREG1_140730.1, TREG1_6280.1	SINT1_76860.1, SINT1_76860.2
OG0006695	TREG1_85600.1, TREG1_85600.2	SINT1_63270.1
OG0006696	TREG1_123470.1	SINT1_85480.1, SINT1_85480.2
OG0006697	TREG1_52930.1, TREG1_52940.1	SINT1_30750.1
OG0006698	TREG1_37030.1	SINT1_41820.1
OG0006699	TREG1_103720.1, TREG1_103720.2, TREG1_103720.3	SINT1_70380.1
OG0006700	TREG1_41420.1	SINT1_39680.1
OG0006701	TREG1_71560.1	SINT1_49390.1
OG0006702	TREG1_129240.1, TREG1_129260.1	SINT1_89490.1
OG0006703	TREG1_19540.2	SINT1_7710.1
OG0006704	TREG1_36670.1	SINT1_35280.1
OG0006705	TREG1_73580.1	SINT1_56660.1, SINT1_56660.2
OG0006706	TREG1_140050.1	SINT1_40930.1
OG0006707	TREG1_52430.1	SINT1_30550.1
OG0006708	TREG1_10690.1, TREG1_10690.2	SINT1_14630.1
OG0006709	TREG1_22490.1	SINT1_20020.1
OG0006711	TREG1_89050.1	SINT1_64340.1
OG0006712	TREG1_110280.1	SINT1_82950.1
OG0006714	TREG1_61120.1	SINT1_22820.1
OG0006715	TREG1_34560.1	SINT1_43860.1
OG0006716	TREG1_61460.1	SINT1_45700.1
OG0006717	TREG1_129400.1	SINT1_89610.1
OG0006718	TREG1_29350.1	SINT1_22710.1, SINT1_22710.2
OG0006719	TREG1_63020.1	SINT1_46190.1, SINT1_46190.2
OG0006720	TREG1_141180.1, TREG1_60460.1	SINT1_26920.1
OG0006721	TREG1_6660.1	SINT1_12860.1, SINT1_12860.2
OG0006722	TREG1_48270.1	SINT1_28680.2, SINT1_28680.1
OG0006723	TREG1_61440.1	SINT1_45710.1, SINT1_45710.2
OG0006724	TREG1_2920.1	SINT1_3230.1
OG0006725	TREG1_83030.1, TREG1_83030.2	SINT1_62050.1
OG0006726	TREG1_86350.1	SINT1_62480.1
OG0006727	TREG1_102800.1	SINT1_78970.1
OG0006728	TREG1_131650.1	SINT1_93300.1
OG0006729	TREG1_135770.1	SINT1_93840.1
OG0006730	TREG1_46020.1	SINT1_31740.1
OG0006731	TREG1_121400.1, TREG1_121400.2	SINT1_85910.1, SINT1_85910.2
OG0006732	TREG1_82310.1	SINT1_63860.1
OG0006733	TREG1_47160.1, TREG1_47160.2	SINT1_10250.1
OG0006734	TREG1_128410.1	SINT1_90320.1
OG0006735	TREG1_87680.1, TREG1_87680.2	SINT1_63000.1, SINT1_63000.2
OG0006736	TREG1_106260.1	SINT1_72540.1
OG0006737	TREG1_96500.1	SINT1_2190.1
OG0006738	TREG1_36190.1, TREG1_36190.2	SINT1_45350.3, SINT1_45350.1, SINT1_45350.2
OG0006739	TREG1_23580.1, TREG1_23580.2, TREG1_23580.3	SINT1_21260.1
OG0006740	TREG1_110960.1, TREG1_110970.1	SINT1_80940.1
OG0006741	TREG1_17950.1, TREG1_17950.2	SINT1_13770.1
OG0006742	TREG1_20190.2, TREG1_20190.1	SINT1_11190.1
OG0006743	TREG1_67910.1	SINT1_50080.1
OG0006744	TREG1_121050.1	SINT1_86000.1
OG0006745	TREG1_115380.1	SINT1_83000.1
OG0006746	TREG1_109510.1	SINT1_78210.1
OG0006747	TREG1_111250.1	SINT1_79890.1
OG0006748	TREG1_25550.1	SINT1_11130.1
OG0006749	TREG1_47430.1, TREG1_47430.3, TREG1_47430.2	SINT1_37250.1, SINT1_37250.2
OG0006750	TREG1_128440.1	SINT1_90250.1
OG0006751	TREG1_72680.1	SINT1_56790.1
OG0006752	TREG1_30090.1	SINT1_13470.1
OG0006753	TREG1_92400.1	SINT1_68100.1
OG0006754	TREG1_69500.1	SINT1_49150.1, SINT1_49150.2
OG0006755	TREG1_82730.1	SINT1_65180.1
OG0006756	TREG1_121690.1	SINT1_85020.1
OG0006757	TREG1_138950.1	SINT1_7450.1, SINT1_7450.2
OG0006758	TREG1_79820.1, TREG1_79820.2, TREG1_79820.3	SINT1_63490.1
OG0006759	TREG1_8660.1	SINT1_10710.1
OG0006760	TREG1_90010.1	SINT1_63300.1
OG0006761	TREG1_61500.1	SINT1_45660.1
OG0006762	TREG1_132520.1, TREG1_132500.1	SINT1_92090.1
OG0006763	TREG1_26910.1	SINT1_18660.1
OG0006764	TREG1_97200.1	SINT1_73060.1
OG0006765	TREG1_123480.1	SINT1_85490.1, SINT1_85490.2
OG0006766	TREG1_121840.1	SINT1_84860.1
OG0006767	TREG1_121730.1	SINT1_84980.1
OG0006768	TREG1_3440.1	SINT1_7850.1
OG0006769	TREG1_101410.1	SINT1_73270.1
OG0006771	TREG1_4330.1	SINT1_8270.1
OG0006772	TREG1_93120.1, TREG1_93130.1	SINT1_67510.1
OG0006773	TREG1_105530.1	SINT1_76220.1
OG0006774	TREG1_22700.1	SINT1_19520.1
OG0006775	TREG1_84640.1	SINT1_59130.1, SINT1_59130.2
OG0006776	TREG1_85790.1	SINT1_64230.1
OG0006777	TREG1_10480.1	SINT1_17540.1
OG0006778	TREG1_25290.1	SINT1_21090.1
OG0006779	TREG1_66090.1	SINT1_49740.1
OG0006780	TREG1_110510.1	SINT1_81890.1
OG0006781	TREG1_54910.1	SINT1_40380.1
OG0006782	TREG1_92370.1, TREG1_92370.2, TREG1_92370.3	SINT1_68130.1, SINT1_68130.2
OG0006783	TREG1_19840.1, TREG1_19840.2	SINT1_17210.1
OG0006784	TREG1_3860.1	SINT1_3850.1
OG0006786	TREG1_29910.1	SINT1_21130.1
OG0006787	TREG1_44660.1	SINT1_33380.1
OG0006788	TREG1_87290.1	SINT1_64750.1
OG0006789	TREG1_16600.1	SINT1_13440.1
OG0006790	TREG1_134080.1, TREG1_134080.2	SINT1_91130.1
OG0006792	TREG1_32800.1	SINT1_23570.1
OG0006793	TREG1_30070.1	SINT1_13490.1
OG0006795	TREG1_26470.1	SINT1_14040.1
OG0006796	TREG1_20180.1	SINT1_16070.2, SINT1_16070.1
OG0006797	TREG1_14270.1, TREG1_14280.1, TREG1_14280.2	SINT1_980.1
OG0006798	TREG1_72510.1	SINT1_49200.1
OG0006799	TREG1_40300.1	SINT1_41670.1, SINT1_41670.2
OG0006800	TREG1_27520.1	SINT1_22030.1
OG0006801	TREG1_20070.1	SINT1_15240.1
OG0006802	TREG1_20110.1	SINT1_15290.1, SINT1_15290.2
OG0006803	TREG1_103900.1, TREG1_103900.2, TREG1_103900.3	SINT1_75690.1
OG0006804	TREG1_115820.1	SINT1_81950.1
OG0006805	TREG1_112940.1, TREG1_112940.2, TREG1_112940.3, TREG1_112940.4, TREG1_112940.5	SINT1_81630.1
OG0006806	TREG1_49670.1	SINT1_30060.1, SINT1_30060.2, SINT1_30060.3
OG0006807	TREG1_52060.1	SINT1_32270.1
OG0006808	TREG1_58750.1	SINT1_27130.1
OG0006809	TREG1_91190.1	SINT1_65570.1
OG0006810	TREG1_92200.1	SINT1_67080.1
OG0006811	TREG1_117890.1, TREG1_117890.3, TREG1_117890.2	SINT1_83980.1
OG0006813	TREG1_54950.1, TREG1_54950.2, TREG1_54950.3, TREG1_54950.4	SINT1_32040.1
OG0006816	TREG1_123660.1, TREG1_123690.1	SINT1_89030.1
OG0006817	TREG1_39190.1	SINT1_26350.1
OG0006819	TREG1_27810.1	SINT1_15580.1
OG0006820	TREG1_101340.1	SINT1_74660.1
OG0006821	TREG1_140470.1, TREG1_52910.1	SINT1_37000.1
OG0006822	TREG1_12370.1	SINT1_4410.1
OG0006823	TREG1_130230.1	SINT1_91800.1
OG0006824	TREG1_130530.1	SINT1_91560.1
OG0006825	TREG1_116820.1, TREG1_116830.1	SINT1_83930.1
OG0006826	TREG1_116690.1, TREG1_116690.2	SINT1_83820.1
OG0006827	TREG1_129220.1, TREG1_129220.2	SINT1_89450.1
OG0006828	TREG1_104770.1	SINT1_75430.1, SINT1_75420.1
OG0006829	TREG1_86120.1	SINT1_64790.1
OG0006830	TREG1_90070.1	SINT1_62250.1, SINT1_62250.2
OG0006831	TREG1_46990.1	SINT1_31790.1, SINT1_31790.2, SINT1_31790.3, SINT1_31790.4
OG0006832	TREG1_48670.1	SINT1_25910.1
OG0006833	TREG1_33530.1	SINT1_27050.1
OG0006834	TREG1_58940.1, TREG1_58940.2	SINT1_24410.4, SINT1_24410.1, SINT1_24410.2, SINT1_24410.3
OG0006836	TREG1_8260.1, TREG1_8260.2	SINT1_17030.1
OG0006837	TREG1_46560.1	SINT1_29600.1
OG0006841	TREG1_11870.1	SINT1_9280.1
OG0006851	TREG1_89790.1	SINT1_66180.1
OG0006852	TREG1_135590.1, TREG1_135620.1	SINT1_94020.1, SINT1_94020.2
OG0006853	TREG1_28730.1, TREG1_28730.2	SINT1_15640.1
OG0006854	TREG1_64200.1	SINT1_48810.1
OG0006855	TREG1_134250.1, TREG1_134250.2	SINT1_92680.1
OG0006856	TREG1_35890.1, TREG1_35890.2, TREG1_35890.3	SINT1_44980.1
OG0006857	TREG1_122560.1	SINT1_88730.1
OG0006858	TREG1_20830.1	SINT1_11630.1
OG0006859	TREG1_12820.1	SINT1_1330.1
OG0006860	TREG1_29010.1, TREG1_94660.1	SINT1_15930.1
OG0006861	TREG1_66270.1	SINT1_53000.1
OG0006862	TREG1_47080.1, TREG1_47080.2	SINT1_29140.1
OG0006863	TREG1_69770.1	SINT1_49960.1
OG0006864	TREG1_65030.1	SINT1_47920.1
OG0006865	TREG1_54740.1	SINT1_25070.1
OG0006866	TREG1_51390.1, TREG1_51390.2, TREG1_51390.3	SINT1_32960.1
OG0006867	TREG1_121650.1	SINT1_85630.1
OG0006868	TREG1_6220.1	SINT1_10850.1
OG0006869	TREG1_53060.1	SINT1_33270.1
OG0006870	TREG1_46710.1	SINT1_29700.1
OG0006871	TREG1_120470.1	SINT1_85740.1, SINT1_85740.2
OG0006872	TREG1_64060.1	SINT1_47870.1
OG0006873	TREG1_108050.1, TREG1_7490.1	SINT1_6850.1
OG0006874	TREG1_10610.1	SINT1_17430.1
OG0006875	TREG1_87950.1, TREG1_87950.2	SINT1_64980.1
OG0006876	TREG1_44640.1	SINT1_33400.1
OG0006877	TREG1_64700.1	SINT1_48070.1
OG0006878	TREG1_110910.1	SINT1_80970.1
OG0006879	TREG1_80330.1	SINT1_58150.1
OG0006880	TREG1_112220.1, TREG1_6200.1	SINT1_79550.1
OG0006881	TREG1_127660.1	SINT1_88290.1
OG0006882	TREG1_124650.1	SINT1_86560.1
OG0006883	TREG1_38490.1	SINT1_26600.1
OG0006884	TREG1_100760.1	SINT1_71040.1
OG0006886	TREG1_47540.1	SINT1_32500.1
OG0006887	TREG1_35180.1	SINT1_25780.1
OG0006888	TREG1_33010.1	SINT1_37880.1
OG0006889	TREG1_119590.1	SINT1_87260.1
OG0006890	TREG1_124940.1	SINT1_89820.1
OG0006891	TREG1_65620.1	SINT1_49830.1
OG0006892	TREG1_87610.1	SINT1_63050.2, SINT1_63050.3, SINT1_63050.1
OG0006893	TREG1_48350.1	SINT1_28550.1
OG0006894	TREG1_132030.1, TREG1_132030.2	SINT1_93570.1
OG0006895	TREG1_137140.1	SINT1_33720.1, SINT1_33720.2
OG0006896	TREG1_43680.1, TREG1_43680.2	SINT1_31040.1, SINT1_31040.2
OG0006897	TREG1_43170.1	SINT1_39560.1
OG0006898	TREG1_72530.1, TREG1_72530.2	SINT1_49180.1
OG0006899	TREG1_49860.1	SINT1_31150.1
OG0006900	TREG1_136310.1, TREG1_136310.2	SINT1_92750.1, SINT1_92750.2
OG0006901	TREG1_87670.1	SINT1_63010.1
OG0006903	TREG1_24680.1	SINT1_14780.1
OG0006904	TREG1_75700.1	SINT1_53190.1
OG0006905	TREG1_133330.1	SINT1_94600.1
OG0006906	TREG1_74030.1	SINT1_56040.1
OG0006907	TREG1_77230.1	SINT1_54910.1
OG0006908	TREG1_36240.1	SINT1_45260.1
OG0006910	TREG1_78020.1	SINT1_57490.1
OG0006911	TREG1_69040.1	SINT1_52870.1
OG0006912	TREG1_15610.1	SINT1_14010.1, SINT1_14010.2
OG0006913	TREG1_22300.1	SINT1_19080.1
OG0006914	TREG1_69710.1	SINT1_51590.1
OG0006915	TREG1_50640.1	SINT1_32170.1
OG0006916	TREG1_131740.1, TREG1_131740.2	SINT1_91310.1
OG0006917	TREG1_6500.1	SINT1_3320.1
OG0006918	TREG1_52090.1, TREG1_52100.1	SINT1_32250.1
OG0006919	TREG1_39820.1	SINT1_37520.1
OG0006920	TREG1_59670.1	SINT1_26800.1
OG0006921	TREG1_84890.1	SINT1_61060.1
OG0006922	TREG1_135300.1	SINT1_12870.1
OG0006923	TREG1_136440.1	SINT1_92810.1
OG0006924	TREG1_109430.1	SINT1_78270.1
OG0006925	TREG1_74560.1	SINT1_50280.1
OG0006926	TREG1_66650.1, TREG1_66650.2	SINT1_51910.1
OG0006927	TREG1_72590.1	SINT1_52910.1
OG0006928	TREG1_16890.1	SINT1_16050.1
OG0006929	TREG1_118730.1	SINT1_81180.1
OG0006930	TREG1_4510.1, TREG1_4510.2, TREG1_4530.1	SINT1_4700.1
OG0006931	TREG1_12450.1	SINT1_10410.1
OG0006933	TREG1_76880.1, TREG1_76880.2	SINT1_52590.1
OG0006934	TREG1_55900.1	SINT1_42320.1
OG0006935	TREG1_95760.1	SINT1_70340.1
OG0006936	TREG1_52740.1	SINT1_36870.1
OG0006937	TREG1_77010.1	SINT1_54710.1
OG0006938	TREG1_125610.1, TREG1_125600.1	SINT1_88620.1
OG0006939	TREG1_56230.1, TREG1_56230.2, TREG1_56230.3	SINT1_42100.1
OG0006940	TREG1_29610.1	SINT1_14610.1
OG0006941	TREG1_22310.1	SINT1_19060.1
OG0006942	TREG1_10550.1	SINT1_17490.1
OG0006943	TREG1_114250.1	SINT1_82060.1, SINT1_82060.2
OG0006944	TREG1_102160.1, TREG1_102160.2	SINT1_71240.1
OG0006946	TREG1_18140.1	SINT1_12360.1
OG0006948	TREG1_52230.1	SINT1_34590.1
OG0006949	TREG1_105500.1, TREG1_105500.2	SINT1_72050.1
OG0006950	TREG1_98840.1	SINT1_74400.1
OG0006951	TREG1_23440.1	SINT1_20930.1
OG0006952	TREG1_38030.1	SINT1_27750.1
OG0006953	TREG1_81760.1	SINT1_58830.1
OG0006954	TREG1_72410.1, TREG1_73180.1	SINT1_52470.3, SINT1_52470.1, SINT1_52470.2
OG0006955	TREG1_49900.1, TREG1_49900.2	SINT1_31210.1
OG0006956	TREG1_88400.1	SINT1_59870.1
OG0006957	TREG1_95980.1	SINT1_70550.1
OG0006958	TREG1_93680.1, TREG1_93680.2	SINT1_68290.1
OG0006959	TREG1_120120.1	SINT1_85340.1
OG0006960	TREG1_40200.1	SINT1_34940.1
OG0006961	TREG1_125330.1	SINT1_88380.1
OG0006962	TREG1_68950.1	SINT1_53900.1
OG0006963	TREG1_71960.1	SINT1_48840.1
OG0006964	TREG1_86850.1	SINT1_61890.1
OG0006965	TREG1_50850.1	SINT1_35490.1
OG0006966	TREG1_87750.1	SINT1_61270.1
OG0006967	TREG1_127410.1	SINT1_87220.1
OG0006968	TREG1_32910.1	SINT1_37910.1
OG0006969	TREG1_99900.1	SINT1_70490.1
OG0006970	TREG1_99890.1	SINT1_70500.1
OG0006971	TREG1_102730.1	SINT1_79110.1
OG0006972	TREG1_85060.1	SINT1_60780.1
OG0006973	TREG1_2300.1, TREG1_95230.1	SINT1_3880.1
OG0006974	TREG1_111130.1	SINT1_79820.1
OG0006975	TREG1_39430.1, TREG1_39430.2	SINT1_22640.1
OG0006976	TREG1_92380.1	SINT1_68120.1
OG0006977	TREG1_47860.1	SINT1_32640.1
OG0006978	TREG1_32520.1	SINT1_23340.1
OG0006979	TREG1_89520.1, TREG1_89520.2	SINT1_65910.1
OG0006980	TREG1_109880.1	SINT1_77900.1
OG0006981	TREG1_88240.1, TREG1_88220.1	SINT1_61140.1, SINT1_61140.2
OG0006982	TREG1_73960.1	SINT1_56090.1
OG0006983	TREG1_17990.1	SINT1_15800.1
OG0006984	TREG1_64620.1	SINT1_51450.1
OG0006985	TREG1_56740.1	SINT1_40910.1
OG0006986	TREG1_6480.1	SINT1_3340.1
OG0006987	TREG1_104590.1	SINT1_76340.1
OG0006988	TREG1_104570.1	SINT1_76350.1
OG0006989	TREG1_106640.1	SINT1_72750.1
OG0006990	TREG1_127960.1	SINT1_1920.1
OG0006991	TREG1_111060.1, TREG1_7000.1	SINT1_79680.1
OG0006992	TREG1_21620.1, TREG1_21620.3, TREG1_21620.2	SINT1_22500.1
OG0006993	TREG1_23230.1	SINT1_17260.1
OG0006994	TREG1_3070.1	SINT1_5040.2, SINT1_5040.1
OG0006995	TREG1_81440.1	SINT1_61930.1
OG0006996	TREG1_12290.1	SINT1_270.1
OG0006997	TREG1_121930.1	SINT1_84780.1
OG0006998	TREG1_105130.1	SINT1_74940.1
OG0006999	TREG1_62470.1	SINT1_46030.1
OG0007000	TREG1_115260.1	SINT1_81670.1
OG0007001	TREG1_70960.1	SINT1_48620.1
